steady_state,frequency
"[ 1. -1. -1. -1. -1. -1.  1. -1. -1.  1. -1. -1. -1.  1.  1.  1. -1. -1.
 -1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1. -1. -1. -1.  1.]","[243, 259, 268, 230]"
"[ 1. -1. -1. -1. -1. -1. -1. -1. -1.  1. -1. -1. -1.  1.  1.  1. -1. -1.
 -1. -1. -1.  1. -1.  1. -1.  1.  1. -1. -1. -1. -1. -1.  1.]","[243, 259, 268, 230]"
"[-1.  1.  1.  1.  1.  1. -1.  1.  1. -1.  1.  1.  1. -1. -1. -1.  1.  1.
  1.  1.  1. -1.  1. -1.  1. -1. -1.  1.  1.  1.  1.  1. -1.]","[243, 259, 268, 230]"
"[-1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1. -1. -1.  1.  1.
  1.  1.  1. -1.  1. -1.  1. -1. -1.  1.  1.  1.  1.  1. -1.]","[243, 259, 268, 230]"
