1	1	8.014736	4.964992	3.977928	0.139621	0.977432	-4.084137	3.277802	2.822502	3.219746	-3.312574	-0.535071	1.421216
2	1	6.603809	2.611655	2.425020	5.116709	2.314965	6.014291	3.589263	-4.425776	1.394836	-2.646844	0.796809	-2.086884
3	1	2.261413	2.153768	4.927601	9.113566	1.715382	6.451793	6.350725	-1.592633	1.512978	-0.532899	1.736294	1.085190
4	1	5.926719	5.943569	2.793849	6.015505	4.012590	-2.580759	3.255004	-1.576522	-1.580631	1.503525	2.661305	0.356164
5	1	6.604560	4.899067	-3.022454	2.594594	3.323275	0.423442	-3.249342	5.428258	2.865330	-0.519356	1.223090	1.141781
6	1	8.142895	4.444543	2.214297	0.848506	3.241512	-1.557885	-3.072405	6.437838	2.275817	0.352927	6.224614	2.419340
13	1	6.612362	3.007385	0.155678	2.228561	1.995122	-4.384891	-4.815637	10.499212	2.194827	0.185835	5.006312	2.685472
14	1	6.650480	3.939386	0.429516	0.126033	3.200004	-2.064308	-3.991464	6.779301	2.020158	0.657916	0.611887	3.620973
16	1	6.485730	1.782350	1.867069	-1.722789	1.065387	0.440206	0.866639	2.122193	1.460117	0.581024	6.825483	3.380708
17	1	6.302603	3.890382	0.922913	1.919754	3.973967	-1.704231	-1.355929	2.104991	1.655087	-4.097132	1.598923	1.022360
18	1	8.702897	3.497990	1.917283	-1.269620	-1.029005	-1.745410	-3.436698	4.346033	1.836730	-1.900999	1.341478	2.661369
19	1	5.478793	0.996608	5.939769	3.249733	4.214197	3.080968	-0.130725	-3.657536	1.602758	-0.433923	3.794218	0.843031
20	1	7.915446	4.570943	4.609368	0.803288	1.489808	-1.068945	2.587880	1.752034	0.774089	-0.093131	2.802930	2.473652
21	1	5.949135	4.556742	5.278562	5.494294	3.894749	-1.569452	3.255184	-4.196686	2.268940	1.466463	2.252783	0.871065
25	1	5.815787	0.440738	-0.975960	0.129414	0.417320	8.172526	2.668279	-3.719774	-6.068142	-2.382994	-1.883749	-2.465276
26	1	7.438342	4.797376	8.054641	2.744062	4.455767	-0.583076	1.211040	1.871485	1.360341	-1.095663	2.508883	3.424387
28	1	6.121914	2.891378	4.562203	4.532844	2.957391	3.033591	0.826998	-7.062287	0.528739	-0.538447	5.749073	1.600200
32	1	6.665367	3.015845	2.731940	2.886212	1.142671	3.387378	1.974125	-1.715319	0.912780	-1.879407	1.310544	1.542487
34	1	8.370052	0.827470	0.799731	2.875731	1.938168	2.025372	-0.957602	-6.481693	-5.025264	-6.312106	-0.087939	-2.387767
36	1	8.204051	6.003627	5.797111	0.047602	1.434879	-7.672937	-5.169454	3.640086	3.731858	-0.161652	5.392438	3.282868
37	1	4.496739	2.416219	2.402863	2.666569	3.556611	5.256017	0.031492	-12.636454	-0.655301	0.003389	-6.867042	-4.709519
38	1	6.608027	3.780846	6.898395	9.227522	2.391300	5.389940	-1.072703	-8.352605	-0.254635	0.662850	0.138721	0.748424
39	1	3.847799	2.353793	6.375119	6.750869	3.828825	5.429356	-1.370472	-1.136123	1.519871	2.347559	-0.625070	2.725215
