4	1	8.463968	-3.785802	5.352111	4.866429
5	1	1.007686	4.982385	5.379142	1.617845
8	1	0.045876	3.576362	4.883813	-0.960107
10	1	-3.266088	7.526662	8.756152	2.051895
12	1	1.803605	4.316264	6.114536	0.067848
15	1	5.762833	-16.943070	6.172801	7.780197
17	1	-1.262213	6.372260	7.812777	3.742587
18	1	7.084208	-11.937899	6.493384	6.358394
20	1	8.169223	-18.214690	3.318062	6.663162
22	1	0.473674	4.911624	6.843042	3.370403
24	1	0.162077	6.545068	6.684724	-0.121654
25	1	5.725659	-14.173139	5.281344	7.356219
27	1	6.145025	-6.477084	6.288229	6.192633
29	1	4.893094	-13.211734	5.159176	8.874224
30	1	2.808722	5.573964	7.604075	-4.557836
32	1	-4.068183	7.039805	9.677268	1.855071
36	1	-3.470335	5.617975	6.596373	-1.835649
37	1	1.962653	-10.707637	3.442698	6.130914
38	1	6.957822	-14.122970	5.168426	6.347676
40	1	-3.501681	7.448798	7.913109	1.108235
46	1	0.346635	7.302925	5.335511	-3.158787
53	1	-1.762684	5.568368	9.339632	-0.433443
56	1	6.004889	-16.306136	4.217582	8.161903
62	1	-7.869704	6.217275	7.473237	3.258345
64	1	6.560682	-6.725721	3.756904	6.354397
68	1	-3.233845	5.902554	9.131898	-2.507615
72	1	-3.029689	5.946223	5.369494	2.477015
73	1	7.642247	-13.794749	3.379109	9.155280
74	1	7.740259	-17.185259	5.298693	5.994441
75	1	-3.306417	6.225316	7.902265	-1.448669
76	1	5.748076	-10.668169	3.522169	5.005796
79	1	3.714331	-11.085028	4.048564	6.878651
80	1	-3.660896	8.884709	7.992169	0.866468
83	1	6.106977	-15.406357	4.818109	8.250269
86	1	5.465998	-8.143649	6.648319	6.087609
87	1	5.057233	-10.599295	6.585774	7.962653
89	1	4.972636	-13.092251	5.005256	6.334176
90	1	0.205201	5.997203	3.950341	-0.577952
92	1	1.241349	7.289700	6.356784	-0.183171
93	1	-1.879888	7.458300	7.591411	3.000116
97	1	-5.734967	6.327976	8.297338	-1.079187
100	1	6.867193	-13.066091	4.378394	6.574842
