30	10	7.615101	4.509424	6.362755	4.036383	2.128279	4.123506	3.055880	-0.244866	1.984615	-1.738835	1.249365	0.849776	7.615101	4.509424	5.786366	3.916167	2.122772	3.362874	2.254771	1.278223	2.928558	-1.056993	1.746753	1.914564	7.615101	4.509424	6.026084	3.975299	2.125398	3.637717	2.548279	0.999313	2.843104	-0.985870	1.554664	1.827288	7.615101	4.509424	6.370193	4.037250	2.128322	4.055708	2.627416	-0.641091	1.251737	-2.159369	1.301570	0.231387	7.615101	4.509424	5.850930	3.922887	2.123495	3.179781	2.066997	1.357654	2.929619	-1.078687	1.918074	1.941482	7.615101	4.509424	6.255427	4.019588	2.127478	3.914270	2.865934	0.583346	2.666258	-1.026576	1.389116	1.636398	7.615101	4.509424	6.340450	4.031192	2.128128	2.931840	0.578310	0.805123	2.311673	-1.624728	2.284515	1.603109	7.615101	4.509424	6.372415	4.037466	2.128332	3.837934	1.487443	-1.012163	0.231953	-2.449396	1.496892	-0.529978	7.615101	4.509424	6.346685	4.034224	2.128175	4.094155	3.085962	0.064543	2.332348	-1.394617	1.272132	1.221229	7.615101	4.509424	6.078846	3.986257	2.125910	3.692122	2.608274	0.930684	2.817603	-0.978087	1.521360	1.802014
31	10	8.302844	2.950597	2.145334	4.282072	4.208072	1.908174	-1.437697	1.066183	-4.570507	-1.391515	0.548773	1.918563	8.302844	2.950597	1.603420	4.413441	4.114021	7.154455	3.467172	-4.134491	-1.908796	0.643235	-3.285255	-2.954907	8.302844	2.950597	0.304084	4.272125	3.666914	8.384425	5.253203	-2.224427	-0.221683	1.198029	-2.921296	-0.921570	8.302844	2.950597	2.277516	4.430899	4.174116	6.502579	2.401993	-5.126428	-2.699357	0.365740	-3.248184	-3.861669	8.302844	2.950597	1.158066	2.709271	3.160052	5.806093	2.273118	0.874936	2.505890	1.632635	-0.803090	2.414065	8.302844	2.950597	1.384950	2.907624	3.503247	4.284916	1.214101	1.313434	2.821571	1.441063	-0.326105	2.775342	8.302844	2.950597	1.653123	3.372658	3.861608	2.540090	0.208049	1.748132	3.022679	1.022800	0.185237	3.001950	8.302844	2.950597	0.718554	3.325115	2.434880	8.079351	4.571448	-0.149388	1.667402	1.699325	-1.761008	1.394159	8.302844	2.950597	2.895408	4.442175	4.217529	4.334637	-0.543607	-8.453745	-4.515769	-0.570025	-1.845980	-5.561855	8.302844	2.950597	1.801723	4.419101	4.133102	7.001005	3.216830	-4.367835	-2.099786	0.580582	-3.293519	-3.172985
33	10	7.309992	4.008043	3.918860	-3.017110	2.333207	1.980659	1.871131	3.182739	4.547005	-1.280467	-0.153369	1.611011	7.309992	4.008043	5.011083	-1.197030	2.903074	4.177409	5.097102	0.104802	-0.816257	-5.842410	-0.246948	-2.964639	7.309992	4.008043	-0.356345	-3.792665	0.259021	-3.147563	-0.298472	6.811709	1.520196	-8.270510	0.662680	0.215468	7.309992	4.008043	3.742650	-2.371244	0.939744	4.506691	6.334916	1.735611	3.732269	-0.925233	-1.506896	1.010255	7.309992	4.008043	4.926733	-1.329849	2.540771	4.359065	5.480876	0.270355	-0.320955	-5.121644	-0.298175	-2.545036	7.309992	4.008043	5.159950	-0.890722	3.310337	3.741370	4.157843	-0.257455	-1.976334	-7.283156	-0.153649	-3.939174	7.309992	4.008043	5.188298	-1.582932	3.244258	2.250746	1.500191	2.013743	-1.343512	-8.460884	2.606494	0.959106	7.309992	4.008043	4.842414	-2.304315	2.997445	2.013534	1.135480	3.412547	3.721184	-1.640646	2.327775	2.503553	7.309992	4.008043	3.403016	-2.379900	1.204817	3.019149	5.326837	1.737031	1.413257	-3.837624	-0.748308	-1.207245	7.309992	4.008043	5.217372	-1.503900	3.272103	2.284119	1.566308	1.736258	-2.964984	-8.749102	2.478046	0.408840
35	10	6.444637	3.639065	3.176480	6.420987	4.736821	-2.010354	-1.718815	1.257439	-1.676229	-2.491184	4.261334	0.590730	6.444637	3.639065	3.379528	6.434663	4.736821	-1.570309	-1.614634	0.361761	-2.584472	-1.983533	4.348533	-0.661634	6.444637	3.639065	3.285939	6.181156	4.736816	7.266753	-1.479237	-2.614062	1.445089	0.291887	0.076495	-0.498842	6.444637	3.639065	3.198789	6.139053	4.736813	7.407107	-1.853347	-2.166992	1.688480	0.395834	0.180569	-0.353539	6.444637	3.639065	1.607830	4.988684	4.736605	3.305180	-2.542059	2.420491	3.029660	-1.269468	2.304005	2.422705	6.444637	3.639065	2.862702	5.974051	4.736799	7.255526	-2.980341	-0.912936	2.351194	0.439675	0.605810	0.323375	6.444637	3.639065	2.107559	5.866022	4.736817	0.646374	-1.980046	4.115830	3.105364	-1.539777	3.708118	2.470912	6.444637	3.639065	3.518733	6.304317	4.736820	5.866336	-0.782191	-4.598103	0.381320	-0.062688	0.010651	-0.781104	6.444637	3.639065	1.530346	5.016072	4.736661	2.610188	-2.442691	2.633187	3.044801	-1.280279	2.570244	2.443481	6.444637	3.639065	3.585923	6.434858	4.736821	-0.754449	-1.415345	-1.865959	-3.064389	-1.589382	4.298004	-0.838078
41	10	5.717114	3.753758	4.741029	5.168044	4.358765	0.493132	-4.128899	-0.165979	1.443706	4.195918	1.899743	1.415695	5.717114	3.753758	4.733133	5.110569	4.355509	1.964955	-4.760191	-0.020619	2.484238	4.288586	1.299445	2.025808	5.717114	3.753758	4.738209	5.090366	4.351365	3.168110	-2.346746	-2.393227	1.996577	4.700700	-1.867153	1.053872	5.717114	3.753758	4.741340	5.184156	4.358960	0.758648	-3.807426	-1.347326	-0.122570	4.241696	1.471739	0.030227	5.717114	3.753758	4.727566	5.053959	4.350342	2.870324	-5.097588	-0.338760	2.508504	4.504344	0.362863	1.969633	5.717114	3.753758	4.732063	5.046031	4.348611	3.124365	-3.875783	-0.976365	2.384045	4.625290	-0.384455	1.748282	5.717114	3.753758	4.728019	5.076663	4.352702	2.544907	-5.065558	-0.085569	2.530539	4.404074	0.831907	2.039909	5.717114	3.753758	4.729025	5.047090	4.349364	2.993673	-4.827365	-0.556791	2.472122	4.555389	0.083659	1.900318	5.717114	3.753758	4.740989	5.168087	4.357438	1.931818	-3.169067	-4.491890	0.597442	4.411979	-3.090933	-0.442820	5.717114	3.753758	4.740661	5.153069	4.356282	2.462051	-2.925766	-4.061053	1.086739	4.503623	-3.399316	-0.063739
42	10	5.010620	2.729376	4.601163	1.586331	3.934885	1.273556	2.481007	0.925758	3.156128	0.366463	0.052334	2.287210	5.010620	2.729376	5.190349	2.886367	4.081698	7.319258	-0.050331	-6.838936	0.712457	-0.495326	-1.397168	-2.399010	5.010620	2.729376	5.149633	2.741408	3.982296	7.915953	1.898864	-4.867726	1.371903	-0.005207	-3.614969	-1.370547	5.010620	2.729376	5.118688	2.621638	3.925095	8.002527	2.749857	-3.925389	1.689740	0.190851	-4.035152	-0.771928	5.010620	2.729376	5.231513	3.013737	4.187976	3.685458	-3.597265	-6.286784	-1.489694	-2.865490	0.549641	-2.655206	5.010620	2.729376	5.218788	2.977371	4.157423	5.916180	-2.524234	-7.998560	-0.265382	-1.626601	0.287141	-3.018763	5.010620	2.729376	5.135398	2.687264	3.953768	7.977738	2.338586	-4.397073	1.530351	0.093319	-3.928467	-1.077836	5.010620	2.729376	5.104253	2.563300	3.904456	7.995367	3.029777	-3.571112	1.809764	0.264127	-3.978051	-0.535991	5.010620	2.729376	5.198035	2.911913	4.102322	7.075644	-0.599010	-7.351303	0.523867	-0.678731	-0.856234	-2.619648	5.010620	2.729376	5.222500	2.988406	4.166782	5.544369	-2.905550	-7.804497	-0.499046	-1.917345	0.402587	-2.968810
45	10	9.781978	3.790927	4.839483	0.932851	-0.904882	3.492774	6.256518	-7.081890	1.580156	-0.180592	-0.839752	-4.470573	9.781978	3.790927	4.595291	0.534810	-1.044100	3.402745	5.470585	-2.410229	3.557143	0.557702	-5.570965	-3.526071	9.781978	3.790927	1.362715	-3.987450	-1.084994	-2.296388	4.054699	2.459378	4.363171	0.122678	0.049092	0.825931	9.781978	3.790927	4.837175	0.919486	-0.904694	1.673145	5.715671	-2.239117	0.554534	-1.562005	3.266734	-4.347749	9.781978	3.790927	3.751683	-0.999997	-1.039922	-1.252601	4.930429	2.556487	1.558908	-0.856753	4.932183	0.236346	9.781978	3.790927	3.351576	-1.588327	-1.086005	1.668381	4.599667	0.088324	4.232926	1.138957	-3.215721	-0.086954	9.781978	3.790927	4.264858	-0.076972	-1.078331	2.938194	5.113199	-1.258865	3.868658	0.942515	-4.366880	-1.606475	9.781978	3.790927	1.895298	-3.359273	-1.081737	-2.350042	4.337954	3.031923	3.933523	-0.178491	1.888309	0.821843	9.781978	3.790927	3.889466	-0.739908	-1.084686	2.397108	4.857902	-0.567127	4.057567	1.081037	-3.549417	-0.710343	9.781978	3.790927	4.812990	0.902692	-0.933695	3.602656	6.028333	-5.294811	2.774404	-0.129471	-3.702219	-6.147927
49	10	8.231883	4.312350	7.016280	7.806368	2.564806	0.032341	0.100881	-0.505479	1.071176	-0.261695	5.023826	0.630080	8.231883	4.312350	7.003830	7.795786	2.564805	0.106650	0.145555	-0.441464	1.146412	-0.222492	5.053139	0.644281	8.231883	4.312350	7.017719	7.820853	2.564812	-1.496420	-0.788252	-0.090106	1.043228	-0.699726	5.469118	0.670201	8.231883	4.312350	7.043712	7.760457	2.564814	-0.271063	0.936996	0.680384	2.277376	-0.880039	4.881362	0.790372	8.231883	4.312350	7.197981	7.903210	2.564817	4.886777	1.350808	-1.419329	-0.017941	-1.447635	-0.743899	-1.260059	8.231883	4.312350	7.068834	7.861617	2.564814	-1.338437	-0.815783	-0.399811	0.685299	-0.851225	5.376346	0.603332	8.231883	4.312350	6.976094	7.667037	2.564780	7.423551	4.119796	-0.578934	1.623180	-0.035585	-0.249672	0.230834	8.231883	4.312350	7.140286	7.851557	2.564810	5.992660	2.232112	-1.184604	0.428109	-0.840456	-0.859035	-0.900145	8.231883	4.312350	7.068901	7.856703	2.564813	-0.952974	-0.569993	-0.554228	0.719392	-0.693614	5.279555	0.591302	8.231883	4.312350	6.841366	7.493314	2.564758	1.578279	3.632566	0.252465	2.705360	-0.071267	3.102830	0.812197
50	10	4.206338	2.707276	4.582377	3.359833	3.544511	-0.797906	0.819670	0.114925	2.414499	-3.818538	5.173854	3.724119	4.206338	2.707276	5.422397	4.834792	3.813398	4.322815	0.475328	-4.745714	-0.331008	-5.408050	1.931863	1.682520	4.206338	2.707276	4.474589	3.739665	3.599941	-0.469606	1.870038	-0.356154	2.360313	-3.853188	4.989808	3.692435	4.206338	2.707276	4.407205	3.822791	3.613392	-0.349608	2.325759	-0.389022	2.353481	-3.864417	4.883624	3.682737	4.206338	2.707276	2.874807	2.943106	3.076076	0.091877	5.845578	-0.589142	2.356123	-3.695145	1.376772	3.010170	4.206338	2.707276	1.412617	1.047796	2.817817	-0.610082	1.019319	2.651588	2.785675	-3.395032	1.479819	3.384599	4.206338	2.707276	2.426162	1.047303	2.818304	-1.608575	-3.920835	3.628417	2.830535	-3.373210	3.470956	3.764185	4.206338	2.707276	4.403183	2.239855	3.381209	-1.067835	0.031697	2.122073	2.667331	-3.647226	5.169025	3.760918	4.206338	2.707276	4.354401	3.883026	3.619420	-0.269724	2.644987	-0.414199	2.347799	-3.872822	4.796588	3.673753	4.206338	2.707276	3.968751	4.106329	3.564521	0.080704	4.241826	-0.627700	2.300525	-3.893155	4.060405	3.569003
57	10	3.962623	0.532612	3.146477	1.752134	1.807111	5.033394	-0.054384	-3.120581	-1.274520	-0.723243	0.084942	-2.892600	3.962623	0.532612	3.147526	1.752251	1.807183	4.790900	-0.274676	-2.906832	-1.388319	-0.728310	0.321261	-2.618343	3.962623	0.532612	3.136086	1.749890	1.805720	6.154193	1.789683	-2.558864	-0.414687	0.114902	-0.945333	-3.265452	3.962623	0.532612	3.149369	1.752406	1.807286	4.447078	-0.661039	-2.012320	-1.602073	-0.481754	0.739194	-2.023756	3.962623	0.532612	3.123254	1.743103	1.801453	6.617467	3.004668	-1.788930	0.296108	1.200376	-0.717830	-2.485306	3.962623	0.532612	3.038372	1.416882	1.569163	6.814348	2.971458	0.458792	2.460484	2.371645	0.738641	1.040614	3.962623	0.532612	3.041218	1.447652	1.584148	6.878955	3.038157	0.372294	2.407751	2.444215	0.682064	0.969824	3.962623	0.532612	3.072570	1.636516	1.722742	7.108849	3.385258	-0.284128	1.830672	2.760276	0.218622	0.119309	3.962623	0.532612	3.129315	1.746974	1.803900	6.437352	2.566423	-2.114707	-0.006712	0.608207	-0.858269	-2.870964	3.962623	0.532612	3.145603	1.752025	1.807043	5.217721	0.125422	-3.179414	-1.185368	-0.674784	-0.099330	-3.071642
58	10	6.549508	5.018006	3.525343	4.851014	4.549945	-4.537196	-1.600597	-0.790151	0.302244	0.159345	2.056632	0.517528	6.549508	5.018006	1.593577	4.653384	4.549945	-4.605014	-1.585286	-0.636141	0.407685	0.236460	-0.166573	0.644473	6.549508	5.018006	1.477732	4.708529	4.549945	-5.318239	-1.686783	0.308290	0.404499	0.247754	1.082827	0.771472	6.549508	5.018006	3.086992	4.910923	4.549945	-4.951953	-1.654243	-0.341947	0.284396	0.139111	2.805749	0.591100	6.549508	5.018006	3.114379	4.786909	4.549945	-4.503381	-1.575678	-0.997738	0.343117	0.189281	0.481638	0.545508	6.549508	5.018006	1.036667	4.564432	4.549945	-4.899598	-1.646737	0.051333	0.435687	0.270027	0.288108	0.750573	6.549508	5.018006	2.356324	4.724297	4.549945	-4.544118	-1.571324	-0.870593	0.378800	0.213539	-0.136027	0.592647	6.549508	5.018006	2.247910	4.868216	4.549946	-5.406684	-1.692629	0.081834	0.336505	0.184711	2.096370	0.710590	6.549508	5.018006	1.303015	4.654018	4.549945	-5.184782	-1.677574	0.286551	0.418812	0.259752	0.809614	0.773309	6.549508	5.018006	2.580430	4.900364	4.549946	-5.252034	-1.682621	-0.072797	0.310542	0.160843	2.450797	0.668066
60	10	4.380794	2.496251	3.648929	6.086163	1.653521	9.471220	1.865647	-0.793355	3.131760	4.114534	0.739985	1.612694	4.380794	2.496251	4.401401	6.131846	1.655458	5.563994	0.964973	-0.214003	2.838254	3.094917	2.141358	1.283726	4.380794	2.496251	3.640954	6.090920	1.653472	9.686276	2.318451	-1.012039	3.120013	4.176413	0.461380	1.338624	4.380794	2.496251	4.753282	6.143413	1.655507	4.991042	1.910725	-5.408582	-2.422233	-2.070827	-0.585390	-1.466931	4.380794	2.496251	4.103610	6.126830	1.654628	10.158437	5.282178	-2.598686	2.557055	4.112323	-1.285028	-0.834320	4.380794	2.496251	4.729264	6.142846	1.655475	9.293333	2.807755	-5.660356	0.019279	1.390796	-1.578042	-1.930568	4.380794	2.496251	4.132104	6.127940	1.654682	10.163435	5.323876	-2.683637	2.504995	4.056294	-1.371216	-0.930930	4.380794	2.496251	4.714124	6.143413	1.655508	2.183875	1.337004	-3.118600	-2.518528	-2.304083	1.553259	-0.209957	4.380794	2.496251	4.744715	6.143417	1.655508	3.384257	1.863511	-5.272231	-2.701476	-2.647437	-0.492376	-1.425908	4.380794	2.496251	3.864211	6.090239	1.654314	8.445712	1.284514	-0.372539	3.116469	3.878631	1.418795	2.030321
