7	10	7.206831	4.278770	1.196525	1.013275	1.121270	-10.457759	-2.914481	3.501290	2.254857	-1.330125	3.726243	3.772622	7.206831	4.278770	3.779496	1.214726	1.342659	-6.688587	-1.952382	1.934763	1.942454	0.969072	3.492952	3.363267	7.206831	4.278770	3.713837	1.214676	1.307558	-6.377026	-1.583962	1.744422	1.924907	0.989801	3.389254	3.371870	7.206831	4.278770	2.301785	1.095147	1.142480	-5.644288	-0.027964	1.892336	2.061362	0.425073	2.782623	3.504428	7.206831	4.278770	1.907202	1.035610	1.172738	-9.659985	-2.847508	3.325268	2.228323	-1.087458	3.801380	3.678058	7.206831	4.278770	0.169759	1.012947	1.077946	-7.791162	-0.698677	2.717442	2.220861	-0.752393	2.478983	3.738958	7.206831	4.278770	0.079652	0.996855	1.076592	-10.423364	-2.646396	3.542175	2.273692	-1.436939	3.129230	3.862315	7.206831	4.278770	2.283868	1.053602	1.209153	-9.089809	-2.798246	3.202766	2.207088	-0.835578	3.794234	3.619933	7.206831	4.278770	0.956640	1.037258	1.094200	-6.520240	0.063682	2.322713	2.164203	-0.239665	2.410326	3.633498	7.206831	4.278770	3.605353	1.179363	1.352994	-7.136013	-2.355826	2.335746	2.019335	0.725014	3.612901	3.390271
8	10	5.453751	4.013759	1.200108	3.024723	4.397677	3.570022	-1.552475	-0.025809	-0.464304	-2.128739	-4.276084	-3.400470	5.453751	4.013759	3.297889	5.147256	4.593956	1.138660	-1.699107	0.118612	-4.888393	-2.680415	-2.858034	-6.001373	5.453751	4.013759	4.258427	5.941438	4.594616	1.541424	-1.278180	-1.442742	-5.277969	-2.506191	-2.905285	-6.040400	5.453751	4.013759	0.883647	3.164869	4.448991	3.659920	-1.673625	0.278896	-0.018369	-2.137516	-4.200572	-3.182895	5.453751	4.013759	4.068975	5.708000	4.594546	1.409248	-1.408617	-0.914285	-5.392816	-2.557890	-2.852268	-6.143487	5.453751	4.013759	3.422446	2.791078	4.079209	2.560333	-0.004473	-1.777781	-3.206028	-2.230149	-3.797954	-4.773801	5.453751	4.013759	2.169023	4.515885	4.590381	0.827219	-2.189987	0.994126	-2.162446	-2.789091	-3.077188	-4.702059	5.453751	4.013759	0.608495	3.511464	4.530608	2.828943	-2.123744	0.995088	0.690490	-2.323004	-3.879346	-2.830165	5.453751	4.013759	2.050937	4.452381	4.589551	0.789148	-2.251919	1.069763	-1.855799	-2.794062	-3.110380	-4.527874	5.453751	4.013759	1.373829	4.084891	4.580560	0.589199	-2.643780	1.459420	-0.280461	-2.781049	-3.335621	-3.532985
9	10	6.986982	6.155867	6.252243	5.968746	4.984476	-1.858979	2.234865	-0.619933	2.363249	-2.242747	4.696342	-0.925096	6.986982	6.155867	6.284660	5.961559	4.992232	-2.574598	1.569989	0.055248	2.092028	-2.173351	5.465711	-0.370041	6.986982	6.155867	5.463011	4.871552	4.892005	-3.697971	0.436006	1.295323	3.155323	-1.040879	4.407072	0.833790	6.986982	6.155867	5.579958	4.984467	4.904952	-3.720926	0.484527	1.216977	3.114492	-1.058424	4.501500	0.802868	6.986982	6.155867	6.252009	5.870075	4.987035	-2.976507	1.292616	0.286458	2.326435	-1.819908	5.565166	0.001265	6.986982	6.155867	4.302333	3.875226	4.762445	-3.454324	-0.098572	2.020212	3.389107	-1.049920	3.907363	0.972927	6.986982	6.155867	6.286854	5.998755	4.991950	-2.195485	1.872972	-0.347762	2.110424	-2.327135	5.167949	-0.794953	6.986982	6.155867	2.588096	2.430545	4.471985	-3.261798	-0.876827	3.000755	3.634289	-1.368723	3.398221	1.011850	6.986982	6.155867	6.053086	5.525731	4.958816	-3.648941	0.726059	0.776103	2.826085	-1.281059	5.079066	0.522681	6.986982	6.155867	6.232568	5.825658	4.983363	-3.145442	1.170785	0.343375	2.435940	-1.687633	5.542101	0.103659
10	10	5.101511	3.147364	6.712948	3.993863	3.411816	-0.153606	0.180188	-3.566706	2.141105	2.101555	3.425312	2.230257	5.101511	3.147364	6.650423	3.993755	3.411868	-0.873636	-1.928407	0.278089	2.258273	1.870407	3.829930	2.431809	5.101511	3.147364	6.558809	3.993345	3.411707	-1.097205	-0.906802	-0.006822	2.563090	1.939476	3.580043	2.810082	5.101511	3.147364	6.579549	3.993321	3.411649	-1.075544	-0.356699	-0.441081	2.575192	1.979412	3.423053	2.921301	5.101511	3.147364	6.699535	3.993742	3.411761	-0.175117	0.494377	-2.824894	2.295125	2.110241	3.292785	2.651694	5.101511	3.147364	6.723292	3.994037	3.411901	-0.565246	-1.735648	-0.347196	1.286523	1.877331	3.816910	1.793803	5.101511	3.147364	6.630707	3.993680	3.411848	-0.919816	-1.824852	0.286401	2.344917	1.878106	3.809886	2.509169	5.101511	3.147364	6.722806	3.994018	3.411888	-0.391549	-1.209251	-3.116884	1.380668	1.941825	3.747470	1.376614	5.101511	3.147364	6.719860	3.993957	3.411860	-0.226298	-0.436886	-4.130491	1.830422	2.035769	3.601794	1.772844	5.101511	3.147364	6.650741	3.993490	3.411659	-0.520588	0.393074	-1.487762	2.481339	2.055353	3.223112	3.040789
11	10	7.689882	4.139001	2.625145	5.385154	2.501540	2.030073	-1.387665	-2.444645	-3.089926	1.284626	-2.378230	-3.723752	7.689882	4.139001	2.657898	5.531442	2.501576	1.800865	-1.271110	-2.633451	-3.491736	1.096464	-2.002861	-3.787505	7.689882	4.139001	1.977990	5.229040	2.501572	0.672865	-1.823039	2.436012	2.909177	0.277368	1.691521	3.081529	7.689882	4.139001	2.645616	5.731269	2.501621	0.964445	-1.423674	-0.035877	-4.502931	0.525334	1.286709	-2.506268	7.689882	4.139001	2.706495	5.796993	2.501616	1.270902	-1.130640	-2.477088	-4.267308	0.708359	-0.115713	-3.795827	7.689882	4.139001	2.687980	5.684984	2.501602	1.519271	-1.181343	-2.721287	-3.895116	0.940733	-1.181238	-3.824453	7.689882	4.139001	1.771963	4.099795	2.499329	4.771669	-0.540512	0.377013	2.091538	2.422550	-3.082978	-0.026758	7.689882	4.139001	2.451468	4.802151	2.501125	2.947152	-2.275380	-1.569361	-1.424417	1.904028	-2.979854	-3.204006	7.689882	4.139001	1.419949	4.484517	2.501017	3.990341	-0.580388	1.533031	3.176495	0.789041	-0.570536	2.150958	7.689882	4.139001	2.636925	5.436946	2.501555	1.944488	-1.342696	-2.513387	-3.223002	1.239614	-2.264290	-3.743684
15	10	7.101045	3.337889	3.146175	6.856939	3.288429	4.488272	1.053463	-3.759132	0.539422	-2.131967	0.610392	-1.269151	7.101045	3.337889	3.146175	6.856941	3.288429	4.353869	0.928502	-4.159039	0.268979	-2.448513	0.508843	-1.428560	7.101045	3.337889	3.146175	6.856941	3.288429	2.984222	0.045505	-2.872313	0.328160	-2.727580	1.291487	-1.589706	7.101045	3.337889	3.146175	6.856936	3.288429	3.951350	0.591189	-3.168866	0.733483	-2.029694	1.067852	-1.122560	7.101045	3.337889	3.146175	6.856936	3.288429	4.134998	0.736607	-3.287006	0.716814	-2.014871	0.931961	-1.139060	7.101045	3.337889	3.146175	6.856935	3.288429	3.206928	0.141446	-2.842890	0.657129	-2.240226	1.576057	-1.202112	7.101045	3.337889	3.146175	6.856943	3.288429	3.389227	0.056542	-3.390195	0.055943	-3.006723	0.731422	-1.671357	7.101045	3.337889	3.146175	6.856941	3.288429	4.250029	0.822422	-4.224059	0.188481	-2.562007	0.501959	-1.473727	7.101045	3.337889	3.146175	6.856942	3.288429	3.214221	0.018219	-3.136980	0.145048	-2.944290	0.896905	-1.672289	7.101045	3.337889	3.146175	6.856935	3.288429	3.552440	0.318481	-2.973508	0.720730	-2.110866	1.353104	-1.131368
22	10	6.615530	3.414200	1.968400	3.282007	3.162085	0.897443	6.157643	4.103947	4.114083	-5.733681	1.492451	2.994688	6.615530	3.414200	3.459939	5.299397	3.208929	-0.350485	6.892855	5.170474	3.640342	-6.189361	2.011467	3.053093	6.615530	3.414200	2.313732	3.848409	3.199238	0.397157	6.376428	4.370796	4.060207	-5.782415	1.712590	3.044172	6.615530	3.414200	1.750387	2.713022	2.999186	2.207523	5.908569	3.730224	4.129010	-5.698320	0.901410	2.792376	6.615530	3.414200	3.779090	5.866472	3.207998	8.540957	6.108644	0.588260	2.919667	-3.250147	-2.427757	-0.135103	6.615530	3.414200	4.567355	6.586893	3.209092	1.519899	7.546821	-2.716180	0.075096	-7.342693	-0.561205	-4.916811	6.615530	3.414200	2.766761	4.460913	3.207315	-0.022995	6.599146	4.681080	3.953925	-5.877954	1.853597	3.067144	6.615530	3.414200	1.905873	3.156811	3.143196	1.060129	6.106046	4.040509	4.121565	-5.725413	1.412544	2.974383	6.615530	3.414200	4.567882	6.587534	3.209092	1.062591	7.423732	-1.407235	0.021684	-7.393562	0.974920	-3.375400	6.615530	3.414200	4.161842	6.112089	3.209083	0.167438	7.168936	5.496297	2.636688	-7.053126	2.213069	2.807256
23	10	5.576072	3.807274	3.536641	7.939646	4.131892	4.688473	3.926648	-1.663182	1.670908	-3.041315	-6.255149	-3.167393	5.576072	3.807274	3.536645	8.003937	4.133344	3.845767	-0.954723	-4.213785	-0.417600	-5.326204	-7.507028	-4.707858	5.576072	3.807274	3.536645	7.998006	4.133210	3.994872	-0.474311	-3.699724	-0.020641	-5.659292	-8.139992	-4.697351	5.576072	3.807274	3.536640	7.935219	4.131793	4.696833	4.038908	-1.573160	1.753088	-2.903537	-6.015941	-2.962148	5.576072	3.807274	3.536645	8.014069	4.133572	1.941900	-1.239931	-6.368580	-2.140715	-4.007620	-0.786573	-4.684622	5.576072	3.807274	3.536645	8.007265	4.133419	3.740492	-1.104237	-4.617716	-0.728113	-4.861619	-6.724748	-4.710086	5.576072	3.807274	3.536645	8.011492	4.133514	3.194474	-1.181558	-5.423372	-1.348650	-4.259567	-4.829498	-4.711007	5.576072	3.807274	3.536644	7.969725	4.132570	4.508532	2.413894	-2.409813	1.014711	-4.201202	-7.795738	-4.331263	5.576072	3.807274	3.536645	7.980687	4.132818	4.365836	1.436814	-2.789555	0.698926	-4.777319	-8.189927	-4.558154	5.576072	3.807274	3.535146	7.867781	4.130612	3.702639	3.968874	0.055805	3.335083	-0.791827	-1.026218	0.776508
24	10	4.700000	0.049911	0.443806	-0.180925	1.172995	0.144959	1.301414	1.681165	2.992104	2.764635	-0.119212	2.620039	4.700000	0.049911	2.610229	0.451383	1.175403	1.479133	1.239227	0.863858	2.211966	3.510918	3.945987	2.697995	4.700000	0.049911	2.405556	-0.004502	1.172268	6.975392	2.253580	-0.506836	2.153641	3.232511	-1.025519	1.566640	4.700000	0.049911	2.710652	0.461631	1.174764	2.570764	2.003976	0.195792	1.453638	3.492696	3.616005	2.460299	4.700000	0.049911	2.633068	0.199427	1.172585	6.106546	3.093373	-0.884448	1.594917	3.469818	1.212860	1.246623	4.700000	0.049911	1.167369	0.095989	1.174208	-0.315993	0.531444	1.716469	2.917096	3.068508	1.736208	2.883191	4.700000	0.049911	1.487487	-0.240428	1.172384	5.332008	1.658336	0.689690	2.794726	2.622290	-1.678680	2.140921	4.700000	0.049911	0.911027	0.025214	1.173883	-0.484081	0.744840	1.725314	2.949577	2.995176	1.295045	2.856438	4.700000	0.049911	2.524304	0.428023	1.175464	1.177163	0.998227	1.026236	2.377008	3.472490	3.704190	2.749284	4.700000	0.049911	0.412546	-0.243942	1.172751	1.938722	1.422718	1.591694	2.993199	2.683843	-0.583061	2.496598
27	10	6.642922	3.816288	-0.639111	3.372628	4.133993	-1.574404	-4.004009	8.274231	2.700478	-0.847734	2.892496	3.960480	6.642922	3.816288	4.880485	7.133782	4.146150	2.927550	3.916859	-2.807202	0.301507	-1.090567	0.656153	-1.652939	6.642922	3.816288	2.074400	6.495990	4.146150	1.419903	2.892679	3.330248	2.102953	-0.518338	0.742961	2.797490	6.642922	3.816288	0.527774	5.987947	4.146148	4.163274	3.392682	1.499045	2.328754	1.150055	0.195129	2.228341	6.642922	3.816288	2.334129	6.609332	4.146150	1.292541	2.940646	3.340936	1.976000	-0.540269	0.808679	2.777259	6.642922	3.816288	3.805589	7.164965	4.146150	1.526947	3.382870	1.747661	-0.263230	-1.714804	0.856849	-0.112323	6.642922	3.816288	4.878597	7.157216	4.146150	2.423214	3.740294	-1.319154	0.073424	-1.285008	0.740318	-1.561665	6.642922	3.816288	2.181464	6.542966	4.146150	1.365827	2.910994	3.339822	2.055427	-0.527864	0.771262	2.793132	6.642922	3.816288	4.888080	7.146226	4.146150	2.674204	3.829932	-2.133052	0.187302	-1.187695	0.700290	-1.610777	6.642922	3.816288	1.784403	6.366669	4.146150	1.588757	2.855609	3.264992	2.206127	-0.480228	0.659254	2.787188
