1	1	100	8.014736	4.964992	3.977928	0.139621	0.977432	-4.084137	3.277802	2.822502	3.219746	-3.312574	-0.535071	1.421216
2	1	100	6.603809	2.611655	2.425020	5.116709	2.314965	6.014291	3.589263	-4.425776	1.394836	-2.646844	0.796809	-2.086884
3	1	100	2.261413	2.153768	4.927601	9.113566	1.715382	6.451793	6.350725	-1.592633	1.512978	-0.532899	1.736294	1.085190
4	1	100	5.926719	5.943569	2.793849	6.015505	4.012590	-2.580759	3.255004	-1.576522	-1.580631	1.503525	2.661305	0.356164
5	1	100	6.604560	4.899067	-3.022454	2.594594	3.323275	0.423442	-3.249342	5.428258	2.865330	-0.519356	1.223090	1.141781
6	1	100	8.142895	4.444543	2.214297	0.848506	3.241512	-1.557885	-3.072405	6.437838	2.275817	0.352927	6.224614	2.419340
7	10	7	7.206831	4.278770	1.196525	1.013275	1.121270	-10.457759	-2.914481	3.501290	2.254857	-1.330125	3.726243	3.772622
7	10	10	7.206831	4.278770	3.779496	1.214726	1.342659	-6.688587	-1.952382	1.934763	1.942454	0.969072	3.492952	3.363267
7	10	15	7.206831	4.278770	3.713837	1.214676	1.307558	-6.377026	-1.583962	1.744422	1.924907	0.989801	3.389254	3.371870
7	10	3	7.206831	4.278770	2.301785	1.095147	1.142480	-5.644288	-0.027964	1.892336	2.061362	0.425073	2.782623	3.504428
7	10	4	7.206831	4.278770	1.907202	1.035610	1.172738	-9.659985	-2.847508	3.325268	2.228323	-1.087458	3.801380	3.678058
7	10	11	7.206831	4.278770	0.169759	1.012947	1.077946	-7.791162	-0.698677	2.717442	2.220861	-0.752393	2.478983	3.738958
7	10	7	7.206831	4.278770	0.079652	0.996855	1.076592	-10.423364	-2.646396	3.542175	2.273692	-1.436939	3.129230	3.862315
7	10	5	7.206831	4.278770	2.283868	1.053602	1.209153	-9.089809	-2.798246	3.202766	2.207088	-0.835578	3.794234	3.619933
7	10	6	7.206831	4.278770	0.956640	1.037258	1.094200	-6.520240	0.063682	2.322713	2.164203	-0.239665	2.410326	3.633498
7	10	1	7.206831	4.278770	3.605353	1.179363	1.352994	-7.136013	-2.355826	2.335746	2.019335	0.725014	3.612901	3.390271
8	10	7	5.453751	4.013759	1.200108	3.024723	4.397677	3.570022	-1.552475	-0.025809	-0.464304	-2.128739	-4.276084	-3.400470
8	10	2	5.453751	4.013759	3.297889	5.147256	4.593956	1.138660	-1.699107	0.118612	-4.888393	-2.680415	-2.858034	-6.001373
8	10	4	5.453751	4.013759	4.258427	5.941438	4.594616	1.541424	-1.278180	-1.442742	-5.277969	-2.506191	-2.905285	-6.040400
8	10	8	5.453751	4.013759	0.883647	3.164869	4.448991	3.659920	-1.673625	0.278896	-0.018369	-2.137516	-4.200572	-3.182895
8	10	2	5.453751	4.013759	4.068975	5.708000	4.594546	1.409248	-1.408617	-0.914285	-5.392816	-2.557890	-2.852268	-6.143487
8	10	2	5.453751	4.013759	3.422446	2.791078	4.079209	2.560333	-0.004473	-1.777781	-3.206028	-2.230149	-3.797954	-4.773801
8	10	1	5.453751	4.013759	2.169023	4.515885	4.590381	0.827219	-2.189987	0.994126	-2.162446	-2.789091	-3.077188	-4.702059
8	10	2	5.453751	4.013759	0.608495	3.511464	4.530608	2.828943	-2.123744	0.995088	0.690490	-2.323004	-3.879346	-2.830165
8	10	2	5.453751	4.013759	2.050937	4.452381	4.589551	0.789148	-2.251919	1.069763	-1.855799	-2.794062	-3.110380	-4.527874
8	10	4	5.453751	4.013759	1.373829	4.084891	4.580560	0.589199	-2.643780	1.459420	-0.280461	-2.781049	-3.335621	-3.532985
9	10	1	6.986982	6.155867	6.252243	5.968746	4.984476	-1.858979	2.234865	-0.619933	2.363249	-2.242747	4.696342	-0.925096
9	10	2	6.986982	6.155867	6.284660	5.961559	4.992232	-2.574598	1.569989	0.055248	2.092028	-2.173351	5.465711	-0.370041
9	10	2	6.986982	6.155867	5.463011	4.871552	4.892005	-3.697971	0.436006	1.295323	3.155323	-1.040879	4.407072	0.833790
9	10	3	6.986982	6.155867	5.579958	4.984467	4.904952	-3.720926	0.484527	1.216977	3.114492	-1.058424	4.501500	0.802868
9	10	5	6.986982	6.155867	6.252009	5.870075	4.987035	-2.976507	1.292616	0.286458	2.326435	-1.819908	5.565166	0.001265
9	10	2	6.986982	6.155867	4.302333	3.875226	4.762445	-3.454324	-0.098572	2.020212	3.389107	-1.049920	3.907363	0.972927
9	10	1	6.986982	6.155867	6.286854	5.998755	4.991950	-2.195485	1.872972	-0.347762	2.110424	-2.327135	5.167949	-0.794953
9	10	1	6.986982	6.155867	2.588096	2.430545	4.471985	-3.261798	-0.876827	3.000755	3.634289	-1.368723	3.398221	1.011850
9	10	2	6.986982	6.155867	6.053086	5.525731	4.958816	-3.648941	0.726059	0.776103	2.826085	-1.281059	5.079066	0.522681
9	10	3	6.986982	6.155867	6.232568	5.825658	4.983363	-3.145442	1.170785	0.343375	2.435940	-1.687633	5.542101	0.103659
10	10	10	5.101511	3.147364	6.712948	3.993863	3.411816	-0.153606	0.180188	-3.566706	2.141105	2.101555	3.425312	2.230257
10	10	7	5.101511	3.147364	6.650423	3.993755	3.411868	-0.873636	-1.928407	0.278089	2.258273	1.870407	3.829930	2.431809
10	10	7	5.101511	3.147364	6.558809	3.993345	3.411707	-1.097205	-0.906802	-0.006822	2.563090	1.939476	3.580043	2.810082
10	10	10	5.101511	3.147364	6.579549	3.993321	3.411649	-1.075544	-0.356699	-0.441081	2.575192	1.979412	3.423053	2.921301
10	10	12	5.101511	3.147364	6.699535	3.993742	3.411761	-0.175117	0.494377	-2.824894	2.295125	2.110241	3.292785	2.651694
10	10	2	5.101511	3.147364	6.723292	3.994037	3.411901	-0.565246	-1.735648	-0.347196	1.286523	1.877331	3.816910	1.793803
10	10	4	5.101511	3.147364	6.630707	3.993680	3.411848	-0.919816	-1.824852	0.286401	2.344917	1.878106	3.809886	2.509169
10	10	15	5.101511	3.147364	6.722806	3.994018	3.411888	-0.391549	-1.209251	-3.116884	1.380668	1.941825	3.747470	1.376614
10	10	10	5.101511	3.147364	6.719860	3.993957	3.411860	-0.226298	-0.436886	-4.130491	1.830422	2.035769	3.601794	1.772844
10	10	5	5.101511	3.147364	6.650741	3.993490	3.411659	-0.520588	0.393074	-1.487762	2.481339	2.055353	3.223112	3.040789
11	10	2	7.689882	4.139001	2.625145	5.385154	2.501540	2.030073	-1.387665	-2.444645	-3.089926	1.284626	-2.378230	-3.723752
11	10	4	7.689882	4.139001	2.657898	5.531442	2.501576	1.800865	-1.271110	-2.633451	-3.491736	1.096464	-2.002861	-3.787505
11	10	3	7.689882	4.139001	1.977990	5.229040	2.501572	0.672865	-1.823039	2.436012	2.909177	0.277368	1.691521	3.081529
11	10	3	7.689882	4.139001	2.645616	5.731269	2.501621	0.964445	-1.423674	-0.035877	-4.502931	0.525334	1.286709	-2.506268
11	10	7	7.689882	4.139001	2.706495	5.796993	2.501616	1.270902	-1.130640	-2.477088	-4.267308	0.708359	-0.115713	-3.795827
11	10	6	7.689882	4.139001	2.687980	5.684984	2.501602	1.519271	-1.181343	-2.721287	-3.895116	0.940733	-1.181238	-3.824453
11	10	1	7.689882	4.139001	1.771963	4.099795	2.499329	4.771669	-0.540512	0.377013	2.091538	2.422550	-3.082978	-0.026758
11	10	3	7.689882	4.139001	2.451468	4.802151	2.501125	2.947152	-2.275380	-1.569361	-1.424417	1.904028	-2.979854	-3.204006
11	10	1	7.689882	4.139001	1.419949	4.484517	2.501017	3.990341	-0.580388	1.533031	3.176495	0.789041	-0.570536	2.150958
11	10	3	7.689882	4.139001	2.636925	5.436946	2.501555	1.944488	-1.342696	-2.513387	-3.223002	1.239614	-2.264290	-3.743684
12	2	91	3.671302	-4.337542	1.843052	4.496488	2.624473	3.100130	5.651282	-11.527750	-1.015529	0.995769	-1.215311	-0.738205
12	2	9	3.671302	-4.337542	1.790312	4.496488	2.624473	0.435698	2.189671	-5.463108	0.898807	2.963745	2.672786	0.844747
13	1	100	6.612362	3.007385	0.155678	2.228561	1.995122	-4.384891	-4.815637	10.499212	2.194827	0.185835	5.006312	2.685472
14	1	100	6.650480	3.939386	0.429516	0.126033	3.200004	-2.064308	-3.991464	6.779301	2.020158	0.657916	0.611887	3.620973
15	10	13	7.101045	3.337889	3.146175	6.856939	3.288429	4.488272	1.053463	-3.759132	0.539422	-2.131967	0.610392	-1.269151
15	10	19	7.101045	3.337889	3.146175	6.856941	3.288429	4.353869	0.928502	-4.159039	0.268979	-2.448513	0.508843	-1.428560
15	10	23	7.101045	3.337889	3.146175	6.856941	3.288429	2.984222	0.045505	-2.872313	0.328160	-2.727580	1.291487	-1.589706
15	10	2	7.101045	3.337889	3.146175	6.856936	3.288429	3.951350	0.591189	-3.168866	0.733483	-2.029694	1.067852	-1.122560
15	10	7	7.101045	3.337889	3.146175	6.856936	3.288429	4.134998	0.736607	-3.287006	0.716814	-2.014871	0.931961	-1.139060
15	10	7	7.101045	3.337889	3.146175	6.856935	3.288429	3.206928	0.141446	-2.842890	0.657129	-2.240226	1.576057	-1.202112
15	10	13	7.101045	3.337889	3.146175	6.856943	3.288429	3.389227	0.056542	-3.390195	0.055943	-3.006723	0.731422	-1.671357
15	10	14	7.101045	3.337889	3.146175	6.856941	3.288429	4.250029	0.822422	-4.224059	0.188481	-2.562007	0.501959	-1.473727
15	10	13	7.101045	3.337889	3.146175	6.856942	3.288429	3.214221	0.018219	-3.136980	0.145048	-2.944290	0.896905	-1.672289
15	10	2	7.101045	3.337889	3.146175	6.856935	3.288429	3.552440	0.318481	-2.973508	0.720730	-2.110866	1.353104	-1.131368
16	1	100	6.485730	1.782350	1.867069	-1.722789	1.065387	0.440206	0.866639	2.122193	1.460117	0.581024	6.825483	3.380708
17	1	100	6.302603	3.890382	0.922913	1.919754	3.973967	-1.704231	-1.355929	2.104991	1.655087	-4.097132	1.598923	1.022360
18	1	100	8.702897	3.497990	1.917283	-1.269620	-1.029005	-1.745410	-3.436698	4.346033	1.836730	-1.900999	1.341478	2.661369
19	1	100	5.478793	0.996608	5.939769	3.249733	4.214197	3.080968	-0.130725	-3.657536	1.602758	-0.433923	3.794218	0.843031
20	1	100	7.915446	4.570943	4.609368	0.803288	1.489808	-1.068945	2.587880	1.752034	0.774089	-0.093131	2.802930	2.473652
21	1	100	5.949135	4.556742	5.278562	5.494294	3.894749	-1.569452	3.255184	-4.196686	2.268940	1.466463	2.252783	0.871065
