1	2	46.136906	12.372692	33.556491	7.777359	85.741096	1647.203312	72.191003	58.232751	39.428113	33.414456	59.433952	50.677335	6.303118	92.046601	35.863887	67.487285	30.971777	74.770843	0.110031	0.661921	0.587931	0.520538	0.618029	0.160681	0.744727	0.524214	0.510623	0.206758	0.983020	0.904358	0.521430	0.155036	0.828230	0.627232	0.944958	0.272180	166.499845	2.000000	81.569435	11.447231	2.000000	14.764004	0.329000	3.000000	0.014365	18.675665	4.000000	0.010741	12.548460	1.000000	0.014864	13.572483	3.000000	0.012665	0.020924	4.000000	0.013683	1.500716	4.000000	0.035911	0.093977	2.000000	78.089970	52.851431	2.000000	0.011686	6.748863	4.000000	0.012105	17.605404	3.000000	0.051510	5.242497	5.000000	0.023888	54.093676	4.000000	0.010197	38.213943	1.000000	69.162230	50.501051	2.000000	20.603736	0.880836	3.000000	0.013736	1.558800	2.000000	0.055584	0.799980	1.000000	0.012340	0.166913	6.000000	0.092755	1.015326	3.000000	0.018342	26.882550	4.000000	52.451645	0.493785	3.000000	0.010424	0.930338	3.000000	49.391260	0.472179	6.000000	69.399018	0.407783	2.000000	0.035928	9.461032	2.000000	0.564263	4.804275	4.000000	53.225020	0.979984	4.000000	0.046188	28.001286	2.000000	95.558924	0.957179	6.000000	0.025753	48.756517	2.000000	0.038962
2	2	25.894961	16.902696	32.682114	92.351982	7.981977	9448.983875	96.902192	7.179400	46.121067	95.584886	73.100149	63.287367	47.335544	39.796725	91.760385	42.957872	3.465488	57.028136	0.870324	0.960397	0.772543	0.335839	0.300042	0.805897	0.966470	0.813482	0.268072	0.723703	0.804177	0.137206	0.387028	0.929081	0.377009	0.599708	0.575598	0.984409	135.907225	2.000000	82.414309	0.888854	4.000000	80.485221	0.718143	4.000000	0.017406	34.998170	6.000000	0.029882	57.316128	6.000000	0.027066	2.214658	5.000000	0.025559	0.019757	5.000000	0.014572	0.119077	4.000000	0.031770	1.217300	6.000000	54.794750	9.113869	4.000000	0.012723	0.392078	5.000000	0.045426	56.848545	2.000000	0.017735	58.933063	1.000000	0.121166	49.288172	6.000000	0.038458	35.604622	1.000000	82.937738	28.940150	5.000000	62.809749	0.809112	3.000000	0.015735	0.631007	6.000000	0.025146	0.286761	5.000000	0.013924	1.003224	2.000000	0.101953	0.241476	5.000000	0.053108	18.150315	4.000000	4.045258	0.935422	6.000000	0.020218	0.104361	4.000000	28.752093	0.070620	5.000000	26.991315	0.454877	3.000000	0.020861	2.767809	6.000000	0.070323	17.246326	5.000000	30.125475	0.493571	1.000000	0.034462	52.244682	1.000000	38.947629	0.465729	6.000000	0.045049	51.140274	4.000000	0.012158
3	2	35.855381	27.108737	45.939544	30.160264	80.687128	3643.320335	13.755065	19.480210	94.527893	55.713328	82.049679	74.974995	95.738977	88.557975	84.479881	72.980949	19.936850	66.864942	0.462943	0.448163	0.643461	0.211511	0.383078	0.118291	0.287255	0.664774	0.395591	0.794518	0.485232	0.642666	0.673880	0.494639	0.635973	0.553245	0.451657	0.581005	76.360576	4.000000	94.945944	0.592318	4.000000	24.039627	1.224503	5.000000	0.014389	49.808158	3.000000	0.036027	16.356201	4.000000	0.018430	4.301554	5.000000	0.012911	0.602129	6.000000	0.037138	0.691870	2.000000	0.020027	1.238475	6.000000	2.480859	21.732270	4.000000	0.018865	9.147441	6.000000	0.013617	22.871060	6.000000	0.016527	21.379613	3.000000	0.014642	42.342399	3.000000	0.012972	61.242651	2.000000	41.722055	23.298477	3.000000	79.143341	0.145575	6.000000	0.017853	0.342910	1.000000	0.020125	0.668055	4.000000	0.011585	0.788756	4.000000	0.024237	1.075556	2.000000	0.078406	46.307527	6.000000	85.930544	0.652165	4.000000	0.017563	1.440019	5.000000	48.708034	0.957719	3.000000	10.192470	0.537951	5.000000	0.034281	5.646914	2.000000	0.062153	0.681465	4.000000	53.059832	0.603864	3.000000	0.017181	53.686108	4.000000	87.634226	0.641521	2.000000	0.013242	32.954457	2.000000	0.108496
4	1	70.822201	39.784871	67.695729	97.958019	72.230037	3290.557417	36.918920	67.699535	80.635299	40.647173	59.901563	46.581239	17.404818	99.987514	8.924571	18.626730	89.075928	96.790988	0.936589	0.833918	0.949707	0.167486	0.254879	0.876147	0.836192	0.331932	0.928077	0.967911	0.210373	0.399324	0.636732	0.130009	0.870428	0.303886	0.402979	0.997409	164.610706	4.000000	91.685158	7.877737	1.000000	38.969135	1.101297	3.000000	0.010687	36.876251	5.000000	0.020948	56.841820	1.000000	0.171587	7.392154	2.000000	0.023489	0.353547	6.000000	0.014807	0.686163	5.000000	0.017996	0.971858	5.000000	7.303379	44.226855	5.000000	0.119088	1.506431	3.000000	0.015118	74.513658	4.000000	0.059106	15.874044	4.000000	0.013163	22.054480	4.000000	0.053931	6.036373	6.000000	59.920076	10.392383	1.000000	82.239331	0.745651	1.000000	0.012958	1.411308	4.000000	0.072770	0.120581	4.000000	0.062433	0.939664	1.000000	0.113774	1.029880	4.000000	0.580644	51.500146	4.000000	95.529153	0.582830	2.000000	0.010771	0.277212	3.000000	73.615142	0.509934	6.000000	95.795346	1.051826	2.000000	0.030281	2.908017	3.000000	0.013948	12.866954	3.000000	93.239138	0.281087	5.000000	0.058125	20.263725	4.000000	98.394862	0.112597	3.000000	0.012944	50.882143	6.000000	0.017285
5	2	64.370469	58.413997	58.941365	83.010541	51.361075	1792.929388	24.536022	57.554978	64.121346	3.991160	9.192092	57.601653	67.633251	57.560833	64.470619	23.879811	74.325593	17.935403	0.551498	0.159073	0.708082	0.936479	0.164921	0.166219	0.552321	0.315435	0.994790	0.812601	0.213344	0.272902	0.597316	0.663976	0.368964	0.244748	0.904732	0.804959	111.955450	6.000000	62.348509	5.053367	4.000000	52.537351	1.047844	6.000000	0.022948	30.315182	5.000000	0.012041	37.210868	1.000000	0.683700	13.715374	3.000000	0.027641	0.378440	1.000000	0.039217	0.471328	4.000000	0.011165	1.358855	4.000000	50.148745	46.823123	2.000000	0.076205	7.862307	4.000000	0.262428	65.964736	4.000000	0.015025	2.688448	4.000000	0.079877	56.714880	5.000000	0.013833	13.517663	4.000000	43.373113	31.717894	4.000000	51.370315	0.325565	3.000000	0.427522	0.123060	2.000000	0.023074	0.600590	6.000000	0.046600	0.296767	2.000000	0.018481	0.367944	1.000000	0.032442	36.862499	3.000000	62.265356	0.404575	6.000000	0.026884	0.515040	2.000000	46.711890	0.191612	5.000000	36.695355	0.544466	4.000000	0.029571	9.367685	1.000000	0.011058	23.433474	6.000000	70.355489	0.278797	2.000000	0.012005	44.670871	3.000000	1.882531	0.227762	3.000000	0.299509	20.402844	6.000000	0.063438
6	1	94.256098	43.121117	85.280334	37.106594	17.196736	577.433798	64.796348	86.806391	85.434697	46.082679	29.405387	41.438891	5.743663	51.487036	47.925721	27.151213	56.329065	16.267902	0.377508	0.225493	0.415242	0.190055	0.385416	0.794278	0.902893	0.651756	0.657277	0.295254	0.793489	0.772453	0.170814	0.502103	0.215593	0.113551	0.358418	0.538013	9.082095	5.000000	13.877143	12.532087	5.000000	59.219803	0.485574	1.000000	0.011164	27.247225	4.000000	0.023172	13.621387	1.000000	0.016418	12.686907	6.000000	0.027959	0.437022	2.000000	0.010040	0.590686	5.000000	0.018620	1.272361	2.000000	36.408243	30.731693	3.000000	0.030272	7.181842	5.000000	0.579302	18.238790	1.000000	0.014307	46.445805	4.000000	0.017310	20.586945	5.000000	0.018446	73.414151	3.000000	95.970381	3.046109	2.000000	1.088498	0.086851	5.000000	0.019203	1.331442	4.000000	0.028694	0.213613	4.000000	0.011046	0.370065	6.000000	0.010297	0.567892	3.000000	0.182458	46.415499	2.000000	10.219262	0.251558	3.000000	0.014905	1.409116	3.000000	53.253310	1.033460	4.000000	1.744360	0.443343	4.000000	0.010097	4.507543	3.000000	0.013336	5.052940	2.000000	6.223193	0.818432	5.000000	0.018246	31.588411	6.000000	65.168346	0.604129	4.000000	0.106634	1.525542	1.000000	0.138484
7	1	23.452824	93.915756	80.083973	76.209282	21.664601	5771.284049	10.166922	89.255688	66.903194	7.090942	61.512519	43.159793	3.662946	55.628599	3.092638	61.080485	40.712595	75.725770	0.898332	0.652378	0.531139	0.717346	0.844949	0.169699	0.409210	0.250691	0.951105	0.111610	0.444747	0.775777	0.673324	0.397362	0.418761	0.134012	0.592957	0.587173	111.663657	4.000000	12.353061	7.060101	3.000000	27.509626	0.776095	4.000000	0.030484	54.351950	6.000000	0.032098	6.953086	1.000000	0.011612	1.423321	4.000000	0.011818	0.405412	5.000000	0.014314	0.415295	3.000000	0.013552	1.412989	2.000000	74.421179	13.818387	5.000000	0.016586	12.020580	4.000000	0.020861	52.944588	1.000000	0.011601	4.997966	3.000000	0.330833	48.964967	2.000000	0.101067	28.829709	1.000000	26.245411	6.999960	5.000000	9.849090	0.994514	3.000000	0.035277	1.496285	5.000000	0.033093	0.316808	2.000000	0.196137	1.266268	3.000000	0.015819	0.087458	2.000000	0.014674	17.604434	6.000000	44.045741	0.259199	3.000000	0.040116	1.618421	3.000000	62.309520	0.734977	4.000000	86.465762	0.172483	6.000000	0.226648	8.109006	4.000000	0.013312	8.546105	5.000000	4.376810	0.476581	4.000000	0.011700	0.724860	4.000000	35.685687	0.444899	1.000000	0.020423	30.091884	5.000000	0.067951
8	2	44.012306	89.545689	55.984134	93.194657	7.671418	1450.935654	83.161762	4.134532	89.889653	39.921375	91.966787	5.967797	63.378268	43.397284	57.363614	40.653556	55.320344	28.015605	0.191593	0.202481	0.494895	0.462811	0.913126	0.515798	0.193720	0.896266	0.372597	0.848264	0.303969	0.577210	0.951775	0.933055	0.339804	0.856312	0.132373	0.880967	51.110984	3.000000	4.688012	8.143670	4.000000	46.558951	1.150281	6.000000	0.021692	44.797932	3.000000	0.203939	53.605616	4.000000	0.020416	6.399052	2.000000	0.021485	0.743313	2.000000	0.189035	1.510569	2.000000	0.017686	0.485486	5.000000	12.611005	31.795085	3.000000	0.030978	11.337516	3.000000	0.595272	18.694210	6.000000	0.032576	57.175068	1.000000	0.012600	33.345520	6.000000	0.014053	41.387682	2.000000	44.879521	37.930278	6.000000	22.555965	0.094060	5.000000	0.036145	0.794077	4.000000	0.031526	1.073348	6.000000	0.011163	0.395999	6.000000	0.012746	0.854360	2.000000	0.027377	58.799482	1.000000	61.078788	0.518833	4.000000	0.010207	0.575553	6.000000	72.884203	1.032357	2.000000	75.564800	0.237600	3.000000	0.018453	13.718392	4.000000	0.012547	19.959504	1.000000	80.189068	0.631223	6.000000	0.026921	50.693936	1.000000	82.508716	0.524156	5.000000	0.013180	18.782320	4.000000	0.025792
9	3	86.080516	62.948018	45.559326	18.304291	21.472923	2139.816829	70.640554	58.652976	98.273246	67.022118	76.441445	97.116357	75.301171	84.012060	85.112497	17.869374	98.921601	62.505962	0.140380	0.531402	0.839445	0.457146	0.261641	0.516972	0.147907	0.274154	0.330479	0.551317	0.633887	0.912506	0.721187	0.897279	0.767783	0.899490	0.301021	0.336190	92.512783	5.000000	13.318093	7.306435	4.000000	92.475751	1.203045	1.000000	0.011857	34.983575	6.000000	0.126172	55.728539	4.000000	0.011574	8.311359	6.000000	0.023887	0.397951	4.000000	0.014229	0.790657	4.000000	0.023068	1.108295	3.000000	13.102433	30.321739	1.000000	0.019618	3.722003	2.000000	0.072976	35.331491	3.000000	0.041852	11.043777	3.000000	0.010813	46.962226	6.000000	0.011938	9.008854	1.000000	44.376758	39.885006	1.000000	22.941172	0.548981	6.000000	0.024440	1.410710	3.000000	0.042238	1.031808	4.000000	0.029771	0.568805	1.000000	0.093355	0.777491	5.000000	0.019523	42.146266	2.000000	88.056770	0.898551	5.000000	0.016300	0.295799	1.000000	82.027149	0.765381	5.000000	7.180091	0.722646	1.000000	0.015917	12.676093	5.000000	0.040917	13.712073	3.000000	64.474284	0.959873	6.000000	0.023558	14.448893	6.000000	32.949875	0.237310	2.000000	0.035330	2.858963	3.000000	0.013968
10	4	44.926374	78.491101	53.173755	54.179676	71.406346	2682.032894	55.534588	72.187999	53.650709	72.878604	21.885545	45.451855	13.701883	20.373386	7.017656	94.504293	78.061636	54.838955	0.330731	0.110512	0.630942	0.793776	0.198801	0.515430	0.719061	0.332068	0.274125	0.951869	0.147093	0.215991	0.568545	0.497652	0.542730	0.266756	0.669248	0.967532	35.140922	3.000000	50.328289	4.520203	4.000000	65.280642	0.286838	3.000000	0.011344	53.697678	6.000000	0.013981	50.723701	3.000000	0.010956	6.707684	3.000000	0.173610	0.893722	4.000000	0.052676	0.925081	3.000000	0.028343	1.472016	6.000000	27.553161	1.464088	5.000000	0.017774	0.697593	2.000000	0.171028	70.861024	4.000000	0.010683	10.140955	6.000000	0.078521	56.440241	2.000000	0.010642	44.836423	4.000000	36.242045	56.365613	6.000000	88.884996	1.088982	6.000000	0.029379	0.731605	6.000000	0.026612	0.123815	5.000000	0.021532	0.230828	5.000000	0.010097	0.592423	5.000000	0.054939	12.296361	1.000000	10.641126	0.073520	6.000000	0.045007	0.197563	5.000000	20.601508	0.405719	2.000000	3.783651	0.033325	5.000000	0.016228	10.091419	6.000000	0.041060	6.234933	3.000000	59.702019	0.479987	6.000000	0.014830	2.773065	2.000000	69.791907	0.679982	6.000000	0.091404	28.971198	5.000000	0.010807
