1	1	30.580581	20.203140	74.875563	45.892308	0.415374	0.445937	0.750333	0.834004	118.817960	4.000000	27.541996	1.858747	6.000000	0.611712	0.384564	6.000000	13.402302	9.378877	6.000000	0.052533	123.157421	2.000000	0.010361	0.770964	2.000000	0.013638	5.917510	3.000000	0.016943	1.120751	6.000000	0.013043	2.829546	3.000000	0.011058
2	2	27.552453	57.758323	26.217159	1.643070	0.123734	0.791682	0.851057	0.962423	157.487398	6.000000	29.796154	0.930023	5.000000	0.017030	1.527119	5.000000	90.022615	0.476687	2.000000	0.074569	67.878953	2.000000	0.024339	0.138528	1.000000	0.019568	11.532860	6.000000	0.015080	0.963341	4.000000	0.017274	5.494559	2.000000	0.027972
3	1	90.769109	54.341838	37.220698	48.413626	0.530135	0.513641	0.415785	0.897590	50.589636	2.000000	20.392751	2.789388	4.000000	0.015005	0.264963	2.000000	69.423758	7.384468	1.000000	0.029460	6.582154	6.000000	0.032922	0.358005	3.000000	0.014218	12.702062	1.000000	0.194250	0.469311	4.000000	0.021587	4.309460	5.000000	0.011063
4	2	42.621366	30.294596	91.083261	71.539782	0.334395	0.454862	0.440094	0.166969	149.771955	1.000000	24.717048	2.440740	3.000000	0.013169	0.242714	1.000000	48.640874	4.843160	1.000000	0.011955	132.971791	1.000000	0.052884	0.151917	6.000000	0.032386	11.348616	6.000000	0.063010	0.883547	4.000000	0.011200	4.133685	4.000000	0.018945
5	1	59.413441	9.577815	16.320078	75.566855	0.196692	0.332040	0.848044	0.167932	52.580082	3.000000	31.537563	1.986042	3.000000	0.010767	0.182678	2.000000	31.776848	5.723924	5.000000	0.158177	129.542095	5.000000	0.013859	0.102228	2.000000	0.026787	9.788261	2.000000	0.021040	1.351918	5.000000	0.037730	7.941786	3.000000	0.161872
6	2	60.835395	2.141377	11.998479	11.578445	0.607453	0.549119	0.591981	0.208446	33.791525	2.000000	78.033565	3.389069	4.000000	0.012103	0.981060	4.000000	70.662714	8.853946	3.000000	0.019646	135.165483	2.000000	0.010491	1.333249	4.000000	0.020462	7.694252	1.000000	0.024712	0.321175	6.000000	0.012631	6.616167	6.000000	0.010118
7	2	89.906739	13.204218	55.177030	22.789691	0.511107	0.947399	0.629520	0.496736	48.516610	6.000000	89.713561	2.455339	4.000000	0.156600	0.132941	5.000000	61.796541	9.040075	6.000000	0.018152	136.892479	5.000000	0.068333	1.221593	6.000000	0.031452	8.193661	5.000000	0.010202	0.549013	6.000000	0.015204	3.193289	3.000000	0.064219
8	2	32.692828	96.720493	95.488630	15.954424	0.427502	0.574734	0.627324	0.400621	179.523812	1.000000	85.947812	3.589416	5.000000	0.018472	0.482849	4.000000	19.056629	2.010451	3.000000	0.029619	120.486442	3.000000	0.011171	0.749138	4.000000	0.019020	0.459163	1.000000	0.021250	1.402008	5.000000	0.014942	1.413723	3.000000	0.034504
9	1	91.598486	59.015823	6.959849	90.501428	0.348455	0.317792	0.116621	0.733377	150.031475	2.000000	47.666586	3.759708	3.000000	0.034308	1.464344	6.000000	88.463638	7.802046	5.000000	0.012128	137.663382	4.000000	0.093119	0.718399	6.000000	0.016826	3.576453	1.000000	0.056375	0.906540	5.000000	0.031828	4.857368	5.000000	0.013541
10	2	33.582037	73.127080	8.752879	48.012333	0.831426	0.328657	0.518652	0.797545	3.675186	1.000000	78.448539	0.318747	5.000000	0.040637	0.873624	6.000000	68.722741	13.159907	1.000000	0.012640	149.772262	5.000000	0.010302	1.252682	1.000000	0.010268	9.928091	3.000000	0.016986	0.770973	1.000000	0.055745	13.493397	4.000000	0.108190
11	1	30.902352	51.999239	39.523975	54.665779	0.752771	0.273785	0.957677	0.867321	152.929108	6.000000	93.397422	3.761742	3.000000	0.011890	1.020832	3.000000	50.443624	5.784663	2.000000	0.018901	17.940400	2.000000	0.011995	0.891947	2.000000	0.091944	12.935257	1.000000	0.015701	0.424801	5.000000	0.133500	12.094100	2.000000	0.343382
12	1	7.821725	82.977552	46.033809	85.833298	0.239710	0.982163	0.265776	0.922213	123.132643	4.000000	27.879950	0.620450	4.000000	0.040809	0.894229	1.000000	58.502016	8.321366	6.000000	0.369337	110.118171	1.000000	0.011580	0.886691	3.000000	0.011975	14.389112	1.000000	0.020515	1.047949	4.000000	0.026455	3.968936	2.000000	0.043582
13	3	43.052283	42.729287	18.501085	40.474374	0.315444	0.947302	0.440003	0.922991	114.686468	3.000000	27.299478	1.960549	5.000000	0.091129	1.417591	6.000000	47.514448	4.327633	2.000000	0.015807	149.071145	3.000000	0.030332	1.370939	2.000000	0.042388	5.247350	2.000000	0.271212	0.972731	5.000000	0.019537	8.336421	2.000000	0.126448
14	1	9.909661	72.371014	31.579963	48.698551	0.437288	0.112737	0.602427	0.803438	19.025655	2.000000	68.535148	0.156108	5.000000	0.015457	0.372726	3.000000	10.822169	3.762720	1.000000	0.010589	15.474376	3.000000	0.014958	0.643156	2.000000	0.013350	14.593766	1.000000	0.077723	1.497384	6.000000	0.029120	3.444027	4.000000	0.015032
15	2	37.527713	27.256226	61.932791	98.271943	0.913636	0.149069	0.682469	0.376670	88.711179	1.000000	8.748406	0.984498	3.000000	0.054123	0.379067	3.000000	63.686824	4.265153	5.000000	0.054825	115.961122	1.000000	0.029338	0.228493	2.000000	0.013532	5.884252	6.000000	0.031230	1.281997	6.000000	0.082018	3.917456	2.000000	0.036011
