1	2	2.264321	1.762742	1.299363	-7.815736	-9.274504	-5.829311	-0.760412	2.060348	0.089718	2.491933	-10.314284	-3.815112	0.695599	-1.459594	2.264321	-4.477703	1.295325	7.406952	-9.274502	-9.215409	-0.760410	-4.296879	6.616477	7.040007	5.978804	2.621720	6.340127	3.634674
2	2	7.418956	7.539866	4.657774	-4.795110	-8.003739	-9.038792	-1.235719	0.401130	1.410984	-2.996545	-14.755871	-0.489066	-10.228657	0.885872	7.418956	1.324027	4.097340	10.195280	-9.141535	-13.739574	-1.235721	-6.082215	6.158181	8.026125	6.662709	5.196623	5.321732	6.829569
3	2	2.675226	3.365986	4.233413	-7.158165	0.594829	1.198698	-3.941188	-2.790817	1.100074	-2.545524	-12.556859	-0.864642	-9.159074	1.172334	2.675226	1.701244	0.930467	9.297092	-2.597815	-2.684833	-0.404987	-6.229804	6.292067	9.637707	4.266834	5.058610	5.081621	6.380204
9	2	6.379548	5.117411	8.947861	-12.436894	6.781417	3.178601	1.441925	4.225781	-2.273634	-4.693887	-7.725595	3.495561	-5.782813	2.574173	6.379548	-1.501497	4.254968	6.047063	0.557089	-3.469179	1.671367	-2.953992	6.827334	5.823484	9.671256	5.184203	5.258817	7.405740
12	2	6.334700	1.649105	1.516292	5.719626	-6.496205	-5.615813	1.145308	-9.219236	1.808480	8.402472	5.119652	6.285073	6.594433	8.280850	6.334700	6.750774	5.125392	-2.055993	0.301022	3.714490	-0.483491	-3.043916	-1.332639	-2.662855	-2.287191	0.183332	-1.543431	2.395088
14	2	6.746296	-2.535326	-1.468378	4.495567	3.272192	3.136656	1.868621	-3.056386	6.152317	7.197338	7.243857	8.845986	5.795233	5.610474	6.746296	-2.538740	-1.468378	9.776110	-5.735196	-7.400289	-0.497665	-13.425660	6.152317	7.197338	7.243857	8.845986	5.795233	5.610474
15	2	4.420211	-1.121725	3.869938	7.958244	-11.855666	-9.692334	0.233633	-5.075858	5.318359	6.369862	7.351851	7.484179	7.139142	4.849778	4.420211	0.414091	3.972751	0.397252	-11.848113	-9.690739	0.233633	-2.638266	-0.170810	-3.996383	-3.949830	1.807078	-5.533647	-0.466152
17	2	6.211921	4.437016	5.501925	-16.029802	5.770882	8.828273	1.096018	5.329910	-3.555864	-4.528808	-9.245745	5.766846	-6.870920	-2.845946	6.211921	-2.120152	1.004182	7.895146	-6.105076	-5.343749	0.789600	-0.226284	7.120294	6.284861	3.949318	8.236274	1.737779	1.546445
20	2	7.970155	5.391169	7.630867	-15.855637	6.729212	4.806389	-0.884065	3.562278	-5.150423	-3.603455	-12.005512	1.891279	-6.119127	2.768118	7.970155	0.877087	3.054734	9.626583	-2.356400	-12.174680	-0.111434	-1.263760	3.603622	6.212431	4.514921	6.802747	5.241446	6.128196
22	2	5.705240	5.603934	6.329607	-9.003831	2.172862	7.048686	-0.452401	1.240944	-0.979789	0.269142	-9.997331	0.746807	-13.585855	2.933272	5.705240	-0.472112	5.232260	-1.977136	2.841493	4.708829	0.906025	-0.394394	6.010337	6.723573	4.694999	5.121050	2.449201	6.723029
23	2	5.192408	-4.762910	-3.210041	10.489245	-6.956847	-11.126213	-2.470786	-7.375516	8.801170	6.352774	7.708463	5.822578	6.131810	6.112105	5.192408	-4.762909	-3.210041	3.515227	-6.956847	-11.126213	-2.470786	-1.393156	8.390565	-1.315753	-3.189445	0.801202	-3.459382	3.133297
24	2	5.490336	8.742415	6.608625	-5.312792	1.090778	-4.728680	1.649098	3.518350	-1.937745	-5.786677	-14.574912	-0.456374	-9.614434	1.470764	5.490336	2.719716	4.977905	8.661212	0.664590	-11.206482	1.638268	-0.550377	5.083003	6.799605	6.432222	5.527137	5.479160	7.211386
25	2	1.001807	-1.636821	2.037146	3.698781	0.433653	-10.387329	0.714677	-8.361398	8.519628	7.084329	6.285092	7.572108	7.503379	5.807101	1.001807	2.309782	2.264289	-15.008512	3.907291	2.391110	2.929359	4.787486	-0.460593	-1.966461	-13.490414	1.227373	-6.789086	-0.793997
28	2	7.223846	6.385255	6.824352	-21.327312	8.954964	6.756903	2.558576	4.615198	-5.755503	-2.769338	-12.932348	3.076357	-12.493529	0.710036	7.223846	1.094676	1.468808	8.186861	-1.153750	-8.975290	2.103961	-5.154946	6.532083	7.491905	4.904869	7.449618	1.546828	5.279871
29	2	6.802540	1.300488	5.450057	0.124651	-6.804201	-5.097876	0.143251	1.294710	3.204424	-2.530677	-0.606668	6.508435	-1.796863	-1.808215	6.802540	5.382180	7.312218	-5.558866	-1.326121	3.454423	-2.373188	1.210830	3.433444	-2.418712	-0.553190	6.633609	-1.775596	-1.684855
30	2	5.516278	-1.404596	-1.743769	10.358443	-8.362784	-7.793330	0.696296	-4.685872	5.934608	7.943491	4.582831	6.549406	8.300178	6.183199	5.516278	-1.370277	-1.722146	-0.030056	-8.362784	-7.793330	0.696296	0.888214	2.636247	-2.556571	-7.450231	1.064268	-5.281558	0.078064
31	2	2.024283	-5.769519	-3.605763	9.461883	-0.258900	-4.141718	1.164445	-2.871696	5.434767	6.607394	7.320299	9.184266	6.393194	7.068411	2.024283	-3.818757	-3.421399	-1.035994	-0.239738	-4.133172	1.166918	1.672372	-6.357007	-3.475651	-9.419305	3.363039	-6.618810	1.943848
