32	2	5.195008	1.565427	8.002767	1.957699	-0.479161	5.843995	-2.754640	-12.028451	3.244492	9.087328	4.830305	5.790482	7.740986	8.397573	5.195008	4.088441	8.467244	-9.468226	-0.415083	7.207435	-2.758091	-6.656901	-2.615796	2.506708	-5.668384	-0.395825	-5.206473	2.633181
35	2	7.561100	6.573891	8.531738	-0.720078	-6.606996	-6.223268	-0.010150	-5.499772	2.053134	-1.378236	-7.184085	3.212444	-9.918551	0.929078	7.561100	1.706917	7.143605	10.450267	-6.799933	-10.580203	-0.010156	-9.223867	8.467805	8.537447	6.168308	7.924094	5.617627	6.541244
37	2	6.704599	3.000917	5.556208	-4.441622	-3.140095	-5.483278	1.010008	3.494013	-5.095328	-5.444733	-11.648412	1.279568	-11.919265	2.346919	6.704599	-2.765844	2.914195	9.193626	-5.725402	-9.630782	1.010008	-3.005012	5.405517	6.440881	5.924114	7.627574	6.935309	6.610078
38	2	4.816949	2.330908	-5.179011	-6.837359	-5.725050	-1.568085	2.495813	1.506830	-4.408834	-0.703534	-9.949022	3.770228	-11.864971	0.950465	4.816949	-4.023084	-5.231541	3.464477	-6.004428	-4.950886	2.495928	-3.940108	2.590831	8.913861	2.248100	9.048832	5.072342	6.693899
40	2	3.698270	-5.622981	2.015056	10.942910	-7.974366	-8.616631	-0.316756	-5.998819	6.153861	6.022164	6.663399	7.019679	4.804352	3.413070	3.698270	-0.071190	2.015085	-6.594006	-7.974337	-8.565158	-0.316786	-0.073049	-1.153619	-6.463954	-13.548202	0.836797	-4.959757	-2.410604
46	2	7.082767	6.904535	6.419554	-6.707349	-4.927211	-5.461250	-2.135049	2.497948	-3.615744	-8.086521	-14.014451	0.807426	-12.903487	-1.157693	7.082767	2.053764	0.116459	9.006919	-10.614841	-6.929051	-2.135049	-0.749872	7.236237	4.470342	4.327841	6.983615	5.389628	4.488595
48	2	6.374242	3.578594	5.814159	-2.490428	-3.403453	-5.938379	-0.507911	-7.547491	1.229480	-6.403707	-8.151740	5.441780	-4.086639	-0.469581	6.374242	0.193247	3.511079	7.374389	-3.694377	-8.253561	-0.508097	-13.179552	7.797926	6.062417	5.921705	7.895256	6.479137	6.021055
49	2	6.193708	-1.219999	-1.483259	5.662555	-5.261374	-4.861350	0.538492	-4.640056	6.694560	6.366870	6.444540	5.725408	5.126386	5.348585	6.193708	4.560690	4.844832	-9.264652	0.526120	6.414711	-5.258105	2.485236	-0.188804	-6.599287	-7.278006	1.031754	-10.037794	1.386108
50	2	6.667242	1.954037	6.061623	7.725131	-0.092652	-3.241496	0.280524	0.174596	6.921818	7.166583	4.350967	6.109315	5.484280	6.884817	6.667242	8.314432	7.393480	-11.976547	4.297263	6.663563	-0.576456	6.264946	-2.837458	1.352085	-17.316552	0.814376	-9.347733	0.807559
51	2	7.115805	7.025152	7.189652	-2.037322	-2.003789	-1.366892	0.835166	6.153087	-7.519577	-5.920842	-13.904259	0.838169	-9.985367	3.314781	7.115805	3.719540	7.189652	0.888684	-2.330693	4.106480	-1.515960	0.941214	-4.702783	-5.920842	-13.904209	0.838169	-9.985367	3.314781
57	2	5.364635	-6.477743	1.771776	9.501423	-9.025678	-10.553819	-0.932167	-8.766137	7.235439	7.821619	3.710650	8.637635	5.679076	6.751305	5.364635	0.152004	3.886287	-3.108268	-8.985667	-6.724396	-0.933488	-2.716467	2.220231	-1.226353	-8.025784	2.188570	-4.979095	2.403136
60	2	5.268410	-4.081786	1.410260	1.423190	-12.872321	-5.504992	-3.947892	-2.289298	-1.232874	-7.797425	-8.003846	5.960655	-4.825438	-1.258443	5.268410	-4.170422	1.390633	11.107238	-12.872321	-5.504993	-3.947892	-6.151047	4.641856	4.603481	6.184634	6.935256	5.000245	3.654399
62	2	6.398533	5.945633	6.123950	-8.054168	-1.798521	-5.102455	1.314116	2.405450	-1.951516	-6.217112	-11.346497	1.476737	-4.784696	0.498749	6.398533	1.410067	3.999804	3.624821	-1.806432	-8.645566	1.314292	-1.252881	7.224252	6.431645	6.729980	7.400079	6.957897	7.135896
64	2	8.329321	5.965352	6.603681	-14.030393	2.440541	6.320486	-2.020002	4.029906	-8.352097	-5.730086	-12.319150	-3.981191	-9.209749	1.605008	8.329321	5.965352	6.603681	-8.128195	0.522097	-1.333763	-0.134831	4.869092	-8.352130	-5.730088	-12.590978	-3.981191	-9.211466	1.605008
68	2	6.547986	2.344206	4.316268	7.940825	-5.655656	-5.126386	0.001980	-1.831071	3.618294	6.197168	4.325238	6.410958	8.009058	8.084129	6.547986	5.639258	4.569074	-7.637965	-5.009040	-5.125809	0.002224	3.083891	-4.227173	-3.785575	-13.347473	1.908284	-4.726064	1.479733
69	2	4.692474	1.814484	2.572714	3.316133	-12.722305	-11.766297	-2.936691	-0.411944	2.034892	-5.925239	-10.998527	-3.093981	-1.218904	0.606971	4.692474	1.718044	2.522427	11.052076	-12.775918	-11.780836	-2.936691	-1.807695	7.327307	5.580648	6.801136	2.110849	5.068731	6.745196
70	2	6.675963	1.777776	5.375695	3.279506	3.107990	7.943606	0.593176	0.187045	6.484016	6.829853	6.985608	5.030667	4.514366	3.139053	6.675963	7.599790	7.667214	-12.212599	3.092730	8.682853	0.585688	6.114359	-3.651000	-3.332035	-12.442527	-1.368813	-5.618218	1.497465
71	2	6.751528	4.124443	6.193785	-13.252159	3.132519	6.155703	0.293624	8.825500	-5.371481	2.150879	-10.825647	3.525955	-10.258326	-2.391682	6.751528	1.271768	5.153542	8.027295	-2.962434	-5.146297	1.538755	-0.617220	4.859903	9.016461	6.368850	7.216480	3.159610	3.750733
74	2	6.374796	-2.748245	3.680791	0.705076	-7.572594	-3.944101	-0.169053	-1.666672	-0.134797	-10.098761	-10.418882	2.672518	-10.948413	-0.340174	6.374796	-2.748252	3.680791	4.407931	-7.572594	-3.944101	-0.169053	-4.369888	6.355218	1.954413	1.983486	8.250225	4.788617	5.001399
78	2	4.525408	-4.187064	-0.453182	4.880865	-12.467928	-7.948320	0.628445	-8.919742	3.992396	7.217907	3.880665	8.154485	4.014065	7.254737	4.525408	1.465661	-0.396481	-5.690143	-12.467308	-7.948219	0.628445	-4.906611	0.260462	-5.576704	-8.830194	1.966278	-7.630915	3.895216
79	2	7.409374	2.916990	4.775046	-10.641750	-2.089294	-5.768456	2.109580	2.073797	-2.747329	-3.468539	-8.571398	2.719232	-10.752069	1.425468	7.409374	1.878768	2.736384	-0.093910	-5.066220	-6.532297	2.115835	-3.726957	6.632316	7.057742	8.985536	5.311741	3.812800	5.420588
84	2	0.475732	-0.706739	-0.026627	4.695904	-5.848030	-10.702047	1.455609	-5.894663	6.446935	7.995157	6.997908	3.069751	3.625603	5.749987	0.475732	0.698443	0.008302	-6.288771	-5.846415	-10.117623	1.455827	0.025284	0.163876	-4.728563	-10.365502	-1.306772	-6.810404	0.457314
88	2	6.317503	7.066681	9.370095	-3.410449	-3.906885	-2.437612	-1.196063	-0.918861	0.828946	-2.094095	-12.559431	1.242910	-7.065634	-0.439995	6.317503	1.664937	3.573938	6.811947	-4.834333	-8.907283	-1.198612	-7.474389	7.254290	6.366423	3.098469	7.288764	6.128878	5.996142
92	2	6.866585	6.730914	6.642503	-21.417094	6.410105	5.634573	1.122075	5.165616	-1.581448	-1.558581	-15.840854	-0.448879	-8.246720	1.771506	6.866585	0.127126	0.542592	7.361596	-1.958318	-5.885117	0.758206	-0.722498	7.601183	6.976389	4.790075	6.139590	3.825518	5.766828
95	2	7.648195	0.595377	4.305198	11.241805	-8.649053	-10.240226	-1.465642	-0.396441	6.818619	7.661508	7.856809	7.031013	5.460227	7.812966	7.648195	6.068335	5.252257	-4.138846	-1.247578	1.297972	-1.492827	3.892255	-3.062367	-2.232115	-11.806502	0.406992	-5.655267	2.327261
96	2	5.770811	0.742517	5.876984	-4.081450	4.198952	-3.287806	0.717575	8.443848	-6.456188	-6.907131	-13.835268	2.736436	-10.316024	1.817565	5.770811	0.743052	5.876997	-6.774134	6.226948	3.097923	0.153258	8.472662	-6.457453	-6.907131	-13.835268	2.736436	-10.316024	1.817565
99	2	5.359684	5.376820	8.416602	-9.168953	3.586261	8.122925	0.223392	0.437875	1.241541	-2.393624	-15.466114	-0.361512	-10.885062	0.011300	5.359684	5.020787	8.406426	-2.149806	-2.028961	-0.935721	1.523522	0.949319	0.938763	-2.393624	-17.228572	-0.361512	-10.885062	0.010352
