1	2	6.200434	-9.340419	-12.010507	-7.447907	6.751663	5.084172	7.189044	5.127558	-3.468181	6.200434	3.145627	3.653517	3.095471	1.260959	-4.574177	3.222944	-0.679946	3.193287
2	2	6.452309	-2.407219	-8.587444	1.410431	7.895470	6.909213	5.644793	8.535883	-5.681289	6.452309	4.272290	5.357293	8.549926	-1.122733	-2.430418	0.188903	2.783164	2.354990
5	2	5.547415	2.303439	6.083351	6.768901	-1.691261	-2.691251	-0.819903	5.009557	6.344769	5.547415	-11.745746	-5.917661	-5.369216	6.294629	6.612367	5.518777	6.858670	-0.773096
8	2	5.591426	-6.737220	-12.160108	-10.228043	5.922711	7.795028	8.004243	9.495066	-4.219316	5.591426	2.144040	3.903294	5.487078	-0.729478	2.345159	2.961428	4.623088	6.360974
9	2	7.161396	5.076082	5.655731	7.421717	-10.615675	-4.864203	4.514722	0.993282	3.264322	7.161396	0.658529	0.240879	2.819765	-2.304607	4.027895	7.086004	7.111497	-2.493930
10	2	4.735113	2.206188	0.695440	3.736166	1.804555	3.999953	4.908112	4.941009	5.541268	4.735113	2.286324	7.485677	5.362236	-4.496626	0.896156	0.693139	-0.280366	7.372431
11	2	3.454099	1.116847	4.177177	6.584015	-0.005868	-1.280890	-0.434809	-0.847935	8.596055	3.454099	-3.086930	-2.013937	1.821537	7.178315	4.876910	5.658382	5.707602	3.723369
12	2	6.454811	6.406239	5.777509	3.086043	-2.512382	-3.987522	-1.803370	0.392067	5.891306	6.454811	0.362258	0.361208	-2.393310	6.308462	-0.291031	3.865439	6.498082	0.549630
13	2	6.282871	3.349140	6.868480	5.568706	-1.237192	-1.135509	-0.130189	1.432199	0.232905	6.282871	0.117124	-5.278261	-3.871805	8.311877	7.916489	5.411551	6.943515	-6.658606
18	2	6.645586	2.011343	5.484156	7.298506	-2.986345	-0.569845	0.868445	3.931769	1.436260	6.645586	-9.924085	-5.767176	-6.651166	5.181201	7.498633	6.265915	7.087174	-6.226916
19	2	6.903621	3.737581	7.914901	7.313207	-3.304035	-4.543391	-0.986705	0.839258	7.682114	6.903621	-2.603256	-1.819931	-8.130230	6.413772	5.436384	3.793278	7.156682	2.052126
20	2	5.206411	3.472772	4.069361	5.463372	-7.931544	-3.059763	0.115902	1.487609	8.015258	5.206411	2.214152	-1.419684	-5.492239	1.183464	1.932406	6.559865	6.794328	-0.850408
21	2	5.641691	-10.562747	-10.042121	-6.316226	7.102611	7.169840	6.836152	6.498693	0.134814	5.641691	1.474555	3.691338	7.911487	-0.952798	3.117583	0.296590	2.757369	6.307643
22	2	4.741009	-13.178254	-6.043823	-10.289534	7.640145	5.550800	9.748837	6.191788	0.630243	4.741009	2.188335	6.240497	5.451616	-1.707595	-0.047189	3.317074	1.248148	8.183198
24	2	6.793038	-4.258384	-8.693599	-6.139376	6.736559	6.278996	6.501597	6.839591	0.119661	6.793038	3.597692	4.931890	6.912435	-4.606228	-1.010980	3.617326	0.381055	4.754940
27	2	7.501514	-0.689782	-1.628404	-0.317040	8.248335	6.908856	4.045550	5.723995	1.520186	7.501514	4.587524	5.620982	6.256663	-1.236014	-3.031009	-2.073207	2.529214	7.218362
28	2	5.561464	1.036906	2.122215	1.870458	7.229756	-1.628815	-0.329037	1.658431	8.972154	5.561464	-2.118598	-3.383848	-7.512620	8.036168	5.766071	4.070787	6.671774	2.229803
29	2	3.452604	3.207235	7.254410	5.277567	-4.691358	-3.122741	-0.143303	-0.293052	5.361769	3.452604	-8.382938	-8.088730	-9.624493	5.724831	4.097166	5.478658	6.075150	-2.014145
30	2	2.410718	-12.923687	-11.572940	-8.697094	6.361824	8.319798	6.905139	6.268891	-1.845727	2.410718	1.249269	3.677724	3.340798	-4.981398	2.070442	0.362850	1.790139	6.845493
31	2	5.941293	4.769086	7.071960	7.117800	-1.104287	-1.118005	0.698488	1.307620	5.250904	5.941293	-7.498090	-4.054594	-6.990953	6.125658	6.889351	6.866646	6.076043	-3.887119
33	2	8.812814	3.173168	8.015439	4.878390	-4.763881	-0.703931	1.729037	0.469348	7.013083	8.812814	-1.356459	-3.458764	-6.769767	4.034361	7.906523	7.434839	6.546884	-2.090704
35	2	6.076562	-9.140373	-9.104701	-5.433722	8.960813	6.060944	8.984200	7.407011	-4.993890	6.076562	2.713422	5.646570	4.263788	-1.494800	-3.489764	3.062100	2.514489	7.056426
36	2	7.339642	0.424996	-2.366577	-9.624140	6.090764	7.014376	7.384196	3.690869	0.451419	7.339642	5.927256	8.126691	5.381194	-6.209499	-2.077846	1.271332	-2.871100	6.838290
37	2	7.244546	5.075178	5.654995	6.635492	-1.419967	-3.592730	1.790819	-0.045307	5.367733	7.244546	-3.444129	-2.820840	-3.228192	6.585690	6.010133	6.038702	5.595294	-1.196814
39	2	6.704827	2.332230	3.948410	5.405177	-2.446770	-2.999964	-0.059007	5.919491	2.767542	6.704827	-8.169800	-6.458615	-6.962958	6.088777	5.960319	6.425418	6.419976	-3.276020
41	2	9.665024	2.688612	8.583031	1.761280	-2.833595	4.185744	-0.229569	0.254297	8.613728	9.665024	-3.224409	-2.791964	-16.324890	7.545221	7.378837	6.034548	6.796704	2.394719
42	2	7.379130	4.261834	7.165825	6.158509	-0.847528	-4.924486	3.008286	0.783850	6.620703	7.379130	-6.977855	-5.457382	-4.608902	7.674096	2.815291	7.922063	6.875414	-3.928779
44	2	6.896973	3.060263	-4.895413	-5.942197	-0.490081	2.889270	6.590969	6.867779	0.743886	6.896973	5.391751	4.478291	5.943438	-6.465646	-3.128037	2.842071	1.577926	6.415079
47	2	6.506492	-1.061233	-7.012013	-7.936851	4.154216	5.191328	8.401189	7.992267	-5.371757	6.506492	5.348005	6.114298	6.457845	-5.690861	-7.640945	2.265577	4.316114	4.943908
48	2	7.781474	-7.048142	-2.316659	-7.676042	8.193652	5.577018	7.891677	6.337604	-2.756697	7.781474	2.676790	6.072736	8.171501	1.502512	-3.374696	1.492613	2.439317	5.226716
49	2	8.967629	6.811062	7.251997	4.029278	-4.832152	-8.432559	4.138266	1.598987	7.778791	8.967629	3.293597	1.818694	0.509063	-0.818594	-4.363020	8.012652	5.410972	3.345995
50	2	6.301323	4.653338	5.164176	7.018699	-6.001059	-0.499656	0.578296	0.893047	7.681070	6.301323	3.169994	-0.585772	-2.586018	-0.922922	2.551238	6.517886	6.230070	1.322847
51	2	7.411560	4.579995	6.475786	6.825995	0.637962	-1.059831	1.135370	4.258038	8.425832	7.411560	-5.154175	-4.935037	-4.825394	7.595577	7.786764	7.263257	8.551242	-2.245587
52	2	4.650604	-8.029272	-8.609833	-8.052674	6.927596	5.579648	6.584468	8.120510	-5.084580	4.650604	5.138091	5.396293	6.130075	-3.712313	-4.799094	0.768031	1.734052	6.942055
53	2	6.530707	9.808572	7.954667	6.517689	-9.424187	-8.656414	0.683740	2.038380	6.751387	6.530707	0.213997	-8.235171	-8.280914	1.963335	1.085450	7.275129	7.835527	-0.242285
54	2	8.326511	-0.611604	-5.272198	-4.409960	6.858435	8.003269	6.358525	2.297803	0.383587	8.326511	6.243430	4.212386	6.629739	-3.499844	-1.270622	0.176798	-0.028492	5.962814
55	2	8.560264	4.239347	7.044677	6.869243	-1.670675	-4.302137	3.096390	0.431497	5.741978	8.560264	-2.835829	-8.709045	-7.293331	6.745129	6.070331	7.245292	6.881768	-3.892606
56	2	5.233129	-9.525337	-6.574396	-1.599072	8.019764	4.752397	7.493595	5.599924	1.310991	5.233129	3.050731	6.628368	6.640050	-0.183932	-7.184292	1.334542	-0.849486	8.404351
57	2	4.041221	2.985284	5.358612	6.544779	-4.123700	-0.996292	0.774877	0.970596	7.427378	4.041221	-4.971735	-4.520726	-7.390365	5.000127	6.480064	6.723344	6.646466	0.984617
58	2	4.425717	2.671931	8.010416	5.560105	-2.766980	-5.602586	1.409279	-0.722874	7.105362	4.425717	-2.188503	-4.052900	-5.764829	8.586212	6.287408	6.769489	5.667600	2.406861
59	2	6.777360	-7.497581	-10.247937	-8.700195	8.089760	4.062605	5.647991	7.785606	-1.481450	6.777360	4.718172	5.726524	4.225294	-3.189532	-5.497655	2.039476	1.976312	6.132544
60	2	5.756545	2.184333	7.707434	4.519210	-1.606723	-2.657628	1.260125	2.787981	7.158951	5.756545	-9.817789	-10.672108	-6.708098	7.819949	5.859267	7.470591	7.191453	-5.830216
62	2	5.943905	2.616179	6.723742	4.862344	-1.219109	-4.088097	-0.791220	-0.060016	5.502410	5.943905	-6.126012	-5.282496	-12.118949	6.968678	4.800610	5.351271	5.938026	0.030384
63	2	8.574032	3.277182	8.897304	6.882305	-2.685535	0.959260	1.684275	0.995887	6.666573	8.574032	-5.122504	-3.244983	-7.219676	6.667628	7.460788	7.705403	7.001268	-3.712574
65	2	6.299253	-3.726238	-7.041743	-4.300375	6.865719	5.937351	5.922294	6.267279	0.414281	6.299253	0.558334	3.855552	4.888457	1.050785	-0.266366	1.487200	4.029842	1.618721
66	2	6.497757	-1.020646	-4.446078	-6.331212	6.725463	7.329765	7.410461	4.830143	-0.744529	6.497757	7.985671	6.905752	9.357303	-2.378191	-1.323019	1.775362	-0.226663	6.300198
67	2	6.575905	-7.427191	-13.440893	-4.284420	5.713587	3.497698	7.745875	9.715060	-1.218365	6.575905	3.375393	3.766967	8.077829	0.598444	-5.137830	2.356619	3.867706	6.752932
68	2	7.347126	-6.664591	-10.119795	-8.188102	7.162019	6.624122	6.991720	4.283426	-2.468062	7.347126	0.480951	5.211670	1.749553	2.667624	0.750110	3.777599	-0.495281	4.550745
70	2	6.737410	-1.199846	-3.322212	-3.874071	3.650810	7.841227	5.823928	8.462119	-0.382354	6.737410	0.965787	6.307597	7.029942	-4.770718	2.452550	0.260128	4.207429	1.098126
71	2	6.438414	0.447171	4.222614	-2.989724	-0.914527	4.174664	6.196697	0.522019	0.196777	6.438414	-1.739707	-2.280013	-10.459877	3.428920	8.050580	8.572661	6.335349	-3.055257
73	2	6.339482	-2.135911	-5.059505	-7.295348	4.041001	5.925139	6.820628	6.050606	-5.384620	6.339482	8.150610	6.786959	7.145449	-7.525299	-5.307078	1.767091	-0.144528	2.536365
74	2	6.936235	-7.694786	-7.229128	-8.016204	6.034282	6.985356	8.066603	6.730843	-7.506078	6.936235	4.772801	6.558713	8.290461	-5.283072	-0.618704	2.909932	2.690523	3.030232
75	2	4.490279	3.370839	5.470270	6.285864	-5.683810	-2.786197	1.884633	4.059270	6.564373	4.490279	-5.100902	-7.121459	-3.601503	6.505888	6.642899	5.573713	7.063672	-0.927429
79	2	5.731257	-7.531533	-2.824375	-8.081979	6.429270	5.461602	6.516692	8.892928	-7.260941	5.731257	3.851100	5.555059	7.336259	-1.681233	-5.816747	0.645346	2.400199	2.580587
83	2	4.701792	2.115832	7.290203	8.490058	-3.420516	0.095200	2.470170	0.564200	3.706104	4.701792	-9.100696	-2.363458	-0.383869	6.478695	8.499904	5.140999	5.531563	-0.059204
85	2	6.346919	-2.476595	-7.211164	-2.307752	6.819837	9.085985	6.461086	6.762743	-5.294364	6.346919	4.190738	5.282842	6.770045	-2.807472	0.675129	0.778179	1.841058	3.510961
86	2	6.586753	-3.266418	-3.631347	-7.646641	7.509483	5.911083	7.240920	6.036061	-5.512849	6.586753	6.120309	5.165255	4.624408	-5.180704	-5.876672	1.339824	0.319561	5.635107
88	2	8.628091	-10.366252	-4.510188	-5.910283	5.198319	7.128490	6.879699	6.981613	-3.703771	8.628091	5.509784	5.445576	6.584264	-6.999454	-2.946465	1.393179	2.426335	3.284550
90	2	7.771766	3.964899	8.019128	5.631411	-8.001243	-4.030109	2.634990	-1.111803	5.246826	7.771766	-8.239948	-2.962249	-10.423570	4.740417	6.568741	6.048209	5.040119	-0.392255
100	2	7.336818	-12.767186	-6.854061	-8.110566	7.816312	5.721316	6.506943	6.591804	-0.008636	7.336818	-0.805557	2.976337	0.802512	5.886498	-0.104330	2.974180	0.902657	7.045418
