28	1	6.797159	2.206751	6.605845	-1.158977	4.133199	3.838268	-1.514488	5.690596	6.223317	5.211399	-2.192003	2.407783	6.384380	-0.830904	0.275805	6.540597	5.019015	-0.018219	5.956380	7.351737	6.816666	6.799366
29	1	6.857736	5.477055	6.171173	-4.559618	5.101822	3.300219	-0.500521	5.734342	3.101327	7.009589	5.235784	3.896895	3.690960	-1.242895	0.913179	6.915100	5.646294	4.764448	8.243931	7.126615	7.735227	8.357685
30	1	1.465880	3.421205	5.879629	0.102111	5.288211	1.379643	5.045094	4.772691	-0.642142	8.042238	7.414547	0.899076	6.727296	-1.566047	3.148895	7.540161	5.917680	0.746962	2.084015	6.920002	9.235754	6.384195
31	1	6.606183	5.447981	4.720652	0.297410	1.946087	-1.500636	-5.729298	5.293881	6.409010	4.343204	0.057292	3.999556	8.227916	-8.469530	-4.203830	6.623659	6.929111	0.808095	3.152382	6.684219	7.648139	6.007017
32	1	6.869204	8.367988	1.308100	1.648618	1.880710	0.390396	-0.964801	7.117832	4.659175	5.286369	4.207357	8.683384	6.108964	0.940859	1.605215	0.705911	6.802793	6.413581	6.715729	5.143296	7.211750	7.394294
33	1	8.636680	4.568184	3.945059	-6.443987	0.867481	3.263168	-0.740452	5.760318	4.620741	8.357200	2.361341	1.984731	6.619155	0.330983	-7.505624	5.918484	5.627645	-2.256086	5.662241	8.646086	7.126429	2.744916
34	1	7.814697	7.873824	1.867805	-5.752521	1.772663	-1.955903	-3.645116	6.610839	6.078994	5.462900	4.369488	4.523753	7.094258	5.976249	1.670889	6.716324	6.021115	3.950643	6.106970	8.541005	6.226421	6.383067
35	1	6.765021	6.182184	2.160040	-7.132850	1.528845	-0.159444	1.349558	7.261274	4.278671	7.379756	3.098789	1.432843	6.482713	-0.186304	-3.609224	7.891355	5.847101	0.999619	0.287066	7.411837	4.838787	7.166906
36	1	8.296796	4.664468	0.897619	2.969596	6.001689	0.341512	4.159734	2.475126	6.532863	3.839470	7.369785	6.755084	5.380313	4.408228	7.385900	5.974711	4.472865	6.680815	5.782786	5.033256	8.868806	7.772887
37	1	-0.554606	-2.498191	2.232407	4.548458	4.580244	2.117320	4.732852	2.311173	-2.593932	8.139728	9.591489	6.909545	6.063177	3.311722	5.495433	0.566296	3.284745	7.850320	-1.364857	3.957546	5.029011	6.422431
38	1	-0.637216	-1.169381	5.062724	0.312445	6.874251	3.097148	-0.616989	0.627583	-5.729469	8.271493	2.315039	0.484136	3.721253	-3.478279	4.597080	2.207694	7.292267	1.499071	5.222084	4.520462	7.629301	7.753904
39	1	7.295567	2.486134	1.160413	-9.460250	5.485673	7.692222	-6.589642	3.798271	5.766601	6.648038	1.344756	0.903140	6.558555	-2.612444	1.482433	6.544898	7.114834	-6.460376	-1.720147	8.642234	6.747753	5.476707
42	1	7.774420	6.653294	3.607176	-3.620212	5.367953	0.664264	-0.425817	8.637887	4.127154	6.454093	6.121170	-1.017459	5.014101	-1.374113	0.026623	4.947193	-3.057429	-4.514019	1.763640	8.551634	4.624354	5.821284
43	1	-1.320847	3.314546	7.316339	8.320070	7.276925	0.327377	0.588337	8.033744	0.694472	4.976340	3.465225	4.867758	5.323551	4.568775	7.926162	-0.470013	1.019442	7.031224	6.027475	7.118493	5.929807	6.812302
44	1	6.954631	4.332700	2.597201	0.353616	1.064597	-0.538973	2.520672	5.859473	7.181841	6.649568	5.490895	6.087261	4.798509	-0.067028	-1.458169	4.217446	4.184597	7.923249	7.035431	6.618998	7.599336	8.144778
45	1	8.159816	5.913285	3.522062	-0.007878	1.196117	-1.387466	3.800309	7.262727	3.506560	8.514188	6.545003	7.440680	5.067182	-1.391050	0.279394	7.197358	3.526046	6.713098	4.642298	6.975868	8.157176	6.252430
46	1	6.007105	-1.003091	3.252637	-3.892870	6.461428	3.037274	-0.454687	-0.145201	1.282169	7.883672	5.538783	-0.391494	5.526720	-1.250959	-3.719092	-0.029415	2.073502	-1.370469	-2.306562	5.187290	8.997026	3.487323
47	1	2.097180	-2.172282	8.205542	0.362847	7.085842	2.070647	2.548062	1.022744	2.993848	6.157125	6.714163	8.118512	5.646027	-3.948536	-0.743916	4.711330	2.938568	6.450729	0.242751	5.556759	6.827814	8.887332
49	1	2.113052	0.910716	6.745813	-1.311272	2.633639	1.481043	4.054950	5.027470	-2.466632	7.913623	7.162925	1.171123	2.457317	-2.200464	-0.785335	0.637873	1.379109	-4.193358	4.606622	2.283279	7.863783	6.245258
50	1	6.165592	1.450735	6.680789	-7.954402	1.791014	6.425615	-5.757007	0.555354	5.918354	6.808985	0.917372	-1.267548	4.716361	-1.165994	-1.897531	6.202262	5.084878	-1.245402	-2.651408	7.228198	5.614273	5.774529
51	1	7.369513	8.167172	2.156020	-5.411543	3.710254	0.576209	-1.888272	6.058941	4.845512	6.077526	-0.292718	1.418985	8.191722	-0.565316	-3.360225	5.205101	7.195253	1.235861	7.824374	6.971037	8.247549	7.963669
52	1	7.991195	7.052844	0.784820	-5.149230	2.128700	1.862279	-1.439761	5.200237	4.723850	7.203488	2.146328	3.245148	4.937865	-1.051867	-4.949400	4.392381	3.088920	4.195777	6.258180	4.339030	8.808389	5.260312
53	1	1.139722	3.369994	6.193534	6.255538	6.740617	3.582742	1.242712	4.051927	-3.948514	8.035343	3.897119	6.738883	7.442802	4.200599	6.850529	-0.344824	6.755942	6.739254	6.086324	4.985877	7.248809	6.176323
55	1	5.736125	1.749644	3.628049	-2.832595	3.064210	3.634188	6.503660	3.922740	5.743626	6.365829	7.076911	1.344817	7.715440	1.077134	0.065458	5.301598	0.611999	-5.638531	-2.826398	6.686122	5.933986	5.833234
56	1	5.677534	3.657685	5.093316	0.482944	7.234794	5.245234	2.837774	6.609970	3.468624	6.162544	6.634618	6.177505	6.749530	2.636933	6.353052	3.140010	2.880486	4.361980	5.089805	4.951099	4.864546	5.607076
57	1	5.356848	2.196697	6.430991	-4.077578	4.307860	4.347436	-4.291133	2.898924	3.690751	5.927508	2.860651	4.795135	6.577505	-0.791782	2.886654	5.497709	4.285155	2.804587	4.545573	5.672354	5.756589	5.619602
58	1	3.532069	-3.318397	6.897771	0.261102	6.457747	6.675316	-4.559712	0.910720	1.323505	8.610322	0.250319	8.156724	3.276803	-2.707128	1.968468	6.195504	4.547402	0.481152	2.420813	8.353290	9.296039	5.258984
59	1	1.705434	0.990205	6.347578	5.581884	6.841429	4.053300	2.892704	5.587998	1.623253	5.718471	8.692637	7.574827	5.694379	3.020619	8.108767	2.544768	0.622138	7.532570	3.558995	6.455678	5.382407	8.195043
60	1	2.515904	0.549013	4.967676	1.893124	7.040816	4.779927	-0.065976	4.662803	0.503816	6.604697	9.330881	6.270304	6.207686	0.913978	6.189219	3.744490	2.059284	6.885830	8.200924	3.458625	9.136107	8.601641
62	1	5.538278	3.966575	6.444755	0.373117	8.559114	5.419169	-8.428446	1.863752	0.950660	1.836395	0.473342	0.055513	6.558716	0.619827	5.525514	4.443505	7.181621	-0.303485	0.066513	6.679739	8.739792	9.080778
63	1	3.917082	7.738529	3.475677	5.475785	-2.215744	-1.337873	6.528230	6.510928	4.990813	6.363980	6.449924	6.802823	7.135703	2.848532	1.576460	4.221847	4.566141	5.187135	5.391953	6.762119	6.827622	9.620142
65	1	0.753531	0.518387	7.554605	8.532589	4.557237	1.658305	0.146616	1.281899	-0.717039	6.113290	2.154263	4.231369	6.936104	5.264821	7.642748	0.303999	6.029155	2.066782	-1.879879	4.212268	4.085388	5.946030
67	1	7.766591	-0.232103	5.022329	-9.300615	5.382483	5.098387	-5.939840	2.581735	4.668856	6.995640	4.446907	-0.890865	6.192021	-3.352312	-1.184178	-0.465538	1.111396	0.249754	-0.995750	4.537830	5.429973	9.005695
68	1	3.132648	-1.005106	6.252301	-0.217919	8.042159	8.144495	-6.390942	0.572642	-0.383259	7.551622	-0.343031	6.466356	7.006041	-0.184868	2.498201	0.078453	3.554859	4.559059	0.623317	3.815711	7.071649	6.634690
69	1	4.056458	2.407094	7.305838	3.375362	7.333382	4.558232	-3.571152	4.838216	6.060812	7.013458	2.429827	8.363079	5.435780	-2.256056	1.233454	7.274712	6.196157	3.961474	1.722771	5.461009	5.361619	7.279194
70	1	5.206462	7.287648	-0.524329	-3.420517	0.383476	-0.973341	5.892442	8.389883	4.203018	6.566903	6.723552	2.327419	3.750428	-5.365467	-2.157659	6.276503	-1.262372	-3.631230	3.713580	3.671174	6.036304	2.321826
71	1	8.031023	6.507636	-0.036497	-0.320292	4.525129	2.233905	0.438283	5.198552	8.291564	4.648421	-1.743896	1.148799	6.094222	-1.017601	-2.784045	8.147995	5.871684	2.185648	1.878114	6.532974	5.947276	6.964153
73	1	2.524026	-0.094982	7.704259	3.798868	6.448883	1.726361	-0.481564	-1.218326	3.079887	9.335088	3.926468	5.648615	7.788407	5.371440	3.303891	5.989053	5.174326	5.254391	-0.798556	7.284650	6.676952	6.952669
74	1	5.157147	2.478709	4.243675	3.525829	-0.225138	0.092261	3.931738	5.390132	3.210530	6.616997	5.727782	1.589668	6.317463	-0.289006	-1.101235	5.273086	5.869859	0.890263	3.362179	6.871878	6.953011	7.480511
78	1	-1.656873	-0.853979	3.404040	6.752375	3.957369	1.974150	4.210727	2.291845	0.517546	7.148451	7.994330	6.830838	5.546475	2.517850	4.936905	0.127775	3.760346	7.734860	2.565451	3.940018	6.913250	7.518860
79	1	5.218003	0.403253	6.105732	-4.568033	3.829478	5.607371	-11.378625	4.900410	6.465853	4.783802	0.284008	1.082067	6.753513	-2.829554	1.584523	4.117405	6.783365	-2.101381	3.236635	4.800679	6.244058	5.895169
80	1	5.988983	5.995911	2.543357	0.130862	-0.271774	-1.727646	1.467041	6.147056	2.506289	5.337292	7.634898	4.532134	7.513482	7.800826	2.867579	7.916894	-0.409360	0.427008	7.565598	6.812655	7.272628	6.057024
81	1	0.219893	-5.444528	6.633564	1.101992	6.208511	5.880993	2.986807	-2.292844	-0.364947	7.450052	9.343773	3.708436	5.237314	-0.652804	0.583993	2.160117	8.552713	0.566880	-1.584440	6.302793	5.982298	3.325736
83	1	6.020466	5.350611	0.846356	-1.509383	-0.762016	-0.501040	-1.115483	4.051211	-2.316031	6.307107	1.368939	5.509737	3.698520	2.305138	-1.600485	5.303331	7.324254	5.015374	-2.802880	7.212415	4.500804	8.270393
84	1	2.448658	-7.033767	6.025441	-0.285822	6.867901	6.862325	2.181979	1.289974	-0.019494	7.146270	7.100165	0.066958	6.489281	-2.779364	1.941347	4.635279	3.121567	-3.487233	4.232711	6.589639	4.728434	5.270691
85	1	4.813113	1.532405	5.063190	-3.884120	6.070138	6.965435	-10.956038	6.906136	6.443521	0.919230	2.879075	-3.756755	5.847631	-1.524159	-0.821165	6.780937	2.965119	2.052713	5.748677	7.291365	7.085887	9.348170
86	1	4.077908	-5.523714	7.446257	4.644074	6.523250	5.075854	1.567208	0.038035	2.195221	6.340201	8.876958	7.492078	6.629041	0.022587	9.224504	6.148641	1.777233	0.964580	-1.003774	5.460723	7.808914	7.524947
87	1	5.352213	6.878188	3.252937	2.673315	4.117152	-0.667644	5.098469	6.979297	3.494352	6.394132	6.441598	2.254568	6.641168	1.016268	5.687493	6.229049	4.799100	-0.010552	6.796324	7.939216	9.109171	4.745316
88	1	4.950883	3.738250	4.104477	-2.774588	0.456088	3.980341	-4.631711	4.262424	5.222734	6.758431	-1.240041	1.112012	8.963524	1.221585	-0.328294	7.274846	7.090402	-1.414639	5.433629	3.426764	8.564422	7.431920
90	1	4.767827	-3.191070	6.227258	-2.857431	5.812187	6.626475	0.668618	2.872394	4.052506	7.511512	3.392688	2.680892	1.876391	-0.817123	4.691401	6.213522	7.569362	-4.529746	5.060910	7.698559	8.229495	4.892460
93	1	6.185821	6.997567	6.083140	-11.263494	0.981289	2.362742	0.934833	5.608361	3.687131	6.053039	2.880415	0.890331	5.405426	-4.545198	-3.122612	2.138450	3.367737	1.627916	3.561341	4.594565	8.638409	6.252007
94	1	6.405346	-0.172708	2.792611	-11.302708	4.851434	6.870161	-3.006374	1.185471	2.952113	6.638752	-1.409202	4.033615	6.994325	-1.271591	0.422099	4.808451	6.015683	-1.095938	-3.786694	6.591399	4.527955	6.500618
95	1	7.790767	1.690808	2.718703	-3.259797	-0.808337	-3.567854	-7.226767	0.001502	5.201780	4.765852	1.081676	2.471803	5.876483	6.773113	-0.637865	5.446727	6.256736	4.757500	-0.023665	6.538756	7.133797	6.753789
96	1	-3.449944	-1.120573	5.239186	-0.932832	7.692370	6.541601	-1.005288	1.649806	-3.845360	7.129143	0.430511	2.252431	5.702624	-6.744366	3.672105	1.116623	7.942274	-4.828476	-0.642713	3.406601	8.714231	6.305434
97	1	1.503897	-0.773492	7.691661	1.450871	6.432597	8.906314	1.140168	1.209013	1.837922	3.731355	4.783157	7.140659	0.711122	-10.731325	2.881615	5.042946	3.926009	3.485713	-2.236342	7.616002	5.018104	6.086303
100	1	5.593090	7.505912	3.283406	1.355640	4.037699	2.447027	-0.787046	6.787285	0.589510	7.247924	2.489284	7.328760	4.037865	-11.054501	-5.476287	6.916557	5.827935	1.034097	7.764915	6.742944	8.407895	6.028955
