1	1	1.298695	-8.361843	6.721453	-7.351551	-1.772329
4	1	1.937446	-3.341949	5.390980	1.271331	2.495426
6	1	4.892376	-3.210911	8.615845	0.308719	0.079484
12	1	-10.588768	3.359218	4.438501	0.888990	-2.581753
17	1	-1.846440	1.600827	8.615148	6.527172	8.398640
19	1	-6.013373	2.694282	3.126406	3.986392	-2.560421
27	1	-8.887921	6.840604	7.036362	5.572811	1.998734
28	1	-6.434933	-0.954095	5.268940	-0.105044	-0.257217
30	1	7.212242	-11.708041	8.807987	-1.145711	-1.068605
32	1	-0.211951	4.906448	4.702892	0.230251	6.168379
33	1	-10.505258	0.534557	2.843081	2.718693	0.056176
36	1	-6.781095	4.718899	5.254908	-0.730241	-1.075044
38	1	10.271591	-6.985932	8.075996	0.976508	4.542060
39	1	6.195929	-7.176050	8.185055	-6.421913	-1.849603
40	1	5.088818	1.321168	8.908416	1.076983	7.662455
43	1	8.341499	-0.547681	7.539812	4.745693	8.842499
49	1	-12.948656	7.334145	5.652681	4.410509	9.519618
51	1	-15.363003	7.176638	1.471166	7.567447	7.279711
52	1	-8.551552	-0.220474	7.490500	4.343350	-0.453233
54	1	-8.485838	4.424083	3.339674	2.769252	-1.113387
56	1	6.225008	-5.579343	6.608661	-2.518703	0.287707
60	1	-6.597107	-1.820987	6.352682	0.925115	-4.329993
61	1	-3.514414	2.735758	5.511934	1.878793	1.473098
64	1	-9.052697	6.627291	5.613011	7.544257	6.793671
71	1	-14.695515	6.442558	1.626083	6.025023	6.149380
73	1	-5.187617	-2.762878	5.049716	3.918537	2.020639
78	1	6.209162	-3.331056	6.344199	-0.986278	0.257308
84	1	-7.396070	7.264448	5.281206	6.555289	8.190010
86	1	-9.796899	7.233871	3.575383	7.636357	9.150535
90	1	-14.684296	7.405965	4.954786	5.455118	8.057868
91	1	-10.195566	0.514019	7.533406	1.524329	-4.635762
92	1	-8.693869	6.755227	6.616312	7.502198	9.697391
94	1	7.516270	-0.975174	7.378710	-1.109003	8.389979
96	1	11.998859	-0.380173	6.751914	0.857701	9.335102
98	1	11.423424	-4.021822	9.444324	-0.537689	8.714250
