1	2	41.725761	260.373287	14.885029	20.106099	91.927755	71.242211	93583.456626	54.012716	8.728173	96.330332	36.855268	1.564338	41.021763	14.101649	18.773844	63.127292	48.265037	15.430356	29.089181	98.600843	0.976795	0.753512	0.724538	0.210822	0.542587	0.145720	0.950359	0.323590	0.812439	0.871068	0.774952	0.704368	0.231658	0.622976	0.703700	0.598070	0.138371	0.149739	0.910463	0.534304	134.360362	5.000000	4.620705	0.239593	2.000000	0.059612	2.186602	5.000000	0.012801	7.759941	2.000000	73.531337	12.503155	6.000000	32.484593	5.200103	4.000000	0.021753	0.601695	3.000000	0.059091	4.202819	3.000000	0.011347	2.841328	6.000000	0.013745	1.957901	2.000000	0.010313	0.069947	5.000000	0.117059	0.332786	1.000000	0.015049	1.983000	6.000000	61.045881	4.056963	5.000000	31.076094	1.886969	5.000000	40.308792	40.381013	6.000000	0.012584	2.208243	3.000000	0.015826	61.090901	4.000000	0.015286	23.705573	4.000000	0.032291	53.481149	5.000000	0.029078	65.218573	5.000000	30.646439	53.152420	4.000000	68.519519	12.469009	2.000000	29.391183	2.338683	5.000000	0.024401	3.952974	5.000000	0.017143	0.233071	2.000000	0.016474	2.556839	6.000000	94.690544	2.416472	4.000000	0.013341	0.134926	5.000000	0.016009	7.565312	6.000000	0.137057	39.036647	6.000000	0.017116	12.120766	2.000000	52.146107	0.554097	3.000000	0.012951	1.509079	1.000000	7.055826	10.368430	3.000000	53.531808	30.935968	4.000000	0.012281	3.683394	2.000000	58.597102	2.566163	1.000000	0.020409	11.853265	3.000000	0.010953	4.549715	4.000000	0.117239
2	4	66.756189	226.409832	9.303879	36.555409	58.008467	65.142573	5111.944287	10.021331	78.115372	97.484388	26.521683	43.739029	4.185705	33.187005	92.691085	25.513086	85.350711	82.448280	45.987714	64.674342	0.292497	0.643279	0.784191	0.644785	0.701254	0.351374	0.186690	0.577375	0.201531	0.554018	0.793353	0.536348	0.597361	0.557004	0.648576	0.824852	0.997578	0.252741	0.187499	0.627390	53.765039	1.000000	88.498101	1.154232	2.000000	0.018266	10.765212	6.000000	0.015093	10.835293	5.000000	16.278755	9.682416	5.000000	29.802967	1.625744	5.000000	0.010573	0.924079	5.000000	0.020164	4.276969	5.000000	0.031943	0.742336	1.000000	0.317184	1.440337	6.000000	0.033297	1.702576	5.000000	0.012646	4.969271	2.000000	0.022772	2.675532	4.000000	77.813182	3.948919	2.000000	30.942862	1.883108	3.000000	8.843897	25.163480	1.000000	0.032875	5.976829	5.000000	0.031053	47.378411	5.000000	0.015389	41.466170	3.000000	0.019876	24.041916	1.000000	0.015900	47.525334	1.000000	53.768592	29.557378	4.000000	23.986812	15.113566	1.000000	48.147579	4.007397	2.000000	0.126789	2.942097	4.000000	0.027039	0.448963	1.000000	0.014070	0.106887	5.000000	44.805327	0.217645	1.000000	0.019656	2.135675	1.000000	0.014878	5.666042	4.000000	0.021993	27.260345	3.000000	0.438234	37.800323	5.000000	65.477934	3.250825	6.000000	0.065259	6.190182	1.000000	14.868452	62.454892	6.000000	86.980323	46.558120	4.000000	0.160736	2.281404	2.000000	93.407764	10.250151	3.000000	0.010086	10.082973	2.000000	0.065216	3.392039	3.000000	0.057940
3	3	32.528668	312.206638	35.849680	21.705283	15.247514	37.085952	29207.577869	71.645006	11.552065	97.948737	23.648354	59.080693	43.870153	74.397918	99.545484	16.512921	7.028978	1.382685	44.283998	14.187121	0.348181	0.849019	0.238525	0.184526	0.324528	0.742071	0.774237	0.415523	0.372434	0.950683	0.436457	0.656673	0.805472	0.142947	0.345253	0.505306	0.113912	0.565485	0.312970	0.298806	60.215482	5.000000	78.086590	0.445259	3.000000	0.013294	10.370494	5.000000	0.011402	12.151198	4.000000	13.606919	0.469972	4.000000	85.470240	5.330331	2.000000	0.044371	3.804377	2.000000	0.020320	5.266164	3.000000	0.331218	0.695065	2.000000	0.024463	0.097050	1.000000	0.077201	1.233662	6.000000	0.010441	12.173406	1.000000	0.012838	5.147499	1.000000	68.313326	2.169271	1.000000	98.266350	3.376682	3.000000	13.658317	30.254687	1.000000	0.073998	13.993106	4.000000	0.011782	70.825340	3.000000	0.010669	33.282079	3.000000	0.013418	25.375177	4.000000	0.011120	75.981338	3.000000	69.066794	7.525828	1.000000	61.557235	1.759951	4.000000	99.207263	3.003591	5.000000	0.022753	0.345158	6.000000	0.269229	0.540400	3.000000	0.012814	3.537620	5.000000	67.379942	0.069254	1.000000	0.192860	3.654087	2.000000	0.014624	1.665512	1.000000	0.013948	14.962950	3.000000	0.014044	0.989965	6.000000	25.723278	3.321798	3.000000	0.010723	2.271616	2.000000	14.216499	10.504559	2.000000	81.343586	28.325428	1.000000	0.184880	0.902897	5.000000	9.367176	12.476429	4.000000	0.027434	6.570111	4.000000	0.093255	4.787926	6.000000	0.027178
4	1	1.630762	465.702417	73.583492	59.489474	68.194588	80.957088	87790.075283	56.613526	68.787279	95.255801	55.590761	65.642631	67.043357	11.004420	73.145396	49.534325	60.447215	48.581513	12.533332	89.399235	0.509107	0.518941	0.607780	0.435924	0.657343	0.584091	0.966145	0.741276	0.500442	0.323543	0.277498	0.126269	0.736603	0.453675	0.386291	0.893190	0.958253	0.394376	0.469074	0.154231	85.003693	2.000000	20.537880	2.450433	6.000000	0.029370	12.495849	5.000000	0.013314	12.497756	4.000000	59.342153	8.002728	5.000000	63.484783	5.061587	1.000000	0.023205	1.108515	5.000000	0.033317	2.297598	4.000000	0.016189	3.931487	5.000000	0.036652	1.774443	3.000000	0.049641	1.916258	2.000000	0.012792	13.555344	1.000000	0.015402	1.587651	4.000000	99.945416	3.526384	5.000000	46.366413	0.139590	6.000000	67.939153	17.573100	3.000000	0.016830	6.503309	1.000000	0.014504	21.818530	2.000000	0.017815	13.253506	5.000000	0.026378	37.464812	2.000000	0.016489	16.609553	3.000000	59.891131	31.037626	4.000000	97.507596	10.095530	1.000000	72.122133	1.112108	1.000000	0.027265	1.530996	5.000000	0.041870	2.284960	4.000000	0.014158	1.069513	6.000000	83.227742	0.993105	5.000000	0.022830	1.871796	6.000000	0.049182	10.371373	3.000000	0.047138	5.778226	2.000000	0.021203	32.597959	2.000000	72.513958	2.270974	3.000000	0.565728	26.019868	5.000000	78.869997	66.130597	2.000000	11.408258	25.740913	4.000000	0.254685	0.118002	6.000000	51.989609	13.182857	4.000000	0.011396	6.980122	4.000000	0.029005	2.474827	4.000000	0.021251
5	5	83.526889	924.791965	67.733596	13.583515	19.306613	24.133139	20198.387448	37.369778	30.546601	98.639281	23.252832	84.112827	57.809904	86.184051	95.125295	66.282424	11.844705	84.780997	19.369330	78.498047	0.109498	0.980389	0.748489	0.998890	0.382721	0.405881	0.982080	0.216851	0.119428	0.939192	0.371164	0.278653	0.399739	0.268782	0.476742	0.936045	0.141282	0.855725	0.145784	0.181018	105.095438	3.000000	97.080535	0.236435	6.000000	0.174226	3.874690	1.000000	0.010806	12.666701	1.000000	15.528400	6.853488	2.000000	67.167287	1.438306	5.000000	0.059440	3.967642	3.000000	0.017097	5.432706	5.000000	0.016156	2.432955	5.000000	0.013102	3.371046	6.000000	0.074955	0.381751	1.000000	0.014601	3.335876	5.000000	0.042097	2.106156	5.000000	23.832250	2.367211	4.000000	79.550835	5.408420	3.000000	59.248455	28.289394	1.000000	0.011118	7.577101	4.000000	0.014013	14.346076	1.000000	0.013191	16.770856	5.000000	0.018211	55.650950	6.000000	0.037172	24.142987	6.000000	27.861708	12.418356	4.000000	32.362501	18.238602	5.000000	1.500386	1.908867	4.000000	0.011111	3.666777	2.000000	0.023406	0.497956	1.000000	0.022847	0.169145	1.000000	65.279471	2.637031	5.000000	0.034418	2.772540	4.000000	0.012764	2.842486	3.000000	0.018468	55.726568	6.000000	0.025609	53.807819	4.000000	54.551032	2.654027	3.000000	0.014614	11.595940	1.000000	23.515445	37.011302	6.000000	98.131701	34.334837	2.000000	0.069244	4.004502	5.000000	26.770114	7.910856	3.000000	0.011016	11.620949	5.000000	0.010209	4.658233	3.000000	0.072674
6	2	18.644926	961.679956	28.946985	53.737564	14.334800	93.673288	16491.600761	4.569562	95.987931	22.620904	71.815035	21.710259	60.311028	81.063483	8.316989	52.540190	6.957533	68.264575	17.418090	12.941260	0.619086	0.660872	0.114810	0.632398	0.504687	0.942682	0.107752	0.730513	0.438674	0.444347	0.977895	0.100042	0.834235	0.703823	0.906053	0.719421	0.594539	0.430611	0.943363	0.771648	83.895642	1.000000	33.964117	4.693582	6.000000	0.036085	4.920822	1.000000	0.019222	10.398485	2.000000	81.353325	16.929137	5.000000	53.404869	2.333046	6.000000	0.024233	1.364405	2.000000	0.081676	0.328348	6.000000	0.076924	2.928608	4.000000	0.035449	4.669307	6.000000	0.049995	2.273115	1.000000	0.015075	4.460362	3.000000	0.016196	3.833505	5.000000	40.885601	2.145824	5.000000	3.737434	2.046879	6.000000	29.912945	14.912127	3.000000	0.056729	1.388771	6.000000	0.375094	60.929775	3.000000	0.010065	32.762257	6.000000	0.027626	18.519950	4.000000	0.494525	38.348243	5.000000	93.092744	4.805947	2.000000	51.974986	3.035558	3.000000	60.347227	2.351219	2.000000	0.013621	0.192771	2.000000	0.016674	0.330769	5.000000	0.010849	2.304543	4.000000	9.982212	3.847743	1.000000	0.012648	2.804950	2.000000	0.033670	9.086477	4.000000	0.069051	47.929004	6.000000	0.016496	10.152246	4.000000	46.065640	0.958008	4.000000	0.013992	25.379642	6.000000	13.507404	54.049002	5.000000	69.473211	15.952893	3.000000	0.031969	4.832321	5.000000	57.735502	13.617890	4.000000	0.033694	3.712400	3.000000	0.338460	0.309987	1.000000	0.040494
7	2	12.647271	462.789047	33.174062	5.486213	11.179289	69.318830	93582.251283	14.620728	34.980607	67.479565	96.730347	22.025225	46.747567	68.989203	1.348559	13.774811	84.162029	38.524268	99.759558	38.055482	0.877522	0.628905	0.142023	0.205786	0.815335	0.733804	0.809684	0.655086	0.334072	0.692823	0.789452	0.542701	0.886568	0.303236	0.886003	0.947241	0.913841	0.370139	0.260274	0.328791	118.603925	1.000000	86.499873	3.759217	1.000000	0.030883	4.735394	5.000000	0.183348	9.684603	2.000000	70.362036	10.217906	2.000000	85.735204	5.221101	2.000000	0.014121	1.576054	5.000000	0.016517	4.640390	5.000000	0.036063	1.315183	6.000000	0.011493	2.400450	1.000000	0.121279	0.505791	6.000000	0.013019	9.423089	5.000000	0.019093	3.996667	1.000000	70.928531	2.418542	2.000000	92.263159	3.951189	4.000000	39.671356	26.657596	2.000000	0.042585	3.305973	3.000000	0.011002	47.845557	6.000000	0.041392	31.880253	5.000000	0.020399	61.516643	2.000000	0.012627	42.494907	4.000000	68.516178	51.393424	5.000000	77.115283	5.958450	1.000000	46.999355	1.150230	2.000000	0.013422	2.429129	4.000000	0.013216	3.918801	4.000000	0.010140	4.116099	1.000000	78.248316	3.555720	1.000000	0.020433	3.224443	6.000000	0.075394	3.710020	2.000000	0.010048	38.622143	1.000000	0.063583	32.685495	1.000000	1.027523	1.967590	5.000000	0.026240	17.232443	4.000000	64.503777	48.828547	3.000000	59.890592	24.381598	6.000000	0.010048	2.012250	4.000000	49.562091	1.632626	4.000000	0.030552	6.656589	4.000000	0.532093	0.963178	6.000000	0.019010
8	3	30.795031	400.715354	38.131953	38.164496	29.929742	95.513091	40145.343106	47.531724	43.303788	17.806404	69.396850	30.983438	48.654962	36.629214	93.577876	48.714804	50.033278	30.620750	67.925790	79.280075	0.877331	0.587946	0.335616	0.252795	0.949856	0.366439	0.257023	0.941408	0.325333	0.345469	0.876039	0.958189	0.334297	0.687892	0.582785	0.956567	0.486847	0.812820	0.623382	0.483885	124.238240	1.000000	69.112033	4.664721	1.000000	0.016889	1.602600	3.000000	0.012484	7.921690	5.000000	97.061272	11.301146	4.000000	91.124781	4.717416	4.000000	0.029680	3.334524	2.000000	0.036203	3.945769	2.000000	0.011226	2.788200	4.000000	0.014262	3.386102	4.000000	0.014664	0.520249	2.000000	0.017742	14.666245	3.000000	0.045061	1.045572	1.000000	7.433426	1.624878	3.000000	59.140149	0.782100	2.000000	67.424791	33.805946	5.000000	0.026263	9.456425	6.000000	0.016915	18.851546	6.000000	0.027188	11.413524	2.000000	0.027824	19.343441	1.000000	0.013792	10.984438	6.000000	4.451703	32.149690	4.000000	26.196786	4.417505	3.000000	24.320347	3.602754	4.000000	0.015079	2.899224	5.000000	0.017685	3.216132	3.000000	0.021393	0.687179	6.000000	75.682408	3.439630	1.000000	0.017696	2.159894	5.000000	0.072855	6.525011	3.000000	0.010642	10.502167	4.000000	0.038730	32.260217	6.000000	84.957636	3.603758	4.000000	0.029409	2.432520	2.000000	1.364847	66.411318	4.000000	5.152241	3.940022	3.000000	0.030467	1.809913	2.000000	54.602895	8.560216	3.000000	0.064295	7.032147	2.000000	0.013543	1.326226	3.000000	0.018240
9	4	82.888036	674.568240	35.629245	71.758297	27.875444	9.492090	92286.022288	88.118158	72.270406	55.945640	62.650768	29.304381	25.952012	85.129716	64.922511	10.322166	15.135297	71.252494	26.619428	73.706026	0.181239	0.112959	0.480556	0.275222	0.477436	0.882038	0.575938	0.441558	0.557060	0.911404	0.194486	0.523867	0.977791	0.493770	0.915518	0.812583	0.294308	0.140761	0.107442	0.727794	168.284772	4.000000	29.437620	2.096028	5.000000	0.017952	7.545337	3.000000	0.013023	1.125811	3.000000	80.232922	17.166201	2.000000	70.734221	5.478023	2.000000	0.011018	3.324689	3.000000	0.248453	3.183242	6.000000	0.014345	1.628034	1.000000	0.010509	3.613365	2.000000	0.026974	2.526356	4.000000	0.010721	5.955491	3.000000	0.028345	3.514230	4.000000	1.771572	0.615793	3.000000	61.649282	0.235389	3.000000	11.309209	37.736686	1.000000	0.024420	2.106108	1.000000	0.038367	53.872396	5.000000	0.013613	7.387824	1.000000	0.015123	8.411478	1.000000	0.039448	76.461189	6.000000	66.149458	51.706366	3.000000	94.712840	4.699111	2.000000	90.548497	3.655694	4.000000	0.038112	1.455177	6.000000	0.011335	0.859325	4.000000	0.072100	0.928228	6.000000	22.562715	3.013804	5.000000	0.033290	1.216449	1.000000	0.010819	13.637033	2.000000	0.011801	13.775892	4.000000	0.015096	38.299884	4.000000	28.650582	2.987550	6.000000	0.119637	10.335068	2.000000	29.996629	44.857520	4.000000	82.562339	4.448984	6.000000	0.016607	0.365361	6.000000	70.609907	5.394991	2.000000	0.016678	18.329332	4.000000	0.012178	5.491122	2.000000	0.014167
10	4	92.853189	203.783020	23.978335	10.674756	22.473799	21.264378	91315.827094	31.155845	62.048028	75.633080	58.761258	7.619248	88.095993	12.548301	4.588049	85.535609	74.830244	38.771247	88.075844	61.420263	0.310389	0.850170	0.417655	0.506809	0.934864	0.416267	0.992691	0.559717	0.652893	0.441804	0.558077	0.801510	0.231880	0.887170	0.192694	0.963839	0.911626	0.775630	0.167780	0.275305	152.831033	4.000000	95.377535	5.490056	6.000000	0.018320	1.130806	4.000000	0.049312	1.087347	1.000000	26.651330	9.490542	3.000000	68.775964	3.829700	1.000000	0.010478	2.240018	1.000000	0.111410	0.902228	3.000000	0.016545	3.773414	1.000000	0.055591	2.348734	3.000000	0.066422	1.066821	5.000000	0.011562	15.400420	4.000000	0.010185	2.537969	4.000000	41.474924	1.648100	3.000000	1.457628	2.959603	2.000000	14.567135	23.304299	6.000000	0.017252	2.225803	5.000000	0.039741	71.323799	2.000000	0.033747	41.455002	5.000000	0.072213	14.293499	2.000000	0.033038	30.564523	4.000000	41.516431	34.240304	3.000000	71.090495	3.605766	2.000000	56.368876	1.766269	2.000000	0.069113	0.813524	6.000000	0.010619	3.311454	2.000000	0.049923	3.842372	2.000000	29.878236	0.927368	2.000000	0.057020	3.340393	2.000000	0.010747	11.746304	2.000000	0.032251	29.306058	3.000000	0.022417	12.929798	3.000000	97.251450	1.856233	6.000000	0.028790	19.257436	3.000000	60.079242	56.659176	3.000000	44.650252	22.963524	2.000000	0.024900	2.926536	5.000000	15.084731	10.151022	6.000000	0.049420	12.348385	6.000000	0.017843	1.730936	1.000000	0.053667
