1	1	100	1.298695	-8.361843	6.721453	-7.351551	-1.772329
2	2	68	6.799629	-0.530933	0.939407	0.693963	7.694116
2	2	32	-11.649174	5.606259	0.939407	6.934017	7.694116
3	2	35	8.631274	0.497816	7.034889	1.360680	8.619266
3	2	65	-3.193894	5.962349	7.034889	6.812368	8.619266
4	1	100	1.937446	-3.341949	5.390980	1.271331	2.495426
5	4	22	-5.591182	2.724702	6.903201	-1.308418	1.226746
5	4	36	-4.006760	7.081448	6.903201	3.502944	5.857899
5	4	29	6.898301	1.212252	6.903201	2.183446	5.857899
5	4	13	2.376107	-3.144476	6.903201	-2.040166	1.226746
6	1	100	4.892376	-3.210911	8.615845	0.308719	0.079484
7	2	83	-3.105566	-1.694530	5.995308	1.137580	-0.785721
7	2	17	2.661625	-3.088041	5.995308	-0.271380	-0.785721
8	2	29	-1.611915	2.398144	7.583162	4.729759	9.200094
8	2	71	9.566629	-2.355934	7.583162	0.243691	9.200094
9	4	27	-6.314484	5.705749	8.218180	7.802881	8.864831
9	4	26	-2.825122	1.205160	8.218180	3.517861	2.626932
9	4	37	9.655844	1.961544	8.218180	2.030368	8.864831
9	4	10	4.796788	-1.286825	8.218180	-1.756335	2.626934
10	2	72	-3.504773	1.538091	5.766576	7.577763	8.546945
10	2	28	3.775471	-3.636437	5.766576	5.310310	8.546945
11	2	75	-5.477567	7.051762	5.339822	6.544567	9.129602
11	2	25	7.291546	0.920887	5.339822	0.446573	9.129602
12	1	100	-10.588768	3.359218	4.438501	0.888990	-2.581753
13	2	70	-2.300371	1.842174	6.263438	-1.133782	-2.364048
13	2	30	5.627639	-2.536260	6.263438	-4.404820	-2.364048
14	4	24	-2.437453	2.619451	6.239056	-0.069264	1.612566
14	4	32	7.294895	3.988378	6.239056	0.386271	8.101041
14	4	5	3.916576	-0.134464	6.239056	-5.096923	1.612565
14	4	39	-3.097071	6.766164	6.239056	5.733847	8.101041
15	2	79	6.459255	-1.237587	6.089734	1.754313	7.497125
15	2	21	-5.258337	4.332230	6.089734	5.314548	7.497125
16	2	74	-9.645696	6.869939	4.942564	6.479025	6.703238
16	2	26	4.600992	-3.585728	4.942564	-1.604262	1.781605
17	1	100	-1.846440	1.600827	8.615148	6.527172	8.398640
18	2	86	-3.547951	-2.301851	6.021754	1.989532	1.192233
18	2	14	2.556340	-6.810915	6.021754	0.365631	1.192236
19	1	100	-6.013373	2.694282	3.126406	3.986392	-2.560421
20	3	26	10.998243	-0.577613	6.969835	-0.826354	5.886063
20	3	72	6.131047	-3.673389	6.969835	-4.056300	2.313184
20	3	2	-2.390712	2.529857	6.969835	4.902943	5.886063
21	2	78	9.491633	-1.225991	7.441735	1.622218	6.976806
21	2	22	-2.644011	2.952657	7.441735	6.196225	6.976806
22	2	56	5.313892	-13.088428	8.399000	-7.515606	-0.875867
22	2	44	-0.919329	-7.845111	8.399000	-1.936499	-0.875867
23	3	84	-5.179650	-5.153172	7.030724	1.029731	-0.737211
23	3	2	5.459637	-5.453222	7.030724	1.174755	5.623677
23	3	14	-3.846300	0.416480	7.030724	7.574579	5.623677
24	4	8	6.051062	-1.106631	6.980250	0.723612	1.608484
24	4	42	-8.285624	5.885732	6.980250	7.227690	7.910418
24	4	26	-7.228426	4.683484	6.980250	4.377225	1.608485
24	4	24	4.547062	0.095628	6.980250	3.574394	7.910418
25	2	64	-7.621269	0.914206	6.077637	4.327199	7.835230
25	2	36	6.481251	-4.126938	6.077637	0.616618	7.835230
26	2	27	-13.758619	4.593823	4.825040	1.972666	3.582654
26	2	73	-14.709587	6.614696	4.825040	4.541688	8.418645
27	1	100	-8.887921	6.840604	7.036362	5.572811	1.998734
28	1	100	-6.434933	-0.954095	5.268940	-0.105044	-0.257217
29	2	81	-6.504783	3.891758	6.858017	4.725378	6.077335
29	2	19	4.697291	0.242094	6.858017	-1.034962	6.077335
30	1	100	7.212242	-11.708041	8.807987	-1.145711	-1.068605
31	2	19	7.920501	0.456882	6.865759	-0.542272	6.974620
31	2	81	-5.623132	6.258215	6.865759	5.312511	6.974620
32	1	100	-0.211951	4.906448	4.702892	0.230251	6.168379
33	1	100	-10.505258	0.534557	2.843081	2.718693	0.056176
34	2	81	-5.616994	0.642389	6.182797	0.099386	2.019570
34	2	19	-10.433784	6.913330	6.182797	6.020141	6.500990
35	4	25	-5.843215	5.947623	5.081221	6.682920	6.962115
35	4	36	-4.579135	0.070640	5.081221	3.426902	0.854618
35	4	26	2.697070	-5.256669	5.081221	-1.182547	0.854618
35	4	13	7.852051	0.620309	5.081221	1.110241	6.962115
36	1	100	-6.781095	4.718899	5.254908	-0.730241	-1.075044
37	3	26	-6.198082	2.985396	8.620395	5.879248	5.792769
37	3	37	7.280399	-4.903071	8.620395	-4.257554	0.119064
37	3	37	9.935195	-3.329832	8.620395	-0.297074	5.792769
38	1	100	10.271591	-6.985932	8.075996	0.976508	4.542060
39	1	100	6.195929	-7.176050	8.185055	-6.421913	-1.849603
40	1	100	5.088818	1.321168	8.908416	1.076983	7.662455
41	2	84	10.353089	-2.090041	6.717464	2.080732	8.838899
41	2	16	-1.061002	3.234362	6.717464	7.381374	8.838899
42	2	52	8.974593	-3.560139	8.333988	3.833957	7.587785
42	2	48	-2.591199	0.701900	8.333988	6.349102	7.587786
43	1	100	8.341499	-0.547681	7.539812	4.745693	8.842499
44	2	76	-1.206946	-1.221935	7.980250	2.949754	1.074289
44	2	24	3.046910	-4.597057	7.980250	-3.212193	1.074289
