25	3	8.858793	4.144100	6.344363	0.574381	-3.623343	7.163678	5.706072	7.259568	6.370963	2.027599	8.858793	-1.828140	3.525382	3.149123	3.323280	1.358540	2.660518	1.779212	-2.008811	8.419096	8.858793	-1.828143	2.680259	4.738236	5.886564	1.049107	-0.042172	1.779122	-4.300616	8.419253
43	3	9.003426	7.633520	1.729821	7.558719	5.601664	-4.438560	5.308603	5.575401	1.078609	5.556698	9.003426	7.633774	7.663318	1.308968	0.736759	0.921086	5.729933	5.576008	1.560243	5.555498	9.003426	7.972637	7.687354	1.306185	-3.195335	4.626567	5.730068	6.546318	4.655687	1.216134
47	3	7.922867	5.655509	8.523006	2.214082	0.660249	6.770656	5.150394	7.086730	3.656902	2.158669	7.922867	2.519739	3.463926	2.963539	8.044399	1.115081	5.048786	3.747304	-0.936482	5.803039	7.922867	2.442892	1.164520	7.126016	9.214020	-1.401289	2.071968	3.699409	-4.049049	5.836063
