3	1	-1.326052	4.013416	6.612421	3.158015	3.769995
4	1	-4.438138	6.702750	9.302852	6.926648	-9.471927
11	1	-2.017187	6.523708	7.241246	7.398633	-4.414056
13	1	-2.144580	7.994655	5.697274	3.469592	-3.207586
14	1	-2.318058	6.077640	7.169148	6.426859	-3.018665
15	1	0.012427	5.978206	9.145951	6.889710	-3.170199
16	1	7.142282	-7.582025	2.341929	7.413097	0.827604
19	1	4.750009	4.051620	3.895419	5.436446	-1.109293
20	1	-0.658390	8.025099	7.108980	5.722882	-3.429293
22	1	-0.875515	5.957456	7.309578	4.762770	0.216276
25	1	8.721546	-10.834335	3.332013	7.873739	1.106997
29	1	-1.052697	-10.974715	5.061633	1.953865	7.843172
30	1	-4.486170	7.024616	6.643444	6.145202	-2.057528
33	1	3.125751	-12.937809	5.427314	-0.534833	7.894784
34	1	-4.355426	6.110911	7.131063	2.766420	-3.557727
36	1	-1.717094	6.807199	4.718510	6.101747	-3.486431
37	1	0.506309	-10.016784	4.632969	0.520182	5.599589
38	1	-5.519261	9.355210	8.275756	6.780069	-0.045559
39	1	-3.821579	8.237263	6.823427	4.643869	-1.981101
41	1	-1.917052	7.423914	4.995048	7.617873	1.050297
43	1	-3.323373	8.785583	7.395007	6.692143	-3.436770
45	1	6.732434	-12.270005	6.256115	4.139140	7.062311
46	1	3.449942	-12.811902	3.053530	-1.250515	7.361649
47	1	0.068610	-4.936139	2.966404	-1.658746	8.911352
50	1	-6.005404	7.189957	5.654850	2.880986	1.001097
53	1	-6.378632	4.982237	8.249694	1.661136	6.897019
56	1	5.381175	-11.731009	5.223306	7.427261	-3.543679
57	1	-2.987014	5.098060	6.738999	1.799092	2.509301
58	1	-3.619531	7.043738	6.304204	6.847341	-3.987098
60	1	-2.316689	8.390939	7.542609	4.765638	-1.216794
61	1	1.379123	-11.322233	5.097949	2.539315	6.533470
64	1	-0.854064	7.987822	7.106220	7.469389	-4.737234
65	1	-2.677922	7.656313	6.886984	7.064407	-5.020510
66	1	4.511287	-9.813234	2.935795	2.237258	6.518609
67	1	-1.318618	5.037213	7.176378	7.301559	-4.487881
70	1	-2.903849	7.670061	9.368968	8.473327	0.650283
74	1	0.659499	-9.130857	7.485049	0.055914	7.864295
76	1	2.725984	-4.086121	6.327976	-4.200671	6.549002
78	1	7.660836	-14.041334	4.449526	-0.217568	6.173968
79	1	2.484916	6.443926	6.433542	6.309319	-0.892709
82	1	-3.805655	7.290595	8.327290	6.645137	-4.832997
83	1	-2.401638	5.804636	7.216277	5.606015	-5.484486
87	1	2.133058	-6.222323	6.289163	2.695043	8.334178
88	1	-0.896830	5.137805	5.034847	5.359928	-1.365346
89	1	6.054182	-3.731034	4.110275	7.188184	-2.642138
91	1	0.277869	-15.358003	3.394629	1.667103	7.307036
96	1	4.347315	-8.373238	6.228462	6.384146	-2.550034
98	1	4.747129	2.838225	5.736810	4.384464	-1.581690
100	1	-0.144461	7.246998	6.050617	5.524994	-2.934850
