1	2	6.782803	1.550232	-1.721945	-1.241969	-4.061270	5.092645	13.531667	1.171746	1.687776	1.089028	7.458004	0.735807	-2.118811	6.464568	1.305414	6.082695	6.330832	4.950506	6.782803	-8.922211	6.640511	6.464920	6.017480	-6.329532	-16.893288	6.585991	5.449957	6.375728	1.316169	7.045816	3.432460	-1.822182	5.647932	-0.763158	0.308753	2.706449
2	2	6.265356	0.230272	-3.208054	-1.713199	1.136086	5.488360	13.248930	2.439483	0.159513	2.523804	7.234639	1.593766	1.342129	6.636401	2.722370	7.252668	5.465280	8.320979	6.265356	-6.852083	6.982194	7.490065	7.454527	-5.485212	-18.154445	3.428641	6.152200	7.937260	2.473136	7.527448	7.367989	-2.151192	8.290380	0.632196	0.813371	4.610085
4	2	6.650470	-3.899743	7.390090	8.586253	7.304636	-6.310001	-13.714087	6.581186	9.222212	8.132557	5.165299	7.456638	6.941079	-6.103919	7.286453	-2.864093	8.431906	-2.968879	6.650470	1.641823	-4.134243	1.827561	-3.402458	6.595864	9.971552	1.970137	4.179441	1.675434	7.808416	2.836936	1.692838	4.658122	2.846717	7.616032	8.433080	2.955240
5	2	7.454805	6.051540	-5.713462	-1.892793	-6.223896	4.077295	11.370466	2.618323	0.821282	0.074849	7.007458	1.205969	3.599184	6.692268	-2.919267	7.426430	6.376526	5.076588	7.454805	3.662251	-0.115746	2.654856	-2.850813	-1.116735	-4.193454	6.835548	6.259948	6.056798	1.050501	5.781435	9.564640	1.131565	2.587741	2.298802	0.263741	3.783768
6	2	8.312533	0.073856	2.345676	-5.147499	3.714030	1.689944	2.909487	3.375293	3.039377	-3.031161	3.797159	-0.183250	2.283812	6.965641	-0.095409	0.669277	0.779279	7.415949	8.312533	-0.413037	5.930695	1.400626	6.928806	-5.084597	-10.023379	7.252854	9.315931	2.104658	-2.317752	6.278487	6.708826	2.968381	6.356738	-3.428913	0.090260	7.415871
7	2	8.315531	-0.048903	-3.235528	-5.134120	-2.144764	4.595610	4.470272	1.259124	2.422051	-2.869790	6.980175	3.290311	8.271519	7.210138	0.242906	4.788360	6.583396	6.838744	8.315531	-3.901875	7.777442	5.557259	5.424245	-0.251447	-7.809365	6.950238	5.814258	3.257419	1.909346	6.926634	9.644104	-5.323005	5.951693	0.487697	2.631074	6.529359
8	2	5.310308	3.040832	-1.970748	-4.447654	-4.378227	6.633958	12.576749	-3.305134	1.686442	2.303146	6.638423	2.764647	0.837295	5.396663	-1.480533	6.989036	5.889298	6.763024	5.310308	-6.387318	7.103535	7.370987	7.103807	-4.570052	-10.094426	2.808651	6.699582	6.029643	1.119792	7.502471	5.828877	-2.012046	4.889844	-2.659731	-0.433292	4.964039
9	2	4.448820	-8.600686	7.319044	5.507909	6.913834	-6.362372	-22.834988	5.579611	6.787396	7.774614	3.463909	6.451376	7.074225	-2.654777	4.327649	-8.340463	1.605957	0.850768	4.448820	-0.690990	1.007701	-1.976604	-0.541488	6.330727	8.511284	-0.332417	2.030279	4.644913	7.175842	1.906260	2.148632	7.340656	0.810807	4.403624	6.831083	4.056908
13	2	7.803576	1.729095	-4.396788	-3.434802	-7.176670	5.719678	13.160964	1.267063	1.307532	-1.494049	7.596940	1.191972	4.635622	5.207844	-2.864493	6.602171	8.966425	8.286965	7.803576	-3.145426	6.129285	6.270395	5.259910	-2.799857	-15.721900	6.551143	7.121514	4.637926	1.395858	7.732531	9.636441	-5.195713	2.675495	-5.117573	5.581022	8.040240
14	2	8.304960	-3.331190	7.655402	7.874741	4.394306	-5.197606	-24.651129	8.165892	6.459843	7.179311	0.851214	5.867573	6.314933	-0.189628	6.141484	1.244877	-1.106508	-3.211409	8.304960	0.848091	-1.565376	0.581545	-1.219419	3.213241	4.105189	3.165001	1.297056	0.763993	6.054582	-0.770439	0.185333	6.989330	2.455820	6.177787	4.402666	3.104125
15	2	5.992179	1.784443	-1.557852	-0.702177	-2.718638	6.767577	12.325777	-0.432688	1.730898	-1.208258	6.761956	2.881365	-4.048268	3.564682	2.368002	7.631191	5.297804	5.028097	5.992179	-5.911378	7.284808	7.350262	7.102487	-2.671122	-6.735921	5.800236	4.743369	4.542002	2.038107	6.530390	2.288252	-6.316675	8.246219	-2.299328	2.984792	4.531581
16	2	8.249897	2.535421	-5.013426	-0.440249	-2.914991	6.585583	11.296904	0.305136	-1.863105	2.075415	5.135199	0.394531	0.946155	3.472250	0.254143	6.763442	4.596686	6.989861	8.249897	-3.927116	5.731970	6.149958	6.062928	-4.302969	-11.733074	6.368759	4.703044	7.192292	-0.619380	6.652012	5.739281	-3.960748	4.780305	-3.635803	2.559644	5.216675
18	2	6.837345	-4.351979	6.466775	4.495948	8.571582	-6.314634	-16.958765	1.481948	7.730998	6.577661	0.412184	8.290596	7.246938	-1.588556	7.949216	-5.113396	3.158198	2.139864	6.837345	2.353460	-3.221162	-5.224317	-2.589522	6.251360	10.164822	-3.523594	2.582758	1.672099	3.935573	3.398919	0.893244	5.243510	5.101678	6.402347	6.402296	4.033441
21	2	6.403531	0.535949	-1.126967	-3.439194	2.918215	6.042589	13.869913	0.694524	1.298504	-1.380842	7.367451	2.768560	1.751926	0.965718	-1.246388	7.756303	7.260485	5.455443	6.403531	-6.418283	6.684807	4.588217	6.159230	-5.575238	-14.760290	4.656980	5.452718	4.334274	1.293165	8.721404	6.899634	-7.670218	3.188245	-1.630854	0.846281	-0.531867
23	2	7.726627	1.102787	-2.108138	-1.432304	-0.795764	7.169875	12.163620	1.149591	0.446791	1.087759	7.414872	3.184281	0.555232	0.563654	2.884773	5.933362	8.459453	6.587234	7.726627	-5.061165	6.346185	8.305795	7.772927	-2.365196	-24.122101	7.520888	6.137448	7.675811	3.179400	6.704203	5.713226	-2.147382	6.939950	-5.729475	2.394286	2.926447
24	2	9.698428	-0.247853	8.050648	1.214862	6.721973	1.444930	-5.641564	4.081755	7.671639	5.954210	5.444957	5.244341	6.586552	4.406127	6.654734	-3.757756	6.621920	0.508394	9.698428	1.311162	-2.968236	-0.601467	-3.046224	7.023652	6.483653	-2.172215	4.125815	4.397327	7.566316	-0.136074	1.651791	5.451661	5.627210	4.733350	6.621920	1.634300
25	2	8.809967	-5.732221	7.952528	1.699724	6.273462	-1.812418	-14.475170	3.986849	7.919788	6.215986	1.612436	8.442867	7.701631	0.322439	6.859338	-4.062116	5.252858	2.213641	8.809967	2.600338	-2.240302	-7.720950	0.463382	7.280765	9.330403	-2.329285	2.494417	3.703643	7.036549	3.144676	2.914306	5.944672	3.764262	7.260664	7.882660	4.583377
26	2	7.495674	1.304371	-4.423028	-3.373112	0.337054	6.142307	11.413770	0.070457	1.738248	3.545177	6.457960	-0.532423	-0.277012	6.681928	4.457315	5.212900	7.028757	5.829805	7.495674	-2.676216	6.497900	6.041890	7.362759	0.484094	-17.412291	5.900333	6.684414	6.962126	-0.055440	5.198631	5.979468	1.616767	7.243884	-4.367064	4.177541	0.643195
27	2	7.304819	-1.431161	-0.803982	-0.962889	-2.273211	5.136580	8.461192	4.004880	1.396903	1.628661	7.787170	1.846177	0.056967	3.929854	-2.304164	6.857459	8.138627	6.510636	7.304819	-7.243031	5.889581	6.826789	5.886488	-4.333103	-15.785570	8.159776	5.972069	6.780283	1.254876	7.268725	5.479883	-3.597382	3.332758	-4.198622	2.330200	-0.098876
29	2	7.229694	-6.860617	5.961479	3.128219	6.102169	-6.334761	-16.627460	6.810488	7.683558	6.733120	6.025767	7.113234	6.093511	-3.621285	7.102812	-6.951257	2.181366	0.606360	7.229694	1.422159	-0.506376	-5.272327	-5.019325	6.291545	7.457591	2.072776	2.487542	0.354342	7.074745	1.445843	0.118778	3.219523	2.218957	4.825447	2.752837	4.968438
31	2	5.841024	0.699939	-1.213368	-0.722920	1.533610	7.222530	9.397356	0.441723	-0.274684	1.889576	5.804117	2.044691	1.901326	6.723051	0.091294	4.639915	6.706255	7.623078	5.841024	-5.608217	6.721903	6.819049	6.486215	-2.913367	-25.773460	6.592941	6.358145	8.286336	0.216230	8.178752	8.303268	0.120005	6.362084	1.603701	2.986544	1.315276
34	2	1.615051	-0.200127	-2.092639	-0.393402	-4.663877	5.397320	3.933337	4.581778	2.772394	-0.340285	5.727123	1.627652	3.802907	5.440847	2.763345	6.502233	1.049903	6.917913	1.615051	-10.377554	4.699789	6.734250	6.469846	-4.704509	-12.934717	6.611244	8.343144	5.192425	-0.631932	5.465643	7.864438	-3.559536	6.347141	-1.304049	-3.583026	5.044876
36	2	6.188420	1.920288	-5.283792	-1.942027	1.176442	7.889621	6.476823	0.774066	1.339643	1.556893	4.190728	2.202788	3.452677	8.213313	-1.560393	5.649321	2.917920	6.789400	6.188420	-2.516655	5.621341	5.627952	8.884801	0.758403	-10.102142	6.492113	6.279908	6.839289	-1.331102	8.277228	5.368015	-2.534710	3.854111	-5.404893	-1.815574	4.741589
38	2	4.858190	-6.379120	4.793212	5.652780	1.828111	-4.190619	-19.318862	7.237363	5.901200	7.870365	0.070373	4.839532	6.758366	2.060846	7.264107	0.280728	2.661377	0.611924	4.858190	-0.077531	-2.713474	-2.379012	-2.863479	7.049323	9.238598	5.411289	-0.216269	3.335440	6.572465	-1.591711	0.461054	6.708453	1.834890	7.228805	8.444252	5.152746
40	2	6.476619	-3.772095	6.315150	5.793019	6.527393	-3.947942	-15.054217	5.617759	6.535051	3.179810	0.262116	7.746260	6.370540	-4.180606	6.268453	0.569254	-1.470730	9.865480	6.476619	-1.510274	-0.596684	-1.690724	0.485602	3.613446	6.342255	-0.505130	0.061226	-3.349220	6.718669	6.516583	1.769186	4.488828	1.920172	6.247546	4.377495	9.900895
43	2	6.013839	0.046976	-1.419448	-1.226695	-3.265160	6.574204	12.839143	-0.968180	-0.247159	0.310187	6.925858	-0.055554	-0.458197	3.925507	-1.620667	5.459440	6.798036	7.789282	6.013839	-6.354038	4.742544	5.171379	3.043642	-5.214531	-10.038508	4.461495	3.664804	5.126284	0.339352	4.809215	5.754751	-1.869461	3.346673	-5.143224	2.739873	7.114562
