5	3	-7.859996	-35.766108	2.063870	11.640745	6.827823	-27.042571	-19.693670	0.466054	-5.603149	7.529741	7.571942	6.772483	1.992060	6.022294	-34.444888	5.758132	-4.054930	7.309579	-17.431651	-10.865077	3.032889	-0.089081	1.079884	1.350057	-2.302633	4.756427	4.494122	16.793555	8.177677	-32.469767	-0.079319	15.786502	3.425237	-5.857174	9.859719	-1.811634	-11.167765	-5.570717	7.994200	6.022294	15.157068	-6.513042	3.328170	7.309579	8.125019	5.123849	6.517211	5.282294	-4.984987	2.477193	5.277569	-1.663032	4.494122	17.983826	8.177677	-32.469770	-0.079319	18.024943	3.425237	-5.857174	9.859722	-1.812126	-11.167765	-5.570717	1.992105	6.022294	11.050883	-6.513042	3.328170	7.309579	8.125019	5.123849	6.517211	5.282294	-5.047928	-3.011241	0.641927	-1.663032
7	3	-11.546056	-35.116207	-0.089431	14.133819	8.788752	-24.639317	-21.679096	7.683614	-15.417627	8.586546	5.783330	8.552523	2.856001	5.523954	-19.544883	5.136988	-1.475952	6.840417	-21.368448	-12.899340	1.532022	-0.373061	2.344061	7.840450	3.314142	6.783786	-6.908652	18.723648	5.366340	-14.340922	2.161315	5.922663	-1.361899	1.116797	5.956919	-3.183120	-9.904517	1.483193	-0.021939	5.523954	12.877793	-1.460086	6.927089	6.840417	9.316519	0.378536	1.563843	4.346477	-4.962271	-0.082901	1.274403	4.547159	-6.932264	15.344236	5.352401	-11.685618	2.214719	-1.007419	-1.622094	1.116797	2.129872	2.447501	-6.227607	5.492781	-0.021939	5.523954	12.088525	-1.441989	6.926012	6.840417	6.933482	0.377558	1.563737	4.345213	-4.962271	-0.082242	1.274404	4.547159
8	3	-7.508191	-43.000190	1.496613	13.621701	7.669201	-36.473435	-16.071169	6.023993	-8.858339	5.336353	7.695464	6.165484	1.473675	9.352806	-35.372857	7.265606	-6.069774	6.793365	-12.171345	-9.583766	1.052228	0.376370	-1.222931	1.677765	1.375425	6.678931	-7.508191	-51.620824	1.496613	13.674748	7.669201	-42.056563	-16.071201	6.023993	-14.015707	5.336353	7.695464	6.165484	6.295764	9.352806	-33.211973	7.265606	-6.069774	6.793365	-15.276854	-9.583765	1.052228	0.376370	2.309319	5.411668	5.921592	6.678931	7.603932	21.026159	6.146412	-29.087774	-0.270507	17.197028	2.903069	-0.216735	12.536728	-5.527811	-5.062620	-1.055544	1.471565	9.352806	4.880916	-2.305545	5.853884	6.793365	10.086753	8.074539	7.123864	6.319655	-6.917888	-4.940288	1.345661	1.153990
16	3	-8.517866	-34.906146	4.248380	10.192063	6.219352	-20.742437	-11.355958	6.566105	-8.772426	7.531378	5.778468	7.237519	4.478653	5.888957	-29.630556	8.709156	-3.328144	6.350468	-16.853787	-12.621757	0.520581	-1.038204	0.929735	-1.969859	-3.038173	1.412988	5.559431	27.143451	5.916250	-28.457964	-4.847167	17.455844	5.393223	0.422050	7.912710	-1.378938	-7.887108	-2.924185	4.478665	5.888957	10.253078	0.090139	7.527866	6.350468	9.914600	4.949356	6.094324	5.062381	-1.640556	-5.447200	0.410044	-3.404779	3.048933	12.733829	4.249625	-8.726404	5.629421	3.173180	-1.078932	0.422050	7.890910	-1.376903	-1.495334	-2.924178	4.478665	5.888957	-5.326244	1.096803	2.369668	6.350468	-1.015442	-3.355418	0.520581	5.062381	-1.640556	-5.428615	0.410044	-3.404779
19	3	0.406457	-10.223234	5.470394	-9.217273	-1.738096	-4.669670	2.369366	7.871575	-3.879351	4.636372	2.000189	5.140004	3.279809	5.081339	3.961562	0.999832	4.899297	7.340452	-2.962259	7.930563	6.057138	4.297584	2.295495	6.765769	3.724614	7.649458	2.009364	24.466265	5.470394	-32.248097	-4.836588	23.241297	8.244399	2.191654	11.801045	-0.842780	-8.126969	-5.266643	3.101645	5.081339	10.029231	-5.177223	4.899373	7.340452	11.020087	7.930637	6.057138	6.379924	-2.124420	-0.620818	-0.519044	1.716510	-10.596047	-39.664923	5.197526	12.038680	6.050318	-20.881845	-15.109790	7.871575	-4.482579	4.636373	8.160868	5.140004	3.279809	5.081339	-22.434587	6.576339	-4.902729	7.340452	-20.076006	-3.839811	2.677665	2.724542	2.295495	6.765769	3.724614	7.649458
20	3	4.433548	22.074546	5.618986	-34.026838	1.767928	-5.388200	8.565999	-2.722040	5.583185	-0.632523	-6.477670	6.579016	2.438889	7.793334	11.899342	-3.723275	6.449328	7.544058	6.405800	5.582720	6.036582	5.790930	-5.540921	-5.607479	1.668989	2.396695	4.480034	28.164113	5.619011	-39.599949	1.767752	7.753034	8.589007	-2.722063	7.231667	-6.022689	-12.432181	0.090454	2.438889	7.793334	11.899371	-3.723275	6.449328	7.544058	10.128869	5.586994	6.036585	5.814107	-5.540921	-5.607489	1.668989	2.396695	-10.691395	-26.873645	0.775808	7.212139	6.854410	-30.738109	-12.244048	3.647321	-7.368803	5.071769	4.747572	6.717797	1.329107	7.793334	-30.219322	6.499868	-4.206466	7.544058	-13.212752	-5.926518	-0.568588	4.213525	0.003209	0.078263	-2.899660	7.273720
21	3	-10.385438	-38.994692	0.974921	19.364352	9.182855	-33.509903	-13.509221	8.753611	-18.744005	8.068548	5.375520	8.693893	1.765817	7.728020	-29.910051	6.697950	-5.966845	6.280185	-16.600580	-7.502451	0.554277	-0.545865	3.074488	2.506316	2.553443	6.509658	-10.385438	-37.790779	0.974921	19.217449	9.182855	-33.509901	-13.509221	8.753611	-18.717234	8.068548	5.375520	8.693893	-0.087599	7.728020	-34.040029	6.697950	-5.966845	6.280185	-15.127125	-7.502451	0.554277	-0.545865	2.435425	-1.211386	-3.004970	6.509658	-2.163875	10.719223	6.861073	-13.263607	1.171928	13.543177	2.941388	2.333292	11.026934	-4.566149	-10.799266	1.577696	0.189584	7.728020	9.743166	-0.158947	5.404549	6.280185	9.276091	-0.299552	0.657933	2.608651	-1.335713	-2.989625	1.279719	4.317431
33	3	-13.583207	-42.945528	3.527272	19.064961	6.700055	-34.757227	-17.445282	7.785490	-8.448420	7.138147	6.037423	8.149125	3.447554	7.204849	-32.328983	5.906770	-3.300220	3.843593	-9.181238	-9.815221	2.026446	-0.180696	1.778093	0.865332	-0.028561	5.835681	-13.583211	-48.075670	3.527272	19.413458	6.700055	-38.902553	-17.445282	7.785490	-11.758678	7.138147	6.037423	8.149125	6.178581	7.204849	-30.328333	5.906770	-3.300220	3.843593	-10.410165	-9.815225	2.026447	-0.180702	3.529052	5.353558	4.974276	5.835681	2.192997	22.554956	6.640678	-21.320469	0.371022	10.637535	0.998442	1.961877	9.597240	-4.287691	-11.393806	-3.167809	3.827767	7.204849	12.708952	-5.003349	5.555303	3.843593	11.436767	4.013735	8.136665	4.433861	-1.960092	-3.084122	0.654515	3.144973
34	3	-13.674319	-38.848530	1.766880	18.705510	8.857112	-30.097847	-20.756040	3.303250	-9.308108	7.153666	9.051345	4.268607	0.411804	7.922222	-25.949374	8.642589	-3.543211	6.048247	-20.615105	-4.970530	1.387602	-1.204284	1.051309	-1.205605	0.672432	7.475857	-1.776673	16.182319	6.288423	-26.751979	-2.403340	13.927588	3.475099	-1.522002	10.243601	-4.009610	-7.460923	-4.430880	0.877792	7.922222	12.074936	-0.423511	6.932686	6.048247	9.290825	4.479873	7.659768	4.987535	-3.089170	-5.705754	0.931981	0.854195	-13.674319	-45.660685	1.766880	18.709458	8.857112	-30.984382	-20.756040	3.303250	-9.308109	7.153666	9.051345	4.268607	5.346159	7.922222	-25.034937	8.642589	-3.543211	6.048247	-20.837849	-4.970530	1.387602	-1.204284	1.466950	4.161138	5.575043	7.475857
35	3	-4.251084	-31.691574	0.467373	21.339254	8.091093	-31.283731	-19.168765	9.405856	-14.213153	6.643204	8.598931	7.727805	2.265213	5.914080	-23.311258	3.918386	-4.228176	4.715803	-26.114199	-7.596137	2.855836	1.980877	3.263309	4.718099	2.700920	6.528784	5.668882	22.532283	7.015251	-26.173828	-2.774621	17.714319	8.480142	2.938363	9.497864	-5.316117	-5.584292	-4.917892	2.942467	5.914080	11.790872	-8.605175	6.524962	4.715803	9.471265	7.488066	8.135969	7.177298	-2.724279	-0.886784	3.197471	1.914187	-4.251084	-30.121001	0.467373	20.979711	8.091093	-31.242090	-19.168764	9.405856	-14.037104	6.643204	8.598931	7.727805	-1.361854	5.914080	-21.866343	3.918386	-4.228176	4.715803	-24.607235	-7.596137	2.855836	1.980877	2.531601	-0.219919	-1.616632	6.528784
