1	1	100	6.146276	-0.871406	-0.795588	-2.098410	3.871315	-1.255720	4.630901	6.154250
2	2	25	6.436582	0.900564	1.161511	-2.247506	6.171845	-0.696192	5.492204	5.805443
2	2	75	6.436582	-0.789050	8.284325	6.248063	-9.383838	2.506499	5.492204	5.805443
3	1	100	7.138523	4.224072	-2.762148	-0.486520	2.359974	-1.753393	8.826725	7.828927
4	2	73	7.312265	2.418561	0.311078	-3.406468	4.966058	-0.851718	6.405228	8.363939
4	2	27	7.312265	-0.137868	6.718545	5.411973	-12.476116	2.735501	6.405228	8.363939
5	2	72	7.016638	2.850371	1.049344	2.534911	-4.610413	0.090401	7.070275	6.460264
5	2	28	7.016638	2.850530	-2.253869	-3.949114	3.728565	-0.816606	7.070275	6.460264
6	1	100	6.524604	3.530984	-1.811083	-4.834529	7.023517	-4.660560	7.928004	5.411507
7	2	70	4.979075	-0.828693	8.557311	6.776448	-10.119588	2.325325	4.856400	6.625905
7	2	30	4.979075	-0.738472	3.709088	3.445341	2.489628	0.355893	4.856400	6.625905
8	1	100	8.607658	4.421067	-2.807409	-2.740312	7.478840	-1.637531	5.324944	7.343028
9	1	100	7.173811	-2.077463	5.630550	4.780888	-3.163936	3.621219	4.285337	6.455255
10	1	100	7.603561	-2.932299	6.696460	4.813065	-14.122463	2.096964	5.589689	6.235074
11	1	100	6.360951	2.127534	3.351216	-4.763173	6.199967	-2.216821	8.637568	7.509432
12	2	91	9.012172	0.837738	2.958460	4.318641	-2.417104	6.761318	5.628286	7.898722
12	2	9	9.012172	0.823489	3.041810	4.330570	-7.665343	6.799803	5.628286	7.898722
13	1	100	7.319596	6.802005	-2.455815	-9.035422	5.655129	-0.734887	2.882097	9.433605
14	1	100	5.102560	-3.725596	7.550751	9.510668	-15.184977	0.547015	8.483299	6.334918
15	1	100	6.183836	-5.123686	6.577565	4.964626	-18.652539	-0.337585	6.381578	9.137958
16	1	100	5.123727	-1.827755	8.267090	6.035070	-15.668193	3.537517	6.904429	5.640758
17	3	38	1.653541	2.061441	-1.737563	-2.643127	4.321447	-2.216397	7.198054	4.720801
17	3	29	1.653541	2.048234	1.667150	3.992393	-4.731415	-0.189022	7.198054	4.720801
17	3	33	1.653541	0.553689	6.502015	6.518763	-9.880940	-0.186756	7.198054	4.720801
18	3	42	5.459734	-1.819239	8.085511	2.699966	-7.819084	0.855983	6.709246	9.266881
18	3	53	5.459734	1.045356	1.007806	-3.060591	5.969301	-2.033544	6.709246	9.266881
18	3	5	5.459734	-1.668864	5.668284	0.257053	2.662893	-2.027788	6.709246	9.266881
19	2	71	0.422886	-0.153860	-2.795570	-0.802000	5.477648	-4.421047	5.847767	5.410536
19	2	29	0.422886	-0.617546	3.479543	3.746476	-2.715835	0.081087	5.847767	5.410536
20	2	74	7.251160	2.588544	0.823581	4.598932	-9.032191	0.694341	6.830331	7.422518
20	2	26	7.251160	3.305326	-5.635076	-3.249336	3.285122	0.040388	6.830331	7.422518
21	2	13	6.192321	1.557771	5.654869	2.637734	2.051734	-2.351872	4.939391	5.571661
21	2	87	6.192321	1.557498	9.084520	8.259252	-9.511187	-0.816685	4.939391	5.571661
22	2	94	5.355392	0.283990	5.462446	5.089790	-6.678285	-0.398745	7.852282	6.699703
22	2	6	5.355392	1.245918	-0.192077	-0.687853	1.908761	-3.645317	7.852282	6.699703
23	1	100	5.137678	3.125107	-2.345335	-7.742704	3.614296	-6.153153	9.480411	5.542151
24	1	100	7.450299	3.393253	-3.838830	-3.605108	6.509223	-4.015488	4.085590	7.923053
25	2	50	6.359622	-0.415908	0.718594	-1.072164	5.489047	-1.962740	6.362198	8.113245
25	2	50	6.359622	-1.703746	5.994235	2.864624	-7.238178	0.186090	6.362198	8.113245
26	2	54	6.346041	0.570613	5.990376	8.155754	-11.148563	0.725833	6.621014	6.894337
26	2	46	6.346041	5.575810	-0.966755	-3.525571	6.693777	-3.751884	6.621014	6.894337
27	2	38	5.646423	-2.355640	7.020267	4.343667	-5.417848	-3.516860	6.166612	5.187211
27	2	62	5.646423	1.436586	1.532393	-3.294478	5.727164	-9.267055	6.166612	5.187211
28	1	100	6.161536	-6.356707	6.550745	7.314830	-11.476039	0.423956	6.680541	4.783340
29	2	58	5.588738	1.688946	0.895728	-2.013364	6.935584	-4.898819	6.845730	6.740581
29	2	42	5.588738	-2.966119	6.678339	6.817153	-5.583374	-0.426691	6.845730	6.740581
30	3	30	6.012967	-1.391402	7.410013	3.674134	-4.797398	-1.383942	5.865098	5.597519
30	3	50	6.012967	-1.391402	6.228118	2.970779	0.126475	-1.721821	5.865098	5.597519
