3	1	5.821015	-3.233140	-7.364369	-3.690188	5.581658	6.073428	9.434919	6.234405	-1.889094
4	1	4.564300	-8.176717	-11.174816	-13.386211	7.008809	8.374443	9.030602	8.055575	-1.982042
6	1	6.998630	-9.642191	-4.823477	-7.074121	4.952200	6.529426	6.748017	5.356465	1.870113
7	1	4.950306	-9.118996	-8.011452	-8.474184	6.722743	7.155650	6.670698	5.363855	-3.263651
14	1	8.172272	3.536544	4.459173	7.330660	-1.897545	-4.171738	-0.770518	0.607922	7.704682
16	1	9.607911	4.837339	7.294267	5.515109	-3.754237	-4.522595	0.354631	2.075821	7.421996
17	1	6.116986	-0.118530	-2.117616	-1.740007	4.782320	7.446992	5.202789	4.042989	7.673017
23	1	5.884415	-11.034517	-9.252282	-4.949375	6.523377	8.466335	8.052541	7.194527	-4.650245
25	1	6.725533	0.450555	4.018642	1.411753	-1.795542	-3.572658	-2.486981	3.961210	7.127485
26	1	8.242226	8.715705	5.752993	7.173441	-9.300869	-4.027813	0.656112	0.058675	6.101039
34	1	8.065596	3.366213	8.522585	6.517092	-6.758579	-3.550199	1.922371	-0.522047	4.033316
38	1	8.177096	-2.154753	-9.548286	-7.150511	6.284063	2.659410	8.006675	3.741630	7.071414
43	1	8.492646	5.461647	7.590177	8.814368	-4.416615	-2.924022	-1.298527	1.086890	4.333608
45	1	7.398374	0.738677	-2.204085	-7.545639	5.551808	7.881898	6.793887	7.335742	-3.131247
46	1	6.542256	-2.476286	-7.552246	-9.409567	6.530009	6.947304	5.986054	8.311380	-0.092502
61	1	7.604014	2.158181	-1.747579	-4.600321	1.857530	4.457872	5.064447	8.126711	-1.825543
64	1	6.342884	-10.754866	-7.826598	-12.171439	8.504131	6.825180	7.344794	5.944191	-3.749322
69	1	2.510675	-3.395729	-7.769700	-8.183883	3.192320	7.194662	6.253753	6.606845	-2.297422
72	1	7.188414	3.669317	2.418600	3.214925	-2.536625	-6.849205	-2.017862	4.169201	3.891871
76	1	6.793660	3.599195	7.139355	3.768055	-1.655554	-4.851284	-2.192898	-0.964237	7.101212
78	1	4.564746	5.328290	7.311478	9.686215	-2.252407	-5.129488	0.900919	-1.167253	7.245593
80	1	5.791873	5.149324	5.537351	6.204443	-3.243694	-4.353969	-2.643886	-0.706419	5.537950
81	1	6.634137	-7.984483	-7.870441	-10.408194	7.480281	6.715124	6.596101	6.565712	-2.465018
84	1	5.929154	2.323917	3.810222	3.330846	-2.488439	-6.318972	3.331154	-4.838950	4.529830
87	1	6.744062	-9.302460	-10.601596	-8.888249	6.114088	6.848176	9.405710	7.152349	-0.690643
89	1	8.355708	1.401349	-5.501205	-6.758936	6.460598	3.622349	6.346398	8.205549	1.167597
91	1	7.536688	1.961602	5.751103	5.218923	-2.381473	1.011701	3.231197	-0.068676	0.812138
92	1	3.824276	-12.805106	-11.543621	-6.298997	7.169127	6.622299	6.582998	8.638011	2.727315
93	1	5.914997	4.266686	5.422035	8.711961	-4.438291	-7.340920	-0.181401	4.888820	7.147574
94	1	6.179270	-8.920553	-3.892228	-3.924005	6.833263	6.888647	4.966820	6.137928	0.764393
95	1	6.844662	-3.642094	-4.223247	-9.694104	6.870427	8.387766	7.767827	6.760428	-2.481952
96	1	6.244198	-2.991415	-8.901314	-12.841146	6.139685	7.457684	7.598334	6.243129	-1.386626
97	1	7.115882	1.660741	7.176388	7.690784	2.300477	-4.837258	0.919362	1.946680	5.126023
98	1	7.024863	5.768121	6.641398	7.403367	-5.831760	-1.786939	-1.291833	2.284738	4.384563
