2	4	7.834337	-2.252952	3.568504	5.825102	6.370017	-3.694847	-15.939985	4.117422	8.598459	7.459043	-0.422532	6.349504	2.808786	-0.728723	7.158998	-2.653319	-0.023787	5.748743	-4.278127	6.687330	7.834337	1.489991	-0.249119	5.658972	-3.311213	1.731658	-7.916084	4.117421	8.598459	7.446038	-0.422527	6.322960	2.806044	-0.721529	7.158998	3.603364	-0.023787	5.750052	7.079596	2.256963	7.834337	3.231047	-8.606192	-0.135985	-10.271302	7.525082	10.768416	1.137971	3.389634	1.333609	5.063066	0.689637	-3.149535	5.895680	1.270734	4.906529	1.549425	8.349678	7.855944	-0.529185	7.834337	3.229895	-2.987352	1.154373	-3.966770	2.897911	-1.458388	4.107082	8.598131	6.619039	5.059986	4.978343	2.585459	5.261614	7.158998	4.157128	1.537459	6.034638	7.855815	-0.527783
9	4	8.837127	-6.094023	6.212203	8.026403	5.867518	-3.343229	-19.676932	7.640692	7.019429	5.939791	3.835650	5.805772	4.730175	-4.418822	6.137452	-4.299113	0.187703	3.071535	-3.872151	6.662099	8.837127	6.712088	-1.985315	-4.648009	-10.967804	3.427812	13.344700	2.927076	0.556300	2.145936	8.331518	0.897007	-1.784837	7.429193	1.307580	2.767935	5.683912	8.029025	7.952761	-5.583853	8.837127	6.635402	0.054981	1.894261	-4.417724	-2.517817	-6.633183	7.640692	7.019429	5.939791	3.835650	5.805772	4.718407	1.587117	6.137452	-1.227753	0.187703	3.071535	7.952760	-5.558282	8.837127	0.015755	6.164435	8.023909	0.621906	-3.335676	-9.723226	7.640692	7.019429	5.939791	3.835650	5.805772	4.728789	-4.417895	6.137452	-1.259285	0.187703	3.071535	7.881475	0.259415
10	4	8.224730	-2.511186	5.779356	4.386228	4.586561	-0.241674	-19.797178	5.798661	6.570395	7.419467	1.817234	3.248857	8.569557	1.855405	4.569909	-4.548272	0.893509	1.074661	0.782279	7.670098	8.224730	2.634909	1.311479	-5.447092	-11.593358	5.636090	15.514291	1.943756	0.013136	3.095329	6.718257	-0.883533	2.029702	3.822123	-1.965625	6.391557	6.155146	5.461288	9.005133	0.049112	8.224730	2.439243	4.590930	-1.173825	-4.902428	5.065257	-9.370612	5.798660	6.570395	7.419467	1.817241	3.248853	8.569556	3.772836	4.569909	6.224840	0.893509	1.074661	8.975865	0.169960	8.224730	-2.221595	2.631726	0.320982	-1.848356	0.303588	9.622462	1.943854	0.013136	3.095813	6.718224	-0.883500	2.032084	3.806429	-1.965625	0.585038	6.155133	5.461174	0.782306	7.642620
14	4	5.037837	-3.304735	6.781467	7.832648	6.842940	-2.821692	-21.692730	6.925362	4.967431	4.862447	1.177917	6.350771	6.964875	1.262036	5.506451	-5.226337	0.887739	3.682944	-2.648632	6.177807	5.037837	7.849104	0.697305	2.363965	-2.817962	3.318755	-7.198800	6.925362	4.967431	4.862447	1.177917	6.350721	6.964865	6.839085	5.506451	2.551824	0.887739	3.682944	7.838030	-2.971338	5.037837	7.851139	-5.611834	-0.849353	-9.011918	8.295346	12.710552	1.217771	-1.176253	1.745659	6.013133	-0.120398	2.625947	9.355203	3.516946	5.676094	5.166259	6.913755	7.838030	-2.971338	5.037837	1.905270	5.544868	6.188305	0.116624	3.022393	-12.308003	6.925362	4.967431	4.862447	1.177917	6.350771	6.964875	1.306720	5.506451	1.049990	0.887739	3.682944	5.841000	-1.439165
26	4	6.128796	1.538754	2.530006	-0.421636	-3.095584	3.900855	14.190104	2.002791	1.575127	-1.293616	8.017960	1.085072	0.744952	5.658160	4.863260	6.694386	5.292885	8.410300	7.887644	0.731238	6.128796	-3.567981	6.997848	6.749194	4.731996	-7.444080	-22.556861	8.498691	7.811991	3.831092	1.376298	6.928558	7.020124	-1.916165	7.689612	-1.265298	1.735295	7.775388	2.204011	6.320308	6.128796	-2.141789	6.941417	6.749194	4.152969	-7.412736	-17.945875	8.498691	7.811990	3.831082	1.376298	6.928558	7.020124	-1.916165	7.689611	-0.893015	1.735295	7.775392	7.875245	0.850674	6.128796	1.141968	2.691274	0.343500	-2.251177	3.095787	9.117876	2.002831	2.100088	-1.251336	8.017960	1.085072	0.744967	5.646920	5.215875	5.193939	5.292885	8.409584	2.214072	6.279307
46	4	6.647265	-2.995361	4.616510	8.602919	6.989449	-8.518163	-15.161814	6.357144	5.400989	2.488611	2.549861	4.004396	5.919457	1.619467	8.124604	-0.097621	3.901660	8.577890	-5.042548	5.839666	6.647265	3.687206	2.083849	2.874392	2.631784	-2.782205	-6.683288	6.357136	5.400989	2.488611	2.549861	4.004396	5.914278	7.053513	8.124604	2.916683	3.901660	8.577890	3.719226	-1.191419	6.647265	6.681015	-6.232996	-3.384802	-5.870828	3.556104	9.797497	0.886676	-0.224493	-3.997980	8.901307	-1.829512	1.820364	7.617345	1.991109	5.861631	7.388953	8.578015	3.719260	-1.191470	6.647265	6.629674	-0.202375	2.862964	0.750735	-2.782203	-6.523824	6.357134	5.400989	2.488611	2.549861	4.004396	5.913672	7.071759	8.124604	3.823113	3.901660	8.577890	3.719260	-1.191470
48	4	7.974416	6.095655	-0.520546	-0.723623	-10.351072	4.617016	8.475409	0.129726	1.894951	1.789890	6.975847	0.143393	2.591161	5.132396	1.410833	6.186690	5.837392	6.445988	8.452990	-6.000801	7.974416	-7.157626	8.171532	5.875731	5.535069	-5.723245	-18.956041	5.252950	7.384868	6.851427	1.096586	6.539728	6.464915	-2.538042	6.949730	-5.940913	0.923204	4.772842	-2.505632	6.101377	7.974416	-1.372996	8.171279	5.635786	-0.465351	-5.616435	-10.221383	5.252949	7.384868	6.851068	1.115902	6.539728	6.464915	-2.538041	6.949730	0.526873	0.923307	4.773149	7.022459	-0.490750	7.974416	-1.158032	2.780056	3.388019	-5.367043	0.813349	4.992937	0.178807	1.894958	3.702093	6.837516	0.143836	2.591164	0.344678	1.410841	1.325872	5.837391	6.387754	7.150722	-0.490760
50	4	8.165628	2.073396	-0.184841	-1.038660	-4.085306	7.204784	7.184990	3.476038	0.554916	4.632585	6.908792	-2.387938	-0.586735	8.555771	2.660245	7.438517	6.389095	2.444088	0.419828	6.271753	8.165628	1.643852	6.172130	5.944608	1.671605	2.442081	-21.221905	7.845122	6.661084	6.943487	1.204383	3.839833	4.338759	1.737653	7.669210	-2.176765	0.194867	-0.175267	-0.781664	6.711412	8.165628	3.785501	3.617789	1.857679	-3.267590	2.620854	-11.369808	7.845122	6.659342	6.943487	1.204383	3.839833	4.338587	8.192928	7.669040	3.672994	0.194867	-0.175267	7.222647	-3.278262	8.165628	3.941583	-2.687369	-4.407366	-9.014579	7.247129	11.918336	3.476031	0.339787	4.632584	6.908792	-2.387938	-1.938731	8.555773	2.610635	7.461718	6.389095	2.444088	7.223659	-3.555302
55	4	7.856623	0.881859	7.244465	5.001056	6.326455	0.738441	-10.359357	6.498017	4.663686	2.123354	1.506784	6.588044	3.382910	0.237172	4.494469	-3.844523	0.363071	5.154545	0.568898	6.571418	7.856623	3.118628	-1.932517	-0.004827	-5.930384	6.833325	8.263640	5.115603	0.669138	-2.294141	7.465688	1.772680	-0.720891	7.220632	0.987365	7.850243	4.651472	5.163544	8.628175	-3.335343	7.856623	0.897421	7.236472	5.000878	3.763050	0.738601	-4.925312	6.497930	4.663686	2.123354	1.513719	6.470404	3.356102	0.520740	4.494469	-3.844323	0.363071	5.154545	6.306744	1.170387	7.856623	-4.626630	7.479645	5.003730	6.820188	0.718937	-10.512803	6.498017	4.663686	2.123354	1.506783	6.588337	3.382975	0.234961	4.494469	-3.865493	0.363071	5.154545	-3.444106	6.782395
56	4	6.603950	5.152733	-5.868748	-6.333083	-5.047962	6.352118	16.158905	1.326160	2.713423	-0.524430	4.383611	1.987603	-0.307842	5.371395	2.041049	5.527774	5.327199	6.305057	6.487015	-3.455937	6.603950	-8.401316	6.299610	5.411820	8.102850	-6.075346	-22.126761	7.720898	7.200775	5.450693	-2.077415	5.492491	5.768965	-0.915464	5.620872	-4.140292	1.325280	4.932265	-1.069668	6.535684	6.603950	1.843705	0.671550	4.922523	2.034083	-1.110565	-13.773177	7.720898	7.200775	5.450693	-2.077415	5.492491	5.768965	-0.882082	5.620872	-3.948588	1.325280	4.932265	6.478271	-0.610513	6.603950	4.801518	0.486524	-0.442522	0.020142	0.289836	-8.289058	7.720898	7.200775	5.450687	-2.077415	5.492491	5.768944	3.686452	5.620872	1.241610	1.325280	4.932268	6.487014	-3.455903
68	4	7.132894	3.830391	0.488703	2.892725	3.908461	4.876950	-27.176761	6.747837	7.087519	7.843417	0.237227	2.707226	8.059414	5.814688	7.791883	4.431657	1.208331	1.360815	0.567242	5.130202	7.132894	5.937417	0.181236	2.334996	2.590247	4.909611	-21.346350	6.747836	7.087518	7.843417	0.237240	2.707226	8.059414	6.144731	7.791883	5.417076	1.208331	1.360815	5.021071	-0.960653	7.132894	2.089566	4.493751	3.826079	4.275403	4.566873	-28.651094	6.747837	7.087519	7.843417	0.237227	2.707226	8.059414	4.399204	7.791883	4.040858	1.208331	1.360815	-0.538763	6.308982	7.132894	5.940749	-5.553445	-4.058921	-3.677748	9.598086	10.815274	3.068017	2.689274	1.977637	6.608533	-3.389678	3.110494	6.551623	2.492896	7.151658	7.493210	6.140455	5.021072	-0.962558
69	4	8.220637	5.701934	-7.403291	-6.481215	-9.388992	6.414002	9.690321	1.999422	-1.434670	4.272544	6.954400	1.238758	1.073964	5.661218	3.119661	3.610578	5.291745	-1.613867	6.653628	-0.341189	8.220637	2.303545	-0.174153	-1.089661	-2.030088	2.461887	-3.323544	6.646001	4.709600	8.818489	1.057133	6.719842	6.305913	-0.333651	5.339868	1.967724	2.280788	-3.206413	6.619664	-0.142812	8.220637	-3.158982	4.399599	5.212022	9.333215	-4.145545	-16.020797	6.647033	4.709644	8.818538	1.057081	6.719842	6.306016	-2.260205	5.339877	-7.046179	2.280747	-3.206413	-3.352630	6.775930	8.220637	5.391664	-7.402031	-6.481215	-6.431752	6.399420	7.077831	2.023983	-1.434669	4.272906	6.954399	1.238758	1.073964	5.661218	3.119661	3.610310	5.291744	-1.614560	2.403607	5.976925
88	4	7.826713	-8.913197	5.987338	6.526023	6.175299	-4.239382	-20.113893	7.766897	6.726200	8.786200	0.304570	5.697885	7.876282	-1.805847	7.546696	-0.668099	5.192472	1.229121	0.495685	6.802650	7.826713	3.602767	-4.522615	-5.298267	-7.941833	7.615119	15.961425	3.207975	0.946043	5.567988	6.886874	0.270855	2.250626	6.130722	4.092390	7.200915	6.153452	6.169625	7.074919	-1.622697	7.826713	1.758216	-0.578131	0.424188	1.254090	5.950243	11.259624	3.207975	0.946043	5.570185	6.886870	0.270918	2.345461	6.110501	4.092390	6.170729	6.153452	6.165372	1.953837	5.600793	7.826713	3.591832	1.142300	0.712331	-3.456780	2.317448	-6.150983	7.766897	6.726200	8.748109	0.306320	5.697840	7.870747	4.768259	7.546696	4.153444	5.192475	1.235700	7.074745	-1.614087
