9	10	6.447039	4.167432	5.664887	3.004628	5.827209	2.753245	3.792702	6.667633	5.853735	8.556664	7.397002	6.971451	7.264126	0.343561	3.419727	6.072399	-1.414670	4.791445	1.178402	8.072859	5.533711	6.872465	6.447039	4.097681	5.664887	2.627110	5.827209	2.758939	3.393157	6.662534	5.853735	8.556664	7.397001	6.924193	7.264126	0.390566	3.334814	6.072399	-1.414671	4.786265	1.178402	8.072859	5.533711	6.872465	6.447039	4.026738	5.664887	1.950079	5.827209	2.570052	2.644990	6.642635	5.853735	8.556664	7.396971	6.492151	7.264126	1.220491	3.467740	6.072399	-1.414663	4.714279	1.178401	8.072859	5.533711	6.872465	6.447039	4.074784	5.664887	2.492615	5.827209	2.750954	3.251992	6.660014	5.853735	8.556664	7.397001	6.892057	7.264126	0.428699	3.313002	6.072399	-1.414671	4.782341	1.178402	8.072859	5.533711	6.872465	6.447039	4.035163	5.664887	2.215020	5.827209	2.704763	2.959532	6.653404	5.853735	8.556664	7.396996	6.777067	7.264126	0.594132	3.293662	6.072399	-1.414670	4.766545	1.178402	8.072859	5.533711	6.872465	6.447039	4.021640	5.664887	2.044284	5.827209	2.642866	2.772456	6.647921	5.853735	8.556664	7.396988	6.646517	7.264126	0.838607	3.329464	6.072399	-1.414668	4.745297	1.178401	8.072859	5.533711	6.872465	6.447039	4.039797	5.664887	2.254089	5.827209	2.714495	3.001055	6.654469	5.853735	8.556664	7.396997	6.798690	7.264126	0.559603	3.293049	6.072399	-1.414670	4.769716	1.178402	8.072859	5.533711	6.872465	6.447039	4.043807	5.664887	2.285507	5.827209	2.721417	3.034301	6.655289	5.853735	8.556664	7.396998	6.814523	7.264126	0.535338	3.293628	6.072399	-1.414670	4.771979	1.178402	8.072859	5.533711	6.872465	6.447039	4.029143	5.664887	1.948149	5.827209	2.559254	2.635071	6.641892	5.853735	8.556664	7.396968	6.468955	7.264126	1.289246	3.503981	6.072399	-1.414661	4.708785	1.178401	8.072859	5.533711	6.872465	6.447039	4.145731	5.664887	3.550481	5.827209	2.396847	4.432476	6.632135	5.853735	8.556664	7.396964	6.583508	7.264126	2.127093	5.057068	6.072399	-1.414634	4.630379	1.178400	8.072859	5.533711	6.872465
10	10	5.987833	0.498469	4.158539	0.914651	3.311329	4.138468	-1.975955	0.812045	5.633854	2.424048	0.386148	7.125911	7.977467	2.151827	4.537475	5.971999	6.987936	2.619541	1.497276	0.597732	5.852377	6.785595	5.987833	0.323226	4.158539	-2.420671	3.311329	4.356189	-4.706932	0.681064	5.633854	2.424048	0.232413	3.250070	7.977467	3.317282	3.840105	5.971999	6.989238	1.781180	1.424989	0.597732	5.852377	6.785595	5.987833	0.354524	4.158539	-0.803548	3.311329	3.616543	-3.635620	0.689893	5.633854	2.424048	0.232508	4.017470	7.977467	3.455261	4.262927	5.971999	6.989257	1.541069	1.412591	0.597732	5.852377	6.785595	5.987833	0.494809	4.158539	0.913535	3.311329	4.263661	-2.118173	0.815989	5.633854	2.424048	0.374933	7.160288	7.977467	2.078669	4.514525	5.971999	6.987801	2.650456	1.507937	0.597732	5.852377	6.785595	5.987833	0.377492	4.158539	-0.349417	3.311329	5.573251	-4.410756	0.760156	5.633854	2.424048	0.237136	7.462014	7.977467	0.456229	3.228482	5.971999	6.988287	2.973575	1.631765	0.597732	5.852377	6.785595	5.987833	0.379253	4.158539	-0.313374	3.311329	3.357586	-2.892751	0.698614	5.633854	2.424048	0.233028	5.249801	7.977467	3.335952	4.377837	5.971999	6.989262	1.645851	1.411033	0.597732	5.852377	6.785595	5.987833	0.340509	4.158539	-1.619249	3.311329	5.660651	-4.670575	0.716236	5.633854	2.424048	0.232916	6.615625	7.977467	-0.111356	2.293888	5.971999	6.988843	2.953199	1.574562	0.597732	5.852377	6.785595	5.987833	0.368465	4.158539	-0.576868	3.311329	5.602318	-4.471004	0.750043	5.633854	2.424048	0.235480	7.430981	7.977467	0.313208	3.049384	5.971999	6.988423	2.982640	1.624896	0.597732	5.852377	6.785595	5.987833	0.437635	4.158539	0.550964	3.311329	5.198639	-3.578990	0.811965	5.633854	2.424048	0.269202	7.388990	7.977467	1.302794	4.056656	5.971999	6.987543	2.868629	1.607453	0.597732	5.852377	6.785595	5.987833	0.404919	4.158539	0.161352	3.311329	5.446799	-4.127563	0.787620	5.633854	2.424048	0.246168	7.450742	7.977467	0.863077	3.667467	5.971999	6.987897	2.934621	1.633435	0.597732	5.852377	6.785595
13	10	3.079937	-2.533182	7.930615	2.902093	6.685031	4.500769	3.468051	4.190579	2.100157	7.683616	7.399690	5.345128	5.163943	1.596469	5.460742	4.767439	2.255526	8.662889	3.798925	6.829939	5.371650	7.423534	3.079937	-2.553813	7.930615	1.671994	6.685031	4.584201	3.273730	4.190579	2.100157	7.683616	7.394274	2.873590	5.163943	2.064358	5.464145	4.767439	2.256530	8.645098	3.798925	6.829939	5.371650	7.423534	3.079937	-2.553316	7.930615	1.735348	6.685031	4.751455	3.281201	4.190579	2.100157	7.683616	7.397493	4.121433	5.163943	1.808126	5.441493	4.767439	2.253377	8.745399	3.798925	6.829939	5.371650	7.423534	3.079937	-2.554554	7.930615	1.622432	6.685031	4.691313	3.269459	4.190579	2.100157	7.683616	7.396074	3.538774	5.163943	1.947482	5.452601	4.767439	2.254494	8.720066	3.798925	6.829939	5.371650	7.423534	3.079937	-2.528705	7.930615	3.094363	6.685031	4.232598	3.520604	4.190579	2.100157	7.683616	7.395461	5.124342	5.163943	2.033457	5.479314	4.767439	2.260830	8.534157	3.798925	6.829939	5.371650	7.423534	3.079937	-2.554599	7.930615	1.617028	6.685031	4.681578	3.268877	4.190579	2.100157	7.683616	7.395885	3.464081	5.163943	1.962086	5.453943	4.767439	2.254673	8.714639	3.798925	6.829939	5.371650	7.423534	3.079937	-2.548387	7.930615	2.097863	6.685031	4.756581	3.324398	4.190579	2.100157	7.683616	7.399297	4.903361	5.163943	1.548545	5.431242	4.767439	2.252742	8.739451	3.798925	6.829939	5.371650	7.423534	3.079937	-2.554115	7.930615	1.648171	6.685031	4.602916	3.271460	4.190579	2.100157	7.683616	7.394551	2.964624	5.163943	2.048977	5.462532	4.767439	2.256163	8.660344	3.798925	6.829939	5.371650	7.423534	3.079937	-2.546118	7.930615	2.241501	6.685031	4.730278	3.344570	4.190579	2.100157	7.683616	7.399692	5.076311	5.163943	1.502234	5.433314	4.767439	2.252864	8.730179	3.798925	6.829939	5.371650	7.423534	3.079937	-2.554601	7.930615	1.613309	6.685031	4.658454	3.268380	4.190579	2.100157	7.683616	7.395462	3.298811	5.163943	1.992511	5.456838	4.767439	2.255102	8.700515	3.798925	6.829939	5.371650	7.423534
41	10	3.385413	-3.108395	6.432331	2.247709	7.054283	4.411446	1.779311	0.212758	1.394753	4.023237	-2.270858	7.647200	7.567100	1.264503	5.926931	-2.559190	7.105359	6.821194	-2.900916	4.892716	6.835130	9.466838	3.385413	-3.142277	6.432331	1.648392	7.054283	4.680821	0.428383	0.197586	1.394753	4.023237	-4.505400	7.041658	7.567100	2.008007	6.011051	-2.559190	7.105359	6.821190	-2.900968	4.892716	6.835130	9.466838	3.385413	-3.152729	6.432331	1.228829	7.054283	5.072477	-0.274903	0.194257	1.394753	4.023237	-4.685419	6.948502	7.567100	1.841023	5.923993	-2.559190	7.105359	6.821192	-2.900974	4.892716	6.835130	9.466838	3.385413	-3.137369	6.432331	1.772196	7.054283	4.600078	0.698292	0.199307	1.394753	4.023237	-4.291577	7.145716	7.567100	1.928444	6.012381	-2.559190	7.105359	6.821191	-2.900963	4.892716	6.835130	9.466838	3.385413	-3.125454	6.432331	1.995512	7.054283	4.477336	1.205448	0.203864	1.394753	4.023237	-3.595405	7.365514	7.567100	1.688727	5.993771	-2.559190	7.105359	6.821192	-2.900949	4.892716	6.835130	9.466838	3.385413	-3.122898	6.432331	2.035159	7.054283	4.459483	1.296383	0.204937	1.394753	4.023237	-3.424639	7.407070	7.567100	1.634308	5.987302	-2.559190	7.105359	6.821193	-2.900946	4.892716	6.835130	9.466838	3.385413	-3.128912	6.432331	1.938312	7.054283	4.505576	1.074368	0.202476	1.394753	4.023237	-3.816407	7.306671	7.567100	1.760990	6.001283	-2.559190	7.105359	6.821192	-2.900953	4.892716	6.835130	9.466838	3.385413	-3.111606	6.432331	2.197547	7.054283	4.410973	1.666571	0.210526	1.394753	4.023237	-2.580935	7.585921	7.567100	1.368016	5.946673	-2.559190	7.105359	6.821194	-2.900925	4.892716	6.835130	9.466838	3.385413	-3.109445	6.432331	2.344192	7.054283	4.529849	1.996349	0.218435	1.394753	4.023237	-1.429658	7.831963	7.567100	0.911502	5.840929	-2.559190	7.105359	6.821194	-2.900879	4.892716	6.835130	9.466838	3.385413	-3.138295	6.432331	1.750819	7.054283	4.613396	0.650831	0.198976	1.394753	4.023237	-4.336097	7.126516	7.567100	1.945132	6.012730	-2.559190	7.105359	6.821191	-2.900964	4.892716	6.835130	9.466838
48	10	2.032204	2.609273	7.303736	4.096340	6.497555	-0.515741	2.706676	3.740689	2.985317	7.140230	6.446906	5.020171	5.795382	0.670487	3.672545	7.881408	1.648146	1.769527	-2.729773	6.858757	5.897987	5.416536	2.032204	2.624515	7.303736	4.146543	6.497555	0.436550	2.587199	3.821861	2.985317	7.140230	6.547269	5.493155	5.795382	-0.585358	3.554410	7.881408	1.647863	2.605783	-2.718001	6.858757	5.897987	5.416536	2.032204	2.625843	7.303736	3.600936	6.497555	1.019412	2.518688	3.831799	2.985317	7.140230	6.546780	5.479871	5.795382	-0.764444	3.543313	7.881408	1.647821	2.636242	-2.715133	6.858757	5.897987	5.416536	2.032204	2.548142	7.303736	-0.694119	6.497555	2.365150	1.679695	3.724975	2.985317	7.140230	6.355397	2.686720	5.795382	0.237394	3.500427	7.881408	1.647825	1.879515	-2.706797	6.858757	5.897987	5.416536	2.032204	2.604015	7.303736	3.552451	6.497555	-0.346344	2.583805	3.723070	2.985317	7.140230	6.407784	4.505022	5.795382	0.915206	3.681805	7.881408	1.648166	1.307323	-2.729550	6.858757	5.897987	5.416536	2.032204	2.627107	7.303736	2.907187	6.497555	1.766312	2.417640	3.842094	2.985317	7.140230	6.541170	5.415193	5.795382	-0.956549	3.532799	7.881408	1.647779	2.653848	-2.711770	6.858757	5.897987	5.416536	2.032204	2.626768	7.303736	3.111307	6.497555	1.543892	2.450339	3.839195	2.985317	7.140230	6.543408	5.441721	5.795382	-0.902062	3.535662	7.881408	1.647791	2.650768	-2.712760	6.858757	5.897987	5.416536	2.032204	2.612669	7.303736	4.327228	6.497555	-0.586266	2.748880	3.754526	2.985317	7.140230	6.474666	5.219268	5.795382	0.471619	3.652641	7.881408	1.648115	2.032524	-2.729173	6.858757	5.897987	5.416536	2.032204	2.626610	7.303736	1.779817	6.497555	2.935499	2.175044	3.856220	2.985317	7.140230	6.517436	5.083017	5.795382	-1.210116	3.519484	7.881408	1.647728	2.626028	-2.706208	6.858757	5.897987	5.416536	2.032204	2.558567	7.303736	0.373823	6.497555	3.579274	1.753762	3.831082	2.985317	7.140230	6.446085	4.047738	5.795382	-0.994454	3.507151	7.881408	1.647719	2.385581	-2.700500	6.858757	5.897987	5.416536
54	10	2.822582	0.563304	4.565617	2.553111	5.346629	0.944515	5.550531	0.980241	-3.479802	7.805492	4.662920	4.674664	6.980080	2.058055	6.492394	6.922822	3.366635	3.320854	-1.659397	9.465538	7.330674	8.008387	2.822582	0.563041	4.565617	2.505737	5.346629	0.915630	5.494197	0.980238	-3.479802	7.805492	4.661597	4.631127	6.980080	2.127593	6.492398	6.922822	3.367328	3.299017	-1.659397	9.465538	7.330674	8.008387	2.822582	0.082955	4.565617	-1.366683	5.346629	3.303939	3.023225	0.979739	-3.479802	7.805492	4.632393	3.820978	6.980080	2.289394	6.492300	6.922822	3.314845	3.417051	-1.659397	9.465538	7.330674	8.008387	2.822582	-1.152081	4.565617	-1.352320	5.346629	4.289488	4.010230	0.979769	-3.479802	7.805492	4.672817	4.478412	6.980080	1.619534	6.491895	6.922822	3.318906	4.199237	-1.659397	9.465538	7.330674	8.008387	2.822582	-0.243984	4.565617	-1.369187	5.346629	3.620285	3.210584	0.979725	-3.479802	7.805492	4.647767	3.946614	6.980080	2.079393	6.492242	6.922822	3.312420	3.521039	-1.659397	9.465538	7.330674	8.008387	2.822582	0.561331	4.565617	2.066672	5.346629	0.930153	5.124430	0.980222	-3.479802	7.805492	4.652527	4.375595	6.980080	2.487677	6.492409	6.922822	3.370655	3.230903	-1.659397	9.465538	7.330674	8.008387	2.822582	0.562706	4.565617	2.431035	5.346629	0.898376	5.421204	0.980235	-3.479802	7.805492	4.659883	4.577457	6.980080	2.209843	6.492402	6.922822	3.368127	3.277362	-1.659397	9.465538	7.330674	8.008387	2.822582	-0.408629	4.565617	-1.123980	5.346629	4.332731	4.651582	0.979942	-3.479802	7.805492	4.676670	4.898110	6.980080	1.328604	6.491338	6.922822	3.331752	4.732323	-1.659397	9.465538	7.330674	8.008387	2.822582	0.329926	4.565617	-1.353740	5.346629	2.883626	2.826198	0.979797	-3.479802	7.805492	4.607467	3.686512	6.980080	2.559791	6.492350	6.922822	3.321495	3.331727	-1.659397	9.465538	7.330674	8.008387	2.822582	0.486612	4.565617	0.200053	5.346629	3.687936	5.259578	0.980258	-3.479802	7.805492	4.676162	5.186487	6.980080	0.991122	6.491399	6.922822	3.347299	4.549740	-1.659397	9.465538	7.330674	8.008387
61	10	7.016248	5.451391	3.838095	-3.711443	3.307354	3.550260	-0.869791	5.677232	4.793425	6.837002	1.110366	6.097200	9.631317	1.227889	2.750295	8.702579	6.146428	4.787681	3.278913	9.023241	6.707952	6.798209	7.016248	5.517238	3.838095	-0.763996	3.307354	3.536557	-0.073212	5.681928	4.793425	6.837002	3.752203	6.958578	9.631317	0.849488	2.849261	8.702579	6.124424	5.230594	3.279786	9.023241	6.707952	6.798209	7.016248	5.449662	3.838095	-1.941330	3.307354	3.573520	-0.338441	5.679422	4.793425	6.837002	3.766162	7.231620	9.631317	0.237760	0.750418	8.702579	5.932162	5.644312	3.279648	9.023241	6.707952	6.798209	7.016248	5.427629	3.838095	-3.705376	3.307354	3.575554	-1.166704	5.676437	4.793425	6.837002	1.198334	6.510536	9.631317	0.712062	1.039750	8.702579	6.141764	5.471918	3.278849	9.023241	6.707952	6.798209	7.016248	5.436333	3.838095	-2.386932	3.307354	3.577159	-0.538779	5.678179	4.793425	6.837002	3.280763	7.153599	9.631317	0.188424	0.277246	8.702579	6.020182	5.667521	3.279394	9.023241	6.707952	6.798209	7.016248	5.519673	3.838095	-1.027222	3.307354	3.504144	-0.278237	5.680218	4.793425	6.837002	2.570894	6.274958	9.631317	1.291697	3.492158	8.702579	6.147027	4.261034	3.279334	9.023241	6.707952	6.798209	7.016248	5.497293	3.838095	-1.782047	3.307354	3.510583	-0.448497	5.679035	4.793425	6.837002	1.956011	6.032689	9.631317	1.384016	3.436434	8.702579	6.147012	4.188303	3.279149	9.023241	6.707952	6.798209	7.016248	5.460905	3.838095	-3.358608	3.307354	3.540685	-0.759993	5.677583	4.793425	6.837002	1.249097	6.039911	9.631317	1.299334	2.991122	8.702579	6.146656	4.615046	3.278956	9.023241	6.707952	6.798209	7.016248	5.431119	3.838095	-3.840249	3.307354	3.571670	-1.153191	5.676519	4.793425	6.837002	1.041135	6.372886	9.631317	0.879467	1.571786	8.702579	6.144266	5.323121	3.278842	9.023241	6.707952	6.798209	7.016248	5.433422	3.838095	-2.529325	3.307354	3.577823	-0.608436	5.677838	4.793425	6.837002	3.087292	7.115192	9.631317	0.193260	0.187932	8.702579	6.046942	5.669628	3.279311	9.023241	6.707952	6.798209
66	10	5.647525	2.150817	4.907791	1.469328	4.141082	7.838795	-1.232454	5.756214	7.097613	6.161156	3.065188	3.524763	4.565977	-0.188799	4.089285	5.880148	7.217940	-0.581097	0.783791	7.241663	2.123483	3.856213	5.647525	2.150817	4.907791	1.115894	4.141082	7.877015	-1.238660	5.756214	7.097613	6.161156	3.068198	3.655298	4.565977	-1.506361	3.604810	5.880148	7.217939	-0.363172	0.783791	7.241663	2.123483	3.856213	5.647525	2.150817	4.907791	0.008776	4.141082	7.968360	-1.439151	5.756214	7.097613	6.161156	3.068981	3.688382	4.565977	-2.314283	3.095057	5.880148	7.217939	-0.304501	0.783792	7.241663	2.123483	3.856213	5.647525	2.150816	4.907791	0.769770	4.141082	7.929119	-1.566499	5.756213	7.097613	6.161156	3.063530	3.129353	4.565977	0.983464	4.082682	5.880148	7.217940	-1.094496	0.783791	7.241663	2.123483	3.856213	5.647525	2.150817	4.907791	1.407813	4.141082	7.849937	-1.281200	5.756214	7.097613	6.161156	3.064566	3.466937	4.565977	0.113568	4.141372	5.880148	7.217940	-0.670767	0.783791	7.241663	2.123483	3.856213	5.647525	2.150816	4.907791	-3.223121	4.141082	8.129384	-2.212433	5.756213	7.097613	6.161156	3.064821	2.072458	4.565977	0.417238	2.746704	5.880148	7.217939	-0.853799	0.783791	7.241663	2.123483	3.856213	5.647525	2.150816	4.907791	-2.421546	4.141082	8.125536	-1.954414	5.756214	7.097613	6.161156	3.067046	3.457512	4.565977	-2.912307	2.297788	5.880148	7.217938	-0.300009	0.783791	7.241663	2.123483	3.856213	5.647525	2.150817	4.907791	0.846813	4.141082	7.902518	-1.286664	5.756214	7.097613	6.161156	3.068646	3.669171	4.565977	-1.786216	3.451027	5.880148	7.217939	-0.338769	0.783791	7.241663	2.123483	3.856213	5.647525	2.150816	4.907791	-0.694688	4.141082	8.019149	-1.891527	5.756213	7.097613	6.161156	3.063735	2.476946	4.565977	1.273741	3.704286	5.880148	7.217939	-1.391540	0.783791	7.241663	2.123483	3.856213	5.647525	2.150816	4.907791	0.833893	4.141082	7.923067	-1.544857	5.756213	7.097613	6.161156	3.063547	3.158675	4.565977	0.940440	4.097616	5.880148	7.217940	-1.065117	0.783791	7.241663	2.123483	3.856213
72	10	5.790890	4.660640	7.989132	0.092828	7.102937	6.894989	-3.091654	5.331004	4.426043	4.283025	-0.076833	4.587990	5.422279	1.153613	3.480265	0.816679	6.486458	9.422499	2.341063	6.498629	6.990959	9.182378	5.790890	4.660639	7.989132	-1.199390	7.102937	6.902789	-3.621756	5.331004	4.426043	4.283025	-0.081143	4.180100	5.422279	1.130877	2.904085	0.816679	6.486458	9.426254	2.341063	6.498629	6.990959	9.182378	5.790890	4.660640	7.989132	-1.026465	7.102937	6.902282	-3.507966	5.331004	4.426043	4.283025	-0.078325	4.323535	5.422279	1.070893	2.858832	0.816679	6.486458	9.426390	2.341063	6.498629	6.990959	9.182378	5.790890	4.660640	7.989132	-0.568883	7.102937	6.900297	-3.290510	5.331004	4.426043	4.283025	-0.074419	4.526056	5.422279	1.023000	2.956164	0.816679	6.486458	9.425628	2.341063	6.498629	6.990959	9.182378	5.790890	4.660640	7.989132	-0.124520	7.102937	6.897418	-3.127245	5.331004	4.426043	4.283025	-0.073700	4.625303	5.422279	1.059648	3.213236	0.816679	6.486458	9.424130	2.341063	6.498629	6.990959	9.182378	5.790890	4.660640	7.989132	0.114933	7.102937	6.894180	-3.126087	5.331004	4.426043	4.283025	-0.079810	4.504805	5.422279	1.222009	3.607447	0.816679	6.486458	9.421528	2.341063	6.498629	6.990959	9.182378	5.790890	4.660639	7.989132	-0.130399	7.102937	6.895710	-3.322196	5.331004	4.426043	4.283025	-0.085447	4.210274	5.422279	1.329310	3.654639	0.816679	6.486458	9.420398	2.341063	6.498629	6.990959	9.182378	5.790890	4.660640	7.989132	-0.740557	7.102937	6.901129	-3.365861	5.331004	4.426043	4.283025	-0.075569	4.463348	5.422279	1.030982	2.899741	0.816679	6.486458	9.426002	2.341063	6.498629	6.990959	9.182378	5.790890	4.660639	7.989132	-0.356587	7.102937	6.897508	-3.439134	5.331004	4.426043	4.283025	-0.086565	4.081918	5.422279	1.338131	3.566050	0.816679	6.486458	9.420803	2.341063	6.498629	6.990959	9.182378	5.790890	4.660640	7.989132	0.087413	7.102937	6.894122	-3.165348	5.331004	4.426043	4.283025	-0.081643	4.435130	5.422279	1.260619	3.656335	0.816679	6.486458	9.421024	2.341063	6.498629	6.990959	9.182378
76	10	-1.799987	0.726370	6.586516	0.349212	5.524125	2.472571	-4.883445	0.496083	1.490929	5.683581	6.549526	5.684747	8.817031	1.651561	4.735541	4.298991	0.616736	0.795931	1.088972	6.120906	8.751191	6.388843	-1.799987	1.457884	6.586516	1.455600	5.524125	1.749002	-2.401167	1.975544	1.490929	5.683581	6.657077	6.162140	8.817031	1.520068	6.252405	4.298991	0.600358	0.825910	1.088970	6.120906	8.751191	6.388843	-1.799987	1.281506	6.586516	1.255975	5.524125	1.723259	-2.900004	1.432780	1.490929	5.683581	6.563736	5.992472	8.817031	1.751412	6.198227	4.298991	0.707177	0.807611	1.088970	6.120906	8.751191	6.388843	-1.799987	1.357310	6.586516	1.344892	5.524125	1.694546	-2.631133	1.645023	1.490929	5.683581	6.590216	6.058636	8.817031	1.681303	6.262412	4.298991	0.688441	0.814704	1.088970	6.120906	8.751191	6.388843	-1.799987	1.543659	6.586516	1.538749	5.524125	2.097082	-2.669604	2.399844	1.490929	5.683581	6.766907	6.304966	8.817031	1.154606	5.878377	4.298991	0.303885	0.840478	1.088979	6.120906	8.751191	6.388843	-1.799987	1.340225	6.586516	1.467091	5.524125	3.038666	-4.071577	2.473149	1.490929	5.683581	6.770459	6.440758	8.817031	0.369825	4.383218	4.298991	-0.097622	0.852994	1.089029	6.120906	8.751191	6.388843	-1.799987	0.504482	6.586516	-0.311970	5.524125	2.904055	-5.700082	0.376389	1.490929	5.683581	6.565135	5.714086	8.817031	1.316762	3.305237	4.298991	0.545796	0.816276	1.088974	6.120906	8.751191	6.388843	-1.799987	1.514773	6.586516	1.511474	5.524125	1.887568	-2.439897	2.211701	1.490929	5.683581	6.718889	6.238778	8.817031	1.350637	6.122699	4.298991	0.469614	0.833915	1.088973	6.120906	8.751191	6.388843	-1.799987	0.358306	6.586516	-0.295040	5.524125	3.420332	-5.840504	0.509664	1.490929	5.683581	6.595978	5.950039	8.817031	0.625723	2.045159	4.298991	0.415252	0.841491	1.088978	6.120906	8.751191	6.388843	-1.799987	1.480949	6.586516	1.479012	5.524125	1.788936	-2.391173	2.063894	1.490929	5.683581	6.679455	6.190373	8.817031	1.463436	6.219609	4.298991	0.559554	0.828902	1.088971	6.120906	8.751191	6.388843
