1	2	-1.769523	-26.133739	4.141223	7.836195	6.872400	-33.323319	-18.733587	5.330616	-12.521223	7.486417	6.798323	4.826437	0.216720	5.825416	-24.662921	7.701821	-9.759247	8.272611	-19.171891	-12.073852	6.946357	0.732067	2.732468	4.306976	0.516187	6.410322	6.732042	18.901510	8.663893	-26.563388	-2.966043	12.576972	5.024600	-0.106962	10.525416	-2.793422	-8.063642	-6.334578	0.215631	5.825416	8.548121	-0.340554	3.283766	8.272611	10.136699	1.678891	8.387653	5.665246	-1.683284	-3.036741	-0.414460	-0.106825
3	2	-7.218905	-35.255211	-1.697532	18.404703	6.839448	-25.088654	-22.440672	5.763565	-12.030400	4.131927	6.916560	7.738713	0.023530	7.391917	-30.406410	5.566304	-6.243816	4.008534	-22.953918	-1.315362	-1.154603	4.663768	1.673645	1.753365	-1.025319	8.089102	4.029973	26.506964	4.647868	-20.682946	-4.846999	20.575776	2.799289	0.849705	8.021002	-2.995046	-7.778024	-4.072436	0.031672	7.391917	8.705281	-3.548329	5.457371	4.008534	7.252849	5.832710	4.314351	8.984292	-3.913189	-2.562052	-0.269752	2.173604
4	2	7.533556	21.885223	7.909615	-37.018729	-4.985043	8.957704	5.973239	2.593050	8.931847	-3.531260	-9.937487	-5.050351	7.859801	7.025075	15.128381	-3.171462	6.977566	7.455331	11.109118	8.667953	8.134215	8.730579	-1.950338	-1.048142	3.889637	0.182754	-10.634889	-37.844706	2.206214	14.857840	6.348955	-34.825324	-20.824244	7.315413	-13.967098	7.109740	7.347174	7.450260	8.007857	7.025075	-26.608410	7.363157	0.219299	7.455331	-16.875771	-7.154969	2.782521	2.509580	2.961916	4.602220	6.844651	5.146174
10	2	-13.439568	-37.634488	2.433200	15.613320	6.021188	-27.974910	-24.646273	7.053881	-11.494639	6.384856	7.932819	3.933590	0.436460	5.155403	-33.583723	6.012291	-1.139385	6.870406	-25.564940	-8.665116	4.812321	-0.094171	3.989057	4.915786	-1.847203	7.234744	1.039461	24.861228	6.556934	-33.611376	-6.728947	22.072196	1.640737	1.139499	9.018651	-3.702045	-9.234031	-8.404918	1.625838	5.155403	14.237758	-4.937401	6.939014	6.870406	10.250799	5.301176	8.229159	6.118096	-1.688054	-1.264672	0.827360	0.992804
11	2	4.988180	18.831998	2.577293	-28.706087	-4.890862	15.610014	5.412118	0.651564	5.671105	-1.040506	-13.727305	-8.719690	4.880952	7.882054	12.344022	-2.208510	7.068930	8.478974	11.725133	4.943650	6.008417	5.890229	-6.340749	-0.304399	5.312774	2.326880	-10.481829	-49.551952	-3.314800	13.246748	4.667660	-28.914295	-16.558777	6.694056	-12.356455	6.873272	4.913514	4.136823	4.745216	7.882054	-31.370158	5.413104	-3.378489	8.478974	-17.112976	-3.865110	2.273899	0.664479	3.332207	6.035631	4.869168	7.130798
12	2	-8.382130	-32.772932	3.557628	17.272822	7.755332	-19.485230	-18.043543	6.544366	-13.740148	4.882203	7.181776	7.130239	4.604204	6.318826	-15.831359	6.016901	-5.010288	4.904962	-16.638547	-3.686644	1.685892	0.549152	1.277661	7.812778	7.852627	5.692260	9.056362	23.124431	4.977102	-22.769633	2.568583	22.352817	5.656070	0.948096	7.996178	-3.722195	-8.855048	-3.153554	4.604205	6.318826	17.351423	-5.695711	4.687628	4.904962	10.932095	8.000345	7.416163	7.076024	-2.012821	2.114690	8.529080	-0.572367
13	2	-12.010934	-27.236225	0.823737	16.232437	5.629989	-31.806526	-16.589855	5.375047	-3.741667	6.590547	6.724951	5.977997	0.430319	3.537679	-28.606512	6.948263	-6.104360	6.898351	-19.663309	-9.019892	1.632505	2.017664	1.681624	0.342552	-2.157459	4.103755	5.684668	25.279161	7.239628	-30.489518	-6.587589	21.871088	7.232074	0.761860	9.964209	-0.037046	-10.783576	-4.335588	0.546795	3.537679	11.654249	-2.969765	5.142373	6.898351	6.532782	6.383231	7.035946	7.040005	-0.914814	-4.590218	1.606563	-0.965290
14	2	-11.638791	-28.603967	0.434384	17.161111	6.715574	-17.110778	-31.449759	5.003139	-7.928248	4.999396	6.689355	2.159946	-1.808436	9.187370	-34.895478	6.620787	-0.803976	8.470689	-21.838058	-12.871981	-0.602956	-0.678778	3.000648	1.221097	-3.906701	7.638239	6.134237	23.355475	6.829087	-25.203050	-3.371881	16.722252	0.832945	0.598955	8.435173	-3.095686	-5.225586	-8.946427	-1.534369	9.187370	7.953736	-3.509579	7.048768	8.470689	11.207339	4.427619	5.831525	5.768980	-4.503242	-4.251242	1.242853	1.642468
15	2	-9.749336	-49.560711	-0.964000	13.859220	6.984358	-34.081175	-11.343928	6.878745	-14.126430	6.486603	7.143305	6.813125	7.583341	5.942720	-22.499826	7.523660	-1.673977	6.583615	-15.595727	-3.466821	6.003676	4.001902	3.334660	7.402071	3.625616	7.198302	6.359159	16.206501	5.355219	-23.991176	-3.870575	17.082591	5.243981	0.502036	10.347061	-3.680681	-9.730516	-4.649744	7.608330	5.942720	15.499963	-1.075274	5.643843	6.583615	10.679181	6.209716	8.810838	8.687474	-0.781344	2.561591	6.215971	3.244341
18	2	-3.333043	-41.837547	5.382657	9.455811	3.251078	-31.078142	-26.312245	4.823435	-9.330131	4.098212	7.826547	6.569841	7.077684	8.268182	-28.929280	5.524832	-0.960872	9.050380	-16.143241	-9.818011	0.056029	-1.100038	2.703175	7.040926	6.196286	3.577358	6.549555	21.377308	6.832474	-30.003118	-5.735826	11.092213	1.951343	-1.257463	6.968182	-4.427654	-11.340663	-2.360181	5.144293	8.268182	11.312517	-4.820275	6.258295	9.050380	10.929966	4.371121	5.515411	4.655584	-6.840481	-4.430152	2.054383	-2.860264
