1	1	100	6.307122	0.199522	3.785391	-5.571820	7.245032	8.599871	0.717230	0.962792
2	2	53	6.349764	0.122736	-8.574079	-3.831921	4.920610	8.477089	0.569316	-0.346084
2	2	47	6.349764	0.118002	-2.326611	1.631535	-2.619601	6.845383	6.053431	-3.705527
3	2	60	7.387554	-0.546763	2.847959	1.789910	6.686119	1.946966	1.930349	1.876162
3	2	40	7.387554	-4.566394	6.567928	6.730144	-7.820761	-1.086536	6.728898	5.023284
4	2	47	5.367550	-7.746894	6.382936	6.312821	-8.057046	1.486901	4.502254	4.387430
4	2	53	5.367550	1.424999	-2.618080	-5.832998	6.478559	7.726895	-1.383365	0.647684
5	1	100	5.313728	-2.485724	1.098682	6.895217	-15.802811	5.968201	6.205560	2.686933
6	2	87	7.634830	1.875139	-1.977764	1.576333	-5.969882	8.445693	7.534497	-1.004473
6	2	13	7.634830	0.690681	-8.553552	-3.614541	6.635386	8.448070	1.178668	4.987601
7	2	94	6.919478	-1.508626	6.395359	7.848111	-12.538385	4.994575	6.586810	1.862810
7	2	6	6.919478	1.117072	-1.191563	-2.461009	2.427572	7.894484	0.419149	1.307636
8	1	100	9.270571	1.368329	1.313134	4.018380	-9.801420	6.301586	5.873006	0.572535
9	2	54	2.986758	-1.835520	4.808424	5.259691	-16.677993	1.350020	7.209095	1.153606
9	2	46	2.986758	0.592025	-2.405115	1.373937	6.416137	7.774916	2.130889	-0.974743
10	2	37	8.457881	1.572958	-1.359118	-1.400343	8.555996	8.086874	1.383372	0.945965
10	2	63	8.457881	-4.111991	6.637928	6.579977	-12.082742	2.264634	6.720200	4.405151
11	2	46	6.181861	-7.442186	5.357054	7.542890	-9.883817	4.160568	6.329288	5.654222
11	2	54	6.181861	-3.252787	3.042112	1.316525	3.185987	6.571503	1.202000	4.228671
12	2	55	4.013623	-1.787333	-0.950691	-1.455789	2.657483	3.948997	-1.091884	7.097157
12	2	45	4.013623	-7.837209	7.609745	6.580726	-12.101958	1.316748	2.912917	4.093771
13	1	100	6.060594	-6.281968	8.925069	8.962713	-11.044287	-4.079028	4.538155	3.510003
14	2	51	6.475380	2.016343	-2.081524	-5.267334	5.750703	5.191843	2.375814	3.367419
14	2	49	6.475380	-1.701361	8.176906	4.944350	-7.494413	1.037958	6.658046	4.559008
