1	1	100	4.924765	1.436419	6.166801	3.604557	7.938075	-1.076978	1.105414	-0.797755	-2.217138
2	2	99	6.678448	7.851219	6.724636	7.271985	4.422181	-7.019731	-3.211786	-3.759198	-5.759164
2	2	1	6.678448	-0.701726	1.808967	-0.856673	-6.122202	5.770072	2.311668	6.488413	6.036898
3	2	50	5.858835	-4.673378	-5.585386	-7.563071	-10.679698	7.842481	7.796821	6.728760	7.082527
3	2	50	5.858835	3.836477	3.874206	7.623386	6.219673	-2.217782	1.404926	-5.132739	-3.966182
4	2	38	6.863236	1.154444	6.219794	6.337788	4.934325	4.065432	2.390499	-0.526487	-4.163785
4	2	62	6.863236	-9.645907	-2.297389	-2.257880	-9.947885	7.898692	7.932685	6.143016	4.350748
5	1	100	7.543904	9.227133	8.033375	6.579066	5.615531	-2.848129	1.231527	-5.114360	-5.382343
6	2	3	6.166335	-3.606438	-1.804088	-1.394096	-5.508731	6.697196	6.525738	4.640879	8.794462
6	2	97	6.166335	3.691200	5.906996	5.597908	8.927349	-3.220681	3.484715	-7.349096	-2.584003
7	2	62	5.133128	-4.599556	-6.223017	-10.180948	-9.549506	5.838423	8.442987	7.551617	6.879647
7	2	38	5.133128	0.773634	4.794071	4.799112	6.028916	1.345558	2.748357	1.837589	-5.500839
8	2	71	8.057634	3.477787	4.965628	5.270869	7.799726	-6.972697	3.013614	-6.625519	-1.143502
8	2	29	8.057634	-2.829934	-2.834511	-12.052353	-5.515856	5.960833	8.900983	2.584591	6.792023
9	2	28	5.559794	0.944678	1.844623	5.956361	6.499260	-2.202544	0.973302	-2.557097	-3.004553
9	2	72	5.559794	-6.725204	-6.140564	-5.268391	-9.981691	3.587419	6.720735	4.713259	7.814206
10	2	37	6.397398	0.236846	3.116770	-1.136194	-3.477274	6.422606	3.967543	6.091113	5.862619
10	2	63	6.397398	1.031776	9.352074	7.180263	4.170168	0.442610	-1.772205	4.273226	-0.811155
11	2	19	7.783206	2.533993	4.363337	5.309452	5.576617	0.473507	3.269609	-3.758564	-0.081343
11	2	81	7.783206	-6.074406	-3.716386	-11.165437	-5.380188	8.007338	7.640555	6.893469	7.775095
12	2	82	6.413532	-3.706905	-1.722796	-8.059414	-9.489217	2.207699	6.622892	3.634349	6.217580
12	2	18	6.413532	6.847425	8.042359	5.686765	4.604477	-5.600093	0.507479	-8.512774	-2.606636
13	2	95	6.816651	3.804210	4.737824	6.830855	6.640523	0.829664	3.914001	-5.633283	-5.495412
13	2	5	6.816651	-4.951955	-1.484094	-7.815982	-7.277677	6.506520	7.120919	7.226893	5.515296
14	1	100	7.908237	4.178021	8.132324	5.436581	7.847081	-6.377004	-0.234860	0.550358	-3.563025
15	2	59	8.480746	4.832878	7.822006	6.545783	5.400695	-1.891470	0.055465	-2.344515	-4.378421
15	2	41	8.480746	-2.251339	-0.773243	-7.449398	-9.290630	7.150033	6.247889	6.102404	6.659062
16	1	100	5.772833	-5.995547	-10.121161	-5.909858	-9.386011	5.962533	5.869543	5.475614	7.089048
17	1	100	2.793415	-6.548296	-3.062351	-5.469590	-3.641496	6.192519	6.134031	9.074357	6.986845
18	2	84	7.180685	-6.097300	-2.512543	-6.919109	-11.452920	5.762151	6.746785	7.908826	6.771335
18	2	16	7.180685	3.497544	5.264462	6.977076	5.916280	-2.009625	0.569896	-0.085882	-0.559617
19	2	58	8.826484	-8.587883	-0.942755	-3.774629	-8.267849	4.862313	6.383794	7.575591	7.584444
19	2	42	8.826484	3.199626	6.202134	6.208393	5.570908	-4.737933	2.259342	2.513890	-0.835239
20	1	100	0.912803	-10.088505	-3.165772	-10.877486	-7.289513	6.619247	7.561800	6.287603	7.176056
21	2	86	2.891350	0.259511	-0.596689	-2.006730	-3.695791	8.008505	7.077218	2.840853	4.906275
21	2	14	2.891350	2.739234	7.446369	5.910411	5.950831	-0.128887	1.626783	-3.717504	-1.795417
22	1	100	7.547359	9.357010	7.346952	6.514520	6.310793	-2.313154	1.984418	-4.998882	0.909561
23	2	38	4.810839	4.761373	4.624592	7.347686	7.704874	1.160718	2.841816	-5.396824	-0.177528
23	2	62	4.810839	-9.700100	-4.762537	-10.393304	-10.433468	7.264653	7.339507	4.922165	6.050376
24	3	35	5.754188	0.168407	-7.526560	-3.548714	-6.585352	7.159301	7.385410	3.881784	7.659978
24	3	63	5.754188	5.014018	3.839397	8.424928	5.820268	-2.888025	1.340072	-5.247216	-3.661062
