1	1	6.202060	2.197863	1.584918	-0.478588
3	1	7.419698	6.406284	-4.677746	0.217452
5	1	8.238704	2.814317	-6.937999	3.140135
9	1	8.038208	7.118217	-3.554468	1.758093
11	1	5.359362	-8.960403	1.196883	4.812900
12	1	5.028122	-9.851907	6.197150	3.628505
14	1	4.502181	6.969789	-2.639548	0.742669
17	1	9.258298	6.889627	-6.595954	2.164916
19	1	5.248922	-18.088125	2.249805	5.145284
21	1	7.618962	8.882609	-3.404501	-0.336236
22	1	6.276431	-5.378567	5.979980	3.129112
24	1	6.679530	-9.508807	3.531377	3.174763
26	1	6.325574	3.620649	0.691523	-3.125239
27	1	5.817610	2.146290	-7.211502	0.658785
28	1	7.016557	4.673482	-6.208818	2.532789
29	1	9.814060	7.001278	-3.966162	-0.484157
31	1	5.521267	-4.541227	2.610570	4.728894
32	1	6.391167	4.798194	-1.344041	0.799324
36	1	9.283719	7.761815	-4.963119	0.074276
41	1	6.166688	4.638449	-2.552329	-0.841154
42	1	7.156498	3.919675	-4.587140	1.024247
43	1	7.183746	6.937426	-7.934397	2.011398
44	1	5.584645	-3.591204	0.663234	3.229334
45	1	4.138972	-9.695141	0.605929	5.258620
48	1	6.792967	6.126350	-2.263864	1.531865
53	1	8.756786	6.576371	-4.841553	-0.122407
55	1	9.354005	-8.800627	2.309778	4.133433
56	1	7.909645	7.133488	-2.998621	-1.676501
57	1	7.680303	6.481276	-0.477587	-0.653265
58	1	4.549939	6.501574	0.029438	-1.298157
60	1	8.042123	7.580490	-7.562061	2.098611
61	1	9.371582	7.627552	-3.784385	2.316818
62	1	5.731698	2.780709	2.724304	1.831866
63	1	8.611751	6.788710	-0.306323	-1.782904
64	1	8.463571	5.292186	-2.690529	1.527413
66	1	7.736431	5.126425	-4.289179	1.593640
67	1	6.800876	3.731372	-6.721269	3.128292
69	1	7.019499	4.206163	-6.067925	0.460416
71	1	8.331399	6.084595	-3.921373	0.067013
72	1	4.463944	-10.288170	1.334363	5.343976
73	1	7.737418	6.590443	-3.684116	2.157967
74	1	1.664309	-10.749983	5.146478	3.881621
75	1	6.884611	-7.637605	1.184941	4.650777
78	1	6.136769	5.200416	-2.929369	-1.645606
79	1	5.358944	-13.600532	4.120412	3.742548
80	1	8.807501	-12.044282	5.199861	5.293676
82	1	7.466409	4.955027	-7.635099	3.203420
83	1	6.686168	-9.646215	6.629637	3.425311
84	1	2.401340	-9.815004	1.919499	2.593315
85	1	6.090954	-6.472360	6.390096	2.460892
86	1	8.395074	8.336143	-4.625602	-4.808067
90	1	7.625302	3.279833	-1.190918	1.084788
91	1	5.394093	-15.959151	7.461628	3.734312
92	1	6.808430	5.804667	-6.223397	0.257498
93	1	7.634841	9.542833	-6.040605	-0.445783
95	1	7.709839	-10.447917	2.945804	4.017294
96	1	5.628803	4.541015	-6.374291	2.033503
97	1	6.419976	-11.566331	5.090563	3.417229
99	1	6.886351	5.981751	-2.037085	-1.621490
100	1	8.136894	5.053682	-5.592197	-0.984334
