1	2	51	8.711872	-6.343817	-1.382273	3.901202	7.116168	-10.497105	6.598964	6.794215	6.270821	7.282150	5.917923	-5.934562	3.595516	2.670413	5.436356	6.251752	5.034560	7.589012
1	2	49	8.711872	-2.680523	5.809620	-2.290241	7.116005	8.657633	0.413063	0.653374	-0.147910	1.623493	-0.666070	0.477268	-1.203180	3.923443	1.000005	0.736707	-0.244554	8.101357
2	2	68	4.894975	-6.564060	-5.036785	8.103231	4.733424	-11.915942	6.647661	3.141682	7.426519	7.043516	6.506218	-0.746366	6.934343	-3.322060	7.926397	5.889777	2.589925	5.855999
2	2	32	4.894975	-0.657300	5.402743	2.002566	-0.189087	6.421015	0.657856	-4.008826	2.764469	5.029470	0.877966	8.848409	1.351335	1.675063	3.282972	3.678062	-1.882434	5.856273
3	2	78	6.275213	1.080067	6.142265	2.404794	4.596096	9.511346	-0.226173	-4.230892	-0.319066	-0.293292	1.570377	6.673153	2.284046	7.457125	1.190450	0.590444	-0.774556	6.846151
3	2	22	6.275213	-3.967477	-5.848787	7.155770	7.706541	-13.192872	5.581486	4.631790	7.900527	6.131197	7.401680	-2.089310	7.150472	-1.454072	7.053499	7.005911	5.464068	5.620729
4	1	100	6.240642	-7.945005	-1.209161	9.191982	8.146643	-11.411699	5.463682	7.672114	6.435515	5.390611	8.153503	-5.917439	4.772657	-3.115835	3.357987	2.122707	7.788186	0.758325
5	2	98	6.866900	2.268430	6.337921	1.865810	1.809565	7.576957	4.247321	-2.310385	-4.349159	-3.661429	0.212002	7.705542	1.743426	6.430357	1.069086	5.695811	4.620894	2.707700
5	2	2	6.866900	-3.382524	0.922472	6.461968	8.280313	-8.845860	5.473251	6.847030	5.861571	1.609068	5.429136	-1.681769	6.823095	-2.452391	7.448930	6.597193	6.360223	0.504231
6	1	100	7.963936	3.391777	7.306782	2.048080	-0.267425	2.034276	0.462692	-4.552487	-2.016684	3.934845	-0.834407	5.739486	-1.539157	6.669072	2.044558	1.875893	4.072535	2.667424
7	1	100	4.706369	-1.071173	0.551702	0.604768	3.384596	4.071400	-0.182084	6.123388	-0.025091	0.588104	2.472200	1.170216	0.302153	5.005189	-3.532601	3.684999	1.649035	7.010839
8	2	55	7.843715	0.764830	1.513459	7.653680	1.922838	-11.360959	8.745806	-1.519417	1.638346	5.304869	8.241045	-2.871745	6.057224	-0.168215	7.399287	5.195503	8.707061	-0.285699
8	2	45	7.843715	3.249666	6.497105	5.257039	-1.507920	4.502798	3.955741	-9.264597	-3.499400	1.623185	1.626801	3.367082	0.297317	4.020800	2.184143	2.148582	2.461590	4.980642
9	3	47	9.260209	-2.692335	0.038156	5.323384	6.356721	-18.748721	8.899666	7.739253	7.905178	6.761348	6.913985	2.381004	6.706152	-1.968925	6.792528	4.312231	8.360279	1.376941
9	3	40	9.260209	3.589309	5.762167	-0.811600	0.921973	5.279549	3.545037	-1.842511	-0.359423	0.714951	0.975044	6.699142	1.823215	6.545634	1.384914	-0.728357	3.538802	2.402171
9	3	13	9.260209	3.541329	3.867015	5.323384	0.922135	-13.645452	8.899666	3.232716	5.333380	6.761348	6.913985	3.853985	6.706003	1.167051	6.792528	4.312231	8.360279	1.376941
10	4	42	7.085760	2.984871	4.091354	6.092875	3.424433	-7.304449	6.271129	2.532397	0.982747	6.155191	7.217103	5.798422	4.590606	5.353334	3.692683	8.404792	6.865929	-0.587575
10	4	44	7.085760	-0.809226	2.128383	6.092875	8.193898	-12.061282	6.271129	7.479641	2.018310	6.155191	7.217104	5.790641	4.590956	5.347602	3.692683	8.404792	6.865929	-0.587575
10	4	7	7.085760	2.991646	5.477638	5.619346	3.423389	-0.475708	6.159712	-2.995071	-0.684251	4.984286	2.743433	7.435068	-1.354418	5.355339	0.294763	5.959400	5.777125	1.500079
10	4	7	7.085760	2.991781	6.396541	1.851465	3.423369	2.901794	1.182505	-3.004955	-3.203191	4.984269	2.743398	7.714103	-1.354436	5.355368	-2.382627	2.752317	3.414337	5.815149
11	2	66	2.652425	-3.973688	5.564836	3.629108	6.577003	1.786909	-0.956659	-1.181404	-0.803735	3.826144	1.111583	1.163731	-0.100760	1.013815	1.860800	-2.323254	1.040795	5.721297
11	2	34	2.652425	-8.171205	-3.808128	7.091019	6.577012	-10.673914	4.649044	5.030288	4.747703	5.911395	4.867924	-4.770991	5.572681	-3.132492	8.364705	3.924486	7.206170	2.508660
12	2	59	7.443170	0.754793	7.221410	0.526702	5.147348	6.327114	1.718171	-2.049095	-5.994158	-4.135541	0.338779	5.289012	-1.740430	7.056257	0.283934	2.968490	0.307394	4.686327
12	2	41	7.443170	-5.060525	-2.172752	6.766426	6.606721	-11.904045	8.050646	7.069024	6.182558	-0.014087	6.315457	-4.083342	4.534187	-2.633967	6.336822	7.740217	6.867784	-1.641971
13	1	100	6.040530	-3.877521	2.014976	3.561786	6.707980	-10.747704	7.735541	7.456045	3.120924	6.117060	6.060073	-1.458836	5.086353	-1.091241	3.378636	6.217470	6.628378	3.474857
14	2	39	6.658688	1.730886	3.501172	5.702285	2.010969	-5.992855	5.062110	3.791597	2.543676	2.953534	5.974221	-0.342789	7.569925	5.519950	4.159739	5.743614	7.969607	0.219102
14	2	61	6.658688	1.732400	5.866920	1.123278	2.010728	6.145746	-1.511736	0.407211	-3.165137	-2.895275	0.335557	4.458913	5.534502	5.956478	-0.580651	2.907504	2.047413	5.234367
15	2	73	7.658593	2.265987	4.372518	3.666098	4.763337	7.461357	-2.503589	-0.636760	0.581613	-1.947491	-0.407122	6.927323	2.301545	5.256124	-0.206369	1.715223	0.797327	6.435419
15	2	27	7.658593	-2.025695	-3.034105	8.463532	7.586499	-4.734395	3.004312	5.802101	8.837306	3.874226	6.065726	-3.105371	8.752119	-3.175286	6.162079	7.598948	5.183398	3.809150
16	1	100	4.653478	3.307743	4.817948	-0.101112	1.123761	4.497013	-0.149457	-2.329795	-2.891835	2.436309	0.521477	7.001835	0.330962	5.859545	2.824248	0.790808	-0.557742	7.132993
17	2	60	5.491160	-3.004426	6.765944	0.871712	5.982561	7.382582	-0.337742	-2.090768	-0.100374	5.088018	1.276633	-1.410465	0.309012	3.220376	2.248080	1.875868	1.618520	7.338073
17	2	40	5.491160	-8.818582	-3.432898	5.808625	5.982804	-18.076544	6.274971	6.269704	5.172776	7.521153	7.024520	-5.702254	6.852956	1.386248	6.626620	5.801306	7.605239	2.000703
18	2	43	6.639122	1.625680	5.926509	-3.640188	4.257102	8.896548	3.183196	-4.891283	1.139136	3.117859	2.709913	6.555996	-3.010325	7.789528	1.328240	-2.923085	-1.503346	8.545864
18	2	57	6.639122	1.625680	5.831378	2.580645	4.257102	-5.460144	6.420017	0.788979	5.854713	6.869062	6.709413	0.455456	3.509835	-3.796706	7.506573	2.219395	3.794766	8.001183
19	1	100	5.573006	-3.968029	0.199501	1.669730	6.087703	-14.256683	5.785021	5.406467	6.828091	3.635507	6.883684	-2.636518	9.334599	-5.172605	9.290766	4.156050	9.267172	-0.196911
20	1	100	5.842733	-13.534785	-3.496511	5.313109	7.172798	-21.005519	3.396051	8.171838	5.111022	6.018642	7.694071	-5.289472	7.342750	-6.971372	5.171691	7.018413	7.737126	0.676513
21	1	100	7.795973	-5.133108	-5.754617	6.812379	7.777349	-11.587845	2.475731	6.810844	9.216493	5.800858	8.859727	-4.840214	7.464414	-4.230964	7.068895	7.168507	6.557749	6.359847
22	1	100	7.022846	-2.242553	6.781169	-0.175082	6.801943	0.753513	1.828996	0.473719	-2.169134	2.239059	-2.457076	4.070136	0.795658	4.284800	2.987810	-0.401724	0.217048	7.800746
23	1	100	6.990816	-1.820149	-4.241301	8.008531	8.247246	-15.034288	7.116401	5.166020	5.089726	7.664382	8.665275	-0.493993	6.856128	-5.613840	6.695768	6.039638	7.128850	2.201935
24	1	100	7.274130	0.842191	3.878372	-1.839732	5.816366	9.029059	3.996163	-4.128489	-1.051931	4.838509	-3.049765	5.944043	3.796346	2.343313	0.925938	1.683535	2.766935	8.556411
25	2	63	4.749306	-9.539681	-0.232152	4.600868	5.446251	-15.588326	6.783277	4.065153	6.140177	6.968245	7.777632	-5.955232	3.118888	-7.408268	6.215058	7.561482	6.020218	1.670369
25	2	37	4.749306	-4.111447	5.132471	-0.637568	5.364589	4.111979	2.628414	-2.551688	1.693637	1.612411	2.759230	0.075728	-3.174768	-2.326266	2.181839	2.095887	0.682642	4.441512
26	2	92	5.873434	-3.958451	-5.390915	6.930067	5.786907	-24.059559	7.349051	8.994264	3.671771	8.231433	7.090767	-4.253633	6.453813	0.170039	6.207026	2.664966	7.172288	5.454015
26	2	8	5.873434	0.677607	3.378787	2.438573	3.476760	3.968807	1.295310	1.261765	-3.867888	3.987336	0.677967	4.927777	0.239123	7.977516	1.368581	-0.472600	2.792227	8.599796
27	1	100	8.126679	-3.660435	-4.464449	8.715743	6.619709	-18.800101	8.386316	5.963357	8.613750	6.601858	8.849197	-9.489858	7.588626	-6.368299	6.396456	7.406623	3.254983	9.531506
28	1	100	6.739503	-5.512989	-2.863240	5.701357	6.706385	-24.549523	6.834435	6.900384	6.618123	6.763665	6.877250	-11.308292	7.580142	-6.411440	9.511900	5.540265	5.884705	2.257633
29	2	51	6.015530	-2.340764	0.519412	6.308281	5.478411	-12.322247	5.023011	1.841380	8.150122	4.739399	7.216268	-0.939172	8.282444	-3.762506	8.104657	9.173061	4.986777	2.090675
29	2	49	6.015530	0.144359	5.927220	0.229668	4.943010	6.017988	0.291744	-7.214698	2.073495	0.830191	1.142331	6.073086	4.750396	5.226602	1.527789	2.773950	2.456436	2.821012
30	2	49	8.065310	-3.205410	-3.365458	7.286376	6.296537	-16.218721	6.491476	5.518023	9.104351	6.340313	6.634125	-0.560403	6.344406	-1.926145	7.562190	5.306756	6.735509	0.974554
30	2	51	8.065310	1.703483	6.271403	2.699332	1.382823	8.129168	0.923981	-7.126428	-3.000940	4.840937	0.343771	2.670247	3.434003	3.379502	2.329186	2.795393	0.438818	6.944553
31	2	49	9.021154	-5.283528	-6.651465	9.484071	3.137738	-11.416680	6.137606	7.668268	5.937466	1.832737	6.312717	-1.988783	6.951209	-9.104831	6.860608	7.718088	5.079958	1.084689
31	2	51	9.021154	1.653987	4.693588	4.347888	-1.398324	11.412441	2.498336	-3.031897	-5.319577	1.822050	2.035766	7.962672	2.044511	1.333946	0.412526	4.614129	-0.531427	5.945735
32	2	43	7.410894	1.744997	3.929551	2.780774	5.218567	-11.586571	6.761896	4.076376	5.106293	6.839796	8.121706	1.281280	6.046023	0.183078	6.777402	7.529122	5.539088	3.370678
32	2	57	7.410894	1.777599	7.643367	-1.841194	5.218508	8.417087	1.062893	-1.519220	-0.087434	1.263891	1.532862	6.409240	0.117367	6.150326	5.032032	6.186966	1.128043	3.928320
33	2	69	9.120452	-2.983862	-0.200629	5.549838	7.856755	-19.791582	6.259494	3.149589	5.368506	7.048186	6.829202	-2.731322	6.768275	-2.862183	3.726801	2.146874	6.100434	3.266689
33	2	31	9.120452	1.634803	6.509906	-0.240791	3.698844	8.417780	1.327137	-5.284052	-2.903362	1.455407	1.017189	2.616615	2.409011	4.425110	-1.020796	1.923342	0.816423	6.208191
34	2	86	6.986747	1.267258	6.547693	-5.213569	1.719915	13.647524	2.577708	-3.160998	-3.283034	2.230510	0.917777	5.702162	0.423081	5.992359	1.946058	6.774771	3.595777	5.817582
34	2	14	6.986747	1.267258	6.547348	1.362729	1.719915	-2.199896	7.029358	0.596354	2.635019	5.616954	7.139675	1.470363	5.367008	-3.208905	5.420366	8.798760	8.089534	1.326816
35	1	100	8.243040	-0.060109	5.966656	0.167940	6.168260	8.652247	0.511270	0.210995	-7.817590	1.536534	2.918181	3.753774	-0.575048	6.350992	1.317115	3.162135	2.262267	7.091689
36	2	57	5.410434	-6.559141	-6.420565	6.797756	6.358829	-17.463973	4.958383	5.493573	4.352791	4.665220	8.834040	-1.230343	7.270687	-3.364064	6.862792	3.155647	6.173207	3.633155
36	2	43	5.410434	-5.336702	0.375738	0.165397	6.358817	1.976839	1.903827	-0.518949	0.410476	2.838400	2.983545	3.262816	1.934177	0.541568	5.161772	1.894599	2.158217	6.799692
37	1	100	5.970842	2.078817	7.001953	1.424653	-1.333154	7.007545	0.246246	-5.314776	-2.141683	0.217130	-0.666015	4.247063	2.603808	5.477274	1.236866	-0.402408	-1.783071	7.483551
38	3	30	9.644358	-0.280509	5.369083	7.199502	6.341365	-10.089019	6.819380	4.904698	5.190077	8.017270	3.950730	-1.377291	5.041522	-2.616150	7.853612	4.582826	3.445434	7.596811
38	3	16	9.644358	1.402620	7.258723	2.008193	2.497908	1.526022	5.132029	0.183129	-4.097286	5.274576	-0.597868	4.776863	-1.397465	6.093479	6.025658	4.582718	-2.513620	7.596935
38	3	54	9.644358	1.401538	5.888175	7.199356	2.498995	-5.398599	6.819380	4.065196	-0.151322	7.991682	3.897055	-0.944223	5.041489	1.471952	7.823477	4.582826	3.445378	7.596811
39	1	100	7.539460	5.399889	7.358456	0.854069	-2.561364	7.263967	2.478736	-2.013847	-4.302745	0.634978	-1.928240	6.496650	2.562889	6.540253	3.127533	1.908967	-0.246466	6.176499
40	2	86	6.007472	1.169726	8.731338	1.448604	1.196569	6.595097	0.632082	0.557400	-0.030340	1.282610	0.382334	5.601312	-4.411761	6.686298	4.351447	2.763231	1.620754	3.336542
40	2	14	6.007472	-2.005101	-2.857491	8.031077	3.109776	-7.118219	6.139048	6.591357	8.283472	7.749410	6.755902	-1.766645	0.995808	-0.063456	8.241901	6.236095	6.658140	-1.378251
41	2	95	7.037510	2.922604	4.475347	0.318736	-0.146532	8.912470	1.885197	-3.382729	-2.138643	0.458420	-0.341906	7.647316	-0.244174	7.339459	0.147572	0.389474	1.094785	6.205170
41	2	5	7.037510	-1.494215	-3.971857	6.911455	4.803812	-8.763040	8.098965	6.389524	5.060368	5.825173	6.285056	-0.045633	5.865826	-5.312081	6.740095	6.532405	7.181513	2.621113
42	2	45	3.641357	-12.278280	-0.269243	4.585042	5.803751	-10.574733	8.000401	3.267282	4.972399	3.555747	8.231723	-5.991397	6.243164	-4.160662	6.062664	3.943105	5.191449	6.794768
42	2	55	3.641357	-8.440684	2.554236	-1.285368	5.803751	2.912678	2.890490	0.415147	-0.639529	-2.540555	2.894184	0.586746	0.491373	1.096413	-0.324187	-1.808296	0.440749	7.330207
43	2	87	3.678492	-0.619833	6.834677	0.159408	3.485258	5.887781	0.622991	-3.541423	0.575338	0.569078	0.128698	5.029139	3.024241	5.996498	-0.200370	-1.689993	0.314960	6.293417
43	2	13	3.678492	-0.867671	4.278720	5.654458	3.938699	-8.764879	5.796452	1.265074	7.337480	4.270134	6.580105	-1.400461	7.456702	0.301767	6.191760	3.070456	5.151068	4.780136
44	2	91	4.896467	0.202988	7.169236	-2.396200	3.642404	10.233586	2.038805	-2.178717	-5.157320	-0.067584	-0.524036	6.728418	-3.245019	9.822340	0.694788	2.209867	4.645674	2.394663
44	2	9	4.896467	-5.859172	1.220110	3.909086	6.819942	-4.557350	8.230101	5.747642	6.608222	1.481006	5.303544	-5.725207	3.274230	-1.958834	5.686417	5.964255	6.508513	2.278075
45	2	28	6.597124	-2.006264	-5.223649	8.651390	4.696620	-15.092283	6.775137	4.468797	6.227313	8.679574	6.519969	-3.376997	3.839674	-2.176071	5.772005	7.652787	6.005305	2.377873
45	2	72	6.597124	2.435806	6.069083	3.198677	-1.206039	5.973736	0.864653	-4.401345	-4.744167	8.603971	2.299447	5.224114	-2.643003	5.705964	0.337711	4.903585	0.103010	5.859668
46	2	60	6.142021	-1.170327	4.643917	4.130779	6.271428	-6.236661	6.047501	6.410244	1.172426	7.640799	5.781553	-3.402183	4.759409	0.549056	5.677951	7.413845	4.000444	3.007619
46	2	40	6.142021	-1.104354	8.493966	-1.058864	6.260062	5.260944	0.360767	0.626617	-4.834166	6.675575	1.550937	2.957281	-1.175356	5.903132	2.378371	6.243261	1.638289	3.243201
47	3	13	6.282491	-4.035589	-3.524096	9.457044	6.808465	-8.319180	3.144827	6.443069	6.129012	5.495340	5.543212	-3.581372	8.104086	-2.343291	6.112002	4.736717	6.584311	0.922156
47	3	41	6.282491	-4.035555	-2.963044	9.025040	6.808465	-0.121824	-0.028614	5.623239	4.389708	1.474345	0.679059	2.166843	1.575188	2.639089	4.692396	1.721383	5.105626	6.430532
47	3	46	6.282491	-0.603612	3.850786	5.255486	6.409088	5.850556	-2.949542	4.365748	1.963893	1.474251	0.646880	7.416344	1.574429	6.660362	1.347007	1.436940	3.500142	7.072411
48	1	100	6.416056	1.923489	5.854764	-0.461578	2.568736	9.188655	-0.408857	-3.739616	-2.065299	0.959736	-0.194692	4.127573	3.622304	5.793350	2.091126	2.134347	-2.386390	5.387353
49	1	100	7.337947	0.482439	-1.971368	6.750001	5.480355	-14.080647	7.267588	2.511068	3.926204	7.077282	6.468805	0.165357	6.678560	-5.081377	1.640650	-1.324477	6.697759	1.113101
50	2	66	8.209546	-0.594220	-5.639048	6.679547	2.437236	-7.862185	6.275266	8.663955	3.954044	6.347661	7.140209	-0.710501	6.302483	0.724943	6.557446	7.347451	6.436601	1.942300
50	2	34	8.209546	2.985633	6.630597	2.217801	-1.322851	2.997753	0.129812	-1.326048	-3.857556	1.690174	1.710877	6.090000	-0.287336	5.257880	3.744144	2.150073	4.177224	3.965374
51	1	100	7.228250	-3.190748	2.732106	5.011911	6.180789	-13.283680	6.043496	7.436464	6.815219	6.982597	7.401072	-6.599893	5.248129	-4.088673	2.512509	6.384775	5.448465	1.484858
52	2	74	8.186393	1.788301	3.159862	0.411743	3.533327	12.819392	4.125422	-3.751078	-3.479197	1.342886	-0.201785	4.612553	1.401288	5.822492	5.646654	7.601569	-0.888648	9.222738
52	2	26	8.186393	-0.277333	0.407221	6.407175	4.664757	-4.516159	6.325865	3.506876	7.442485	7.112140	6.095838	1.298891	7.424432	0.422414	6.588279	7.634950	5.219971	8.163093
53	1	100	8.672640	-2.871405	-2.756531	6.933942	7.289509	-21.181581	6.206994	7.182317	0.086309	7.331258	7.893656	-4.898291	9.086168	3.125106	6.331903	7.182320	5.871722	2.368351
54	10	26	6.256287	0.442400	-0.080881	7.659466	4.504526	-9.414560	8.339209	8.477602	-0.144844	3.892289	7.964129	0.406175	6.617587	0.532765	7.751731	6.161892	4.909243	3.620432
54	10	2	6.256287	1.738012	3.886895	4.620947	0.575182	1.169066	6.660046	4.845747	-3.739476	-1.017333	2.753634	6.759353	5.517054	4.585421	4.833652	5.831642	0.101457	6.704555
54	10	11	6.256287	0.442462	-0.076314	7.578104	4.504311	-1.187095	7.598316	8.217122	-2.827323	-1.017333	2.754152	5.468468	5.548374	4.556958	7.602678	6.161886	0.141381	6.704555
54	10	1	6.256287	1.738717	3.942097	3.778458	0.575545	-0.208624	6.464799	4.608788	-3.926154	-1.017333	2.753624	6.784768	5.516658	4.587864	3.576813	3.101304	0.100700	6.704555
54	10	1	6.256287	1.737708	3.879782	4.524358	0.575464	1.325560	6.622277	4.810234	-3.814786	-1.017333	2.753632	6.771228	5.516886	4.585720	4.650203	5.854306	0.100921	6.704555
54	10	2	6.256287	1.737279	3.877327	4.229080	0.576230	1.531940	6.489667	4.699007	-4.010208	-1.017333	2.753627	6.788071	5.516655	4.586925	4.095415	5.476723	0.100237	6.704555
54	10	1	6.256287	1.738720	3.911641	4.810320	0.574857	0.552850	6.703232	4.902267	-3.603045	-1.017333	2.753639	6.715116	5.517700	4.585496	5.190575	5.532285	0.103608	6.704555
