1	3	-1.603119	-28.092729	-13.646157	-45.918004	-31.018261	-28.496277	2.537977	-27.913986	-24.535555	23.946086	-26.067470	-33.662718	-23.118826	4.280201	1.588574	20.289246	-19.851860	-13.564019	-21.724892	-7.963417	-34.836429	8.505631	-25.690123	16.529702	-22.932666	22.514131	20.535884	-43.699146	-41.416696	-26.602812	-25.308900	-32.089570	-7.787908	-15.702721	-0.441079	-7.721215	-14.835626	1.398155	6.168401	11.752461	-2.458048	5.651564	-6.966898	10.035244	0.941511	-10.059234	-27.052859	-29.590231	-18.710351	-5.980369	14.485612	13.899935	-5.532629	-14.417223	-33.646314	-6.440035	-11.469476	-3.916614	-6.725022	-25.141484	-1.742874	-11.977373	-10.090167	-1.334755	-8.316442	-8.105056	-19.355957	-1.187986	-1.249671	11.587659	5.490278	15.144284	-1.316707	5.506663	18.016640	-36.028144	21.170671	17.075211	0.593738	-33.289114	-21.873575	-32.195551	2.305281	14.489360	7.613307	-5.530488	10.298818	-49.311966	-9.587686	-20.252360	10.780723	-32.889018	-53.327798	16.950363	5.520304	12.600478	4.945592	3.291420	-14.063198
2	3	-25.521887	5.148612	1.127579	16.214283	5.303472	4.127119	-5.170109	8.989259	9.342436	-41.894307	21.679382	16.008721	8.771942	-42.169982	-21.717657	-30.449766	5.535733	6.545197	11.626189	-5.296276	12.530947	-41.946018	-9.974093	-14.540967	13.118818	-43.433184	-55.645066	19.835406	11.290315	13.844402	10.344451	5.101688	-1.328551	-2.449657	-33.897703	-17.093234	-47.889570	-31.553177	-37.178031	-2.342791	-28.097994	-34.854329	21.494382	-29.624719	-25.973503	-31.793863	1.888484	5.508129	24.054600	-34.646706	-18.570922	-25.844022	-9.469529	-45.308991	6.118263	-27.757610	18.577080	-34.140913	17.089871	23.618639	-37.923191	-39.348211	-38.536694	-28.469684	-26.384720	-1.686510	-22.605595	1.039627	-12.606919	-24.945506	-0.699896	-8.769329	11.087677	-3.350128	-3.979205	-7.217133	12.178348	-1.191504	-13.672415	-7.003795	-28.623601	-3.529548	-24.147748	11.677876	9.667990	-10.100848	-20.609040	-16.793111	-17.857817	-0.841109	-5.962480	1.791002	-13.430400	-15.210159	-18.277167	-11.975834	-12.894383	-25.172640	5.221265
3	3	-14.691025	6.823277	1.071469	14.918407	5.653768	7.652263	-5.972011	8.159404	7.931676	-43.115591	22.334705	14.701166	7.696414	-33.256703	-25.044946	-40.415559	6.122248	14.055965	10.271243	0.794441	14.619960	-31.400720	-0.101802	-21.877278	12.271868	-33.018304	-47.197779	22.118330	15.904615	14.083141	9.658927	8.825672	-8.462631	-0.169622	-32.144466	-19.450244	-42.407548	-36.017298	-35.268084	-7.589697	-26.447941	-28.187939	24.318146	-32.151794	-34.745410	-23.771493	9.186795	8.961990	14.776145	-26.805996	-16.427685	-25.390782	-1.927705	-40.796094	17.656694	-23.866406	15.388057	-35.590543	19.266356	20.921267	-39.263164	-38.555941	-32.791863	-24.018509	-25.315306	-2.583148	-14.232122	-5.317695	-11.048957	-17.212930	-2.688329	-7.932705	21.661319	0.222722	-4.174703	-4.501966	5.669509	-9.214003	-12.047413	-8.827874	-29.641247	-12.711207	-27.504774	14.992427	6.715000	-0.164307	-20.160580	-12.991787	-6.382436	-1.432459	-8.413642	6.085639	-6.313066	-6.847794	-20.639934	-15.461438	-11.136832	-28.487908	2.458838
4	3	-3.231952	-32.443149	-22.132015	-36.709814	-23.014974	-33.868939	4.722121	-25.791446	-38.890906	21.703496	-19.710585	-39.630427	-20.982908	-0.147336	-0.476660	12.708744	-26.313999	-12.115956	-19.678398	-7.092559	-31.062273	2.395622	-17.562982	17.304816	-30.063384	17.952415	13.334989	-37.281449	-33.579937	-33.180034	-16.173820	-34.575452	-4.448149	-17.483769	0.273250	-3.504377	-10.992775	2.392146	-11.029729	9.708712	1.647632	-6.650482	-5.837023	13.034462	-6.324029	-15.290931	-19.382699	-37.271553	-30.503947	-7.243901	12.845426	11.097135	-6.046588	-6.020525	-27.815470	-11.127375	-7.560264	-4.927359	-3.879884	-14.855646	-9.061207	-17.144205	-17.499518	-5.984442	-19.974200	1.960018	-23.106870	9.320318	-0.136564	14.689107	12.091695	6.857485	-3.765539	9.127270	10.659683	-39.603910	21.988989	13.148507	8.390346	-31.912085	-31.558855	-44.583243	7.539655	12.837007	10.795235	-5.454305	13.112968	-43.093585	-11.908616	-21.951550	16.034171	-39.783920	-58.768380	17.093031	10.291328	14.103830	6.944461	5.664710	-1.954322
5	3	5.966598	-28.977622	-23.759570	-47.808189	-27.041699	-39.660015	-7.030616	-27.582672	-31.140792	15.603567	-33.407550	-37.943903	-24.619912	10.104767	2.144352	18.167986	-20.225685	-23.785264	-23.646481	-2.052159	-46.501305	17.340944	-15.983111	16.194429	-33.573095	20.066166	21.768869	-44.786453	-31.577226	-37.603074	-24.171020	-20.949451	-1.293385	-19.145121	6.781893	2.086788	17.038899	10.491304	7.253688	-5.653845	12.587497	13.883554	-48.263330	23.649025	16.488255	6.200813	-30.776744	-20.457178	-38.897602	9.739865	8.942739	14.464400	3.943221	18.700216	-29.184525	2.367205	-30.864828	14.978730	-34.482954	-50.648583	16.693526	18.267651	14.449755	6.488155	9.306711	-14.207873	-11.733968	-0.655090	-6.704969	-14.155892	0.800981	-13.290989	15.380634	2.174773	-4.949139	-9.036593	8.485349	-9.698055	-13.504940	-13.954907	-31.692608	-19.099280	-8.228319	10.360218	14.808021	-2.087305	-18.361594	-16.930174	-2.369206	-6.312857	-5.216580	-1.338271	-13.878836	-11.879478	-14.800792	-16.145070	-14.352922	-20.510213	-0.194790
12	3	-23.783352	7.379691	5.283363	15.193383	10.668908	13.010258	-11.056525	10.214044	10.335177	-45.179270	16.216691	15.414316	6.023930	-38.169032	-24.139214	-40.339422	6.393707	9.992348	9.385895	1.992030	19.475407	-39.029306	2.499667	-28.460461	17.667706	-33.179111	-54.124551	18.741967	13.635141	11.919637	6.291767	7.340088	-8.885716	-3.017844	-37.386085	-18.956592	-50.682140	-27.126418	-32.621893	-2.783311	-28.697905	-36.103960	25.882023	-27.111497	-34.445852	-21.676623	4.073858	1.655882	18.429151	-35.150679	-17.619804	-15.710443	-6.775555	-45.471903	11.262031	-29.767975	16.577449	-22.061142	20.850111	14.298982	-43.188774	-38.492341	-31.583977	-28.432560	-26.008111	-9.146855	-16.901031	-5.557591	-9.623301	-18.693230	1.996289	-3.574198	10.308665	-0.848537	-5.879343	-2.972448	9.627265	-4.036426	-10.904672	-13.069805	-34.687851	-14.312474	-19.367389	13.075404	7.621733	-4.670285	-26.547532	-22.762747	-14.539159	-0.321626	-4.316510	3.634556	-15.362823	-15.608954	-25.852294	-22.030067	-15.384146	-24.644930	-1.741088
13	3	-1.993035	-37.027780	-19.133386	-49.846538	-27.416779	-44.807236	-7.458270	-31.154052	-30.265133	20.641609	-32.886656	-33.422400	-21.235720	1.514246	6.256764	14.791474	-30.712990	-19.523221	-21.828688	-5.670871	-46.527653	10.229526	-30.714832	16.694900	-33.696857	19.576758	21.848509	-48.766164	-37.537496	-34.530745	-35.565543	-30.388382	4.587249	-17.998933	0.893182	-9.237220	5.283754	0.337166	7.758845	1.477454	1.264502	19.159395	-47.968722	17.569359	5.654899	4.096424	-34.589805	-24.334855	-37.876693	1.480880	13.604710	12.049950	-5.660868	13.361797	-44.871490	0.890650	-14.978943	9.093783	-25.638239	-51.112985	17.659650	8.129070	12.756707	-0.269543	1.795182	-10.868438	-13.444666	-2.068683	-18.570172	-21.486062	-0.259864	-15.706693	15.369055	-2.175921	-2.360816	-8.802573	5.923956	-8.976233	-10.407516	-16.326844	-26.611807	-18.755596	-19.002301	13.603037	5.397294	-5.660868	-25.222438	-30.798828	-10.773979	-1.591223	-8.431770	4.160338	-10.320933	-13.630888	-18.864795	-24.128241	-16.969718	-29.553039	4.410342
14	3	4.397593	-32.656687	-10.947755	-43.409573	-18.595131	-31.879159	-11.826355	-22.988837	-29.856158	17.935261	-20.958577	-28.581603	-20.569737	12.903594	4.744447	18.557415	-25.025554	-19.691998	-26.932937	-2.591010	-41.342673	13.763969	-30.472430	16.361296	-26.617121	18.460141	21.700054	-47.291041	-37.839063	-37.481472	-17.883528	-27.303518	-6.969147	-24.142118	1.130600	-3.098808	12.727423	2.983830	5.919892	-0.707314	7.324064	13.195093	-38.938263	25.918756	11.718204	0.361745	-25.282300	-29.578947	-29.993339	3.968855	9.137692	11.145579	-1.836720	9.097091	-47.142605	-7.879814	-16.831288	9.641518	-38.507895	-58.680940	19.575953	11.601077	12.184564	-1.258693	5.609118	-9.309190	-13.690315	-6.091623	-17.012853	-22.450859	-2.508979	-7.549276	15.878280	-3.773935	-12.360374	-7.642945	10.931913	-11.918554	-15.447553	-8.966887	-35.395613	-15.000241	-24.916105	9.115129	5.337671	-1.834349	-21.397699	-23.231700	-15.683587	-0.776440	-2.007870	3.288844	-10.385669	-18.732388	-20.942073	-25.368583	-13.393727	-34.063782	0.800944
16	3	-1.999432	-35.500650	-19.020624	-51.279790	-35.903383	-45.288221	-1.929926	-26.959983	-35.852506	28.185058	-32.140858	-42.153373	-26.955318	3.571976	2.127396	17.210454	-31.937124	-21.011184	-18.188810	-5.162561	-37.000446	7.395125	-25.898238	17.409439	-25.615248	19.715914	13.513050	-40.953316	-34.981560	-28.568320	-22.603366	-28.288234	-4.793000	-17.583399	-22.073130	-23.983177	-44.762844	-23.658731	-28.653079	1.078134	-18.012138	-25.620204	11.969427	-6.801175	-30.260219	-12.171790	-6.686186	-14.710118	-1.456526	-28.613276	-11.080927	-8.247248	-8.931890	-27.591250	-8.580144	-8.755482	11.736345	-17.782820	17.024844	-10.046520	-25.699308	-34.867835	-28.026958	-17.322685	-30.818602	-10.493035	-10.741693	-27.939310	-23.934710	-46.129574	-23.984829	-30.410168	1.003969	-24.380973	-29.458451	24.416553	-16.435793	-30.901431	-12.210434	-1.839934	-4.024960	9.475998	-28.616437	-16.840909	-13.210199	-8.931771	-28.126611	-1.842712	-14.006690	13.796486	-17.783624	19.654693	-1.508739	-32.169338	-34.971917	-25.775135	-20.760506	-30.854341	-10.355640
18	3	-2.754138	-30.966857	-19.901985	-54.505395	-30.844994	-44.161730	1.588927	-26.486231	-37.045028	24.764309	-28.481482	-42.002467	-28.537792	12.187391	1.568353	13.988602	-29.929387	-18.025812	-17.866754	-3.754729	-52.710237	8.470297	-25.174755	16.741717	-35.775350	18.704595	17.141530	-39.578819	-37.530359	-32.095432	-29.171424	-27.539714	-3.356091	-15.758005	8.434615	3.252257	14.845262	10.405396	9.745601	-1.005836	10.394534	11.699909	-41.336777	19.505460	18.078488	5.757706	-42.180299	-24.339950	-37.150141	8.819763	9.245104	15.599714	1.095539	15.656373	-35.551480	1.691248	-26.236833	12.153037	-38.656010	-52.373991	20.228389	14.185124	10.263262	5.665617	3.516509	-6.324390	-13.415218	3.330193	3.220405	-4.728776	4.587689	7.376019	5.934613	3.754275	5.180424	-25.164602	12.105807	6.114445	-5.079902	-34.501245	-29.194501	-30.341106	2.142541	9.291191	21.906228	1.095522	0.707221	-29.292557	7.196529	-21.315274	-1.038303	-16.035292	-32.118689	3.905170	0.143601	-3.864711	-0.186185	-3.854526	-8.724765
