1	2	42	5.416739	-1.044849	0.279645	0.388286	4.076962	3.019916	6.073781	2.026068	-2.440862	0.866469	5.571620	-5.076624	1.503260	4.500509	-0.949934	0.246259	8.431702	6.687165	-4.774123	7.527631
1	2	58	5.416739	-7.808220	4.360656	6.575461	7.327832	-1.956163	-21.976189	7.382988	3.425349	6.789061	-0.993528	1.151152	7.468252	1.633393	3.587879	-1.454533	2.712560	0.914577	-5.759831	7.527795
2	4	57	7.834337	-2.252952	3.568504	5.825102	6.370017	-3.694847	-15.939985	4.117422	8.598459	7.459043	-0.422532	6.349504	2.808786	-0.728723	7.158998	-2.653319	-0.023787	5.748743	-4.278127	6.687330
2	4	17	7.834337	1.489991	-0.249119	5.658972	-3.311213	1.731658	-7.916084	4.117421	8.598459	7.446038	-0.422527	6.322960	2.806044	-0.721529	7.158998	3.603364	-0.023787	5.750052	7.079596	2.256963
2	4	11	7.834337	3.231047	-8.606192	-0.135985	-10.271302	7.525082	10.768416	1.137971	3.389634	1.333609	5.063066	0.689637	-3.149535	5.895680	1.270734	4.906529	1.549425	8.349678	7.855944	-0.529185
2	4	15	7.834337	3.229895	-2.987352	1.154373	-3.966770	2.897911	-1.458388	4.107082	8.598131	6.619039	5.059986	4.978343	2.585459	5.261614	7.158998	4.157128	1.537459	6.034638	7.855815	-0.527783
3	3	80	6.545732	-2.056241	7.228876	6.877983	2.903158	-5.067520	-16.680685	7.429795	4.955021	6.686918	-0.314491	6.491207	5.767261	-1.901131	8.171556	-2.263928	0.155303	-0.181406	3.849650	2.634137
3	3	11	6.545732	2.227396	1.161395	1.068836	-7.864854	4.538224	5.706107	1.972011	3.061929	0.400893	5.759755	4.124970	0.081542	6.534075	8.171553	5.017540	5.894763	1.236565	7.142298	1.273372
3	3	9	6.545732	-2.795421	7.230671	6.878055	4.342229	-5.567529	-22.675429	7.429795	4.955021	6.686918	-0.314491	6.491364	5.767261	-1.901307	8.171556	-4.851737	0.155310	-0.181406	-1.045315	5.569192
4	1	100	1.679505	-12.620147	6.919645	7.092414	6.696253	-5.063256	-22.975539	6.254992	7.102795	8.201704	1.267229	9.021989	6.508063	-5.345331	7.487111	-1.329895	2.486849	4.971727	-7.415610	9.179023
5	5	43	9.575191	-4.098435	6.499746	3.765387	5.656638	-4.994834	-17.507848	7.429022	7.998724	6.714583	-0.056413	8.237711	7.176114	-2.152453	7.637706	-4.406956	-0.227122	3.978597	-4.192285	8.760380
5	5	23	9.575191	7.267377	-3.442761	-8.440458	-8.746642	5.893814	13.899844	0.937097	2.581725	1.264751	5.969190	3.377027	0.884338	8.324780	1.882730	5.900779	6.330078	6.623890	7.053699	-1.634873
5	5	10	9.575191	4.909735	2.427327	-2.169566	-2.668890	-0.419994	-7.715880	7.429022	7.998721	6.701197	1.404351	8.237711	7.176114	3.039116	7.637706	2.830922	-0.227103	3.992295	7.053626	-1.568690
5	5	19	9.575191	4.929514	-3.442756	-8.424732	-5.048179	5.893811	13.306822	0.937097	2.581729	1.265771	5.969182	3.377027	0.884338	8.324780	1.882730	5.900776	6.330076	6.623881	1.707939	5.039525
5	5	5	9.575191	1.191630	-2.164441	-2.507193	-0.522001	5.196697	9.770740	0.937097	2.582781	1.297474	5.968931	3.377027	0.884338	8.324444	1.882764	5.743358	6.330015	6.623587	-2.889111	8.611909
6	2	26	4.912499	3.331576	-0.993816	-2.109586	-10.198816	6.623500	10.802985	-3.552772	1.867301	-0.856494	6.198463	1.680398	1.283539	6.847695	-1.528652	6.190053	3.271144	7.308551	4.170961	-1.324764
6	2	74	4.912499	-8.084178	7.978011	6.408954	4.825764	-0.620847	-8.146976	2.645071	7.773085	5.669827	2.879103	7.760324	6.175823	-2.917674	3.198388	-3.724387	-2.565044	3.270446	-3.218938	4.051514
7	2	64	3.849247	4.134492	-1.460674	-6.451136	-10.336420	6.270540	16.660638	-1.739123	0.468665	-0.018004	6.936916	-0.267728	1.991107	7.801046	0.568476	3.858635	6.438065	6.701557	8.255157	0.227433
7	2	36	3.849247	-5.386509	7.867760	4.736595	3.764737	-5.612668	-18.180033	4.480187	6.710252	6.605820	0.647076	5.342854	5.720517	1.771876	0.596813	-7.397869	0.623624	0.099110	-2.081487	6.854789
8	3	22	5.133433	4.708316	-2.984932	-3.804084	-11.301937	7.977146	15.947811	-0.393354	1.235095	0.140978	6.307731	-0.801051	3.406479	5.734654	0.918407	5.670314	6.236206	5.205112	6.760927	-4.232746
8	3	59	5.133433	-12.131877	6.828045	7.238121	4.977727	-0.752136	-19.820284	5.657927	7.056431	5.687697	0.065845	5.015043	7.185313	-5.150587	7.326772	0.171409	4.318077	0.219187	-2.959361	7.355675
8	3	19	5.133433	-3.263180	2.100497	1.105547	-0.835828	5.794438	6.380100	-0.393025	1.235099	0.144772	6.307731	0.873327	3.406480	5.683100	0.918407	5.668792	6.236206	5.204875	-2.724326	7.354806
9	4	29	8.837127	-6.094023	6.212203	8.026403	5.867518	-3.343229	-19.676932	7.640692	7.019429	5.939791	3.835650	5.805772	4.730175	-4.418822	6.137452	-4.299113	0.187703	3.071535	-3.872151	6.662099
9	4	55	8.837127	6.712088	-1.985315	-4.648009	-10.967804	3.427812	13.344700	2.927076	0.556300	2.145936	8.331518	0.897007	-1.784837	7.429193	1.307580	2.767935	5.683912	8.029025	7.952761	-5.583853
9	4	13	8.837127	6.635402	0.054981	1.894261	-4.417724	-2.517817	-6.633183	7.640692	7.019429	5.939791	3.835650	5.805772	4.718407	1.587117	6.137452	-1.227753	0.187703	3.071535	7.952760	-5.558282
9	4	3	8.837127	0.015755	6.164435	8.023909	0.621906	-3.335676	-9.723226	7.640692	7.019429	5.939791	3.835650	5.805772	4.728789	-4.417895	6.137452	-1.259285	0.187703	3.071535	7.881475	0.259415
10	4	9	8.224730	-2.511186	5.779356	4.386228	4.586561	-0.241674	-19.797178	5.798661	6.570395	7.419467	1.817234	3.248857	8.569557	1.855405	4.569909	-4.548272	0.893509	1.074661	0.782279	7.670098
10	4	53	8.224730	2.634909	1.311479	-5.447092	-11.593358	5.636090	15.514291	1.943756	0.013136	3.095329	6.718257	-0.883533	2.029702	3.822123	-1.965625	6.391557	6.155146	5.461288	9.005133	0.049112
10	4	36	8.224730	2.439243	4.590930	-1.173825	-4.902428	5.065257	-9.370612	5.798660	6.570395	7.419467	1.817241	3.248853	8.569556	3.772836	4.569909	6.224840	0.893509	1.074661	8.975865	0.169960
10	4	2	8.224730	-2.221595	2.631726	0.320982	-1.848356	0.303588	9.622462	1.943854	0.013136	3.095813	6.718224	-0.883500	2.032084	3.806429	-1.965625	0.585038	6.155133	5.461174	0.782306	7.642620
11	2	95	8.442260	-6.256023	7.306881	6.698672	6.862703	-3.321651	-25.873010	7.531356	6.635525	6.211611	0.626676	5.245203	7.185327	0.302732	9.608301	-5.577101	1.129253	0.316155	-6.740768	7.923021
11	2	5	8.442260	2.904406	-1.447563	0.851558	-3.130525	7.413198	10.611166	1.602801	0.298035	0.741565	6.750682	-0.431615	1.788536	4.320411	6.528881	5.726870	5.737899	4.990635	5.629270	-1.243802
12	1	100	4.280125	-7.456187	6.884618	7.030230	3.632209	-5.975855	-19.829288	5.581200	5.869099	8.889008	0.158883	3.700893	8.569575	0.718071	8.388647	-5.174428	3.505809	2.026032	-0.569439	6.976894
13	2	79	5.750640	3.078098	3.965390	3.895752	-2.908342	1.053896	-13.543237	8.681255	7.665747	5.216263	0.973983	7.337231	6.116341	0.658619	5.760758	0.913263	2.292425	2.075982	7.752001	-5.246878
13	2	21	5.750640	4.933603	-3.096244	-5.172884	-8.814650	7.277472	9.962731	4.471655	3.163272	-1.240958	6.005265	0.705248	0.704497	5.954500	3.789283	6.453469	6.799843	8.588248	7.752001	-6.388627
14	4	30	5.037837	-3.304735	6.781467	7.832648	6.842940	-2.821692	-21.692730	6.925362	4.967431	4.862447	1.177917	6.350771	6.964875	1.262036	5.506451	-5.226337	0.887739	3.682944	-2.648632	6.177807
14	4	39	5.037837	7.849104	0.697305	2.363965	-2.817962	3.318755	-7.198800	6.925362	4.967431	4.862447	1.177917	6.350721	6.964865	6.839085	5.506451	2.551824	0.887739	3.682944	7.838030	-2.971338
