1	1	4.924765	1.436419	6.166801	3.604557	7.938075	-1.076978	1.105414	-0.797755	-2.217138
5	1	7.543904	9.227133	8.033375	6.579066	5.615531	-2.848129	1.231527	-5.114360	-5.382343
14	1	7.908237	4.178021	8.132324	5.436581	7.847081	-6.377004	-0.234860	0.550358	-3.563025
16	1	5.772833	-5.995547	-10.121161	-5.909858	-9.386011	5.962533	5.869543	5.475614	7.089048
17	1	2.793415	-6.548296	-3.062351	-5.469590	-3.641496	6.192519	6.134031	9.074357	6.986845
20	1	0.912803	-10.088505	-3.165772	-10.877486	-7.289513	6.619247	7.561800	6.287603	7.176056
22	1	7.547359	9.357010	7.346952	6.514520	6.310793	-2.313154	1.984418	-4.998882	0.909561
25	1	8.211520	4.881927	8.651936	6.476946	8.631526	-5.164980	0.747664	-2.263434	-3.610803
28	1	2.960173	-6.128912	-2.304517	-6.117261	-7.745720	7.725801	6.176063	5.872483	9.341833
32	1	8.380392	-3.449167	-1.520808	-2.700666	-5.259928	6.411676	5.968650	8.282691	5.584805
33	1	7.315855	3.813600	6.272574	7.435702	8.946613	-3.147255	-0.051031	-5.440181	-5.683814
42	1	4.258275	3.252983	4.819337	3.850143	6.240912	-6.791405	-2.613584	-8.944090	-1.533775
45	1	7.894418	6.413227	5.725090	6.858234	7.639435	-8.240019	0.549339	-3.902190	-5.390125
51	1	6.428733	-8.803701	0.705824	-6.625969	-9.012418	5.878891	7.204659	6.119852	6.316530
55	1	6.275658	-5.903408	-4.924677	-11.140164	-6.398448	7.553163	7.323829	8.153477	6.285059
63	1	4.671576	-9.866861	-5.585746	-8.193449	-10.817705	6.799532	6.609058	9.236796	8.788301
67	1	4.179806	-7.886858	-4.637663	-2.715583	-6.104729	2.053401	6.019449	6.861675	7.234380
70	1	5.627358	3.739547	4.822881	3.258999	6.669910	-4.328957	-2.467666	-6.356976	-5.015372
72	1	9.283763	4.787758	6.481573	0.254978	5.797037	-5.120099	1.894614	-5.027067	-7.980893
75	1	6.497120	4.321697	7.728060	3.617306	7.647327	2.163216	2.295714	-9.855120	-5.035494
77	1	5.197749	-6.877209	-0.368150	-6.519630	-8.542583	5.955158	5.731431	1.814312	7.356126
78	1	4.854009	-15.020904	-4.470401	-8.300150	-8.935529	5.964531	8.822334	7.510235	7.899013
84	1	7.115916	-4.041107	-1.656319	-10.095644	-10.084732	6.997689	6.645724	7.050158	5.518672
86	1	7.528445	-5.465093	-1.896102	-5.753592	-12.481635	9.456608	7.251688	6.084197	6.897638
89	1	8.358148	5.646602	5.700706	6.968429	5.985112	-1.548344	0.329655	-7.287901	-4.877423
97	1	3.611233	1.220045	5.924206	4.264037	8.577380	-1.691920	-0.021943	1.178013	0.311703
98	1	1.969098	-13.157165	-1.542288	-5.502333	-9.294430	8.945459	6.496685	8.123435	7.764854
