2	2	6.349764	0.122736	-8.574079	-3.831921	4.920610	8.477089	0.569316	-0.346084	6.349764	0.118002	-2.326611	1.631535	-2.619601	6.845383	6.053431	-3.705527
3	2	7.387554	-0.546763	2.847959	1.789910	6.686119	1.946966	1.930349	1.876162	7.387554	-4.566394	6.567928	6.730144	-7.820761	-1.086536	6.728898	5.023284
4	2	5.367550	-7.746894	6.382936	6.312821	-8.057046	1.486901	4.502254	4.387430	5.367550	1.424999	-2.618080	-5.832998	6.478559	7.726895	-1.383365	0.647684
6	2	7.634830	1.875139	-1.977764	1.576333	-5.969882	8.445693	7.534497	-1.004473	7.634830	0.690681	-8.553552	-3.614541	6.635386	8.448070	1.178668	4.987601
7	2	6.919478	-1.508626	6.395359	7.848111	-12.538385	4.994575	6.586810	1.862810	6.919478	1.117072	-1.191563	-2.461009	2.427572	7.894484	0.419149	1.307636
9	2	2.986758	-1.835520	4.808424	5.259691	-16.677993	1.350020	7.209095	1.153606	2.986758	0.592025	-2.405115	1.373937	6.416137	7.774916	2.130889	-0.974743
10	2	8.457881	1.572958	-1.359118	-1.400343	8.555996	8.086874	1.383372	0.945965	8.457881	-4.111991	6.637928	6.579977	-12.082742	2.264634	6.720200	4.405151
11	2	6.181861	-7.442186	5.357054	7.542890	-9.883817	4.160568	6.329288	5.654222	6.181861	-3.252787	3.042112	1.316525	3.185987	6.571503	1.202000	4.228671
12	2	4.013623	-1.787333	-0.950691	-1.455789	2.657483	3.948997	-1.091884	7.097157	4.013623	-7.837209	7.609745	6.580726	-12.101958	1.316748	2.912917	4.093771
14	2	6.475380	2.016343	-2.081524	-5.267334	5.750703	5.191843	2.375814	3.367419	6.475380	-1.701361	8.176906	4.944350	-7.494413	1.037958	6.658046	4.559008
16	2	6.930056	1.395502	-4.527583	-4.849096	8.147747	5.778813	1.643003	2.525776	6.930056	2.248883	1.040424	1.185632	-3.494758	5.778624	6.844763	-2.083756
18	2	6.637313	0.481498	-1.647202	3.719424	8.127207	4.262303	0.136756	4.751158	6.637313	-3.811167	4.799865	8.392960	-7.656264	1.075187	6.390923	1.839834
19	2	5.041860	-0.985562	-0.329748	-4.060079	3.216665	4.812072	-1.115349	6.333777	5.041860	-2.509867	6.498217	0.061842	-3.142263	4.811973	5.007889	2.724182
20	2	7.673162	-4.292691	4.972446	8.276836	-11.405827	2.889773	6.382068	2.863820	7.673162	-0.115222	-1.451814	0.785968	5.660634	6.407800	-0.048164	4.038720
21	2	6.132954	-6.574150	8.283886	7.509319	-13.558143	0.075083	7.297786	5.981437	6.132954	-0.359193	0.845328	6.260800	1.961119	0.075103	2.512271	6.770701
22	2	5.012186	-4.908659	9.843113	6.178404	-11.265778	0.358602	4.017157	3.677705	5.012186	-1.101105	-0.086246	1.547731	2.170169	5.757578	1.245560	2.762831
24	2	6.230591	-1.501505	7.150488	6.230190	-12.717906	0.699276	7.377156	7.367240	6.230591	1.347123	-1.101558	-4.072457	6.963387	7.282505	3.179094	3.565755
30	2	4.587469	0.354749	-0.256977	6.432345	-7.255160	3.395091	5.602148	-0.327275	4.587469	-0.024282	-4.220133	1.196852	3.292854	7.321608	0.914910	2.874875
32	2	8.930521	1.149707	3.337784	1.405924	-7.841536	6.114503	6.631567	-4.097353	8.930521	1.234664	-3.078483	-2.135229	5.040895	6.402790	0.043649	1.429297
35	2	6.657245	-2.724151	-1.976364	-1.595911	3.883567	4.535025	0.008223	3.844774	6.657245	-2.509862	2.130338	4.219088	-5.270443	0.957287	4.847005	3.166950
37	2	9.240106	1.514964	0.584570	-0.051810	-2.898109	6.532352	1.484080	3.103432	9.240106	1.857597	-2.366283	-6.023769	3.306289	6.532352	-0.106406	3.103432
38	2	2.865328	-1.958381	2.897827	7.325345	-4.466948	1.716972	5.729931	0.453632	2.865328	1.317973	-3.682262	0.111000	8.379929	7.996304	-0.627847	-0.186816
39	2	6.058967	-4.404683	5.654676	1.714996	-7.210340	2.471452	6.081066	7.141409	6.058967	1.899810	-4.488178	-8.376434	6.771287	6.715550	-0.261001	2.535585
40	2	5.870782	0.953451	-0.599239	-0.577525	7.251328	6.985380	-2.491500	-0.249994	5.870782	-2.670165	3.885662	6.297470	-10.887510	1.868357	3.257714	4.639487
43	2	6.332031	-1.091637	0.169993	6.575766	-11.872856	0.834720	7.337823	3.719565	6.332031	-4.339291	5.642732	7.961395	-17.335551	0.683784	7.337823	3.719597
45	2	6.786536	-2.591062	9.312485	0.185269	-8.492040	-1.671523	6.614482	2.687177	6.786536	-0.791784	3.003990	-5.203372	3.470145	4.460299	0.941279	4.713919
47	2	4.262036	-0.447349	5.068826	0.569524	-10.962206	7.014621	8.678597	-5.842720	4.262036	1.015443	-2.133353	-4.915854	2.962181	7.020127	4.586926	-1.234758
49	2	7.718148	0.693982	1.584594	5.423063	-7.806047	4.040104	8.384298	-3.171660	7.718148	1.788914	-1.359027	-2.804381	7.342453	5.846861	2.762691	-2.794046
50	2	7.364751	0.444596	-4.880073	0.114610	6.961764	6.983194	1.630879	-0.407105	7.364751	0.417743	1.730485	6.617634	-2.581825	1.031730	7.150131	0.275730
52	2	7.815736	-2.137653	4.689002	4.472505	-6.802668	2.221557	5.498771	-0.703191	7.815736	-1.008232	-1.110259	-1.400155	6.484047	6.486921	0.573967	-2.823687
54	2	9.127750	-2.538547	6.209190	2.357765	-4.205838	0.855841	5.016512	2.052309	9.127750	0.037174	-2.750663	-6.546575	5.774019	7.331710	-0.812613	5.955705
58	2	6.662903	-4.999279	9.070583	6.604433	-11.308935	3.127141	7.403905	0.446147	6.662903	-0.474519	-0.037033	1.255948	5.119192	7.078571	3.468614	2.270164
59	2	6.804265	1.415322	0.415276	1.792237	-0.783094	7.053205	7.140257	-3.883980	6.804265	1.405259	-4.528539	-3.240193	4.269104	7.262382	3.936530	-1.145632
71	2	6.645488	-0.724098	3.441235	0.411512	7.201873	6.967747	1.070260	0.898235	6.645488	-0.764869	7.377011	6.337267	-8.415949	4.809202	7.019341	-2.161126
73	2	7.022545	-2.122907	5.689189	5.391947	-6.105673	3.783169	6.296773	2.860655	7.022545	-1.998586	5.119525	-1.364544	5.791841	7.697645	0.567163	2.457160
76	2	8.293646	-2.094272	6.718976	2.324814	-4.751335	2.482336	9.110805	3.782614	8.293646	-1.828001	5.252901	-4.642278	4.860875	2.552291	3.193989	7.092495
79	2	7.065523	-5.586150	5.643678	5.989415	-11.378617	-0.561952	3.856350	7.606827	7.065523	0.319084	-1.323741	-2.757122	6.663325	3.860709	-1.344231	1.120716
80	2	6.638631	-2.339816	6.524509	4.904715	-12.412668	6.629470	7.262291	-3.254117	6.638631	0.072080	2.262834	-4.565527	2.774748	8.659108	5.883564	-4.314628
81	2	7.540089	-2.997800	0.763636	-3.119806	4.622008	5.257574	4.838989	4.818022	7.540089	-4.383369	6.168330	3.306809	-11.091821	4.383306	6.206817	2.338634
82	2	6.505303	1.142979	-0.997240	2.752422	-9.014011	5.422707	4.710997	-2.505594	6.505303	1.405748	-7.618795	-2.734151	2.766497	5.649333	-1.301388	2.362797
83	2	6.290028	-6.350436	6.341228	5.173487	-11.764515	3.238467	5.027511	4.505635	6.290028	-0.076494	0.214824	-1.725430	5.488553	7.760786	-1.307310	0.264078
84	2	0.915033	-6.283593	3.632820	2.409898	0.863129	5.967661	-2.113464	5.770705	0.915033	-6.894272	6.961065	6.582029	-9.383227	0.353361	2.173927	8.108365
87	2	4.747004	-0.103901	-1.261453	-0.490973	7.932327	7.686689	-0.766669	2.142053	4.747004	-8.300090	5.612255	6.727326	-14.741810	1.135894	5.540340	4.190511
89	2	3.473982	-1.480296	6.846279	6.035811	-10.536340	-0.125087	7.638704	0.061367	3.473982	0.579725	0.895225	-4.479491	6.249208	5.940009	2.378786	-0.137039
90	2	8.994132	-3.353542	0.335785	0.931866	7.406677	6.001836	-1.856706	5.790729	8.994132	-4.937222	5.701213	6.342802	-4.263852	3.866895	4.625826	5.612588
91	2	6.170445	-0.571867	7.643446	1.927331	-6.153479	7.239414	5.594273	-0.846081	6.170445	2.515639	-3.809904	-4.692335	6.462763	7.387667	0.341988	0.093178
92	2	5.731833	-1.424701	6.269533	5.165077	-13.459291	1.880605	7.946556	-0.367183	5.731833	0.266542	-0.915413	1.094765	5.050998	8.117648	1.511938	-0.838284
93	2	6.686893	1.806276	-2.633728	-2.528029	7.593992	7.614361	-1.055691	1.887724	6.686893	-3.427711	8.532002	3.953365	-7.835869	1.792419	4.604185	8.338024
95	2	3.199651	-2.329155	1.631258	0.326453	1.213278	6.992001	1.232778	4.435012	3.199651	-7.473454	6.979958	6.500570	-16.533589	0.618616	7.113003	-0.175827
96	2	2.885758	-9.402402	4.759085	5.268488	-11.283633	3.598486	3.802109	-0.816192	2.885758	-3.229188	-1.620954	-0.145897	3.015053	9.511530	-2.631473	-1.318829
98	2	6.677955	-2.195102	6.325914	7.708091	-11.685179	-1.665410	8.789589	-1.445895	6.677955	0.304402	0.123401	-1.149569	6.400581	3.799089	4.246860	3.517216
99	2	5.378627	-2.188278	5.102443	4.421143	-9.523112	1.189915	4.314109	4.522631	5.378627	-1.468732	-1.137113	-3.724476	5.184000	4.994896	-0.777619	4.393644
100	2	6.013423	0.443695	0.603274	-5.120628	6.573042	2.098347	2.408306	3.256335	6.013423	-1.294201	5.579114	1.739998	-6.400600	1.738114	6.663191	0.305543
