1	2	1.959918	-10.148398	5.794855	8.082900	-4.599815	4.950189	5.794855	3.184505
2	2	6.176797	-11.668621	6.328623	7.692140	-0.276862	2.820906	6.328623	4.707110
3	2	5.046890	-7.869990	6.684470	5.206253	-0.471497	3.288355	6.684470	1.786132
6	2	6.890637	-16.098066	5.213020	6.448918	1.389393	0.401850	5.213020	0.231926
7	2	6.045170	-10.425388	3.943154	5.799184	0.572433	3.446787	3.943154	1.315494
9	2	5.643495	-12.222429	6.270441	6.100984	2.269145	3.390678	6.270441	0.042302
11	2	6.029378	-8.005417	6.851094	5.279127	-0.519480	4.237852	6.851094	1.779420
13	2	6.970482	-12.448603	1.854309	8.134676	2.772019	2.116299	1.854309	3.767668
14	2	6.735844	-14.266350	3.455803	5.800926	0.971740	1.416692	3.455803	0.168838
16	2	5.407901	-10.367371	5.520550	6.754696	0.122306	1.707432	5.520550	3.225849
19	2	5.890811	-6.764614	6.733743	8.874149	-0.502723	1.588100	6.733743	6.845034
21	2	6.174616	-8.181357	4.940697	6.881224	0.772867	7.925908	4.940697	1.915667
23	2	-4.614643	9.340196	6.177833	2.824605	1.969167	-3.039708	6.177833	9.122893
26	2	8.793124	-7.789858	5.033538	6.770062	7.094948	1.472519	5.033538	2.360999
28	2	6.327887	-11.890799	6.842479	6.028201	1.684633	5.735928	6.842479	0.484653
31	2	3.996455	-9.969999	5.387795	5.706839	-2.624390	3.546073	5.387795	0.568807
33	2	6.008778	-3.696021	6.457396	5.065015	0.494830	6.267347	6.457396	0.196935
34	2	5.671268	-7.364017	2.166482	8.046420	-0.434241	3.691953	2.166482	2.021136
35	2	7.892926	-8.216158	6.849099	6.514289	2.692064	5.677211	6.849099	1.358301
39	2	1.198311	4.021587	7.557538	3.421167	6.246876	-3.632119	7.557538	5.519821
41	2	0.086182	7.277142	5.880454	-3.015297	5.729323	-2.548833	5.880454	2.286225
42	2	5.492210	-7.299019	6.472403	6.423142	-0.895776	3.578414	6.472403	0.213989
43	2	1.017893	-5.034375	8.666262	6.308141	-4.702013	7.473810	8.666262	1.910280
44	2	6.101373	-16.605814	7.018678	7.728238	0.341520	1.545982	7.018678	1.973707
45	2	0.936604	6.573429	6.731598	-1.499192	6.852545	-6.815754	6.731598	4.869858
47	2	4.632614	-7.958945	6.267911	7.523274	2.941826	1.462440	6.267911	3.432717
48	2	1.166911	3.915025	5.034792	-0.938345	7.673516	-5.099669	5.034792	4.589496
49	2	4.086836	-6.533115	7.443102	3.824142	-2.369813	6.359519	7.443102	-1.185463
50	2	0.173394	5.945593	7.401828	-0.671857	5.044910	-3.172634	7.401828	5.141549
51	2	0.238868	5.788559	6.755103	1.748798	4.561030	-4.864679	6.755103	6.187181
52	2	2.492734	4.191637	5.972112	-0.385363	7.441801	-2.762882	5.972112	3.338520
54	2	5.976373	-11.171635	7.985489	6.659150	-0.157286	2.562087	7.985489	2.407472
55	2	-3.137946	5.732845	7.710565	1.888350	1.901497	-4.374098	7.710565	8.124660
57	2	2.836831	-5.887706	5.349730	3.719766	-3.445664	6.014191	5.349730	-2.536760
58	2	-0.803262	5.654021	4.033162	0.738199	5.795967	-9.313863	4.033162	6.407249
59	2	5.932587	-7.834549	4.336815	6.414934	-0.455957	2.998374	4.336815	0.296990
60	2	5.500122	-6.066803	6.657453	7.771315	-0.126047	6.485803	6.657453	1.732403
61	2	3.552387	-6.109474	6.363699	9.488079	-3.058029	6.446670	6.363699	4.308044
63	2	2.926939	2.026715	5.804679	-0.738711	5.006095	-4.617913	5.804679	5.401064
65	2	-4.500470	6.277918	7.124126	-0.712169	1.796233	-5.677048	7.124126	5.926484
66	2	4.874190	-10.816839	6.918994	7.096933	-1.509406	5.731917	6.918994	2.130172
67	2	6.245557	-9.146949	6.255143	6.226713	0.193189	2.402937	6.255143	1.045422
69	2	7.002277	-6.844888	6.655535	4.042117	2.079210	2.641984	6.655535	-0.865304
70	2	4.672227	-11.699265	7.482455	3.016692	0.036240	2.647102	7.482455	-3.451582
71	2	2.037201	3.488344	6.119835	2.327038	5.916498	-7.583957	6.119835	8.626378
77	2	3.028111	-7.696406	6.997211	8.193316	-2.138168	5.977254	6.997211	2.646126
78	2	5.526915	-8.900255	5.376964	6.207916	-1.007761	1.957541	5.376964	0.647159
81	2	5.553612	-14.029878	7.347341	8.414422	0.377792	3.483994	7.347341	3.292113
82	2	8.030913	-9.157039	5.513099	6.493631	1.449976	4.389431	5.513099	2.598082
84	2	7.243633	-11.102629	6.092350	6.644472	2.601663	0.096324	6.092350	5.875782
85	2	6.133484	-7.946331	7.126891	6.914910	0.724048	5.132712	7.126891	1.502098
88	2	6.228173	-6.714175	4.206332	8.729525	0.584613	6.223972	4.206332	3.184687
91	2	-1.512571	5.861733	7.069056	3.402230	3.973165	-4.504740	7.069056	8.291597
94	2	-1.024525	4.469246	7.622212	-0.179860	5.608769	-6.608329	7.622212	6.444621
95	2	3.731385	-11.024503	6.729527	9.341638	-0.489308	5.774035	6.729527	4.326144
96	2	6.367446	-7.557606	4.734586	8.757552	1.312047	5.104054	4.734586	5.254037
98	2	1.911480	5.010814	6.237145	3.468549	7.453445	-5.030641	6.237145	6.183933
99	2	0.031835	4.832451	6.652934	1.716138	4.247009	-5.800498	6.652934	7.693286
