1	1	100	5.030909	-1.179194	0.657141	5.990509	5.698111	-7.455255	-0.008754	4.113600	-0.406202	5.572024
2	2	88	5.893821	2.285570	1.322667	0.911437	7.315911	-3.146211	3.354244	2.447470	0.164043	5.532284
2	2	12	5.893821	2.285569	-2.136542	6.720330	7.414008	-3.152595	3.166435	2.447293	0.154311	5.532350
3	1	100	5.715823	1.347228	2.445766	-0.070270	-1.491385	4.042867	7.299850	6.565672	6.302657	-4.354066
4	2	70	5.896044	5.341832	9.391728	2.211168	-2.401323	6.726481	4.801396	6.745500	5.126320	2.100210
4	2	30	5.896044	0.498612	-0.070311	6.802605	6.678970	-4.884971	0.320220	3.384092	-2.387457	5.956681
5	1	100	6.026657	4.344837	8.484565	-0.041955	0.172436	3.996166	7.381553	9.316882	7.684085	1.025021
6	1	100	7.358090	5.696319	6.443273	2.671301	-3.459513	8.224072	6.836036	6.491997	6.031971	-1.685504
7	1	100	7.495833	-0.030412	-3.745972	6.413360	9.091271	-3.301030	1.547739	1.872791	-1.756945	7.022399
8	2	88	5.594867	-3.104854	-3.402639	6.804600	4.035550	2.128710	3.479298	2.197769	3.977394	2.636387
8	2	12	5.594867	-3.104974	-3.402639	6.804600	7.867804	-1.387005	3.479298	0.473762	-2.237956	7.455295
9	1	100	5.314102	0.092100	-4.412224	5.723907	5.557104	-0.084852	1.048299	1.623160	1.474304	6.132939
10	1	100	6.533385	6.202062	8.064270	0.438968	0.625245	0.318291	3.095718	5.930152	0.542776	1.698344
11	1	100	8.350073	3.189046	-4.279022	7.055160	7.120479	-1.958389	3.761297	4.546468	-1.022117	6.365637
12	1	100	5.582782	0.079933	-5.522788	7.996178	6.050780	2.289345	-0.718655	3.797644	-7.811226	7.834380
13	1	100	4.238111	-3.523870	-3.370798	8.031317	5.962869	-2.946341	-0.135993	2.561088	-3.387033	5.531811
14	1	100	4.766260	-1.882105	-0.689808	6.098204	6.942726	-2.327321	2.829926	3.477331	-0.614946	7.436338
15	2	27	3.743047	-6.877159	-2.779648	4.381855	5.975229	-1.017813	0.618541	-2.089992	2.282543	7.871914
15	2	73	3.743047	-0.897252	-2.779315	4.381855	4.151055	0.566072	0.618541	4.325317	4.894217	2.330470
16	1	100	4.002366	3.699932	1.612387	7.493158	5.133810	1.760302	0.819065	3.527020	5.231939	1.189902
17	2	56	8.827444	-5.721827	4.026634	3.480448	3.033480	4.912529	7.629765	1.357178	0.489891	8.855882
17	2	44	8.827444	0.849052	4.582672	2.678843	-1.007515	7.045437	7.668633	7.167325	5.846228	2.944593
18	1	100	4.599333	-0.799742	-4.923770	5.941465	2.369668	-1.293105	-0.377394	-0.883546	2.931367	5.815381
19	1	100	9.794715	6.170924	7.932419	1.221824	-0.795818	6.616447	5.048587	7.982054	8.005709	-0.611220
20	1	100	4.737529	-1.196047	-2.121671	4.003657	2.693438	-2.268056	0.366491	2.886756	1.957493	6.030467
21	2	99	6.447568	5.425052	7.992099	-1.818029	-4.883337	7.698338	6.745251	4.713896	7.358508	-0.199088
21	2	1	6.447568	1.827219	-3.534860	3.892948	7.180345	-2.935940	1.060415	1.856525	-3.222659	6.219299
22	1	100	6.406730	2.662670	-2.998003	5.816313	0.912191	0.052097	1.915109	6.873514	-0.369884	3.481516
23	1	100	7.612203	5.993898	-1.420026	7.680871	9.346660	-1.803075	3.515964	4.162778	-3.633229	8.377413
24	1	100	7.023677	2.727296	0.785110	7.217326	8.780511	-5.873109	1.873538	1.302571	-5.193111	5.971813
25	3	98	8.858793	4.144100	6.344363	0.574381	-3.623343	7.163678	5.706072	7.259568	6.370963	2.027599
25	3	1	8.858793	-1.828140	3.525382	3.149123	3.323280	1.358540	2.660518	1.779212	-2.008811	8.419096
25	3	1	8.858793	-1.828143	2.680259	4.738236	5.886564	1.049107	-0.042172	1.779122	-4.300616	8.419253
26	1	100	7.598769	3.567961	-7.700950	5.771509	7.534652	-6.974500	0.863917	2.833179	-2.177298	6.963529
27	1	100	6.410293	3.104964	-2.562345	7.837596	6.003971	2.018216	1.044518	6.110910	2.765480	3.765538
28	2	67	5.971766	3.054725	5.634085	0.309608	1.027105	2.459637	4.562880	1.054924	1.353747	6.926019
28	2	33	5.971766	6.300021	6.806547	0.096832	-2.896535	6.498948	4.562880	5.403803	7.693252	0.397797
29	1	100	6.283697	0.625269	-0.541187	5.289065	6.189666	0.299887	-1.871996	0.656281	-0.814370	4.620185
30	2	81	7.646899	5.687795	4.308006	1.052864	1.952398	3.672295	6.101868	8.155989	4.407165	2.265545
30	2	19	7.646899	5.687784	-0.451719	5.789497	3.771247	-1.406419	5.654184	6.874350	3.582834	3.242992
31	1	100	5.997678	-1.104575	-1.814122	6.542383	4.499772	-3.533968	0.370908	-4.534296	-3.344419	6.626698
32	1	100	6.992354	3.769152	0.572316	8.013243	2.165135	-3.748736	2.238975	4.737302	-4.091260	7.404715
33	1	100	5.481873	4.367820	5.918250	0.789150	-3.501557	5.969863	6.308091	5.947366	5.393672	1.014792
34	2	45	7.234409	7.827885	6.382853	1.693801	-5.947747	7.792897	6.980984	5.818991	8.066828	-1.846587
34	2	55	7.234409	7.645100	0.920957	7.546531	6.711618	-3.458579	1.082292	4.385309	1.426374	4.249523
35	1	100	5.273762	-0.944188	-1.773741	4.394822	7.995612	-5.715420	1.471196	5.367466	-1.968470	6.836762
36	1	100	6.761677	7.398729	7.455233	1.890919	-3.492299	6.137176	5.906418	6.971410	5.869615	-0.560454
37	1	100	7.615434	0.220724	-5.445761	5.961330	7.145444	-5.130718	-2.155990	4.041311	-4.148785	8.263401
38	1	100	4.982263	4.092350	7.517969	2.830089	-5.855124	7.349234	5.923665	5.988749	5.785029	0.732065
39	1	100	7.732236	-0.236865	-1.648439	5.519413	6.111442	-3.602306	2.340172	3.216854	-5.372064	7.686734
40	1	100	5.401825	1.625779	-2.643405	8.606204	4.485117	6.465092	2.293745	4.067075	1.383014	4.881439
41	1	100	8.692648	2.016827	6.144316	4.170656	3.238645	3.784941	5.911304	1.870866	3.040374	6.638158
42	2	74	3.177930	-1.434043	-3.829686	6.187334	6.916363	-4.884515	2.835628	3.782069	2.081942	7.606122
42	2	26	3.177930	1.194681	6.224300	-0.079515	-3.296301	6.582504	8.508118	7.206241	6.250986	1.710668
43	3	62	9.003426	7.633520	1.729821	7.558719	5.601664	-4.438560	5.308603	5.575401	1.078609	5.556698
43	3	36	9.003426	7.633774	7.663318	1.308968	0.736759	0.921086	5.729933	5.576008	1.560243	5.555498
43	3	2	9.003426	7.972637	7.687354	1.306185	-3.195335	4.626567	5.730068	6.546318	4.655687	1.216134
44	2	63	6.502594	2.060348	8.355910	-4.371472	-2.690673	2.974128	3.333770	5.621794	-0.889513	5.729960
44	2	37	6.502594	2.472692	8.355921	-4.371472	-6.839127	7.254061	3.333770	7.885183	5.336421	0.186301
45	1	100	8.357207	5.439640	5.780931	1.211054	-1.586965	6.275418	5.648845	6.679690	6.324127	0.641163
46	1	100	5.130890	1.236346	-1.061404	8.947898	5.354989	-1.770073	-0.124170	1.776818	2.261386	5.513292
47	3	77	7.922867	5.655509	8.523006	2.214082	0.660249	6.770656	5.150394	7.086730	3.656902	2.158669
47	3	20	7.922867	2.519739	3.463926	2.963539	8.044399	1.115081	5.048786	3.747304	-0.936482	5.803039
47	3	3	7.922867	2.442892	1.164520	7.126016	9.214020	-1.401289	2.071968	3.699409	-4.049049	5.836063
48	2	91	6.641056	3.750528	-3.508950	8.352094	8.979375	-3.849333	1.968055	2.181462	-7.252742	7.702536
48	2	9	6.641056	7.060630	5.999822	4.531485	-2.347391	5.294019	6.204556	6.304814	4.448714	1.331775
49	1	100	5.020382	1.748059	-4.237282	8.605120	7.823299	-4.524148	-0.707615	1.442463	-2.291923	5.805568
50	1	100	5.964601	6.239893	1.113615	5.802780	1.561569	-2.772987	3.607068	6.060887	2.968878	-1.429002
51	1	100	6.646902	5.629247	0.308205	7.188502	4.785294	-8.296791	3.206357	3.952162	2.132409	8.344278
52	2	41	5.626843	3.893436	6.806698	2.700668	-5.178196	1.285010	6.951817	6.362696	6.631473	0.743689
52	2	59	5.626843	1.969309	-0.161367	8.242770	6.382854	-4.962035	0.857496	1.567275	0.526463	6.936769
53	1	100	8.177746	6.037416	7.166744	1.602089	3.574837	2.039206	4.658684	5.884327	1.648316	2.750497
54	1	100	7.336439	7.061342	5.402009	1.068650	-5.743550	7.350143	6.085516	6.618414	9.063859	-0.026958
55	1	100	7.633352	4.632258	5.168690	-1.477485	-4.103990	6.309075	6.972085	4.928402	7.215130	1.122607
56	1	100	7.176541	6.057119	6.685760	2.497209	-3.052208	6.376480	7.793991	7.888260	5.321416	-2.540741
57	1	100	6.018212	-0.648468	2.418479	4.504947	4.887069	0.751234	0.832784	2.917192	-3.864318	8.711798
58	2	80	8.646433	3.015299	6.121568	0.706529	-0.829093	1.515969	8.227679	3.536943	1.023541	7.230614
58	2	20	8.646433	6.607007	6.122183	0.706528	-5.471781	6.821345	8.227679	5.501861	4.395449	4.454206
59	1	100	6.829224	1.127417	-1.672411	7.719330	7.266780	-2.980690	3.842058	1.426015	0.113940	7.287299
60	1	100	7.037120	0.081957	-4.624886	7.175307	5.604330	-6.868466	3.872342	0.146281	-2.086340	7.781767
61	1	100	5.308867	3.563671	8.882860	0.571424	3.731028	0.093478	8.299509	3.398774	-3.644981	7.039079
62	2	79	6.834210	2.180477	-3.548828	8.509600	5.711447	-0.648624	6.628136	3.188186	-0.987803	8.446013
62	2	21	6.834210	4.628580	-0.935595	8.509599	1.104993	1.629541	6.864629	4.394878	5.689552	4.720393
63	1	100	5.399077	-0.445960	-1.059138	6.883077	7.900129	-2.859979	0.353588	0.481771	-2.493988	9.338656
64	1	100	7.480006	6.355040	7.394828	2.412714	-7.492234	6.039176	7.052335	7.607855	7.720832	-0.727908
65	2	99	7.701694	4.441595	4.452196	0.793694	-0.558124	1.308128	6.000982	3.984799	-2.014178	6.444647
65	2	1	7.701694	5.932742	5.920177	0.128476	-3.692036	5.945381	6.485937	6.773512	4.593833	2.017517
66	1	100	6.678846	-3.123265	1.902017	0.160165	-2.475019	7.280910	5.918418	3.291418	6.211649	0.798457
67	1	100	4.107350	1.982611	1.661053	7.106583	5.632055	-4.988625	2.253161	5.641842	-2.548368	5.342825
68	1	100	7.088768	0.271336	-7.995295	5.792932	5.575657	-3.953205	1.230119	3.648412	-0.999064	7.383285
69	1	100	1.436953	3.312427	3.379272	-0.281262	7.723265	0.906426	5.806848	4.457967	-0.742589	7.159959
70	1	100	5.556883	-3.318268	-2.039445	6.830790	3.015427	-3.883391	-0.502118	-0.588499	0.539511	6.167734
71	2	79	9.573122	5.933197	7.075090	2.147536	-3.211805	9.226196	6.317566	6.069537	6.738146	-0.372058
71	2	21	9.573122	0.761179	3.148194	3.720252	5.423908	6.655443	6.317565	-0.456553	1.621484	4.818166
72	1	100	7.022519	5.480925	7.490531	-3.886052	-2.327323	6.465750	7.966385	6.596619	6.774750	0.760041
73	1	100	8.008393	6.923954	6.425077	2.319853	1.584795	-0.896667	6.047464	2.372639	-2.565516	7.602884
74	1	100	5.894597	0.568352	-6.254137	7.283947	5.836918	-6.182940	2.180136	1.421929	-2.606927	5.381943
75	1	100	7.733131	-3.569115	-5.976783	6.562978	5.342852	-5.792117	2.452985	1.570164	-1.221511	7.738723
76	1	100	2.875441	3.642386	5.379186	-1.957148	3.899228	1.603925	6.843199	2.531587	-1.540316	7.770483
77	1	100	8.463807	0.464338	-3.695237	6.862095	5.810496	-5.583329	-0.923606	3.321648	-4.218713	5.462835
78	1	100	5.573532	-2.226827	-6.841309	5.312554	6.934846	-6.257587	0.536628	1.605323	-3.564574	5.780546
79	2	81	5.864689	-1.030897	-1.827959	6.996271	4.562006	-5.089900	2.272413	0.597196	-5.798561	7.456911
79	2	19	5.864689	4.451708	6.082843	2.614294	-4.605072	7.050087	7.191995	4.797004	6.294025	4.463145
80	2	80	2.578119	-0.042280	-1.359122	3.314977	0.738149	1.712043	5.445259	5.981398	5.664576	1.822295
80	2	20	2.578119	-5.395506	-1.359128	3.314977	6.192549	-2.566948	5.445255	0.199807	1.552388	7.517025
81	1	100	9.271853	7.721174	8.226626	2.668397	-3.262588	7.735060	6.315222	7.895269	5.887796	4.266303
82	2	74	8.443623	3.349904	2.810922	3.720991	5.048919	6.798666	5.009373	7.730420	2.955375	3.963787
82	2	26	8.443623	3.349904	6.078793	0.336756	4.329370	6.804040	5.010128	7.730422	2.956737	3.962740
83	1	100	5.765180	4.459179	2.923588	7.731271	6.429566	1.519933	4.790228	1.633238	-1.138206	6.444945
84	1	100	6.752699	-1.714768	-2.574390	6.275337	9.189949	-3.083003	1.357418	-1.339910	-5.240757	7.173699
85	1	100	5.009227	-3.547996	-2.754312	6.981390	6.345997	-1.458766	-1.997475	1.182830	0.337512	5.605718
86	1	100	4.682965	3.708492	5.397233	0.234699	0.738485	6.802069	6.289198	7.408501	8.343710	1.824698
87	2	92	7.738463	-1.150001	-6.889111	7.654809	6.684664	-1.909861	-0.746337	3.655761	-2.482260	6.991447
87	2	8	7.738463	5.018088	4.283434	4.472276	-2.275818	7.947242	4.567887	6.958238	6.589021	3.107168
88	2	81	6.100191	2.251673	-0.556873	7.276851	5.709107	-6.551507	0.911453	3.487549	-2.207466	6.688812
