6	4	-12.808767	-39.363293	5.201049	19.692835	7.416760	-38.347955	-11.575778	7.838723	-16.923975	7.425925	7.528674	6.479397	6.460604	5.636872	-35.567073	6.947593	-6.231765	6.202451	-19.596660	-3.818418	0.217441	0.836372	2.763787	3.509820	0.297848	5.413183	1.108540	5.123986	8.087002	0.959046	3.645061	-6.488695	4.028149	1.223267	6.634039	1.953696	4.248943	1.827599	6.482849	5.636872	-13.974177	1.280072	-1.750512	6.202451	-4.121115	1.825721	4.407570	7.207605	0.043647	-2.784884	0.535103	0.817936	1.108592	11.827714	8.087018	-0.093808	3.645037	3.113550	4.028779	1.223267	11.779627	-0.079554	-0.242299	-1.956648	6.482850	5.636872	-13.450665	1.279643	-1.749048	6.202451	1.437417	1.825781	4.407703	7.208424	0.039694	-2.791367	0.535123	-0.111766	1.479788	15.385698	9.589171	-4.725041	-1.697581	10.796572	8.233660	1.223267	11.783299	-2.840832	-8.914247	-3.977356	6.482850	5.636872	7.429534	1.266507	4.231308	6.202451	10.509461	7.890910	6.570491	7.208424	0.039694	-2.791363	0.535123	-0.123626
22	4	-7.483297	-33.608763	6.464847	15.886860	4.194895	-30.831351	-14.578634	3.484007	-7.075810	8.409917	6.462953	7.274271	6.219338	5.442904	-22.035061	6.117650	3.346183	5.421374	-20.571460	-3.805498	-1.153020	-5.192235	5.611584	6.354020	3.055355	6.931566	4.203380	16.078722	6.904853	-16.740477	-7.190829	10.731253	1.122109	-2.645615	10.196540	-2.283341	-9.611601	-3.030225	3.938598	5.442904	10.050892	-5.261394	7.973913	5.421374	9.454453	3.319311	4.188403	0.762104	-1.582147	-3.856655	0.392678	1.127582	4.203380	13.473554	6.904853	-16.750231	-7.190829	7.596281	1.122109	-2.645615	10.196567	-2.283341	-9.658522	-3.030224	6.223154	5.442904	14.702221	-5.260903	7.973914	5.421374	9.450938	3.319311	4.188403	0.762104	-1.536312	2.274347	6.472456	1.127583	0.574525	5.899261	6.892857	-16.933397	-2.508522	5.230500	-1.188073	-2.645615	10.196004	-2.283312	-9.211645	-3.030000	6.223154	5.442904	9.141758	0.640169	7.972697	5.421374	9.290195	2.613413	3.116647	0.762104	-0.613623	3.159270	6.709744	1.157127
29	4	5.407178	24.347248	5.558403	-24.043503	-7.253787	16.466611	0.801475	-2.121265	7.403602	-5.943496	-12.024501	-4.428944	-3.076593	7.521802	7.316839	-0.618857	5.470470	6.128635	7.864870	7.200879	6.095475	6.813893	-0.607576	-5.189731	1.008747	0.857798	4.962516	20.596845	5.413858	-3.442453	0.761293	7.843920	-0.950354	-2.121265	7.403597	-5.943481	-6.247318	-4.309975	-3.076593	7.521802	-6.769267	0.351961	0.263813	6.128635	1.049014	2.212225	6.095474	6.813893	-0.607576	-5.189731	1.008747	0.857798	-10.442489	-31.441429	1.675413	22.526941	3.244809	-24.159503	-26.350670	3.625934	-4.847414	6.678137	5.821822	6.711949	-3.306188	7.521802	-25.870869	5.945495	-3.423407	6.128635	-20.293376	-9.254343	-0.291580	0.505859	2.444908	1.207260	-0.975224	5.881824	-10.442490	-33.898116	1.675413	22.596330	3.244809	-24.159518	-26.350670	3.625934	-5.457328	6.678137	5.821822	6.711949	0.501821	7.521802	-23.869902	5.945495	-3.423407	6.128635	-20.997981	-9.254343	-0.291580	0.505855	2.907047	3.268335	3.148308	5.881824
37	4	7.183857	14.431364	6.567689	-22.317776	-5.152887	-2.892673	3.883505	0.946555	9.200991	2.271802	-2.952787	-0.412322	6.255942	6.613440	9.417485	-3.480843	6.614644	6.449668	9.041241	5.689369	6.707980	7.699799	-1.329281	2.347914	5.449555	3.544372	-8.393966	-43.768715	2.536915	19.039756	7.104060	-51.461033	-20.890129	6.908099	-16.639403	6.223503	6.984487	5.845799	4.351770	6.613440	-32.680842	6.850845	-5.812990	6.449668	-19.080949	-7.390543	0.081688	1.386957	3.016516	3.052457	1.692706	8.728252	3.173230	9.226103	5.820306	-1.767624	0.893810	-14.838593	0.741655	0.946555	6.255094	2.279162	1.020473	-0.102093	1.846003	6.613440	-6.533339	-3.457339	0.282830	6.449668	-2.901570	-0.971074	0.092870	7.699770	-4.183451	-3.689432	0.587402	3.544775	7.183852	25.442349	6.567607	-25.833431	-2.511567	5.016729	3.882970	0.946555	9.616747	-2.534153	-8.684879	-6.415250	1.846005	6.613440	4.230071	-3.480843	6.612552	6.449668	11.121364	5.689340	6.707980	7.699799	-4.183808	-3.689432	0.587402	3.544372
54	4	7.476904	27.643399	6.238190	-35.225227	-3.725396	21.510435	6.894631	3.382020	9.120744	-4.557111	-10.131381	-5.689156	5.577761	3.132978	11.026642	-3.844651	5.308344	7.167917	10.480432	6.485822	7.127238	7.073658	-3.278735	-1.119716	2.560070	0.857577	-5.431120	-35.770031	-0.389819	14.333702	8.765747	-25.114107	-15.607222	6.269084	-10.895586	7.567973	6.949526	6.773322	5.743317	3.132978	-31.619834	7.400908	-0.984223	7.167917	-20.909830	-10.300217	1.649041	0.481301	1.591901	5.070704	6.054403	6.798276	4.929734	20.690493	-0.389819	-16.666027	8.292353	5.623904	-0.888193	3.382020	9.120744	-4.553137	-5.393252	-5.687204	5.577761	3.132978	-6.569745	0.967277	2.322768	7.167917	4.339421	3.698917	7.126099	7.073658	-3.278692	-1.119716	2.560070	0.857638	4.929734	14.750279	-0.389819	-11.917141	8.292353	-2.069730	-0.888193	3.382020	8.927713	1.910795	1.061926	0.399825	5.577761	3.132978	-6.579302	0.967277	2.322768	7.167917	1.147858	3.698917	7.126099	7.073658	-3.276051	-1.119716	2.560070	0.861341
56	4	-11.987157	-34.413722	1.352712	19.476276	6.581030	-22.832574	-22.416487	6.355223	-11.524954	7.193327	5.127830	6.511259	-0.297512	7.243396	-18.578737	8.080547	-4.205401	3.281447	-22.531417	-5.711516	-0.563724	1.123804	1.152107	1.591201	1.150321	7.397268	6.349661	16.686899	7.136786	-21.756935	-3.220441	20.296602	4.004935	0.998596	8.684063	-4.159940	-7.619161	-6.015486	6.307929	7.243396	16.312847	-3.508007	6.747143	3.281447	5.169952	7.271037	5.010422	6.339217	0.687935	4.700875	6.746027	0.905959	-11.988785	-41.596635	1.352712	19.834736	6.581030	-23.001871	-22.416488	6.355223	-13.776069	7.193327	5.127830	6.511259	3.274985	7.243396	-15.457009	8.080547	-4.205401	3.281447	-23.399850	-5.747581	-0.563724	1.115951	2.664910	5.831508	3.531734	7.397268	6.349661	22.506433	7.136787	-26.010613	-3.220528	21.356656	4.005104	0.998596	8.709492	-4.159952	-7.619161	-6.015508	-0.268970	7.243396	10.915919	-3.509634	6.747143	3.281447	5.843349	7.271037	5.010422	6.339324	-5.176664	-1.329084	1.721747	0.905959
61	4	-9.927826	-37.752189	2.998559	19.486294	3.070381	-15.263790	-20.030428	6.571756	-15.105576	7.497355	8.768768	4.895875	2.478241	7.800567	-20.284292	4.337132	-0.921998	6.083602	-21.948864	-6.442501	-0.091352	1.067820	3.775039	5.401412	3.231856	5.452005	7.103609	24.983939	3.141536	-19.680239	-9.073358	21.023063	3.200715	1.127125	11.039589	-3.770079	-6.881900	-3.322733	0.895146	7.800567	13.117885	-4.506938	7.650538	6.083602	9.843541	7.648880	5.272455	5.504087	-4.685160	-2.817633	0.678446	-0.856808	7.103609	21.043085	3.141536	-16.585389	-9.073358	21.021305	3.200715	1.127125	11.033593	-3.770079	-6.885489	-3.322733	3.189967	7.800567	13.865358	-4.506938	7.650538	6.083602	9.819897	7.648880	5.272455	5.504087	-1.031168	2.426263	6.497810	-0.856808	1.772520	-6.835238	3.141536	-2.559053	-9.055794	13.622164	0.809153	6.571756	-1.271471	2.440649	-0.973105	-0.851116	2.478241	7.800567	5.697678	1.240138	7.507183	6.083602	-0.031913	3.492001	5.236390	1.194185	3.775039	5.401412	3.231856	5.452005
66	4	8.137281	15.966560	6.833003	-30.852740	-9.725415	16.223285	4.672701	1.544019	7.670512	-2.776813	-12.458923	-3.254873	5.913588	6.887415	16.649665	-4.740356	8.966824	4.666024	5.877703	6.535296	6.504660	7.510306	0.752296	3.186915	3.828766	1.631292	-9.908794	-45.875040	6.820990	14.363267	1.561189	-22.875145	-4.004480	6.346534	-15.162938	6.757978	5.301068	5.712636	5.890424	6.887415	-22.254509	7.279492	-0.880722	4.666024	-20.984447	-5.589254	3.910631	3.561005	3.174146	5.718093	3.307734	6.853926	8.136870	-6.103063	6.833003	-20.374093	-9.717451	7.700484	2.937990	6.346533	-0.075647	3.803753	-5.879056	1.316293	5.890674	6.887415	9.244873	0.940109	8.483114	4.666024	-2.544983	6.529975	6.504653	7.443840	3.171042	5.721192	3.310741	6.853926	1.235385	-13.413785	6.833003	-11.432761	-9.590366	-4.617173	0.927501	6.346534	-10.186323	6.757256	0.447264	5.712631	5.890426	6.887415	8.140703	1.684655	8.225820	4.666024	-8.635676	2.840891	6.482556	3.561005	3.174126	5.718113	3.307753	6.853926
75	4	-10.428225	-31.485147	-2.217999	15.127010	9.313166	-27.941956	-20.797587	7.582954	-9.054738	8.483599	6.532742	5.395581	2.128042	3.421242	-21.858179	5.838221	-1.216390	4.008972	-15.571972	-4.890698	-0.172517	3.456041	-1.962865	0.344292	-0.402831	5.487858	-10.428225	-38.938877	-2.217999	17.943116	9.313166	-29.351487	-20.797593	7.582954	-9.074066	8.483599	6.532742	5.395581	6.630122	3.421242	-18.404361	5.838221	-1.216390	4.008972	-15.579135	-4.890698	-0.172517	3.456041	-0.530297	5.477375	4.109033	5.487858	5.343923	24.485326	4.070975	-26.088606	0.050610	18.731682	5.556904	3.071012	10.369301	-2.709628	-9.921904	-4.095083	2.126869	3.421242	12.740877	-4.629641	7.393914	4.008972	11.036665	6.608369	5.406129	6.139394	-6.366534	-4.306619	-0.403825	-0.966096	-6.129446	2.855182	-2.217999	-2.153759	9.266658	4.721267	-4.718280	3.239643	10.334973	-2.686384	-4.357475	-4.095000	2.126869	3.421242	-9.683183	0.934242	0.950714	4.008972	-1.096461	-0.057330	0.622239	6.139394	-5.027839	-4.300076	-0.403825	-0.885565
96	4	-7.968620	-50.630656	-3.008436	17.378142	7.751141	-29.184629	-19.119800	4.892146	-11.940590	7.176975	9.730003	6.660798	3.907156	6.237164	-25.100798	5.606069	-1.012834	6.679343	-15.850926	-10.861043	1.543320	-1.075401	3.300984	5.545449	3.775792	4.932792	6.437408	22.972342	2.479162	-26.780099	-2.472227	18.300809	7.964987	-1.372698	9.557284	-3.765060	-7.204043	-3.608828	3.234998	6.237164	14.081680	-5.761001	6.752806	6.679343	10.739516	7.767685	7.666892	4.960501	-2.646421	-1.755575	2.479331	-1.334988	-7.968620	-40.666816	-3.008436	17.245721	7.751141	-29.183013	-19.119800	4.892146	-11.142338	7.176975	9.730003	6.660798	-2.699986	6.237164	-29.927491	5.606069	-1.012834	6.679343	-15.701041	-10.861043	1.543320	-1.075399	1.940239	0.473108	-2.055052	4.932792	-3.071020	-18.535814	2.461231	3.377178	0.204907	-12.123839	-0.620351	4.892146	-11.940470	7.176971	3.939178	6.660798	3.907156	6.237164	2.054054	-0.015537	6.752009	6.679343	-5.712439	1.207340	2.473077	-1.075401	3.300982	5.545449	3.775792	4.932741
