4	1	1.679505	-12.620147	6.919645	7.092414	6.696253	-5.063256	-22.975539	6.254992	7.102795	8.201704	1.267229	9.021989	6.508063	-5.345331	7.487111	-1.329895	2.486849	4.971727	-7.415610	9.179023
12	1	4.280125	-7.456187	6.884618	7.030230	3.632209	-5.975855	-19.829288	5.581200	5.869099	8.889008	0.158883	3.700893	8.569575	0.718071	8.388647	-5.174428	3.505809	2.026032	-0.569439	6.976894
20	1	8.949883	-8.067996	4.905949	8.014140	6.565120	-2.007583	-11.221031	6.990434	6.078480	6.081946	0.125600	6.916757	0.342359	-1.485297	5.031642	-7.761623	1.902863	6.308765	-6.701967	8.166218
28	1	8.192076	5.160703	-5.884174	-6.648696	-7.484547	6.569764	16.160718	1.298908	4.068052	-0.282269	6.322152	3.334251	2.553531	5.968616	2.600408	4.082737	4.852671	8.985148	6.122552	-4.864970
31	1	7.791542	-9.767844	5.103313	6.295276	6.630347	-6.593983	-28.944154	7.251564	6.745965	7.850179	0.623370	3.709665	6.582637	0.313257	5.349371	-8.998113	-1.523858	-0.086915	-7.396950	8.373473
36	1	6.927496	-6.477326	6.719793	4.915145	7.259013	-6.288954	-22.990506	5.741753	6.613307	6.867165	2.101173	6.690051	6.937375	-3.808513	5.398126	0.865601	-1.431667	-0.102456	-1.192387	6.539018
37	1	6.196883	0.011312	7.125172	6.791303	1.040018	-0.150148	-22.455878	7.294689	6.185690	6.285160	1.840840	6.033581	8.624251	-2.460735	6.574117	5.398644	0.206511	4.779241	-0.238020	6.378494
43	1	8.936156	-8.233664	6.298416	7.010421	7.627811	-5.073281	-14.842660	7.827176	6.158502	7.155964	-1.360821	8.467463	3.630385	-5.675872	1.899887	-6.048783	2.058009	3.955565	1.295860	4.281344
52	1	8.939586	-7.173254	5.923352	3.854051	6.374704	-7.242192	-17.714360	6.196991	7.681279	8.216390	4.498363	3.957936	7.978678	5.876758	7.655582	-4.684480	6.385020	2.233977	-3.462653	6.670134
63	1	5.643712	-4.404354	6.484791	3.763126	5.852917	-5.325866	-12.632442	4.784756	6.501116	3.820117	0.825817	8.532195	5.123834	1.319596	8.186621	-0.677918	4.208566	2.960887	-7.875452	6.799259
65	1	8.195509	6.022555	-5.819663	-4.022004	-11.042504	6.162790	13.096000	1.283685	-1.223843	-2.796830	7.669277	1.577731	0.730542	5.518747	-1.026434	6.246774	1.754634	6.752879	7.675835	-5.720345
74	1	4.503200	-3.721442	7.472923	6.420497	3.871159	-8.546933	-23.708208	5.916935	7.909682	6.516167	0.958918	2.541600	7.837841	0.480293	7.355087	-2.463663	-0.873059	2.028166	-2.065502	5.145621
82	1	6.454935	3.610302	2.070604	-7.224693	-11.865247	5.843097	16.765836	-3.223098	-2.092643	-2.272155	7.883481	1.605500	3.337361	6.427400	2.455782	7.492839	6.921066	7.778599	6.759183	0.589054
90	1	4.961568	-10.874184	9.207600	6.746367	5.693486	-7.734248	-20.554241	1.219967	6.801098	6.828453	3.322971	7.997494	5.363865	-5.294321	6.327528	2.032847	5.294677	1.185853	-3.851414	6.713067
99	1	7.786057	4.651956	-6.497673	-2.667103	-5.422126	3.315785	18.042734	-0.408225	-2.382275	0.902037	6.486497	-0.527814	-0.057454	4.700809	0.715355	5.168032	8.984279	7.966284	6.461098	-8.295285
