1	3	51	3.647112	-8.302736	4.651882	1.140526	5.789200
1	3	32	7.169708	-9.751173	4.651882	6.439991	0.201154
1	3	17	1.752380	4.583895	4.651882	6.714620	-6.015172
2	2	91	-0.717491	3.589040	4.351687	2.820362	3.629099
2	2	9	-0.447283	5.163945	4.351687	6.685422	0.462814
3	1	100	-1.326052	4.013416	6.612421	3.158015	3.769995
4	1	100	-4.438138	6.702750	9.302852	6.926648	-9.471927
5	2	67	5.337400	-8.683569	6.471677	6.815479	1.670821
5	2	33	-0.611957	-8.361796	6.471677	0.526444	7.470113
6	2	72	-9.083203	2.022719	5.768644	3.052238	0.239267
6	2	28	-3.981468	-4.720287	5.768644	-2.432011	5.176245
7	3	33	1.987119	4.956761	6.233007	7.009498	-1.405183
7	3	57	8.276201	-1.207699	6.233007	6.427999	2.189326
7	3	10	2.367152	-5.185465	6.233007	0.861589	6.374396
8	2	69	-6.806720	-0.897000	6.835441	1.606847	6.411612
8	2	31	-0.387305	5.905812	6.835441	7.208113	-1.157162
9	2	89	0.408810	-7.672421	7.324542	-0.072924	7.241703
9	2	11	1.361492	4.106511	7.324542	6.371118	3.145928
10	3	19	0.329924	3.909971	6.844278	8.237203	-1.555707
10	3	61	6.813863	-7.401044	6.844278	8.225007	1.012534
10	3	20	6.070514	-9.751060	6.844278	3.233606	5.659655
11	1	100	-2.017187	6.523708	7.241246	7.398633	-4.414056
12	2	84	-2.198116	-9.131233	6.145481	-0.574863	6.487678
12	2	16	-0.626668	2.777066	6.145481	5.426123	-0.625353
13	1	100	-2.144580	7.994655	5.697274	3.469592	-3.207586
14	1	100	-2.318058	6.077640	7.169148	6.426859	-3.018665
15	1	100	0.012427	5.978206	9.145951	6.889710	-3.170199
16	1	100	7.142282	-7.582025	2.341929	7.413097	0.827604
17	2	80	0.372524	6.184420	8.035681	8.011816	-2.182827
17	2	20	-5.377607	-2.835940	8.035681	2.743500	5.111151
18	3	81	-0.869402	6.313539	7.173795	6.353107	-5.073907
18	3	17	-1.338207	-5.534631	7.173795	0.140011	6.549430
18	3	2	-5.529290	0.266488	7.173795	0.142340	5.869237
19	1	100	4.750009	4.051620	3.895419	5.436446	-1.109293
20	1	100	-0.658390	8.025099	7.108980	5.722882	-3.429293
21	2	69	4.515154	0.214961	5.138664	4.085228	-0.163109
21	2	31	2.807567	-7.569028	5.138664	-1.266893	5.258069
22	1	100	-0.875515	5.957456	7.309578	4.762770	0.216276
23	2	82	7.163471	-12.478897	6.858506	3.535102	5.494282
23	2	18	1.760091	4.580532	6.858506	5.851647	-3.726552
24	2	65	2.273599	-6.952231	7.344844	3.208678	6.893488
24	2	35	-1.005970	5.442663	7.344844	6.738341	-4.504708
25	1	100	8.721546	-10.834335	3.332013	7.873739	1.106997
26	2	49	-1.353578	-4.191697	8.902832	4.665522	3.614068
26	2	51	-7.879659	6.495407	8.902832	6.533058	-6.309036
27	2	72	7.110771	-12.139524	4.832515	7.930485	2.255684
27	2	28	1.934679	-15.406512	4.832515	2.320326	6.967806
28	2	31	3.634823	-3.409166	6.447019	7.455223	2.658645
28	2	69	-1.097840	6.678429	6.447019	7.715408	-2.378808
29	1	100	-1.052697	-10.974715	5.061633	1.953865	7.843172
30	1	100	-4.486170	7.024616	6.643444	6.145202	-2.057528
31	2	31	0.320808	5.393886	7.681630	7.237105	-3.892657
31	2	69	2.992900	-5.666188	7.681630	7.072242	0.456861
32	3	34	2.555472	2.551098	4.268284	7.336088	-4.625726
32	3	58	4.649249	-3.626205	4.268284	7.336087	-2.644751
32	3	8	2.711099	-4.468459	4.268284	3.282094	3.339291
33	1	100	3.125751	-12.937809	5.427314	-0.534833	7.894784
34	1	100	-4.355426	6.110911	7.131063	2.766420	-3.557727
35	3	21	-4.322554	7.866845	7.446792	3.126532	1.272170
35	3	76	0.561696	-8.148610	7.446792	0.035077	7.604864
35	3	3	-3.605153	8.133547	7.446792	6.625480	-4.258087
36	1	100	-1.717094	6.807199	4.718510	6.101747	-3.486431
37	1	100	0.506309	-10.016784	4.632969	0.520182	5.599589
38	1	100	-5.519261	9.355210	8.275756	6.780069	-0.045559
39	1	100	-3.821579	8.237263	6.823427	4.643869	-1.981101
40	2	94	-6.629173	6.393292	7.200514	5.913565	-4.037032
40	2	6	-4.813326	-3.305188	7.200514	-0.444821	5.630008
41	1	100	-1.917052	7.423914	4.995048	7.617873	1.050297
42	2	70	-4.697859	6.436965	6.225374	2.557471	1.619329
42	2	30	-4.461248	6.440219	6.225374	6.988031	-4.461054
43	1	100	-3.323373	8.785583	7.395007	6.692143	-3.436770
44	2	75	0.160709	-7.607656	5.521543	-2.244153	6.486040
44	2	25	-3.801838	3.050398	5.521543	2.998260	1.484565
45	1	100	6.732434	-12.270005	6.256115	4.139140	7.062311
46	1	100	3.449942	-12.811902	3.053530	-1.250515	7.361649
47	1	100	0.068610	-4.936139	2.966404	-1.658746	8.911352
48	3	46	2.522435	-4.018400	6.602376	8.530155	-0.633692
48	3	43	-1.353229	4.897745	6.602376	8.530260	-2.098440
48	3	11	0.141841	-7.029044	6.602376	2.593515	5.231414
49	2	83	0.170791	-10.501062	4.797186	-1.344716	5.995140
49	2	17	-3.455896	0.800568	4.797186	-0.599617	1.403762
50	1	100	-6.005404	7.189957	5.654850	2.880986	1.001097
51	2	78	-3.711528	6.444946	7.410767	7.825519	-3.411671
51	2	22	-6.694934	0.368937	7.410767	2.685608	5.684046
52	3	35	-2.780578	3.521687	6.939733	2.826485	6.316867
52	3	44	0.776231	-3.181057	6.939733	2.816585	8.314046
52	3	21	-1.109581	6.033068	6.939733	9.107338	2.108081
53	1	100	-6.378632	4.982237	8.249694	1.661136	6.897019
54	2	74	-3.925262	3.476028	6.628250	3.526340	3.668484
54	2	26	1.776746	5.998532	6.628250	6.323820	-0.596679
55	2	65	4.768046	-6.884324	6.247023	8.437684	2.177868
55	2	35	0.185785	4.944440	6.247023	8.570034	-4.080450
56	1	100	5.381175	-11.731009	5.223306	7.427261	-3.543679
