1	1	6.307122	0.199522	3.785391	-5.571820	7.245032	8.599871	0.717230	0.962792
5	1	5.313728	-2.485724	1.098682	6.895217	-15.802811	5.968201	6.205560	2.686933
8	1	9.270571	1.368329	1.313134	4.018380	-9.801420	6.301586	5.873006	0.572535
13	1	6.060594	-6.281968	8.925069	8.962713	-11.044287	-4.079028	4.538155	3.510003
15	1	2.942370	-8.050942	5.713944	8.935211	-14.217440	-0.010008	5.947853	2.077024
23	1	6.457699	-7.340505	7.448216	3.483903	-16.817106	3.833982	6.249353	4.539204
28	1	7.076717	1.142182	2.462273	4.224540	-11.920462	4.120873	6.253050	6.583045
29	1	5.272429	-2.481982	7.481423	8.120633	-11.949046	2.452462	5.654137	-0.037797
31	1	4.308566	-5.649117	4.890184	7.907436	-15.181991	-0.580683	7.426530	3.936307
36	1	4.888808	-8.372972	7.575748	5.012024	-5.865713	0.357318	6.936467	4.001807
41	1	7.521490	2.008752	-5.166768	-4.321003	7.264254	8.810028	0.704787	1.470755
42	1	2.979293	-9.475810	6.826236	6.393642	-11.873857	5.825158	6.131430	4.008162
44	1	8.237521	-3.045880	5.735744	8.769412	-12.696044	3.299124	6.730967	2.922249
46	1	7.523503	2.639378	-0.821885	-6.284977	5.248323	3.770888	2.892872	3.299479
51	1	8.491252	-1.360981	7.573866	7.179690	-11.631770	5.475881	8.397790	-0.621016
53	1	2.754955	-6.916806	9.328923	5.301919	-7.694668	-1.857725	4.019526	3.648643
55	1	3.934491	-7.047223	7.193140	6.030312	-16.187845	-0.094772	7.994997	3.536682
56	1	3.292458	-7.472177	6.737502	7.685848	-11.218375	-0.226081	2.522784	7.396009
57	1	8.358546	-1.161445	6.307163	7.923762	-9.968049	4.700212	8.039259	-2.061678
60	1	5.194119	-7.155126	6.717072	6.314334	-10.495939	-1.923237	5.872689	5.282134
61	1	6.419903	-6.864757	6.853647	8.524307	-11.344381	2.603853	5.040684	5.821176
63	1	7.035318	-7.729661	5.341150	6.106426	-11.984640	-0.191339	6.173639	4.387924
64	1	6.681045	-1.383624	-2.675261	-6.279136	6.497593	5.773376	1.066033	4.403433
65	1	2.202830	-8.203105	6.496176	5.952308	-15.079277	0.529898	8.197879	2.424627
66	1	7.975749	0.964866	-5.226186	-0.807426	2.036478	4.939898	4.121311	8.412979
67	1	5.964329	0.913242	-5.879904	-4.883615	8.298352	6.037324	0.801009	3.784981
72	1	6.337024	0.182362	-3.423175	-2.775962	6.363470	5.403435	0.187202	3.922290
74	1	7.321851	-3.404678	7.591749	6.609425	-15.863498	0.646383	5.327082	2.087601
75	1	6.462605	-2.864746	5.482763	6.420537	-13.422569	-4.399976	9.201949	1.894942
77	1	6.650003	-0.405959	2.675661	-3.677879	7.265256	5.825252	0.207892	3.940341
78	1	5.963140	-1.507549	5.767262	6.553934	-10.899592	4.003119	7.443218	4.114791
85	1	3.956441	-7.909144	6.865641	6.996654	-11.730809	-2.322722	8.411016	0.550064
86	1	6.828872	2.041200	-2.456875	-3.833786	5.007917	7.824974	-0.830341	3.173334
88	1	6.426084	-0.302780	0.388521	-2.297527	6.922877	6.606941	1.916203	2.462008
97	1	6.085725	-0.929904	2.302490	4.651531	-9.760921	4.678954	7.427424	3.501349
