7	2	-0.574908	-22.397597	-26.602114	-52.601960	-22.504647	-33.018611	2.444516	-18.707844	-30.117771	18.880774	-21.913856	-38.352390	-17.613019	1.335364	-4.671430	16.580941	-25.176396	-15.989752	-19.934851	-5.611641	-46.509405	10.815520	-19.632958	18.049411	-29.498058	20.748673	15.044448	-39.157495	-37.362264	-27.014900	-17.243306	-24.690899	-8.847961	-24.362567	0.992131	-3.030836	12.056158	5.871549	7.132399	2.100064	7.843074	16.368905	-37.954754	21.072374	10.869062	5.557514	-34.253326	-35.286936	-42.891871	0.712525	13.947458	10.138021	-7.068827	7.097072	-40.861065	-9.217508	-22.330259	8.525699	-38.941868	-56.951753	19.603563	11.024169	14.826446	2.150654	9.496332	-8.831258
8	2	-22.234322	-19.304790	-31.268462	-36.798657	-22.614715	-35.290117	4.505544	-21.700657	-24.946403	11.539367	-5.434209	-28.208492	-10.231874	-8.860682	-5.452482	-3.352710	-25.072833	-9.795535	-11.733579	-10.678796	-30.949110	-9.374475	-13.818406	12.130266	-25.470714	15.087895	-7.137515	-29.005733	-32.219492	-35.756393	-20.901942	-23.322857	-9.933178	-0.980823	-31.734893	-22.068570	-48.244754	-38.464065	-50.013191	-2.732301	-18.310782	-33.650683	23.359662	-29.198364	-34.554667	-28.327582	3.833700	7.758910	12.271720	-30.387368	-19.468410	-24.894910	-4.579524	-39.730199	10.482769	-27.558000	16.699526	-34.691486	20.398902	15.434806	-40.208039	-32.229816	-32.983929	-23.048421	-22.395147	-6.183311
9	2	-21.321340	12.306775	0.219781	14.798259	4.029257	5.932367	2.122804	11.236851	18.462282	-50.833881	22.842735	16.066714	2.769195	-22.696269	-36.799936	-35.069015	2.241903	14.174668	10.065228	1.059407	9.646141	-35.344433	-2.475109	-16.283629	13.315118	-34.742196	-48.832547	18.751791	15.428969	13.623275	6.283773	10.425908	-10.884966	-0.175724	-25.308733	-22.484923	-47.068255	-23.178062	-36.201478	4.505332	-16.696808	-31.779602	16.931291	-21.745353	-34.531085	-17.461982	6.506112	-2.934493	19.328075	-23.879304	-16.215615	-27.225971	-3.244881	-37.678315	12.246933	-28.273654	17.999026	-26.923342	20.852831	16.887428	-36.598899	-34.635761	-27.961093	-24.288603	-27.367433	-6.539812
10	2	-7.387354	-34.976270	-25.918694	-52.180178	-26.773001	-43.716665	0.433459	-24.912557	-39.094390	23.575302	-26.129976	-42.754753	-20.915813	4.826706	-0.323176	14.316766	-24.202560	-16.118823	-14.420163	-3.348194	-36.984230	8.386035	-24.905335	15.744392	-25.854859	17.241725	17.100681	-41.568911	-34.912480	-30.902327	-24.528725	-35.021669	-7.890708	-23.616870	1.054596	1.826836	17.735412	8.289123	10.986548	-4.297871	11.765310	13.964522	-42.779229	22.551836	14.901949	4.872612	-29.568158	-23.627008	-40.659980	7.485990	10.893295	8.739107	3.737540	17.873817	-35.593815	4.491645	-17.538562	16.976070	-39.365140	-34.853468	21.182201	17.650030	15.100878	6.936066	7.244551	-9.259332
15	2	-3.173772	-36.274426	-27.178613	-50.205263	-40.530091	-37.785971	-6.433440	-27.746676	-36.731933	24.635137	-35.659788	-31.475700	-18.864536	8.444649	3.406554	10.119799	-23.770543	-17.336223	-23.186803	-4.237185	-48.065501	12.985310	-32.253817	18.234835	-26.149031	17.782883	18.615896	-43.930085	-35.025891	-35.687954	-25.298352	-22.690701	-4.073898	-31.194288	-10.360412	-22.072690	-25.169142	-7.766933	-13.111124	17.345065	-6.221202	-10.128313	-2.138443	0.931019	-6.659591	-3.782324	-9.473770	-26.209298	-16.734380	-22.567583	5.261492	3.700250	-5.384139	-23.442636	-9.973105	-15.007954	5.231995	-0.057553	6.451186	-12.595897	-14.234080	-24.338144	-30.455491	-15.490135	-24.589410	-2.108891
21	2	-0.038706	-21.881070	-21.372793	-51.007654	-22.869891	-35.669176	0.043912	-25.957401	-22.218926	22.564731	-13.504889	-38.833504	-17.470618	8.519414	-0.761082	20.671178	-19.479364	-16.331890	-23.530724	-0.079208	-39.518738	11.890288	-19.518966	15.831932	-20.476419	18.754123	18.211756	-43.453840	-32.007267	-25.958705	-28.481901	-29.749814	-9.397432	-22.015087	4.131986	2.303564	15.766998	9.920761	12.548050	-3.085465	11.463145	10.926533	-47.719144	17.155829	16.007236	12.431274	-34.222029	-22.672144	-48.031389	3.951996	12.884230	8.534908	1.527149	20.003064	-39.459546	0.811379	-13.759318	17.064524	-43.347262	-34.504463	18.559256	16.652464	14.725506	5.704506	8.404302	-8.651824
28	2	0.762871	-29.471520	-18.482330	-42.449204	-31.463783	-31.142406	-4.284435	-24.907174	-31.736002	24.302566	-38.139270	-31.733979	-20.285006	3.881090	3.403038	16.093435	-28.765823	-19.854267	-28.732530	-6.052475	-47.495907	10.460087	-23.143539	16.014142	-27.162642	18.193666	18.946323	-45.068772	-32.145605	-24.791719	-21.464152	-27.837451	-0.979611	-20.819068	6.055703	0.491149	15.159048	7.641846	12.972318	-2.312558	8.528257	13.720982	-31.979621	23.013790	11.951769	2.656738	-38.723658	-26.139751	-37.628563	4.165078	11.255705	5.137447	-1.060037	16.504802	-39.182895	2.857016	-25.424867	14.663730	-40.567022	-53.152446	18.407131	13.689129	10.990156	9.656295	6.669058	-8.217384
30	2	-10.644462	6.257129	3.151255	21.497059	11.243517	12.834705	-3.853222	8.830865	11.311083	-38.673063	22.311141	17.667452	13.402079	-30.207806	-34.036329	-44.507873	3.947782	5.225941	12.393044	1.405212	18.688551	-42.043901	1.778702	-27.688698	17.773783	-43.570239	-44.691852	18.010319	18.185692	10.404969	7.576085	10.272191	-2.774220	-10.058330	-31.971907	-23.830244	-44.125005	-23.758406	-32.239157	6.634191	-25.834485	-31.680157	23.714782	-13.717497	-27.785362	-17.555426	0.100696	-8.894216	14.990560	-29.186986	-17.865465	-11.753204	-5.652733	-45.984266	-1.230644	-22.885693	14.676327	-21.578727	17.387361	13.796016	-37.746127	-35.306675	-29.402551	-17.447851	-21.339472	0.489795
31	2	0.030234	-32.438712	-24.161537	-49.800679	-33.590065	-44.896905	-5.303587	-26.440502	-34.920412	22.467865	-29.185539	-38.616716	-18.941188	7.501380	3.688876	17.343400	-37.523017	-16.089303	-22.761857	-3.773761	-49.794086	12.113053	-22.378017	17.110384	-29.993456	17.465402	20.013972	-39.561347	-35.288654	-34.986165	-23.889182	-28.324721	-2.495104	-27.635877	7.815369	2.383142	16.652191	9.946853	9.811569	-6.353562	10.428023	8.691594	-31.097774	19.710881	16.516482	9.599804	-30.394881	-23.549442	-43.479104	3.447650	11.681647	9.964694	0.180794	14.478756	-48.432428	-1.371128	-18.986439	18.233076	-45.407202	-52.437525	21.823970	16.903922	14.461895	7.821409	11.311655	-9.039253
35	2	-16.418658	3.878947	-2.774005	9.310510	7.227921	3.620100	1.011959	14.869872	9.036061	-32.401749	22.316265	8.887079	-1.644196	-26.641618	-32.065653	-32.073726	5.500918	13.210348	9.556989	0.688641	9.039949	-40.028215	-7.152904	-26.099759	9.803459	-26.987023	-42.703442	21.582574	11.688699	14.551330	3.089989	4.309514	-4.214983	-1.985880	-35.782194	-21.257470	-57.194771	-32.595406	-42.999195	0.782625	-21.650265	-36.429353	26.747162	-23.384532	-24.770562	-28.245308	4.499195	5.572045	17.926978	-28.731162	-17.404721	-23.312146	-0.150364	-38.513034	12.574099	-31.935178	15.910875	-24.828580	18.927945	23.015997	-39.304002	-30.695882	-31.681741	-22.577417	-28.501134	-4.764980
46	2	-15.369922	6.629681	-1.922699	7.143811	4.072172	10.680685	4.164423	6.991806	14.660082	-32.783579	23.554454	7.914717	3.012960	-27.591309	-32.409930	-41.006492	-0.994069	14.870629	4.072578	-1.270653	13.694314	-43.879902	1.864967	-22.528755	16.857257	-29.576051	-41.500515	16.184758	13.474716	17.165859	-0.543127	1.644265	-10.527814	4.215527	-32.123651	-12.509627	-57.220321	-23.034772	-35.777463	-7.092721	-27.547472	-36.815982	15.983199	-36.880158	-41.846478	-20.262254	14.116277	1.725414	16.504159	-21.290002	-19.913388	-29.619100	-1.060796	-42.474265	15.858063	-15.776966	16.552599	-31.291140	17.930864	21.182833	-39.787309	-30.314768	-28.639871	-24.791999	-27.533834	-5.373347
47	2	-4.569878	-27.687912	-27.020544	-49.161844	-37.966561	-35.982719	3.377444	-29.816381	-36.704202	23.461040	-30.569134	-42.528119	-23.829031	1.224351	0.241443	15.314865	-31.205788	-20.829386	-21.671889	-2.438226	-38.772589	8.602343	-30.592862	16.165811	-23.546317	17.263722	16.133395	-40.363736	-32.163335	-38.357106	-28.574006	-24.255953	-5.184980	-18.981612	4.990370	1.385991	21.823773	8.325024	9.797351	0.216232	9.159398	14.028596	-35.000065	21.308565	12.157238	5.937969	-37.249673	-29.568917	-29.692551	5.967133	10.115078	6.596608	1.629280	18.699851	-38.092364	0.408421	-26.352704	15.417031	-39.264488	-44.273355	19.802083	17.429030	13.096397	7.947855	4.212681	-13.022186
50	2	-0.476187	-24.399697	-18.527148	-55.053276	-32.952782	-47.684502	-3.142122	-30.676172	-33.090734	19.237594	-19.947217	-36.652297	-18.891001	6.064761	1.833837	20.315219	-23.686518	-18.820156	-29.736855	-0.108859	-43.099895	15.439534	-15.930748	18.761197	-22.853262	21.058115	18.401172	-44.903897	-26.250984	-37.177039	-20.909936	-26.006396	-4.422948	-20.282352	4.263642	-0.873581	14.119630	1.778715	7.241044	-0.433062	10.752086	15.143759	-48.536642	25.797600	9.372524	5.880251	-27.325068	-30.743758	-36.561118	7.824730	13.013381	10.082327	-4.732694	16.610966	-38.901231	-11.593972	-18.191274	11.467343	-34.203418	-60.242172	19.796615	17.191429	14.169909	6.225778	5.062076	-11.398520
58	2	-25.148371	7.409646	5.432615	16.513497	7.478449	12.338327	-8.426793	8.280316	8.650143	-43.396398	17.568268	17.801235	6.705136	-34.224657	-19.756150	-37.485975	3.250903	7.130022	15.604868	-0.839195	19.893128	-42.884672	1.323795	-37.087618	12.601752	-45.896123	-40.228530	19.825999	10.097891	13.915773	7.558331	6.843089	-1.567700	1.481476	-24.444542	-16.003666	-39.163332	-32.415080	-37.063389	-6.316708	-33.973339	-32.635245	24.128872	-37.633452	-38.764564	-26.290789	8.065151	4.779149	20.225402	-26.438074	-22.403072	-26.823315	-7.970201	-52.852139	12.721033	-25.888254	15.363879	-40.951624	20.497789	21.820739	-42.479717	-39.350537	-32.319394	-28.203174	-28.963142	-3.578687
61	2	1.022720	-35.943195	-16.555761	-50.089153	-30.517251	-36.587595	-2.398558	-25.241611	-32.478202	24.149664	-37.162724	-41.529294	-24.633504	11.042216	11.394946	18.715406	-24.292421	-18.709440	-25.999128	1.478376	-41.180782	13.053819	-25.276335	16.073602	-28.852664	19.649421	23.581635	-43.367751	-36.547863	-28.734932	-27.416497	-23.455738	-0.317229	-12.313706	-1.548312	0.062542	11.812758	4.370997	11.956079	-1.907271	7.840421	13.886700	-47.679429	23.474982	13.677287	3.917246	-29.760767	-30.497717	-37.122344	4.628537	12.452742	7.530213	3.627196	16.391603	-33.177832	0.915472	-26.408099	13.273879	-40.122112	-45.246076	20.086047	16.414145	14.811820	6.157206	10.358426	-5.036660
68	2	-12.090930	-25.995524	-26.986323	-47.351399	-27.204606	-28.710458	4.805133	-27.765136	-31.215385	16.192079	-27.295662	-23.926236	-18.168266	-2.838477	-6.615279	10.762441	-14.555178	-12.035740	-15.622561	-2.635788	-33.541397	-6.421119	-16.727033	16.665034	-17.159409	13.587986	9.286930	-38.437209	-42.431594	-27.274773	-25.034118	-33.797488	0.300505	-21.570453	5.826581	0.090396	13.592924	3.883290	15.191634	1.924468	6.105542	8.166789	-35.921263	21.216556	16.707004	2.670282	-35.012397	-31.075385	-35.623904	6.708706	12.982247	13.510551	-2.102690	14.155894	-42.892557	4.447665	-23.015625	15.986723	-33.566930	-45.927179	14.910094	10.387225	14.891431	1.438952	3.111830	-5.324810
