11	3	4.788400	2.098470	-2.600536	-3.467921	-2.968635	3.706490	2.220545	1.810534	0.735340	5.679981	6.127087	0.506123	3.628011	5.853370	1.941674	5.673273	2.602282	-0.274505	4.788400	-4.654271	8.268905	7.310295	8.906335	-7.917037	-27.026692	7.303604	7.341342	8.536256	-0.112255	6.263593	8.808174	-3.977857	6.753862	-5.467326	-1.410704	-0.300848	4.788400	-0.719300	2.497331	7.292896	8.462322	-2.602324	-24.788278	7.303604	7.341342	8.536256	-0.112255	6.263593	8.808174	-3.966211	6.753862	-5.467326	-1.410704	-0.300848
17	3	5.629572	4.270479	-5.512385	-3.952344	-5.368673	7.679300	8.497593	3.645044	2.404229	-0.942136	6.604516	2.629176	1.261236	6.771182	3.219221	8.129168	5.868859	5.424247	5.629572	-2.148396	6.449749	5.802305	6.334899	-2.659176	-21.897875	7.304142	6.316559	4.171087	0.831293	6.180329	6.925557	-4.498320	5.332460	-0.223788	0.366852	4.734769	5.629572	3.664528	-0.132333	2.613449	0.720271	1.266593	-14.037176	7.303988	6.316559	4.171086	0.831293	6.180218	6.925557	1.977633	5.332460	4.833629	0.366852	4.734770
19	3	9.209524	1.629902	-5.260826	1.855182	-4.935929	6.314264	8.786710	0.116648	0.947038	1.632655	3.598130	1.021126	-0.874874	7.908663	1.357512	6.489436	1.824602	6.326749	9.209524	-6.882341	6.417760	8.153356	6.779479	-3.015328	-12.433018	5.608232	7.199992	7.187980	-2.558667	7.625461	5.573779	-1.010316	4.732404	-3.751564	0.298204	1.481112	9.209524	-0.812026	0.130099	7.838122	6.101393	0.193756	-9.793818	5.608232	7.199992	7.187980	-2.270632	7.625461	5.573778	-1.010316	4.732404	-2.982500	0.298496	1.481112
20	3	8.039057	-0.974109	1.729157	7.556108	3.677504	1.288388	-19.456462	7.216753	6.456491	6.779123	1.724792	9.264430	6.512095	-3.231642	6.686106	-2.626563	6.100859	-1.620696	8.039057	0.472945	-3.226361	0.202204	-2.039308	6.298424	1.994663	1.825451	1.950193	2.965598	6.137517	6.798085	2.871072	4.378898	0.779330	5.876281	8.024147	0.543413	8.039057	0.472953	-4.577402	0.083269	-2.200157	6.298445	5.999390	1.821055	1.938287	1.463053	6.137535	3.933650	2.865849	5.972475	0.778779	5.876285	8.024149	3.705648
28	3	7.657288	2.357056	-5.876903	-5.464873	-3.430978	6.745640	13.381194	1.132899	2.426009	0.912845	6.651256	-1.743265	0.595361	6.556594	1.154329	6.504350	7.405714	7.807966	7.657288	-3.850417	7.062091	6.215539	6.708554	-4.583311	-17.090472	6.642770	8.125175	6.906098	0.562190	4.602635	7.212028	-0.620011	6.488603	-3.631642	1.126593	1.220508	7.657288	2.356413	0.630289	0.934240	3.062076	3.736812	-7.688599	6.642737	8.125175	6.906098	0.562191	4.602589	7.212028	5.623770	6.488602	4.772681	1.126593	1.220508
30	3	6.454868	-7.960096	7.947383	4.659749	4.189884	-3.420695	-19.837784	2.951751	8.858475	6.283479	-0.227697	4.240947	5.826973	-0.271613	6.891065	-4.757358	0.061641	0.827621	6.454868	-0.171493	-0.369232	-0.490612	-2.030007	5.685808	1.066738	-2.371627	7.026744	2.435485	5.326896	0.086085	1.534808	3.492309	6.875336	4.681625	4.339353	4.749078	6.454868	-0.171141	-2.418618	-0.522292	-2.085737	5.710882	10.253050	-3.436527	2.440791	2.207570	5.326917	-1.828045	-0.783511	3.492364	1.081340	4.682762	4.339433	4.749102
32	3	8.181107	0.894349	-2.221884	3.249727	-5.690325	7.690419	8.748224	3.977013	0.756255	2.245420	3.472256	1.626039	-4.356537	6.002171	2.368203	6.144420	4.014241	4.819860	8.181107	-3.873504	6.724448	6.140438	2.727970	-3.742721	-19.071741	9.269603	7.099020	7.086953	-2.913061	6.906689	1.356111	-2.775978	7.229071	-0.653686	3.945494	3.261305	8.181107	-2.370979	3.877883	4.693850	-4.799444	6.082018	3.170017	4.188294	0.758176	2.246142	3.472251	1.626040	-1.801623	3.112910	2.368270	6.143940	4.014240	4.819806
35	3	5.312637	0.717885	0.045891	3.815961	1.598161	2.813098	-17.637369	6.894433	3.739290	5.566051	1.135622	7.768164	6.627455	-1.476919	5.667716	0.465635	-0.144577	1.543570	5.312637	3.703948	-5.914039	1.244685	-4.644360	9.742571	4.745114	2.149484	-2.476240	-0.017184	3.733258	1.606306	0.526136	5.082706	1.116064	4.951569	-0.120661	5.279596	5.312637	-3.772842	5.985463	7.959504	6.328036	0.042563	-21.860623	6.894433	3.739290	5.566051	1.135626	7.768164	6.627455	-2.691517	5.667716	-5.900788	-0.144577	1.543570
39	3	6.518681	-3.297719	0.685549	6.555230	6.632293	0.906301	-11.874951	6.482561	9.344205	2.989410	2.452125	6.712145	6.263886	-2.215441	5.228075	-5.544415	1.365899	2.789539	6.518681	0.655668	-6.775611	1.224182	-2.271801	6.763352	3.062128	0.486491	5.976677	-0.322978	7.611744	0.185349	2.297599	6.902891	5.228017	6.753163	7.582647	2.930491	6.518681	0.655668	-6.792860	1.224169	-2.289107	6.763360	7.816984	0.197770	4.427531	-0.336459	7.611747	0.172960	2.297499	6.902891	5.223818	6.753163	7.582648	2.930519
42	3	3.833662	0.769250	-5.504818	-6.167700	-0.371183	6.062038	7.502051	1.440690	1.510654	-0.207305	5.817550	0.034663	1.153517	6.462387	2.716516	7.492422	6.318524	5.150280	3.833662	-3.523323	4.502774	5.366468	7.470119	-3.748620	-22.333107	7.202655	7.015386	4.455764	0.109735	4.654062	6.532110	0.691641	7.396868	-0.358216	2.623472	1.301956	3.833662	0.766075	-0.320550	0.424833	6.185866	2.187308	-12.957652	7.202655	7.004255	4.455251	0.109738	4.654062	6.532110	5.490944	7.396858	0.476640	2.623472	1.303486
