5	1	-3.046753	6.062362	7.037551	-4.518564
6	1	3.291396	-10.248908	6.796009	9.557675
7	1	-5.446764	5.011513	6.798428	-5.735904
11	1	4.603115	-14.668993	5.566299	3.569422
12	1	6.357200	-12.910006	4.926707	3.928963
19	1	7.901546	-16.837490	4.995672	8.054611
22	1	5.169276	-17.410230	2.380570	7.191591
23	1	-2.584334	7.520547	5.382189	-4.062228
25	1	4.375619	-7.374211	7.640385	9.293611
26	1	6.635820	-13.933005	5.521845	7.058698
28	1	-6.530018	6.563335	7.708383	-9.044530
33	1	-3.308454	7.549174	7.159389	-2.675222
35	1	1.416245	-8.336382	5.815377	9.246506
42	1	-3.395586	6.901297	7.523664	-4.425042
45	1	7.780829	-16.482201	5.440454	5.552266
46	1	6.218490	-15.268745	6.120507	7.489600
56	1	6.671145	-14.645134	4.268870	6.187862
60	1	8.608291	-12.023486	4.932334	7.468275
62	1	-2.040051	6.148030	5.848123	-3.769625
64	1	-2.958678	6.102854	7.142641	-5.003141
70	1	7.271328	-7.935056	3.346687	-1.065030
76	1	4.372871	-10.409064	5.707681	9.831734
77	1	-6.420593	6.476925	6.583252	-6.455368
78	1	-2.313445	5.619044	6.133655	-2.326902
80	1	-4.616770	7.843031	9.101815	-4.936052
81	1	2.935789	5.066864	5.480356	-8.749872
85	1	1.785390	-16.817447	4.613687	8.542418
86	1	-3.550803	6.699424	8.054386	-5.125162
88	1	6.721285	-10.082426	6.278499	7.493707
89	1	-0.748114	7.862679	7.034432	-1.404813
90	1	6.966980	-13.575769	4.795306	7.781034
91	1	4.389393	-15.946773	6.714236	7.036299
92	1	5.029812	-15.159133	3.971554	3.821557
95	1	6.861017	-13.368809	6.774689	7.729235
98	1	-3.394588	7.974784	8.730572	-4.943425
