1	1	100	6.202060	2.197863	1.584918	-0.478588
2	2	71	7.798792	-8.913780	1.703719	0.660308
2	2	29	7.798792	6.019783	-3.804299	-5.083646
3	1	100	7.419698	6.406284	-4.677746	0.217452
4	2	53	6.993879	2.136812	1.844988	1.834788
4	2	47	6.993879	-7.691563	5.382784	3.670594
5	1	100	8.238704	2.814317	-6.937999	3.140135
6	2	5	6.645995	1.799595	-1.009540	-0.511209
6	2	95	6.645995	-8.799565	2.655750	3.142389
7	2	51	7.458661	-5.009891	4.098856	2.779846
7	2	49	7.458661	3.789221	-0.398421	-0.533253
8	2	42	6.256900	5.657164	0.094249	-0.833362
8	2	58	6.256900	-6.795349	4.007127	1.843546
9	1	100	8.038208	7.118217	-3.554468	1.758093
10	2	33	5.335959	2.300323	0.992393	3.211036
10	2	67	5.335959	-4.271451	1.342337	4.176389
11	1	100	5.359362	-8.960403	1.196883	4.812900
12	1	100	5.028122	-9.851907	6.197150	3.628505
13	3	83	7.092563	-7.582465	3.102148	3.886087
13	3	13	7.092563	4.737904	0.101554	-0.236086
13	3	4	7.092563	1.234847	2.728728	0.421122
14	1	100	4.502181	6.969789	-2.639548	0.742669
15	2	53	5.360193	3.499479	-1.417771	2.677361
15	2	47	5.360193	-6.877368	1.113590	4.272290
16	2	55	6.918300	-4.379922	4.377606	1.651535
16	2	45	6.918300	5.513024	-0.150490	-0.428303
17	1	100	9.258298	6.889627	-6.595954	2.164916
18	5	96	6.806725	-10.499082	3.042019	4.604450
18	5	1	6.806725	2.782613	0.747520	2.262157
18	5	1	6.806725	1.635387	1.230462	2.736934
18	5	1	6.806725	2.166079	1.191268	2.187128
18	5	1	6.806725	2.555567	0.989447	2.088536
19	1	100	5.248922	-18.088125	2.249805	5.145284
20	2	17	8.301680	4.344142	-3.999778	-2.604510
20	2	83	8.301680	-2.209101	-2.276346	1.771228
21	1	100	7.618962	8.882609	-3.404501	-0.336236
22	1	100	6.276431	-5.378567	5.979980	3.129112
23	3	47	6.963293	-2.708334	4.416272	3.265896
23	3	28	6.963293	0.283719	5.124387	2.139365
23	3	25	6.963293	4.439851	-0.257912	0.790878
24	1	100	6.679530	-9.508807	3.531377	3.174763
25	2	85	6.012627	-5.406645	-3.609844	3.536862
25	2	15	6.012627	1.396335	-3.571496	1.976034
26	1	100	6.325574	3.620649	0.691523	-3.125239
27	1	100	5.817610	2.146290	-7.211502	0.658785
28	1	100	7.016557	4.673482	-6.208818	2.532789
29	1	100	9.814060	7.001278	-3.966162	-0.484157
30	2	73	8.685615	-5.413913	1.492654	4.119833
30	2	27	8.685615	4.513053	0.844423	1.564148
31	1	100	5.521267	-4.541227	2.610570	4.728894
32	1	100	6.391167	4.798194	-1.344041	0.799324
33	2	68	6.925606	-6.484454	4.153540	4.490582
33	2	32	6.925606	5.080405	0.769818	2.284160
34	2	42	5.997869	0.691320	5.971102	-0.566214
34	2	58	5.997869	-3.192417	6.862750	2.689187
35	2	90	6.620983	-9.362632	1.644652	4.972784
35	2	10	6.620983	3.148935	1.957987	-0.304684
36	1	100	9.283719	7.761815	-4.963119	0.074276
37	2	63	6.119571	-3.821588	6.952946	0.961609
37	2	37	6.119571	2.995197	4.669237	-1.575220
38	2	83	6.168299	-9.720084	2.573076	4.687716
38	2	17	6.168299	4.000354	-1.813653	3.418070
39	2	44	8.266192	6.226455	-1.917780	0.044366
39	2	56	8.266192	-3.482724	2.822882	0.541625
40	2	92	7.531980	-12.996058	0.067336	3.928213
40	2	8	7.531980	1.252149	-1.261165	0.900525
41	1	100	6.166688	4.638449	-2.552329	-0.841154
42	1	100	7.156498	3.919675	-4.587140	1.024247
43	1	100	7.183746	6.937426	-7.934397	2.011398
44	1	100	5.584645	-3.591204	0.663234	3.229334
45	1	100	4.138972	-9.695141	0.605929	5.258620
46	2	44	6.744293	7.293296	-1.101962	-1.633081
46	2	56	6.744293	-9.741254	4.563951	1.716426
47	2	40	5.289241	4.619194	-6.124169	3.258114
47	2	60	5.289241	-2.494994	-3.205086	4.116939
48	1	100	6.792967	6.126350	-2.263864	1.531865
49	2	30	5.169774	3.384519	-6.111513	3.583676
49	2	70	5.169774	-7.688165	-1.723655	4.926386
50	2	10	6.296395	4.712103	0.440459	0.001616
50	2	90	6.296395	-7.579252	5.943697	3.185481
51	2	68	7.801597	2.471586	-7.220028	3.987267
51	2	32	7.801597	6.436252	-5.068470	2.215956
52	2	78	7.565604	-2.879289	-0.763570	3.161827
52	2	22	7.565604	5.140067	-0.248473	1.718991
53	1	100	8.756786	6.576371	-4.841553	-0.122407
54	2	53	5.414232	-4.962293	5.688690	3.545256
54	2	47	5.414232	4.935136	0.584266	1.429039
55	1	100	9.354005	-8.800627	2.309778	4.133433
56	1	100	7.909645	7.133488	-2.998621	-1.676501
57	1	100	7.680303	6.481276	-0.477587	-0.653265
58	1	100	4.549939	6.501574	0.029438	-1.298157
59	2	17	7.988556	4.086996	0.561267	-0.078233
59	2	83	7.988556	-11.169464	5.380722	3.804032
60	1	100	8.042123	7.580490	-7.562061	2.098611
61	1	100	9.371582	7.627552	-3.784385	2.316818
62	1	100	5.731698	2.780709	2.724304	1.831866
63	1	100	8.611751	6.788710	-0.306323	-1.782904
64	1	100	8.463571	5.292186	-2.690529	1.527413
65	2	30	5.817053	7.094478	-7.214335	0.406101
65	2	70	5.817053	-5.050608	-1.928304	2.844654
66	1	100	7.736431	5.126425	-4.289179	1.593640
67	1	100	6.800876	3.731372	-6.721269	3.128292
68	2	78	5.499742	-4.706503	6.175187	1.399022
68	2	22	5.499742	3.705318	0.295817	-4.060211
69	1	100	7.019499	4.206163	-6.067925	0.460416
70	2	71	6.711906	-2.014881	0.337247	3.807446
70	2	29	6.711906	1.694141	1.011283	2.931528
71	1	100	8.331399	6.084595	-3.921373	0.067013
72	1	100	4.463944	-10.288170	1.334363	5.343976
73	1	100	7.737418	6.590443	-3.684116	2.157967
74	1	100	1.664309	-10.749983	5.146478	3.881621
75	1	100	6.884611	-7.637605	1.184941	4.650777
76	2	32	7.554342	-5.910198	2.238654	3.820697
76	2	68	7.554342	6.914023	-1.906748	0.810581
77	2	69	8.274124	-5.706166	-0.751973	4.032943
77	2	31	8.274124	2.204776	-6.261824	2.797955
78	1	100	6.136769	5.200416	-2.929369	-1.645606
79	1	100	5.358944	-13.600532	4.120412	3.742548
80	1	100	8.807501	-12.044282	5.199861	5.293676
81	2	64	6.471629	-6.861984	4.884619	2.232341
81	2	36	6.471629	3.051302	2.224607	-0.050974
82	1	100	7.466409	4.955027	-7.635099	3.203420
83	1	100	6.686168	-9.646215	6.629637	3.425311
84	1	100	2.401340	-9.815004	1.919499	2.593315
85	1	100	6.090954	-6.472360	6.390096	2.460892
86	1	100	8.395074	8.336143	-4.625602	-4.808067
87	2	30	7.047181	-4.311125	5.738450	2.731313
87	2	70	7.047181	5.180693	0.103344	-0.153533
88	3	43	5.966626	-7.830860	0.973465	4.915371
88	3	43	5.966626	2.762837	-1.737201	0.912855
88	3	14	5.966626	-1.487405	0.334177	4.751380
89	2	50	7.948320	-7.335946	1.869411	3.069058
89	2	50	7.948320	5.012541	-2.945729	0.071101
90	1	100	7.625302	3.279833	-1.190918	1.084788
91	1	100	5.394093	-15.959151	7.461628	3.734312
92	1	100	6.808430	5.804667	-6.223397	0.257498
93	1	100	7.634841	9.542833	-6.040605	-0.445783
94	2	39	7.244568	-1.151485	3.376148	0.288105
94	2	61	7.244568	6.878159	-2.721649	-0.960867
95	1	100	7.709839	-10.447917	2.945804	4.017294
96	1	100	5.628803	4.541015	-6.374291	2.033503
97	1	100	6.419976	-11.566331	5.090563	3.417229
98	2	85	7.572169	-7.047795	4.297882	2.903087
98	2	15	7.572169	3.213292	-0.256675	-1.532597
99	1	100	6.886351	5.981751	-2.037085	-1.621490
100	1	100	8.136894	5.053682	-5.592197	-0.984334
