1	2	5.416739	-1.044849	0.279645	0.388286	4.076962	3.019916	6.073781	2.026068	-2.440862	0.866469	5.571620	-5.076624	1.503260	4.500509	-0.949934	0.246259	8.431702	6.687165	-4.774123	7.527631	5.416739	-7.808220	4.360656	6.575461	7.327832	-1.956163	-21.976189	7.382988	3.425349	6.789061	-0.993528	1.151152	7.468252	1.633393	3.587879	-1.454533	2.712560	0.914577	-5.759831	7.527795
6	2	4.912499	3.331576	-0.993816	-2.109586	-10.198816	6.623500	10.802985	-3.552772	1.867301	-0.856494	6.198463	1.680398	1.283539	6.847695	-1.528652	6.190053	3.271144	7.308551	4.170961	-1.324764	4.912499	-8.084178	7.978011	6.408954	4.825764	-0.620847	-8.146976	2.645071	7.773085	5.669827	2.879103	7.760324	6.175823	-2.917674	3.198388	-3.724387	-2.565044	3.270446	-3.218938	4.051514
7	2	3.849247	4.134492	-1.460674	-6.451136	-10.336420	6.270540	16.660638	-1.739123	0.468665	-0.018004	6.936916	-0.267728	1.991107	7.801046	0.568476	3.858635	6.438065	6.701557	8.255157	0.227433	3.849247	-5.386509	7.867760	4.736595	3.764737	-5.612668	-18.180033	4.480187	6.710252	6.605820	0.647076	5.342854	5.720517	1.771876	0.596813	-7.397869	0.623624	0.099110	-2.081487	6.854789
11	2	8.442260	-6.256023	7.306881	6.698672	6.862703	-3.321651	-25.873010	7.531356	6.635525	6.211611	0.626676	5.245203	7.185327	0.302732	9.608301	-5.577101	1.129253	0.316155	-6.740768	7.923021	8.442260	2.904406	-1.447563	0.851558	-3.130525	7.413198	10.611166	1.602801	0.298035	0.741565	6.750682	-0.431615	1.788536	4.320411	6.528881	5.726870	5.737899	4.990635	5.629270	-1.243802
13	2	5.750640	3.078098	3.965390	3.895752	-2.908342	1.053896	-13.543237	8.681255	7.665747	5.216263	0.973983	7.337231	6.116341	0.658619	5.760758	0.913263	2.292425	2.075982	7.752001	-5.246878	5.750640	4.933603	-3.096244	-5.172884	-8.814650	7.277472	9.962731	4.471655	3.163272	-1.240958	6.005265	0.705248	0.704497	5.954500	3.789283	6.453469	6.799843	8.588248	7.752001	-6.388627
15	2	4.795734	-5.361715	5.498473	7.195046	6.613205	-3.950603	-13.723321	3.996560	8.399628	5.534095	5.620769	6.201367	8.378610	-4.490572	5.251586	-3.335744	5.512738	5.957037	-9.611145	7.415403	4.795734	0.260592	-1.063773	0.570866	-5.782490	4.366015	3.691295	-0.347911	4.425371	0.018802	7.032226	-0.225987	3.866028	3.257905	5.188623	4.078570	5.999503	6.776771	-7.604228	7.379327
16	2	6.040850	-7.983725	5.298625	9.116027	3.292756	-3.919866	-14.218405	6.850006	7.116453	8.203773	3.937437	6.589641	6.955258	-1.570933	5.341056	-6.028108	4.250998	4.804878	-3.278183	7.430338	6.040850	3.010560	-5.162365	-1.866233	-10.418237	3.968698	14.410819	0.457958	1.327407	2.229009	9.318431	0.481456	2.718746	7.399192	4.525874	6.280569	5.960487	6.147920	6.810762	-1.417048
18	2	6.812365	3.322264	-1.698444	-3.870499	-8.775733	4.935684	11.456608	1.853022	1.214254	-0.208501	6.251384	1.497318	0.113115	8.077703	1.849849	5.955443	6.890827	3.820149	6.532900	-6.198766	6.812365	2.114918	4.464689	6.676599	-4.389235	-0.839428	-9.657376	6.052355	6.653250	5.302333	2.640108	6.449404	6.254070	1.090256	6.796051	1.286889	6.296304	2.922262	6.495630	-4.592758
30	2	7.870035	-8.197248	7.144515	5.950588	4.997901	-3.191199	-15.485081	7.947953	5.030933	6.804751	6.314618	6.545093	6.736622	0.567299	3.674630	-2.852951	4.699340	2.444949	-9.155347	5.618924	7.870035	1.175888	-0.631172	-1.477894	0.458775	5.395608	5.675580	1.930392	-0.916353	2.606591	8.884342	0.000836	0.486004	6.015365	-2.730465	5.917707	4.699990	6.973675	-4.661016	5.556312
33	2	5.953646	-4.037338	6.711210	5.244675	4.733603	-4.778628	-13.103742	6.728169	7.132368	7.034103	-0.244773	4.717139	5.426623	0.680343	5.317617	-7.815606	0.817091	6.739964	-7.030276	3.521870	5.953646	-0.822180	2.622673	-0.618377	-1.722112	0.286887	8.326696	1.090706	0.545154	2.360998	5.233352	-0.848711	0.511119	6.870841	1.246604	4.662921	5.148558	9.234216	0.986765	0.618169
