1	2	66	2.264321	1.762742	1.299363	-7.815736	-9.274504	-5.829311	-0.760412	2.060348	0.089718	2.491933	-10.314284	-3.815112	0.695599	-1.459594
1	2	34	2.264321	-4.477703	1.295325	7.406952	-9.274502	-9.215409	-0.760410	-4.296879	6.616477	7.040007	5.978804	2.621720	6.340127	3.634674
2	2	73	7.418956	7.539866	4.657774	-4.795110	-8.003739	-9.038792	-1.235719	0.401130	1.410984	-2.996545	-14.755871	-0.489066	-10.228657	0.885872
2	2	27	7.418956	1.324027	4.097340	10.195280	-9.141535	-13.739574	-1.235721	-6.082215	6.158181	8.026125	6.662709	5.196623	5.321732	6.829569
3	2	90	2.675226	3.365986	4.233413	-7.158165	0.594829	1.198698	-3.941188	-2.790817	1.100074	-2.545524	-12.556859	-0.864642	-9.159074	1.172334
3	2	10	2.675226	1.701244	0.930467	9.297092	-2.597815	-2.684833	-0.404987	-6.229804	6.292067	9.637707	4.266834	5.058610	5.081621	6.380204
4	3	67	6.846721	5.730458	6.908221	-8.480419	2.494638	6.313168	-1.594613	-4.973300	0.320114	-5.839891	-12.044400	3.084991	-5.669599	0.501260
4	3	18	6.846721	-0.381162	1.155491	4.631101	-2.857778	1.570909	-0.652802	-11.764617	6.075923	6.854221	5.723032	7.599894	6.010041	6.841978
4	3	15	6.846721	5.664755	6.904807	-1.369223	2.494523	6.313166	-1.594759	-9.900141	6.075923	6.854221	5.723032	7.599894	6.010041	6.841978
5	1	100	5.789611	6.213718	8.495199	-13.869443	6.936995	7.410659	0.122958	7.327570	-4.725532	-4.098714	-15.818903	3.335177	-6.214963	1.755856
6	4	60	8.435871	2.896474	7.239572	11.599140	-3.348065	-8.533637	0.817398	-7.583573	7.578826	6.158598	8.240489	7.425830	5.084226	7.463785
6	4	13	8.435871	6.360391	7.354559	-2.687782	0.245891	4.276736	0.686732	0.080163	2.279409	-2.217446	-5.076740	2.995766	-4.870754	1.077944
6	4	22	8.435871	4.978414	7.348788	1.153900	-3.321816	-6.003782	0.817403	-1.488075	2.432482	-2.207338	-4.943907	3.069895	-4.815284	1.110485
6	4	5	8.435871	2.956637	7.248456	7.749807	0.810219	3.871441	0.904095	-3.437566	7.557569	6.158598	8.240489	7.425830	5.084226	7.463785
7	3	23	7.891442	3.945675	6.388019	-6.547227	2.428450	5.118114	-0.918160	1.049023	1.738582	-3.767582	-13.942624	-0.159574	-8.718745	0.172956
