1	1	57.972488	66.394349	18.451156	12.747577	42.056203	42.378705	22.516769	63.848720	0.818481	0.218175	0.348982	0.957567	0.317770	0.638795	0.908795	0.896475	163.421745	5.000000	84.183321	0.262988	4.000000	0.017129	8.662082	4.000000	0.295904	3.152769	3.000000	0.200198	1.339565	3.000000	0.010183	2.342727	3.000000	0.012709	0.389937	3.000000	0.017742	4.783958	1.000000	55.299777	0.292857	2.000000	93.796022	12.831614	2.000000	0.021248	0.802537	4.000000	0.010164	1.199036	1.000000	0.013283	0.386142	3.000000	0.021808	13.904577	3.000000	0.010366	23.353440	6.000000	78.866884
2	2	62.534871	16.539355	93.013923	49.837484	51.449677	22.102624	38.540763	39.340222	0.721968	0.948260	0.262405	0.353808	0.562390	0.660439	0.856253	0.703436	50.866749	5.000000	53.416456	1.203292	5.000000	0.015835	9.329858	6.000000	0.036349	1.540600	2.000000	0.025885	1.357833	6.000000	0.015006	0.613458	2.000000	0.022262	0.127281	5.000000	0.012718	0.184393	6.000000	6.444567	1.423472	1.000000	72.373337	14.061937	3.000000	0.078411	0.815235	5.000000	0.013033	1.187696	2.000000	0.026646	0.763892	4.000000	0.187324	120.724768	4.000000	0.011724	34.552639	5.000000	16.513644
3	1	40.835247	15.968032	92.106695	74.697473	84.168244	40.764969	84.825669	46.361247	0.289818	0.185805	0.875706	0.503749	0.673281	0.304078	0.186818	0.203898	26.671353	5.000000	91.453013	3.212896	1.000000	0.092205	4.023690	1.000000	0.012436	3.139475	6.000000	0.012850	0.569652	3.000000	0.107660	3.545490	1.000000	0.024196	0.957252	3.000000	0.020461	1.832026	4.000000	4.739979	0.024568	2.000000	65.578056	13.487890	2.000000	0.010339	0.104202	6.000000	0.039380	0.489821	4.000000	0.044544	0.984390	3.000000	0.044915	136.479380	3.000000	0.026378	66.262720	3.000000	93.185466
4	2	48.179428	82.833447	68.999892	36.190882	34.426057	31.189428	79.330158	76.937365	0.303145	0.773349	0.654239	0.831922	0.555284	0.448330	0.935993	0.233529	175.569773	6.000000	99.298828	2.825297	3.000000	0.012541	12.132742	2.000000	0.011297	4.647297	4.000000	0.010563	0.697555	3.000000	0.031769	2.332430	4.000000	0.054809	0.033405	6.000000	0.024677	1.982931	6.000000	8.972170	1.272922	1.000000	73.605727	11.155242	4.000000	0.010263	0.566659	1.000000	0.040480	0.634903	2.000000	0.020185	0.750575	6.000000	0.220583	68.164688	2.000000	0.067891	6.376206	3.000000	37.202259
5	2	30.366252	42.271028	8.199314	11.007519	6.677324	66.880260	68.900049	70.863240	0.234516	0.326852	0.979816	0.150979	0.482920	0.672008	0.512690	0.804800	132.974581	2.000000	42.515522	2.412417	2.000000	0.012452	7.969497	6.000000	0.064695	2.206595	1.000000	0.027738	1.213750	1.000000	0.015475	1.979611	2.000000	0.010133	0.398687	5.000000	0.011173	3.023143	6.000000	57.682476	0.528417	6.000000	24.507891	1.796155	2.000000	0.050206	1.098253	5.000000	0.017154	0.851577	3.000000	0.307657	1.018743	4.000000	0.142892	32.158698	6.000000	0.019868	24.311269	6.000000	16.523847
6	1	48.523533	34.570266	96.551259	86.337195	67.288770	60.507184	96.037909	29.017242	0.527049	0.380145	0.862605	0.688232	0.513278	0.104065	0.394344	0.681758	16.640886	3.000000	75.846656	4.510415	3.000000	0.084456	4.219291	1.000000	0.074981	2.330179	1.000000	0.017555	0.488140	2.000000	0.013947	0.948276	2.000000	0.014402	0.699647	4.000000	0.013310	2.601812	5.000000	25.130328	0.240430	5.000000	71.650719	4.850624	1.000000	0.021474	1.136304	4.000000	0.011972	0.368793	4.000000	0.011755	0.773971	6.000000	0.041228	103.899527	3.000000	0.011350	108.135862	3.000000	75.045591
7	2	14.807426	84.336428	96.822738	86.216682	37.949965	68.850230	28.710691	70.491256	0.469493	0.462274	0.224745	0.785786	0.288632	0.201929	0.991109	0.713738	52.245245	3.000000	39.762231	0.458296	4.000000	0.016374	0.183550	1.000000	0.048073	0.906700	4.000000	0.029862	1.325417	6.000000	0.035782	3.275858	4.000000	0.014812	0.495346	4.000000	0.099336	2.872897	6.000000	4.665338	1.151986	3.000000	58.518368	8.873537	2.000000	0.015826	1.220900	2.000000	0.029570	0.402233	3.000000	0.040922	0.554176	2.000000	0.015782	185.087942	3.000000	0.025935	97.816967	3.000000	18.972113
8	1	48.601285	48.941614	38.016794	70.522806	83.495712	47.037586	35.671881	25.175113	0.124590	0.419951	0.807953	0.434550	0.430922	0.534854	0.889935	0.155060	53.136658	3.000000	79.787049	4.166997	1.000000	0.025631	3.133224	3.000000	0.018340	3.574400	6.000000	0.018539	0.053572	1.000000	0.163322	0.844346	1.000000	0.013724	1.019829	1.000000	0.012424	3.083314	1.000000	2.311956	0.335895	4.000000	19.965060	5.324755	4.000000	0.101991	0.828149	5.000000	0.017559	1.553836	6.000000	0.014430	0.257676	5.000000	0.010261	181.925980	3.000000	0.192469	55.210040	5.000000	10.642572
9	1	84.691213	97.267893	22.725541	19.101182	58.277489	67.726571	8.430341	36.376864	0.586551	0.421885	0.381688	0.694785	0.854227	0.413825	0.432345	0.414572	103.628616	5.000000	7.839467	0.122981	5.000000	0.010990	6.668754	3.000000	0.023088	4.185270	1.000000	0.012141	0.791886	1.000000	0.016703	4.386478	6.000000	0.014620	1.364058	4.000000	0.016017	2.386267	1.000000	51.575936	0.070594	1.000000	13.954937	11.935531	1.000000	0.013334	0.638641	5.000000	0.075829	1.166895	3.000000	0.024937	0.866361	1.000000	0.012622	171.775604	5.000000	0.013049	27.732832	3.000000	38.050513
10	1	78.918672	3.110856	66.961165	87.335737	37.616027	67.153765	28.588267	23.995014	0.405770	0.331069	0.645636	0.452190	0.897131	0.123563	0.593641	0.318549	143.609785	6.000000	12.209103	0.086060	2.000000	0.288701	10.736014	4.000000	0.031669	4.773414	6.000000	0.016552	1.255011	3.000000	0.012966	0.067591	3.000000	0.028199	1.622134	2.000000	0.013052	4.748548	5.000000	91.454368	1.604531	3.000000	11.324778	3.789052	1.000000	0.020555	0.297429	5.000000	0.010115	0.953214	3.000000	0.020697	0.928540	4.000000	0.038563	98.651348	5.000000	0.010457	108.744327	4.000000	70.005288
11	1	43.488753	47.794441	75.019929	16.804208	79.898746	41.663788	82.925611	93.390020	0.529103	0.278899	0.764925	0.707095	0.595712	0.205569	0.208220	0.512550	100.059518	5.000000	94.332978	3.580896	2.000000	0.018112	2.668391	1.000000	0.017035	4.073535	1.000000	0.021298	0.030703	5.000000	0.210856	2.049477	3.000000	0.033786	0.614030	6.000000	0.012481	2.417765	3.000000	50.894594	1.155943	1.000000	87.563659	8.818577	6.000000	0.053589	0.281421	2.000000	0.047626	0.455142	6.000000	0.080216	0.884705	6.000000	0.010875	85.442395	5.000000	0.012887	81.022581	6.000000	75.617888
12	2	99.794050	5.882343	52.998331	23.800553	69.565467	99.401573	42.276435	75.826412	0.193273	0.357378	0.956804	0.861663	0.726982	0.730109	0.854704	0.317737	72.482368	1.000000	24.149742	1.279888	5.000000	0.011746	10.579440	3.000000	0.053373	0.285821	1.000000	0.011177	0.306701	6.000000	0.010746	2.445525	3.000000	0.011735	1.631347	4.000000	0.010005	2.218682	2.000000	4.496020	0.027133	5.000000	37.358338	14.048297	3.000000	0.013588	0.433368	3.000000	0.013779	0.617650	3.000000	0.026842	0.981190	1.000000	0.822413	130.126606	6.000000	0.018697	94.901637	6.000000	57.679667
13	1	75.130958	82.244490	25.715315	3.150080	39.595687	57.534935	4.985099	71.701198	0.470328	0.460269	0.338743	0.591666	0.439599	0.565218	0.676202	0.103688	15.211754	1.000000	37.583793	4.686793	5.000000	0.682210	5.847835	5.000000	0.022025	3.347545	6.000000	0.074356	0.156445	6.000000	0.032291	2.427555	1.000000	0.010795	1.115105	6.000000	0.011236	2.951702	1.000000	69.656504	0.219449	3.000000	39.558683	5.467078	5.000000	0.048779	0.777024	1.000000	0.023210	1.263292	5.000000	0.012446	0.515374	1.000000	0.023738	63.041447	4.000000	0.055202	85.520486	4.000000	71.994670
14	1	23.018294	15.728595	47.520502	94.434430	26.764313	87.287636	87.759115	63.449493	0.669961	0.902532	0.253442	0.129402	0.431472	0.877520	0.245225	0.786010	152.036088	4.000000	75.099598	2.932492	6.000000	0.062104	1.035827	6.000000	0.273115	4.159515	6.000000	0.016913	1.335553	3.000000	0.018465	3.555670	2.000000	0.019647	1.658813	3.000000	0.241340	2.965809	5.000000	33.696754	1.443545	6.000000	51.419555	10.097986	6.000000	0.012888	0.805226	5.000000	0.010294	1.267438	5.000000	0.048700	0.905309	5.000000	0.010417	175.404692	3.000000	0.065828	28.283681	3.000000	91.407537
15	1	55.387326	11.851967	60.327478	4.840004	22.823723	49.539830	37.405432	72.920035	0.761887	0.696557	0.631456	0.155005	0.936692	0.577302	0.448630	0.129434	161.869703	4.000000	15.605556	1.857395	2.000000	0.022115	5.643604	5.000000	0.016748	1.624032	2.000000	0.059274	1.497875	2.000000	0.033962	4.148412	4.000000	0.021190	1.276206	3.000000	0.021863	3.901161	6.000000	93.666341	0.269216	3.000000	21.194944	2.671299	5.000000	0.011398	0.116570	4.000000	0.016878	0.096854	6.000000	0.039234	0.890837	3.000000	0.016175	29.323695	5.000000	0.010213	16.187984	5.000000	64.120191
16	1	19.487532	24.891617	46.866835	41.950561	19.372721	92.212561	49.003446	46.494441	0.558935	0.288916	0.149546	0.639266	0.737331	0.632187	0.409059	0.931888	84.219315	1.000000	39.612684	2.139006	5.000000	0.011664	5.019037	3.000000	0.010522	2.102118	2.000000	0.037216	0.858431	1.000000	0.010377	1.206051	5.000000	0.025631	0.327788	1.000000	0.018635	2.886296	2.000000	81.028113	1.152237	5.000000	12.533225	0.619246	4.000000	0.023867	0.317434	2.000000	0.016986	1.573626	2.000000	0.015845	1.194717	6.000000	0.090963	39.184092	5.000000	0.879336	20.899988	6.000000	50.669815
17	3	1.146197	65.389151	58.330763	86.474116	19.921368	48.304748	36.396783	15.994723	0.364329	0.141115	0.556311	0.921982	0.915766	0.524071	0.247875	0.606560	52.821009	3.000000	3.952478	1.189294	3.000000	0.013274	10.538084	3.000000	0.033642	1.991676	6.000000	0.018223	0.385796	3.000000	0.096368	2.703082	6.000000	0.105566	0.256347	3.000000	0.010218	2.281732	4.000000	51.035881	0.460151	4.000000	63.401620	7.388371	2.000000	0.025326	0.934187	6.000000	0.022066	0.584315	2.000000	0.061861	0.424363	2.000000	0.018924	157.775086	5.000000	0.022154	171.959154	2.000000	17.774315
18	3	14.650916	33.375292	94.123326	3.797633	77.846785	77.940870	23.557430	70.138920	0.332906	0.127464	0.325751	0.569173	0.744240	0.862338	0.225135	0.113854	109.529573	4.000000	19.795732	0.302340	1.000000	0.011172	3.591888	2.000000	0.027629	0.584145	4.000000	0.041013	0.371575	1.000000	0.142616	1.745551	2.000000	0.109843	1.295121	1.000000	0.017443	0.708371	3.000000	29.773208	0.992219	1.000000	67.567147	7.201282	5.000000	0.015360	0.268811	5.000000	0.038040	1.245371	5.000000	0.018131	0.157093	4.000000	0.022111	181.258947	4.000000	0.033986	9.906638	4.000000	84.149323
