4	3	6.846721	5.730458	6.908221	-8.480419	2.494638	6.313168	-1.594613	-4.973300	0.320114	-5.839891	-12.044400	3.084991	-5.669599	0.501260	6.846721	-0.381162	1.155491	4.631101	-2.857778	1.570909	-0.652802	-11.764617	6.075923	6.854221	5.723032	7.599894	6.010041	6.841978	6.846721	5.664755	6.904807	-1.369223	2.494523	6.313166	-1.594759	-9.900141	6.075923	6.854221	5.723032	7.599894	6.010041	6.841978
7	3	7.891442	3.945675	6.388019	-6.547227	2.428450	5.118114	-0.918160	1.049023	1.738582	-3.767582	-13.942624	-0.159574	-8.718745	0.172956	7.891442	0.209576	2.620892	2.068258	-7.158261	-11.646276	-0.141925	-4.934655	1.743043	-3.767580	-13.272221	-0.159574	-8.718744	0.172957	7.891442	-1.698513	2.551779	11.329385	-7.158434	-11.820486	-0.141932	-11.151067	8.194636	6.145120	1.861965	5.622014	4.386148	6.350135
11	3	5.904330	4.755829	6.216991	-10.091485	2.655362	-0.221147	2.137906	5.188520	-3.378813	-4.591626	-16.382868	5.748963	-3.314961	5.802890	5.904330	-1.820633	1.382818	11.502550	-3.338614	-11.454660	0.255481	-4.766777	5.227509	6.148931	6.247439	7.788989	5.080591	9.066486	5.904330	4.755829	6.216991	-19.069937	7.340927	6.170995	1.961688	6.581871	-3.431199	-4.591626	-16.382896	5.748963	-3.314961	5.802890
18	3	6.842725	7.189676	4.459103	-6.631748	5.573456	6.392682	1.388371	-2.435176	5.756979	3.643839	6.479097	7.128058	5.260515	5.452045	6.842725	7.210081	4.459103	-18.019126	5.573285	6.394256	1.388069	3.704618	-3.314133	-4.878357	-14.391604	5.146803	-6.475391	-0.032906	6.842725	2.444684	3.249213	6.116424	-0.664649	-4.430492	0.783669	-7.903617	5.758986	3.643839	6.479099	7.128058	5.260515	5.452045
19	3	4.781272	1.832334	3.852135	-9.327503	-3.763505	3.438826	-6.748160	-1.799269	2.142216	-6.345859	-3.881223	3.436240	-9.528636	1.244893	4.781272	-2.734393	2.548380	6.909925	-8.695652	1.392338	-5.104985	-8.707773	7.400482	6.222087	6.687469	8.909235	5.860322	5.152382	4.781272	-2.730586	2.550464	6.882871	-8.769704	-4.510200	-1.877024	-6.716555	7.398661	6.222087	6.687463	8.909235	5.860322	5.152382
21	3	6.428229	6.808246	7.316712	-4.025912	-3.200361	-5.364118	1.964199	5.097607	-2.086415	-3.176358	-14.938917	1.930071	-10.885862	-0.353427	6.428229	1.026514	4.280706	7.111093	-4.099414	-11.476600	1.963881	2.021727	8.309704	9.518261	5.462461	7.720787	3.299343	5.910748	6.428229	7.398145	7.328194	-8.794367	2.235713	4.543569	0.955040	4.804909	-2.085690	-3.176350	-14.828683	1.930071	-10.885862	-0.343430
33	3	8.550661	-0.448447	1.259979	8.204400	-11.138800	-2.102468	-0.211986	-8.354174	6.522908	7.512129	6.886015	4.380224	6.867745	4.762001	8.550661	3.538926	7.583663	-6.724732	0.255141	3.549173	-5.697681	-0.416284	0.426315	-3.989749	-5.339780	-1.159146	-5.273476	-1.235836	8.550661	3.355735	7.456693	-2.579502	-4.300636	0.110032	-0.919661	-2.841742	0.426882	-3.989749	-5.339691	-1.159125	-5.273474	-1.235836
45	3	6.347942	3.320314	6.626476	-18.791879	5.110815	6.026322	1.345966	5.137025	-3.052535	-5.715371	-10.662866	0.800112	-5.426592	-1.593573	6.347942	-2.753730	1.778230	10.205552	-6.538123	-8.046421	-1.689692	-6.917742	5.884790	6.678202	8.732876	6.723771	5.617641	4.263515	6.347942	-2.695462	1.778275	-0.299333	-6.537014	-8.046421	-1.689692	-1.480572	0.616896	-5.712668	-6.675062	0.810477	-5.422974	-1.591945
47	3	3.471836	-3.801208	0.156357	5.974030	-3.002469	-5.222162	2.417898	-4.324363	7.629414	5.799595	5.398532	7.472600	6.874043	7.856509	3.471836	1.409996	0.234183	-15.046922	3.303369	5.843556	2.953330	6.182443	-3.064172	-4.448362	-12.956745	1.308325	-6.335983	2.884781	3.471836	-3.798941	0.156357	-2.924082	-3.002469	-5.221697	2.417898	1.628240	4.286715	-4.448091	-8.009053	1.308325	-6.334587	2.885412
52	3	8.097847	5.919137	6.585361	-8.860193	6.565242	-2.966361	1.702250	6.059964	-0.869533	-2.945522	-16.334032	2.187387	-3.243369	0.846940	8.097847	5.919137	6.585361	-10.422125	6.815925	2.975418	1.269544	5.575856	-0.556823	-2.945522	-16.333048	2.187387	-3.243369	0.846940	8.097847	-0.639082	0.770735	4.319034	3.248495	-4.891256	1.702480	-0.669916	6.590404	8.261817	3.606087	7.534784	4.652225	6.077816
59	3	8.152253	3.194608	6.167959	-15.508732	4.451752	4.774785	-0.730919	3.235163	-3.414933	-2.216150	-13.495956	5.689069	-1.334514	2.630972	8.152253	-0.783039	1.366778	3.720701	4.649148	1.938130	0.799753	-2.042938	9.120644	4.941739	2.694788	6.491935	6.673415	7.676291	8.152253	-1.913762	1.366771	8.763543	-2.544243	-7.323364	-0.169016	-4.233502	9.120701	4.943704	3.762929	6.520191	6.760190	7.677031
61	3	6.395359	-1.651554	0.526047	7.268006	-7.313837	-9.454411	1.519648	-5.082217	8.621899	3.391410	7.328205	4.042675	-1.464965	5.104814	6.395359	1.783615	1.185070	-2.255558	-7.313837	-9.232715	1.519648	-1.713723	4.725852	-2.292663	-1.371198	2.174659	-6.336800	5.081869	6.395359	3.253376	6.222050	-10.945057	3.578529	6.259984	2.021413	4.104087	-0.906713	-4.669764	-8.217867	-2.070414	-9.834783	-0.189733
65	3	7.414080	-2.417917	3.552745	10.791124	0.569893	-8.362824	0.797352	-2.816742	5.388388	1.939464	6.985200	6.882262	6.206866	7.872305	7.414080	4.064569	8.123522	-10.699268	7.954374	5.210090	0.794191	7.083289	-3.229472	-8.216573	-14.275980	0.756644	-9.255470	1.321578	7.414080	1.225244	6.269326	1.457743	7.933628	5.068721	0.801473	0.764854	5.178896	1.939463	6.517808	6.882040	6.206809	7.872304
66	3	6.576104	0.582747	0.440505	4.667738	-9.179829	-11.372162	-0.279565	-4.816586	1.161653	-5.092244	-10.353772	0.897345	-12.161537	2.231129	6.576104	0.579356	0.440466	10.695942	-9.179829	-11.372163	-0.279565	-9.457477	6.651791	7.002919	2.816409	6.663786	5.180060	8.601954	6.576104	6.277254	6.188416	-7.309452	4.406419	4.580255	0.693238	3.413346	-1.096170	-5.092270	-17.598999	0.897345	-12.161537	2.231129
67	3	6.350075	4.297431	6.413285	-7.226306	-3.486466	-4.995400	1.895752	2.735043	-0.282520	0.817337	-9.674883	-0.132258	-9.280768	-1.658437	6.350075	-1.171119	2.235126	8.412870	-6.128215	-8.120730	1.895752	-3.300460	7.220976	6.308434	6.012026	6.461105	6.721125	4.870407	6.350075	4.307325	6.415138	-12.210384	2.575907	4.711094	1.092058	5.705628	-2.459292	0.817337	-11.128035	-0.132258	-9.280768	-1.658437
72	3	2.769029	1.784872	1.584123	-6.081660	-1.744446	-2.836420	1.922328	1.944171	-1.694723	-5.106051	-9.827733	0.952231	-6.488559	1.009102	2.769029	1.785167	1.584432	-18.025426	3.947215	3.981715	1.763344	7.627514	-2.071712	-5.106055	-13.623278	0.952231	-6.488584	1.009071	2.769029	-4.646739	0.959101	7.730322	-2.111995	-6.386091	1.879018	-3.682527	7.542270	6.408839	4.868982	6.893974	6.198478	6.718645
73	3	6.156746	-0.254787	1.807227	10.756793	-6.127133	-11.576865	-0.796694	-9.305630	7.402357	6.147870	6.515630	7.714319	6.674116	9.430778	6.156746	6.353396	7.282852	-6.868167	2.355903	5.974776	-0.964504	0.342968	1.615427	-2.609759	-6.660098	2.056203	-3.574172	3.644826	6.156746	2.130169	2.675568	0.546504	-5.473154	-11.141484	-0.796688	-4.116592	1.616008	-2.609726	-6.086017	2.072345	-3.116167	3.645237
76	3	6.303692	4.148092	5.804978	-14.039085	2.876979	4.646181	-1.256164	2.109284	-1.613818	-3.230799	-12.548526	2.584100	-5.327567	-0.175152	6.303692	4.015983	5.680872	-3.976979	1.303128	-2.174228	0.145506	-0.613060	-0.430216	-3.214780	-8.790355	2.584100	-5.313489	-0.051198	6.303692	-1.280629	-0.314395	9.313109	-5.014050	-11.966766	-0.808095	-7.111254	5.052967	5.782413	7.359940	5.919833	5.947769	6.097334
77	3	5.017312	4.207991	6.647400	-2.792325	0.546634	-0.942721	0.911651	-1.836042	1.901984	-7.296072	-8.366111	2.198611	-4.197819	1.007652	5.017312	4.218925	6.647400	-12.299174	3.753307	6.369367	-0.864286	-0.117444	1.873537	-7.296096	-8.410614	2.198610	-4.198310	1.007653	5.017312	-1.773673	5.479287	9.083801	-3.148116	-10.045863	-0.953966	-10.110068	6.776394	5.312128	6.919541	7.582107	7.595456	7.466062
80	3	6.193823	4.216696	6.511047	-11.994362	5.998911	7.413610	0.775203	-1.483048	7.349482	6.274813	7.518828	6.753357	6.788541	7.726766	6.193823	4.216696	6.511047	-23.126760	5.998911	7.413610	0.775203	4.854729	-3.248438	-4.589067	-12.827110	1.955637	-4.705622	5.584511	6.193823	-0.661708	1.643373	5.196582	-5.552531	-9.700866	0.371895	-8.561676	7.349483	6.274813	7.518835	6.753357	6.788541	7.726766
90	3	8.239177	4.860205	6.697829	-6.769647	-0.712299	-5.391479	4.449000	-0.507731	-2.002174	-3.008361	-14.942265	-0.489213	-11.114080	-0.046756	8.239177	4.860205	6.697829	-16.209072	4.375269	0.622372	4.182660	4.902665	-8.581496	-3.008361	-20.820078	-0.489213	-11.114139	-0.049059	8.239177	4.860205	6.697829	-20.903946	5.808426	4.248182	2.491829	4.922332	-8.583352	-3.008361	-20.820089	-0.489213	-11.114139	-0.049059
