1	1	6.146276	-0.871406	-0.795588	-2.098410	3.871315	-1.255720	4.630901	6.154250
3	1	7.138523	4.224072	-2.762148	-0.486520	2.359974	-1.753393	8.826725	7.828927
6	1	6.524604	3.530984	-1.811083	-4.834529	7.023517	-4.660560	7.928004	5.411507
8	1	8.607658	4.421067	-2.807409	-2.740312	7.478840	-1.637531	5.324944	7.343028
9	1	7.173811	-2.077463	5.630550	4.780888	-3.163936	3.621219	4.285337	6.455255
10	1	7.603561	-2.932299	6.696460	4.813065	-14.122463	2.096964	5.589689	6.235074
11	1	6.360951	2.127534	3.351216	-4.763173	6.199967	-2.216821	8.637568	7.509432
13	1	7.319596	6.802005	-2.455815	-9.035422	5.655129	-0.734887	2.882097	9.433605
14	1	5.102560	-3.725596	7.550751	9.510668	-15.184977	0.547015	8.483299	6.334918
15	1	6.183836	-5.123686	6.577565	4.964626	-18.652539	-0.337585	6.381578	9.137958
16	1	5.123727	-1.827755	8.267090	6.035070	-15.668193	3.537517	6.904429	5.640758
23	1	5.137678	3.125107	-2.345335	-7.742704	3.614296	-6.153153	9.480411	5.542151
24	1	7.450299	3.393253	-3.838830	-3.605108	6.509223	-4.015488	4.085590	7.923053
28	1	6.161536	-6.356707	6.550745	7.314830	-11.476039	0.423956	6.680541	4.783340
31	1	5.503002	-1.525808	7.786524	3.830821	-9.519208	0.554920	7.412899	6.798394
32	1	5.685474	-1.527986	5.470884	5.374181	-6.283913	-0.038149	7.535815	5.707144
33	1	5.947731	-0.208305	6.485853	3.422689	-10.971364	1.721277	6.246219	5.485439
35	1	6.859590	2.050719	-2.704972	-4.238680	4.293368	1.113452	3.112872	6.149198
36	1	6.673597	3.155858	-0.941364	-3.621419	7.099898	-4.309305	6.732198	4.599008
37	1	6.620349	3.658179	-2.483425	-4.990824	6.140404	-4.992666	7.152531	6.092022
38	1	2.206360	-6.768731	6.585955	6.466835	-13.837162	-3.376008	5.493037	4.922542
44	1	4.323186	-4.288781	7.054025	6.446461	-13.252543	0.404894	6.393165	7.744941
46	1	3.804941	-4.248074	6.084554	9.814405	-14.541530	0.965667	5.899398	6.778861
49	1	7.098324	-0.998135	7.028026	7.286368	-13.193973	2.239163	5.947985	6.935935
52	1	9.594949	4.818692	-3.561439	-8.748687	5.597005	-0.653911	7.726607	6.682046
54	1	4.033376	5.566098	-4.152253	-6.847111	6.406009	-4.069067	7.758893	7.670318
55	1	5.814140	3.513975	-1.993972	-3.312569	7.224138	-5.232577	6.045776	7.801453
56	1	6.247500	-4.967720	3.871852	6.868129	-15.498765	0.353757	8.397764	8.114775
62	1	7.681549	-0.228219	7.173439	8.872714	-12.316859	1.721726	6.594515	7.429929
65	1	6.320280	1.221301	0.242894	-0.389742	7.527243	-3.027728	5.970562	6.875531
66	1	7.225691	2.523345	-5.008649	-2.981521	6.085797	-8.570329	7.139592	3.990571
70	1	7.274665	-0.298294	7.955416	8.759377	-9.494943	1.039115	6.492373	2.555913
71	1	2.861038	-6.332980	5.840090	6.197264	-10.354780	-6.865164	7.886927	5.329025
72	1	6.642478	-0.225489	4.160115	7.164584	-11.445587	0.464143	6.142755	4.551338
75	1	6.398491	2.058082	-2.227349	-2.817718	6.189950	-1.361811	6.509353	7.063743
76	1	3.804152	-2.152857	5.770651	5.177856	-16.003840	-1.001713	3.029476	6.084460
77	1	1.505186	-3.081594	7.962365	4.199129	-12.865317	4.994768	6.254917	6.866498
79	1	7.126725	-0.325573	5.725474	4.313410	-16.702641	1.253757	3.332712	7.571352
82	1	8.132682	-0.493857	9.100478	7.910415	-9.450997	0.327692	6.867376	8.127873
83	1	8.281622	3.202586	-1.365750	-5.546980	8.027549	-4.959298	5.929395	5.688411
85	1	5.505545	-1.459272	9.323096	5.645829	-14.097082	0.882694	7.869714	8.847608
86	1	5.723144	2.642952	-6.823423	-4.576326	6.854567	-5.334654	7.479702	8.585770
88	1	5.937354	0.914633	-1.978179	4.292516	2.978053	-6.744604	8.424072	6.204881
89	1	6.918558	2.670217	-7.238039	-2.366007	6.585278	-5.606395	6.882460	7.488778
90	1	5.372092	2.246780	-8.543358	-1.436030	4.826337	-0.225255	6.003266	7.742133
91	1	6.638531	0.724776	2.703177	6.507583	-8.750747	-0.704577	6.065348	5.742948
93	1	6.501165	-1.211840	8.838103	6.203299	-14.219952	0.311267	3.059816	6.628336
94	1	8.817498	3.308511	-5.318055	-6.244014	6.695026	-7.789317	5.801519	4.721040
96	1	2.479193	-0.633414	5.846397	5.932229	-14.306328	0.736938	8.597980	5.868857
