3	3	6.545732	-2.056241	7.228876	6.877983	2.903158	-5.067520	-16.680685	7.429795	4.955021	6.686918	-0.314491	6.491207	5.767261	-1.901131	8.171556	-2.263928	0.155303	-0.181406	3.849650	2.634137	6.545732	2.227396	1.161395	1.068836	-7.864854	4.538224	5.706107	1.972011	3.061929	0.400893	5.759755	4.124970	0.081542	6.534075	8.171553	5.017540	5.894763	1.236565	7.142298	1.273372	6.545732	-2.795421	7.230671	6.878055	4.342229	-5.567529	-22.675429	7.429795	4.955021	6.686918	-0.314491	6.491364	5.767261	-1.901307	8.171556	-4.851737	0.155310	-0.181406	-1.045315	5.569192
8	3	5.133433	4.708316	-2.984932	-3.804084	-11.301937	7.977146	15.947811	-0.393354	1.235095	0.140978	6.307731	-0.801051	3.406479	5.734654	0.918407	5.670314	6.236206	5.205112	6.760927	-4.232746	5.133433	-12.131877	6.828045	7.238121	4.977727	-0.752136	-19.820284	5.657927	7.056431	5.687697	0.065845	5.015043	7.185313	-5.150587	7.326772	0.171409	4.318077	0.219187	-2.959361	7.355675	5.133433	-3.263180	2.100497	1.105547	-0.835828	5.794438	6.380100	-0.393025	1.235099	0.144772	6.307731	0.873327	3.406480	5.683100	0.918407	5.668792	6.236206	5.204875	-2.724326	7.354806
17	3	5.935888	4.217963	-2.093999	-0.992375	-6.925503	7.400291	5.807310	2.866958	3.865990	2.239490	6.906191	2.184455	0.835657	6.781199	6.827142	6.894382	7.768513	5.134237	5.795676	-3.199721	5.935888	-1.070508	5.258637	5.606634	4.439249	0.364147	-20.474268	6.703555	6.757928	6.347108	2.594246	6.698777	6.614399	-4.937475	6.959794	-2.975388	5.940283	1.141542	0.218676	4.513953	5.935888	1.967219	4.447660	4.624439	1.622573	3.105555	-12.019013	6.702667	6.757928	6.347108	2.594247	6.698777	6.614399	-2.834706	6.959794	5.306581	5.940284	1.141542	4.513078	0.720996
19	3	6.864618	-5.998666	7.332202	9.048202	5.382489	-4.489821	-9.137948	5.679913	4.787331	3.801148	1.848622	5.554675	5.587397	-3.103484	4.087271	5.618190	0.968987	6.015337	-2.687595	5.039656	6.864618	3.973114	0.783331	-1.682633	-5.638975	8.026965	13.390936	3.148464	1.185914	-2.605133	6.538242	-0.711790	-0.527302	4.424527	0.790623	9.461426	6.307336	6.781451	5.334754	-3.660232	6.864618	-0.007441	4.128364	4.007755	-1.420173	8.014588	5.833134	3.148588	1.187324	-2.604768	6.538228	-0.683296	-0.526497	-0.018271	0.790867	9.286910	6.307332	6.781451	-1.836242	4.124922
21	3	7.821455	-8.020946	3.728902	4.920901	6.508703	-3.434592	-17.639595	6.481596	6.852858	5.573046	3.749810	5.248192	6.644602	-2.869340	3.148923	-3.160826	6.271269	2.355381	-4.011798	5.979768	7.821455	2.840141	-7.253088	0.204428	-6.171084	8.298483	13.503898	0.741265	2.004995	-0.475682	7.128605	-1.230337	1.351362	4.690428	1.847816	5.053282	6.704733	3.255571	6.522718	-0.360646	7.821455	1.779785	-0.866055	2.928503	-0.384073	2.748733	-2.591885	6.481594	6.852858	5.571785	5.057501	5.229996	6.641500	-2.766275	3.148923	2.785272	6.540892	2.357118	5.310699	1.398151
22	3	8.262664	8.680161	-2.124863	1.174440	-3.038925	-2.326543	-12.022236	5.723581	4.681272	5.902372	-0.038294	6.283844	8.725438	4.080669	7.969151	1.619051	1.688626	-0.712763	7.018167	0.729657	8.262664	-5.207141	4.255748	6.789823	7.588710	-7.739944	-26.734666	5.723581	4.681272	5.902372	-0.038294	6.283844	8.725444	-1.991947	7.969151	-0.341026	1.688626	-0.712763	-4.042130	8.411207	8.262664	8.683273	-8.335574	-1.671165	-5.278338	4.094347	3.371344	1.801992	-1.745945	2.721798	5.848909	3.430535	3.029144	5.428418	6.017158	5.868400	5.382842	3.456650	7.018167	0.729657
23	3	7.901507	3.786678	-2.845335	-4.840679	-3.650882	6.680499	14.816662	0.328430	-0.308680	1.274243	6.336776	1.528440	0.346040	5.844274	1.696029	3.983344	6.035958	6.434313	6.227953	-2.354386	7.901507	3.607209	2.477255	1.567661	-0.144720	1.156384	-7.564741	6.614170	5.652735	6.716360	0.418331	5.510042	6.917230	5.121797	6.832599	3.429848	0.290498	3.856433	6.224176	-2.339751	7.901507	-1.779965	6.918682	6.170585	7.800329	-2.277165	-17.814560	6.616742	5.652735	6.716360	0.418331	5.510042	6.917945	0.785054	6.832599	-2.452370	0.290498	3.856433	2.074527	5.945513
25	3	4.170688	-1.000647	-1.274764	-0.322149	1.113201	1.302272	7.610120	4.016844	-2.503416	1.727481	6.570977	1.891188	0.937975	5.868601	1.010505	1.262277	7.214597	6.178638	-0.112900	6.443881	4.170688	3.770294	-4.428043	-2.572001	-11.255466	4.061846	16.173576	4.016844	-2.516539	1.727480	6.570978	1.891188	0.937975	5.868647	1.010505	5.403616	7.214597	6.178638	7.165538	-2.217155	4.170688	-7.398386	2.332643	5.477265	7.678635	-7.291990	-10.568551	8.193331	2.379763	6.309735	0.196761	6.486153	6.490598	-5.337500	6.453276	-4.092990	2.281973	5.049356	-2.308875	6.516881
27	3	6.345187	-1.894999	3.059499	6.670245	5.121526	1.761296	-26.467811	3.884532	6.309547	7.327589	3.000386	5.727064	6.260323	-9.020452	8.135321	1.246295	2.315667	-1.425279	-6.963024	6.266358	6.345187	3.130542	-6.965453	-6.137360	-1.417352	6.848537	9.503124	-2.377041	2.258234	0.991161	7.532537	-0.618714	-0.305768	3.614725	4.874481	7.779792	8.341839	4.614378	2.885172	0.103825	6.345187	1.910088	-2.712645	-6.032975	0.753697	6.848534	7.664120	-2.377041	2.263172	0.991176	7.532537	-0.618709	-0.305616	3.614725	4.883350	6.973677	8.341839	4.614378	-4.394839	5.394005
29	3	7.885472	5.106854	-3.964185	-8.590749	-12.671902	9.343290	9.579594	1.131318	0.483395	0.952318	6.802247	-3.301773	1.873721	7.087163	3.270848	7.111497	8.700270	3.590576	6.389838	-3.529006	7.885472	4.841681	2.285181	-2.975369	-5.958233	2.987846	-15.413862	7.658275	6.567634	5.446213	0.327189	3.339216	7.460431	7.087039	6.462815	3.392669	4.626977	1.360467	6.389838	-3.390036	7.885472	-0.952941	8.026196	1.358910	6.120221	2.114236	-25.531603	7.658275	6.567634	5.446213	0.327189	3.339216	7.460431	6.744042	6.462815	-5.288537	4.626977	1.360467	-0.534931	6.954071
