16	4	4.748993	-7.286722	6.547965	-11.769535	-2.720435	6.348873	-2.366967	3.408850	8.785984	4.748845	-7.281536	6.533408	-5.354483	-2.720436	4.187656	2.157144	3.408850	8.785981	4.760703	-7.239773	6.398994	-1.942953	-2.530315	-4.097938	6.640969	3.408850	8.785957	9.676928	-10.224105	5.348946	1.679006	6.707739	-4.097938	6.640969	3.408850	8.784600
22	4	4.968581	-0.266018	4.272244	-9.148790	-4.820095	6.961231	-3.964053	2.555880	1.638396	6.357307	-2.039001	3.189890	4.045820	7.040705	-4.326096	6.624322	2.555880	0.902968	-6.737402	2.288388	3.012027	8.294795	6.427900	-4.321484	5.536196	2.555880	0.648425	-7.196219	3.766498	4.272244	-6.690077	-5.919039	6.961231	-5.620280	2.555880	1.638395
23	4	4.145917	-12.983152	3.071003	3.178717	8.219977	-5.778402	6.385478	6.265231	4.080994	9.263676	-11.887351	4.707616	-7.523251	2.102153	4.268207	-1.157698	6.265231	4.318042	-4.136579	-0.361625	4.707616	-10.825040	-7.895210	4.291473	-6.465804	6.265231	4.318042	5.473633	-6.904914	4.707616	-12.250299	-3.199967	4.268207	-1.157702	6.265231	4.318042
24	4	4.468225	-1.189491	2.701630	-2.011491	-3.270881	-6.881976	8.388048	6.907626	3.577007	-2.182259	5.270866	2.701633	-10.186834	-5.882665	6.022239	-8.761522	6.907626	3.577008	7.659364	-0.414038	1.773534	2.017921	2.182411	-6.881976	8.316862	6.907626	3.179576	4.473267	-1.189655	2.701633	-9.473778	-3.271162	6.022239	-3.471487	6.907626	3.577008
25	4	-6.170140	1.613215	0.970084	5.296676	6.072438	-9.506413	8.598040	7.842818	5.853367	-9.815916	5.592646	2.560606	1.950227	-1.286537	-9.369679	4.489784	7.842818	6.277156	-7.737680	5.381465	2.962583	-3.884441	-6.317564	0.592029	-1.456193	7.842818	6.338552	5.646175	-5.415254	2.621102	1.858538	7.103854	-9.506431	9.116981	7.842818	6.287334
31	4	-9.208128	4.915325	4.195491	-6.814499	-5.732749	3.852739	-9.412377	7.277961	6.714598	3.793193	-7.030770	4.181324	-0.353627	7.601709	-7.519387	0.110474	7.277961	6.706059	-2.372129	-1.290214	4.181775	-0.369354	6.674266	3.819035	-2.996937	7.277961	6.706335	8.039346	-7.023979	4.195491	-6.243484	4.896629	3.816230	-2.973571	7.277961	6.714598
32	4	-8.319468	4.384755	3.535714	-4.810936	-6.950013	-1.876739	-6.270189	6.647499	5.445288	-8.319467	4.384754	3.535715	-8.600442	-6.949405	3.757112	-11.901364	6.647499	5.445289	5.913315	-4.385432	2.901488	1.815355	6.023589	-7.591143	6.238478	6.647499	4.665704	-12.955949	2.874852	1.200847	3.264181	2.925258	-6.264529	2.337632	6.647499	2.702527
34	4	5.976252	-5.300335	4.609303	-6.248122	-2.169154	4.608982	-3.743088	4.984124	7.548438	-4.700421	-2.953991	1.403381	7.750253	6.914337	-8.294377	6.310889	4.984124	2.922195	1.713604	-4.117488	1.734358	4.094060	6.914434	-8.294377	6.310947	4.984124	3.506700	-5.871442	1.222652	1.405146	6.037199	0.026912	-8.294376	5.984725	4.984124	2.924923
35	4	-7.279510	5.074923	3.413398	-5.350135	-13.880132	3.250610	-11.821498	6.207234	5.338399	4.985992	0.910615	3.413399	-10.425228	-8.102459	3.250610	-7.041547	6.207234	5.338399	-7.330900	5.086618	3.404519	-0.718995	-11.220322	-2.283256	-5.977160	6.207234	5.337809	5.587779	0.472819	3.408884	-1.048289	-4.987451	-7.660604	4.220530	6.207234	5.338101
36	4	-7.095189	1.721461	4.675875	-9.154235	-7.720670	6.610515	-5.348749	6.413870	5.196721	-7.365414	5.323215	2.918885	-0.075095	-8.452257	-4.794830	3.142363	6.413870	2.126718	8.404706	-7.877834	4.675857	-4.257561	3.588948	6.610513	-3.573111	6.413870	5.196717	6.709507	-3.471151	2.276224	1.758712	3.597836	-4.802844	6.829977	6.413870	0.357663
37	4	2.639348	-5.333180	0.740692	2.339200	8.944124	-6.062333	8.879285	6.168651	2.018343	-7.149817	3.639349	5.120597	-8.606933	-4.628865	6.233487	-9.247955	6.168651	4.438355	-3.091593	0.082177	0.288631	6.127637	8.542029	-6.062333	8.719471	6.168651	1.708327	9.585243	-4.724594	5.120290	-7.179237	4.051284	6.233487	-3.686591	6.168651	4.438272
54	4	4.301644	-1.127249	3.351276	0.074958	-7.317202	-4.385371	4.127434	5.099944	0.112656	4.303965	-1.127745	3.351931	-11.807606	-8.212981	7.907466	-7.577457	5.099944	0.113591	-7.798528	5.370867	3.351931	-8.153187	-8.800001	7.907466	-8.670912	5.099944	0.113591	-8.278628	5.869537	2.625703	2.088147	-5.501239	-4.385119	3.032140	5.099944	-2.305980
