1	1	100	2.327691	1.414248	5.914320	-0.649178	1.061291	-2.736808	4.319392	2.180403	-0.426283	8.291856	6.350599	2.551889	6.309895	0.026707	0.632695	6.030873	2.392817	-0.087902	0.205992	8.304963	6.778857	2.968509
2	1	100	6.333718	8.228300	0.834884	-4.224392	-1.071469	3.411604	-1.067793	6.557101	4.508960	8.562526	4.699607	2.117641	5.717710	-5.709792	-5.495782	8.607127	6.602866	-5.490753	5.562588	8.186339	6.940460	2.152380
3	1	100	3.145418	1.212938	7.351830	2.886251	5.376721	-4.001947	5.962004	4.396831	2.570323	8.223677	6.604501	7.092972	6.480150	3.721611	5.587154	7.000903	4.283837	3.850807	0.642779	7.682048	5.303057	3.754439
4	1	100	0.128048	-4.746319	7.675887	1.386352	8.002246	5.189917	-1.305167	-0.326457	-3.477268	6.116260	2.961732	6.736670	6.914300	5.179819	6.949971	-3.136561	6.783993	5.814436	1.315329	6.522151	6.320915	6.128345
5	2	76	8.547056	7.484104	4.433128	2.235146	5.537388	0.131718	6.520767	6.039949	5.841697	7.778917	6.822427	5.856909	6.501612	4.923198	4.491473	7.274915	1.342675	5.859421	4.761895	7.140445	6.699726	6.898103
5	2	24	8.547056	1.786773	4.433128	-2.719093	5.537388	5.595894	1.081149	2.560241	5.841697	7.778917	3.952023	2.616614	6.501612	-0.592842	3.072164	7.274915	4.813676	0.886133	-1.288838	7.140445	6.699726	6.898103
6	1	100	6.646241	6.063663	4.985460	-1.388734	3.869287	2.814595	-3.762528	3.934036	6.680397	6.093895	0.707926	6.837626	6.155254	1.914939	1.004462	7.123929	6.818915	5.469615	2.321649	6.892205	5.049854	7.000806
7	1	100	6.541620	1.305097	6.318166	-6.786417	5.677411	4.376615	-4.945595	4.054548	8.405505	3.857505	1.965278	4.346601	5.073159	-6.720625	-2.710517	3.842470	5.496596	-2.021978	2.553920	5.344586	5.438328	5.878080
8	1	100	6.543436	6.985893	2.691929	2.481579	0.564416	-0.547696	-1.330677	7.388928	6.842763	4.476809	-2.570073	6.645301	2.835253	-0.752095	0.190873	5.439741	8.301141	5.498003	5.454092	5.364369	6.473918	7.065264
9	10	9	6.447039	4.167432	5.664887	3.004628	5.827209	2.753245	3.792702	6.667633	5.853735	8.556664	7.397002	6.971451	7.264126	0.343561	3.419727	6.072399	-1.414670	4.791445	1.178402	8.072859	5.533711	6.872465
