1	1	-6.500816	4.760302	2.650209	-4.039427	-12.817260	-5.260871	-6.614108	5.928850	5.783042
3	1	2.469852	-0.876997	1.592799	-8.696269	-5.577062	6.223986	-8.450815	6.429887	2.859089
9	1	8.513668	-5.554788	1.498254	3.212756	4.815666	-10.026165	5.677930	6.560934	5.228886
12	1	1.720060	4.140652	3.750000	-7.159043	-13.910849	-6.767815	-8.333189	7.649851	4.768580
17	1	-9.273245	1.673288	4.341515	-0.113554	-11.419866	-7.686320	3.659146	4.206573	5.613462
26	1	-14.232648	7.151813	2.534053	-8.001307	-12.759187	5.229753	-4.556399	6.181061	6.065235
28	1	-6.383605	5.189709	2.981463	0.556687	-9.215796	-5.217614	-0.064255	5.694032	-2.353719
38	1	-10.357600	6.527475	2.692924	1.474649	-7.994052	6.035588	-9.682735	5.542027	-2.816247
40	1	1.454377	-0.974827	-0.862526	7.385019	5.796640	-10.513898	6.213848	7.691087	4.030682
42	1	10.369288	-5.331124	4.161850	-7.211064	4.472322	5.878024	-6.264686	3.102486	3.152580
45	1	4.483482	-3.507344	5.532017	-10.956950	-6.244239	4.862009	-1.865356	8.086234	3.587342
48	1	-9.247233	4.790905	1.664724	-3.984156	-10.836855	5.651998	-11.684772	4.823926	-0.794092
49	1	-10.166667	1.833504	3.131220	-9.741164	-7.014527	5.525171	-7.057188	8.054758	4.523389
52	1	-13.240075	5.108837	2.095609	-4.725262	-11.713842	-10.034573	4.575029	6.380080	3.130950
87	1	-6.462553	5.905117	1.255339	-9.949455	-9.693765	6.598372	-11.624732	6.974476	2.417792
89	1	-6.570757	5.197193	3.056646	-6.500728	-7.138633	7.917046	-11.458859	5.052848	5.763217
93	1	-4.921064	5.239589	3.961467	-2.052135	-10.888183	7.540003	-10.490860	3.344255	3.727018
95	1	7.921180	-6.914435	2.462778	3.619088	6.651862	-10.408178	7.204580	7.849886	2.374628
98	1	9.639758	-7.518369	2.921495	5.006617	8.552194	-13.372167	6.707809	5.518701	3.882154
