1	1	100	2.251997	-14.012233	7.663064	6.566864
2	1	100	0.562295	4.571335	6.115168	-2.306713
3	1	100	6.391659	-15.831613	5.404462	8.096346
4	1	100	-4.955348	4.542312	7.025282	1.060768
5	2	80	3.384918	-8.288367	6.412517	3.026352
5	2	20	-2.910327	2.683526	6.412517	2.188931
6	1	100	-1.124247	6.060812	6.106482	0.595992
7	1	100	0.188472	6.415853	6.640901	0.088876
8	2	32	3.931198	0.886783	6.246387	1.523091
8	2	68	6.558672	-4.065707	6.246387	3.508285
9	1	100	-1.069141	7.325352	7.213854	-0.092257
10	1	100	-1.446333	6.256025	7.532739	1.148259
11	2	59	-2.876593	5.653506	6.573931	-1.962635
11	2	41	1.935656	-7.459548	6.573931	3.820953
12	2	61	4.928838	-8.585172	5.019491	6.351413
12	2	39	-0.961342	7.933244	5.019491	0.703974
13	2	79	6.317820	-8.152592	4.920997	6.353000
13	2	21	0.496348	2.356398	4.920997	1.009822
14	1	100	6.233538	-6.850699	6.540924	3.770197
15	1	100	-3.684354	8.430103	7.697226	1.174588
16	1	100	4.639783	-12.593150	6.830732	8.463214
17	1	100	6.946473	-8.420480	3.836196	5.226952
18	2	34	0.950424	5.548306	8.338200	4.759321
18	2	66	4.656160	-3.937391	8.338200	5.915248
19	2	32	5.784946	0.844723	5.854261	-0.718656
19	2	68	6.306743	-5.474243	5.854261	4.517357
20	2	69	6.477476	-12.048263	6.679551	7.052136
20	2	31	0.307050	5.556061	6.679551	2.474626
21	2	64	-0.919680	2.963302	7.130755	5.048545
21	2	36	2.455688	-4.016516	7.130755	5.726566
22	2	84	2.087732	6.134181	6.960554	3.855722
22	2	16	6.939889	-4.691419	6.960554	5.783528
23	2	34	4.146622	-6.478631	7.915482	3.520159
23	2	66	-0.908552	4.307683	7.915482	1.018289
24	1	100	0.122508	6.400449	8.839943	1.451950
25	2	85	7.900833	-7.663619	6.643071	5.240940
25	2	15	1.267127	3.221796	6.643071	-0.451685
26	2	78	-0.757473	6.155139	8.669204	0.081384
26	2	22	4.893606	-5.220285	8.669204	6.712484
27	1	100	-4.540337	6.609643	6.594876	1.178722
28	2	59	4.282104	-5.514612	6.525709	5.952120
28	2	41	2.951175	1.107178	6.525709	4.936951
29	2	25	0.760905	3.768047	4.451834	-0.264082
29	2	75	7.378119	-6.124750	4.451834	3.929000
30	1	100	6.899624	-15.849587	3.088636	9.567736
31	2	27	1.546626	-1.201168	8.524629	5.134279
31	2	73	-4.461577	4.208567	8.524629	0.764923
