1	1	2.251997	-14.012233	7.663064	6.566864
2	1	0.562295	4.571335	6.115168	-2.306713
3	1	6.391659	-15.831613	5.404462	8.096346
4	1	-4.955348	4.542312	7.025282	1.060768
6	1	-1.124247	6.060812	6.106482	0.595992
7	1	0.188472	6.415853	6.640901	0.088876
9	1	-1.069141	7.325352	7.213854	-0.092257
10	1	-1.446333	6.256025	7.532739	1.148259
14	1	6.233538	-6.850699	6.540924	3.770197
15	1	-3.684354	8.430103	7.697226	1.174588
16	1	4.639783	-12.593150	6.830732	8.463214
17	1	6.946473	-8.420480	3.836196	5.226952
24	1	0.122508	6.400449	8.839943	1.451950
27	1	-4.540337	6.609643	6.594876	1.178722
30	1	6.899624	-15.849587	3.088636	9.567736
33	1	5.588667	-9.550189	3.614085	3.391669
36	1	7.863414	-11.357734	5.873128	6.290982
40	1	-3.298077	7.426038	6.903231	-0.356521
42	1	-2.516912	8.187681	9.013045	0.633499
44	1	2.963277	7.389729	7.719416	2.086843
45	1	-1.055949	7.310892	5.085020	-0.790258
47	1	-0.082031	6.232063	6.934941	-1.285435
49	1	7.846707	-16.782771	5.690555	7.529503
57	1	0.577996	5.346444	6.901352	0.488814
58	1	-4.541839	5.305478	7.125563	1.833921
60	1	2.049190	4.145511	6.584400	1.252426
61	1	-4.421181	3.481659	6.175377	-0.089022
67	1	-4.650463	6.106770	6.937831	0.182443
72	1	5.008578	-11.409643	5.630810	6.148128
73	1	-0.650978	6.380895	7.037076	2.151218
76	1	2.319006	-7.624360	8.170952	9.155847
78	1	-1.477428	6.829650	7.970024	-3.028083
80	1	5.918367	-9.840101	5.721789	6.617097
82	1	-3.172405	7.254491	6.336687	1.030865
83	1	0.231468	6.427764	9.053869	2.450829
84	1	-4.703405	5.971755	9.117812	-1.267061
86	1	5.185417	-11.363282	5.368388	6.338934
87	1	-3.344422	5.382127	6.223333	-0.746869
91	1	6.833706	-5.444782	4.993536	1.856547
93	1	6.286766	-13.378528	4.855579	7.226141
94	1	-1.980029	5.148449	8.995333	4.585383
96	1	-2.094603	2.748149	4.459526	-2.649696
97	1	-0.548566	5.851880	3.770719	0.104597
98	1	9.160285	-16.100422	3.139197	3.415162
99	1	2.052887	6.805252	5.931489	-1.075154
100	1	-0.171944	5.009720	5.104762	2.414294
