2	2	6.665844	1.736377	-0.378221	5.073242	-5.906362	2.868734	6.648926	0.749419	6.665844	-3.740849	3.031973	1.323751	4.603149	4.885407	3.711871	5.691284
4	2	5.537509	-1.825214	1.170203	6.948781	-12.076505	2.074929	7.202241	5.587842	5.537509	-4.688555	4.956150	7.059381	-13.748185	2.073957	7.202241	5.587843
7	2	6.458082	-8.127767	6.488342	7.910785	-11.577918	2.358408	5.136660	6.790379	6.458082	-1.111940	-1.058149	1.200374	3.873569	6.688971	-1.161435	3.978294
10	2	8.170538	0.360961	-3.244428	-2.750270	6.815781	6.596735	-2.841406	4.537436	8.170538	-4.363247	6.455118	5.216559	-9.856968	0.874841	2.569463	7.120900
11	2	6.212367	0.208197	-5.415703	1.368899	7.833067	2.280751	-1.682494	6.220266	6.212367	0.193968	0.146301	4.790892	-4.445350	-0.122675	4.297020	5.980821
14	2	8.701804	-2.567762	0.341001	0.600305	3.765693	3.170675	0.915907	7.857131	8.701804	-8.702812	6.313622	6.427540	-15.679950	-2.422518	6.314646	6.496223
15	2	6.534605	4.246072	-2.234037	2.091104	-9.409626	6.277308	8.674018	-3.686011	6.534605	4.246540	-5.702248	-2.533052	4.720166	6.715927	4.598417	-0.470019
19	2	7.743292	0.245718	-0.460415	-3.420514	4.626771	6.157842	3.919828	6.625730	7.743292	-1.038156	5.806674	5.475461	-4.608701	1.593777	8.882915	0.773903
21	2	5.755159	1.762713	-3.300764	1.062174	4.698634	5.917811	-0.527768	5.207015	5.755159	-1.208037	6.259775	6.942902	-2.607653	-0.563206	4.460248	5.975150
22	2	6.729398	2.275671	-6.997533	-2.301179	6.668282	6.987199	0.201916	3.882052	6.729398	2.995731	-1.010823	1.804157	-2.795269	6.957729	5.607543	-2.642973
23	2	6.697788	-6.116610	4.562538	7.001112	-11.582682	1.011474	6.542039	-0.113625	6.697788	-1.047345	0.903613	0.511526	2.420382	7.109751	3.229625	0.292418
25	2	4.661196	-1.664392	0.589888	-0.511029	5.936976	4.717596	-3.015599	1.896037	4.661196	-7.791486	6.332419	3.269074	-10.472326	3.208753	2.638126	3.790750
26	2	4.430851	0.429370	-1.669836	-4.990231	2.781198	6.482568	3.635030	-2.435264	4.430851	-4.474688	7.316560	7.013872	-14.478897	2.197977	8.270180	2.992245
27	2	7.280599	1.445124	-0.783662	1.081645	-8.089702	6.818684	5.623523	-3.397820	7.280599	1.461807	-2.287244	-1.234448	1.214244	6.867977	3.447406	-2.612814
28	2	8.081989	0.867388	0.181664	-7.833076	6.180263	9.321330	2.416819	0.814538	8.081989	-0.363499	8.698831	-3.497716	-2.544707	9.321330	5.424733	0.339303
29	2	7.790736	1.443960	-2.445645	-6.334909	7.329075	7.307469	-1.495608	0.710986	7.790736	-3.185854	5.735097	6.306397	-9.275021	1.962257	4.973937	4.569171
30	2	6.638786	-2.833506	5.749250	3.736315	-11.461474	1.215686	4.615991	3.952020	6.638786	1.150881	-0.015137	-6.034495	2.150450	6.796752	1.513822	1.215336
35	2	6.278214	-1.560940	9.184830	2.714437	-5.730543	4.187725	6.953460	0.936872	6.278214	-7.164971	3.849815	-2.298885	1.142131	4.722954	1.154767	5.495709
37	2	9.423050	-4.519656	7.938380	6.659568	-3.566243	-0.115489	3.859100	7.846289	9.423050	-3.562173	1.258717	1.692406	4.371533	5.788389	-2.241400	7.082019
39	2	6.202608	-0.784597	4.839345	5.539026	-7.636501	2.013270	6.775506	-1.522495	6.202608	0.056174	-1.016769	-0.735129	6.589114	6.899800	1.758134	0.942213
40	2	5.344696	-1.270812	7.431654	6.123370	-9.811907	1.545400	5.457548	3.584276	5.344696	0.133642	-0.882592	0.516768	3.356454	4.501802	-0.224844	5.900367
41	2	2.993653	-3.800559	1.366620	-0.482836	2.990289	4.451171	-0.089707	7.932256	2.993653	-9.549119	6.765983	5.246115	-7.590197	0.688993	4.779638	7.709521
42	2	7.258895	-2.880791	6.702167	6.236563	-16.403666	2.599533	7.788381	0.916898	7.258895	0.761189	-0.976088	-4.789228	3.746268	8.306895	2.429159	0.472027
44	2	6.889205	0.948274	-5.272295	-0.521043	6.296062	7.137486	0.494354	2.301608	6.889205	1.590914	-1.081376	3.400802	-10.066148	4.989741	6.460187	-0.452842
45	2	5.085686	-0.350026	-2.242937	-3.905597	4.230239	6.485097	1.787703	0.651788	5.085686	-2.549605	5.279059	1.168353	-12.822985	6.484678	8.230474	-4.958031
47	2	6.371117	-5.959613	6.750907	6.001216	-12.737124	1.301677	3.790512	5.339782	6.371117	3.511553	-4.432079	-4.377321	5.183267	7.130289	-2.636264	-1.139969
48	2	5.787898	-3.841120	8.090546	6.842861	-9.919548	-3.420393	8.276594	6.891424	5.787898	-1.364561	4.034692	-0.712972	4.756470	0.344155	1.823906	8.888628
49	2	8.480727	-0.945911	1.263005	4.194062	7.368736	4.708803	2.388815	7.315299	8.480727	-4.314530	7.523502	7.725460	-9.907830	0.968158	7.474015	5.389886
50	2	7.927083	-1.006399	-1.428298	-2.489915	5.594147	6.057771	0.013932	7.550976	7.927083	-6.312992	5.246283	4.078870	-5.068697	3.904500	4.531637	8.446148
