1	1	100	7.418239	2.149921	-7.430597	-3.648012	7.224037	5.642947	0.407505	0.486203
2	2	55	6.665844	1.736377	-0.378221	5.073242	-5.906362	2.868734	6.648926	0.749419
2	2	45	6.665844	-3.740849	3.031973	1.323751	4.603149	4.885407	3.711871	5.691284
3	1	100	5.006255	-6.227581	5.367800	6.251857	-16.765676	2.238348	7.906054	7.356054
4	2	98	5.537509	-1.825214	1.170203	6.948781	-12.076505	2.074929	7.202241	5.587842
4	2	2	5.537509	-4.688555	4.956150	7.059381	-13.748185	2.073957	7.202241	5.587843
5	1	100	5.271511	-0.634409	1.139816	6.554324	-12.669868	-1.915261	6.792301	-0.010418
6	1	100	5.955624	-13.582613	6.242148	6.860839	-13.923838	4.012168	7.621851	4.368491
7	2	91	6.458082	-8.127767	6.488342	7.910785	-11.577918	2.358408	5.136660	6.790379
7	2	9	6.458082	-1.111940	-1.058149	1.200374	3.873569	6.688971	-1.161435	3.978294
8	1	100	6.737521	-6.961249	6.122933	6.814739	-9.225584	-4.334452	5.459216	3.144799
9	1	100	7.006116	1.698675	-2.635682	-6.083706	7.870844	7.332268	4.667388	1.289830
10	2	82	8.170538	0.360961	-3.244428	-2.750270	6.815781	6.596735	-2.841406	4.537436
10	2	18	8.170538	-4.363247	6.455118	5.216559	-9.856968	0.874841	2.569463	7.120900
11	2	63	6.212367	0.208197	-5.415703	1.368899	7.833067	2.280751	-1.682494	6.220266
11	2	37	6.212367	0.193968	0.146301	4.790892	-4.445350	-0.122675	4.297020	5.980821
12	3	17	3.432093	-0.161314	5.553306	8.346364	-8.342920	0.120683	9.548715	0.550258
12	3	39	3.432093	1.966533	0.195887	4.773313	-5.275528	0.126572	9.527537	0.562362
12	3	44	3.432093	2.192352	-5.896445	-1.514181	6.788669	6.749483	4.030014	-0.674935
13	3	67	5.938492	0.097210	-3.565279	-4.231514	6.610416	8.417141	-1.268851	0.296714
13	3	20	5.938492	-7.281121	8.411290	6.605138	-2.249051	3.543207	5.275043	4.563451
13	3	13	5.938492	-7.257236	8.435678	6.661931	-8.702262	3.543172	5.297872	4.547584
14	2	21	8.701804	-2.567762	0.341001	0.600305	3.765693	3.170675	0.915907	7.857131
14	2	79	8.701804	-8.702812	6.313622	6.427540	-15.679950	-2.422518	6.314646	6.496223
15	2	93	6.534605	4.246072	-2.234037	2.091104	-9.409626	6.277308	8.674018	-3.686011
15	2	7	6.534605	4.246540	-5.702248	-2.533052	4.720166	6.715927	4.598417	-0.470019
16	1	100	6.586598	2.735471	-0.706020	4.556960	-9.053448	2.566824	6.614568	2.345231
17	1	100	6.149387	-1.257841	7.072598	6.535819	-8.207165	5.702243	5.007030	6.057223
18	3	51	3.684023	-4.295443	6.921512	5.733919	-14.746257	0.520957	9.003175	2.202154
18	3	15	3.684023	-1.969143	-1.510991	0.297804	1.682168	6.805594	3.689293	3.944616
18	3	34	3.684023	0.378571	1.584588	2.433457	-6.661377	4.529231	9.003175	1.447621
19	2	51	7.743292	0.245718	-0.460415	-3.420514	4.626771	6.157842	3.919828	6.625730
19	2	49	7.743292	-1.038156	5.806674	5.475461	-4.608701	1.593777	8.882915	0.773903
20	3	84	6.277103	0.234512	1.240421	2.527095	-6.648707	4.872749	9.342826	-0.169676
20	3	7	6.277103	-3.264361	0.507405	2.805268	4.644677	4.749720	4.609578	5.508637
20	3	9	6.277103	-0.085937	-3.809530	-1.607281	5.563503	5.609115	4.608267	5.170200
21	2	93	5.755159	1.762713	-3.300764	1.062174	4.698634	5.917811	-0.527768	5.207015
21	2	7	5.755159	-1.208037	6.259775	6.942902	-2.607653	-0.563206	4.460248	5.975150
22	2	43	6.729398	2.275671	-6.997533	-2.301179	6.668282	6.987199	0.201916	3.882052
22	2	57	6.729398	2.995731	-1.010823	1.804157	-2.795269	6.957729	5.607543	-2.642973
23	2	71	6.697788	-6.116610	4.562538	7.001112	-11.582682	1.011474	6.542039	-0.113625
23	2	29	6.697788	-1.047345	0.903613	0.511526	2.420382	7.109751	3.229625	0.292418
24	3	31	6.914685	3.291848	0.802322	3.052780	-5.191001	6.137944	5.154641	-3.004917
24	3	23	6.914685	3.542948	-2.644676	-3.188939	5.737690	6.645484	1.544234	0.576302
24	3	46	6.914685	3.291852	0.802302	0.827578	-3.875849	6.639509	5.154634	-3.191561
25	2	52	4.661196	-1.664392	0.589888	-0.511029	5.936976	4.717596	-3.015599	1.896037
25	2	48	4.661196	-7.791486	6.332419	3.269074	-10.472326	3.208753	2.638126	3.790750
26	2	8	4.430851	0.429370	-1.669836	-4.990231	2.781198	6.482568	3.635030	-2.435264
26	2	92	4.430851	-4.474688	7.316560	7.013872	-14.478897	2.197977	8.270180	2.992245
27	2	99	7.280599	1.445124	-0.783662	1.081645	-8.089702	6.818684	5.623523	-3.397820
27	2	1	7.280599	1.461807	-2.287244	-1.234448	1.214244	6.867977	3.447406	-2.612814
28	2	79	8.081989	0.867388	0.181664	-7.833076	6.180263	9.321330	2.416819	0.814538
28	2	21	8.081989	-0.363499	8.698831	-3.497716	-2.544707	9.321330	5.424733	0.339303
29	2	96	7.790736	1.443960	-2.445645	-6.334909	7.329075	7.307469	-1.495608	0.710986
