6	3	-9.349730	5.488118	4.168431	-2.445689	-9.763115	-3.974289	-6.523269	6.755674	2.695076	9.718776	-4.423618	4.024450	0.225537	4.746421	-4.016898	-1.456734	6.755674	2.643247	2.632279	-0.443054	3.000144	5.829603	6.500318	-10.611685	3.969267	6.755674	1.235152
8	3	-11.571676	5.703965	1.819331	-3.155278	-8.189653	-3.036496	-2.681122	8.000615	-1.176162	-11.544127	5.703963	1.819331	-5.314776	-8.189654	3.544816	-7.833653	8.000615	-1.176165	4.319769	-1.235273	0.896653	2.760106	4.549850	-4.726899	5.815398	8.000615	-1.209327
16	3	9.531248	-8.328140	5.617556	-2.696839	8.084087	8.230459	0.600637	7.351678	4.647170	2.092570	-6.808268	3.447358	6.157631	8.766658	-3.991258	7.537517	7.351678	4.251801	9.279653	-8.221117	4.884507	-0.013614	8.283690	2.077805	5.840524	7.351678	4.605976
21	3	-8.036256	3.791271	2.592390	2.669420	3.540592	-4.481738	-3.985408	7.681964	5.398353	5.369971	-5.560755	2.984749	2.387049	8.999987	-10.894632	6.472653	7.681964	5.398353	-1.854995	-0.097846	2.521932	2.736696	9.235462	-4.482725	0.008432	7.681964	5.398352
23	3	-4.297083	6.312547	3.052511	1.419979	-6.417133	-5.842716	4.658695	4.637825	1.056917	-3.339888	5.731432	3.356567	-7.636798	-12.554353	5.884073	-6.175159	4.637825	1.324597	9.433161	-3.629242	2.829868	1.865706	6.856955	-6.160295	8.537990	4.637825	0.837015
35	3	5.877622	0.291699	2.709205	-9.582453	-4.384950	3.210230	-1.511424	6.003266	5.512977	5.674345	0.356274	2.669703	-1.290436	-4.453183	-2.326628	6.987041	6.003266	5.508315	6.572814	0.050459	2.706111	-5.024238	1.690844	3.185802	-1.194691	6.003266	5.512638
39	3	6.841538	0.538954	3.586834	-12.045393	0.210235	8.363507	-7.097074	3.806727	2.648055	10.129208	-4.872020	3.586754	-7.320291	5.457059	8.363507	-6.036941	3.806727	2.648034	-1.460492	5.959138	3.586833	-10.835056	-3.615133	8.363507	-12.512709	3.806727	2.648054
40	3	-6.497383	-2.485652	4.140142	-6.116868	-2.754845	7.194273	-1.751615	5.004323	2.007797	-10.693464	-8.431873	1.648723	6.702817	8.885709	-2.285319	6.238655	5.004323	1.445096	5.143562	-14.403686	4.140142	-7.354138	3.786835	7.194261	-1.736096	5.004323	2.007797
46	3	5.037545	-5.289963	1.493391	1.568998	5.471430	-4.510497	5.107304	7.409173	1.499408	-6.569419	-0.931350	0.519803	5.477177	6.077708	-4.509846	4.937698	7.409173	0.468734	-8.978312	3.623720	1.637176	1.509805	-3.841348	-3.885566	3.123312	7.409173	1.759646
48	3	-3.791511	1.838193	3.460791	-2.913254	-4.429253	6.002544	-11.469161	5.179140	4.722582	4.093649	-1.806541	3.462801	-8.115183	-4.145112	6.002544	-6.937944	5.179140	4.722971	4.639182	-1.268934	-2.019152	4.046369	4.684319	-2.806014	3.085308	5.179140	2.655890
56	3	-6.970561	4.746918	3.513201	-5.218439	-8.219416	2.280930	-10.287882	7.033765	5.284656	-6.971811	4.746920	3.513199	-1.521383	-8.215527	-4.346413	-7.666719	7.033765	5.284656	-5.584015	4.578291	1.252941	2.898324	2.883680	-4.346413	-7.619857	7.033765	4.682050
60	3	4.305950	-3.844898	-0.858795	3.290162	6.750978	-9.721422	7.076874	6.808716	-0.801531	-7.869113	-0.441842	-1.322468	5.325196	6.711369	-9.720586	6.826132	6.808716	-0.809108	-7.744311	4.806376	0.459463	-4.898003	-7.882428	-3.235278	-4.144513	6.808716	-0.456354
61	3	-8.880028	-2.618535	0.186723	5.592313	5.938345	-6.945014	7.242207	8.446091	1.799088	0.890003	-0.540102	3.542669	0.640850	-1.414631	-6.945014	7.177911	8.446091	4.029081	3.012162	-2.527471	1.579525	1.840737	3.739048	-6.945014	7.241682	8.446091	2.871956
62	3	-7.031081	4.758859	1.001388	5.406499	5.068235	-1.301895	6.880152	6.237838	0.167226	6.042231	-0.934205	1.833482	1.212999	7.161258	-1.301898	7.550595	6.237838	2.552783	-6.141392	7.509824	1.894129	-12.128633	-9.261579	6.545121	-3.620389	6.237838	2.729913
64	3	-6.242679	-2.484908	-0.262724	2.014192	-0.459514	-10.572319	2.846992	8.168161	3.641016	-4.572103	-2.735079	2.527954	-5.644235	-4.804764	0.111199	-4.460389	8.168161	4.659034	-4.772052	-2.729589	2.445795	0.309872	-4.467545	-10.572321	2.868759	8.168161	4.565740
66	3	-5.743036	6.028766	1.577159	4.807983	0.618100	-5.206565	3.487921	6.448126	-3.448400	-2.718860	5.696818	2.617209	-7.899819	-10.741878	3.054143	-4.396173	6.448126	-1.662348	-2.728398	5.705341	2.608241	-2.327620	-10.481810	-2.802834	-2.865676	6.448126	-1.680319
69	3	-7.375045	6.396996	4.156196	-7.334036	-9.028285	5.139319	-9.393518	7.690034	5.801835	8.313666	-5.330842	3.362365	2.586084	6.746507	-5.214301	5.675003	7.690034	5.737055	-3.575586	-0.118136	1.484552	4.346106	6.788506	-5.213863	4.603525	7.690034	4.427890
71	3	3.988616	-1.632295	4.389845	-8.613818	-4.951502	5.217520	1.791739	6.434784	7.697399	2.608820	-4.308868	3.710628	6.057040	5.362054	-4.216301	6.324926	6.434784	7.519907	3.987940	-1.631801	4.389597	-1.027312	-4.951395	-4.215331	6.313943	6.434784	7.697382
73	3	-7.054996	4.456300	4.265640	-1.803608	-12.311821	6.563891	-8.955222	6.200410	3.139361	-2.263062	-1.335105	2.065536	10.321910	6.368602	-5.412403	7.340705	6.200410	-2.485960	-2.262996	-1.335099	2.065546	5.646669	6.368427	6.562297	-2.905491	6.200410	-2.485953
74	3	-4.033692	3.388691	3.858673	-6.617781	-8.001493	5.648559	-18.517318	3.066682	0.232055	9.962211	-1.647838	3.858585	-5.685489	1.729689	5.648559	-12.897134	3.066682	0.232055	4.686651	-0.890767	3.858706	-9.466308	-1.801355	5.648559	-13.090876	3.066682	0.232055
75	3	-3.138022	-1.219322	1.640149	12.256197	7.501492	-8.295069	6.652553	6.310071	-0.009789	-12.396190	5.202198	1.735988	5.211550	-4.468825	-3.761886	-0.333422	6.310071	-0.008775	-4.217437	3.081736	3.511429	-4.004690	-8.971202	3.934321	-9.582743	6.310071	0.880126
80	3	3.719539	-5.737710	3.567333	-14.154177	-6.150484	6.764889	-3.080341	5.500375	3.350739	-5.938985	-0.435619	0.856141	5.238923	6.558792	-3.789940	6.800541	5.500375	1.535304	3.685406	-5.737272	3.550355	-4.433035	-6.150480	-3.989959	7.382612	5.500375	3.342567
85	3	2.110162	-7.155337	3.938931	1.787916	5.702527	1.921040	-1.475596	7.349852	7.246640	-5.080636	-5.248560	0.977446	10.951906	6.561812	-8.567007	6.379804	7.349852	1.946264	-3.521638	-5.256439	2.644087	5.927433	6.561812	1.921040	-1.475596	7.349852	5.132857
88	3	3.457516	-2.335097	3.730297	0.546184	6.378122	1.441401	7.081146	6.280480	5.313867	-5.638466	6.238334	3.762624	-6.229778	-10.451116	7.594580	-5.070952	6.280480	5.332512	4.842230	1.110992	3.762624	-5.875879	-4.771128	1.441401	7.009493	6.280480	5.332512
89	3	9.089739	-1.977007	3.803198	-1.166481	5.067731	4.382100	-3.032257	6.478955	4.672446	-3.010376	5.173913	3.560109	2.795608	2.308452	4.382154	-9.340974	6.478955	4.149438	-7.654631	8.294420	3.809129	-1.542009	-6.806580	4.382154	-9.342480	6.478955	4.683462
92	3	-6.553490	2.832964	3.763746	-7.521537	-11.259857	5.065399	-6.842013	6.164211	3.601293	-8.045629	4.566557	2.658346	-0.106831	-10.615986	-6.686577	3.438959	6.164211	2.969167	-5.173935	-0.314132	0.153834	3.965985	6.205941	-7.126972	6.834790	6.164211	1.061304
95	3	-8.594635	2.660373	2.802438	-12.141025	-10.424478	5.323579	-8.202712	3.936184	0.036946	-8.594887	2.660424	2.802417	-3.114747	-8.885926	-4.967812	2.345649	3.936184	0.036920	5.198099	-4.759697	2.683112	0.045911	3.716926	-4.984510	5.860865	3.936184	-0.128344
96	3	-2.991640	5.820001	3.526843	-7.056994	-8.616069	2.920345	-9.681712	8.078560	6.098581	7.354204	-2.764504	3.179262	0.245550	2.110198	-4.481398	7.541500	8.078560	6.082555	3.642418	-0.267073	3.526843	-13.502829	-3.996528	2.918995	-3.561116	8.078560	6.098581
97	3	-7.506515	7.661821	3.378133	-1.997960	-11.222169	-3.202316	-3.126289	7.513823	3.918452	-7.506146	7.661819	3.378135	-6.940527	-11.320305	3.359138	-9.658881	7.513823	3.918453	6.479981	-0.899197	0.375709	2.154269	5.085615	-9.162058	6.084117	7.513823	-2.239422
