steadystate,frequency
"[1, 1, 1, 1, 1, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1]",154
"[-1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",172
"[-1, -1, -1, -1, -1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1]",182
"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, 1]",159
"[1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",187
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1]",146
