,FOXA1,ZEB1,MYC,FOXA2,SOX11,KLF4,KDM5B,TCF4,LEF1,CBFA2T2,ETS2,ATF2,ELF3,CEBPD,TEAD4,NEUROD1,INSM1,REST,NFKB1,PBX1,TCF3,MYB,TCF12,OVOL2,FLI1,MITF,BHLHE40,POU3F2,ASCL1,TCF7L2,SMAD3,PAX5,SOX2
TCF3,0.32670682678620844,0.052210917346193576,-0.3458703418954213,0.08094115181027246,0.3712401244972464,-0.06682303996471681,0.10689735503497248,0.27400450769953166,0.30637223341335273,0.2601875438303787,0.1803101205677652,0.20909082727265282,0.036848152748737054,0.021506619573287575,-0.32414960359562073,0.11699758173838307,0.34446698956757693,-0.3629997953914622,-0.2767124634880779,0.2292817508933473,0.28804644109208477,0.24147137608562014,0.2841673390822877,0.2102440975197004,0.3345670316692264,-0.2664615096776753,-0.3076716628715789,0.35129574100483324,0.21656118913975683,-0.3189787132479739,-0.16376510852912934,0.23537751148783065,0.03808582105508969
MYB,0.36422239204045037,-0.04047781612606214,-0.46911195731572136,0.3222960371411884,0.381519410575962,-0.20483135078611925,0.3415567402177412,0.37500125863931216,0.25780734074264744,0.4303002345404545,0.21775135336496998,0.4152285644419452,0.18913264263361293,-0.00846985707717093,-0.4198463835899725,0.10749116668610803,0.3477042989095207,-0.32181355897101904,-0.5165851239487994,0.4452425243108785,0.40426608526853336,0.3602906096918063,0.5289533649882179,0.4274774467918441,0.4082319405078197,-0.4945873808355767,-0.42467416994345497,0.3450218728268586,0.31010058984786826,-0.4558604868550972,-0.36608605594016097,0.40548601605371876,0.19749760842933847
TCF12,0.4657104126760617,-0.17889151147716495,-0.4661977132124074,0.30312210725718397,0.3619787280927426,-0.14272286118795982,0.32690638574176406,0.23034495115448372,0.2946503667263563,0.42028225611884934,0.2002262288318334,0.44304461925558813,0.29728814702060097,-0.005679271578101644,-0.521781010317167,-0.09810182644754335,0.3414374566375936,-0.30192685751542,-0.506732458628176,0.34829346693899205,0.38676148231623964,0.35707286126060145,0.4189655471474813,0.5249260655169985,0.4024401359707964,-0.3894209861971929,-0.5101297998415254,0.34673528954315413,0.3202031147445715,-0.3364435341432811,-0.20381822093973007,0.39516232178548794,0.19243366964805822
OVOL2,0.35901640675481117,-0.21012726905737972,-0.3645750276091639,0.19306800397814158,0.3233272989114375,0.007493205531061903,0.10968878269319608,0.2763901947218835,0.3115207174106022,0.5146997020888827,0.29137624574506693,0.3204519947327949,0.27711765200264804,0.09169460608294687,-0.43292745209305294,-0.025274853891108312,0.3764141657827204,-0.3236600098555919,-0.38318861630238477,0.26869798525431354,0.36783511807680097,0.36375883916411345,0.4089986888660101,0.41640120821555254,0.4125168497657379,-0.39086688301326805,-0.3770615409248165,0.3580230086085531,0.24568542973746296,-0.35159518503204634,-0.10488332717938158,0.38166451439045196,0.24443471514370044
FLI1,0.3900289325723821,-0.07829580328763819,-0.48464168721623013,0.4324061629086061,0.38671610631476133,-0.17321248441494666,0.3510323381211513,0.31249575830168175,0.29727671468285416,0.5457702885526056,0.321693243835043,0.35697753938626486,0.19585333256575027,0.016253354209288452,-0.43959320564040605,-0.02001926649502321,0.3652903727863289,-0.29111273196277115,-0.5307511219035803,0.46908767937896434,0.4096981756080167,0.4786614440946744,0.44403902159511166,0.4453890651630058,0.42274082357633525,-0.4118512832751165,-0.4329969329816013,0.36204380142795267,0.33726010987604516,-0.387847636003374,-0.2643586291452041,0.4166176440116426,0.22082883695355537
MITF,-0.23473362391782526,0.029919632914676152,0.27203648769187605,-0.25098673144961425,-0.31457099643492153,0.2751599423260558,-0.25977651856947004,-0.3231412081014051,-0.11286988030335521,-0.43471589562482144,-0.1744748246704614,-0.3322035341887053,-0.19872264416173455,0.10428981268562174,0.3628716319193634,-0.05873783059804899,-0.18220663491131645,0.2768356427787325,0.4364618047784988,-0.21362544459848376,-0.3048425477461096,-0.22359411700045753,-0.34050366315018243,-0.43172156007705126,-0.29102078344929944,0.2597796772233796,0.42082798769222746,-0.18404415904704347,-0.20405799626069604,0.3701570498118105,0.3136994476039734,-0.33162378640914775,-0.06019738742724473
BHLHE40,-0.29394705176883806,0.059580541697944765,0.3008495313847476,-0.2375934461162787,-0.35085757414336444,0.26714345957588864,-0.31106864701126946,-0.23290097716291464,-0.3387518740043277,-0.3704910358197796,-0.25917009401511815,-0.2791257626543713,-0.12474848237113952,0.1125417599455604,0.3582306515639252,-0.062330240632223866,-0.2708057802746284,0.3879054044113339,0.4750461280297559,-0.2655237654116581,-0.46301702235181985,-0.28628318217485804,-0.4795816059868766,-0.3647127603714568,-0.45482340474318006,0.3450526145267657,0.3888712216146969,-0.2782802509156782,-0.2291144763937912,0.4360692558971112,0.2753568502355624,-0.3488185626714329,-0.06359756451100632
POU3F2,0.42368217159353405,-0.1669845023284801,-0.28294409621215494,0.30997758147457605,0.12344108080845799,-0.2116396751052799,0.2719981021769951,0.1942328643753854,0.15963955208166458,0.39381985082300913,0.24732833210666336,0.4116229996998605,0.22191038092119292,0.08237447269541003,-0.36585880241942137,-0.03741953470409085,0.26623192078178287,-0.10018872905389993,-0.36358348554720565,0.3077638035113819,0.24751252643663907,0.2244757574299975,0.4691471929682172,0.3977844385386517,0.35721478701051895,-0.4473374356103556,-0.3616863362053218,0.2777245129047071,0.3779023402475491,-0.2747320198057462,-0.2565173650075344,0.3515046744459477,0.20793729418532983
ASCL1,0.3633822652876817,-0.1944872759083737,-0.3529309799144483,0.20326415266426925,0.30066806485131076,0.012947295253041984,0.1182636748467741,0.2736340943564322,0.2961465634818857,0.41833714719802567,0.40553879317483854,0.32289052366865084,0.27719450052045697,0.14997379133981623,-0.4283754645927756,-0.13688889888700334,0.2673618384559833,-0.29809370052790707,-0.38620535513700815,0.2713499697936684,0.35066528654578927,0.34934642076318023,0.4055825225616167,0.4188820869976391,0.4103112766651802,-0.3901214548899632,-0.3748238740033826,0.3557904717203212,0.2524136568423779,-0.3522269979422005,-0.11017359096195252,0.37860450804326906,0.24875024528107575
TCF7L2,-0.39647241513708986,0.0757410114674554,0.39298049598656487,-0.24128338718910677,-0.4515696261128547,0.2551804956697047,-0.18289599697904194,-0.3611602917609673,-0.3525567163438236,-0.37478833323096583,-0.31463553081102885,-0.20928136901047903,-0.2416759108293353,0.001778543576915583,0.3687258562218557,-0.04567161475458905,-0.38308183018576986,0.4287092913169034,0.45663229455794757,-0.3556856648493156,-0.4644329169411782,-0.3950323947219966,-0.4602735652443693,-0.34607294862017013,-0.3462313760477549,0.3382986918328995,0.4872333036482612,-0.39216505298212295,-0.251784297577457,0.3389026361925116,0.36029428258835766,-0.3274837996997671,-0.11592343310550476
SMAD3,-0.4079128729200402,0.09860458446506103,0.41885042010820595,-0.4010405625187882,-0.47365152586916004,0.3068883705184723,-0.2267462738442349,-0.40331325776555865,-0.23970825153225142,-0.4059400258438829,-0.3229077163503294,-0.2983329192897775,-0.16302709766723916,0.011715144027423553,0.390922804166908,-0.08809287728295095,-0.27059710274010207,0.3524867276395599,0.505739349628779,-0.23502024491451473,-0.39017976873877414,-0.3124459083499242,-0.4134515129875084,-0.49992988737173005,-0.3903956101885484,0.4676838949848535,0.513428595345115,-0.2858226957659086,-0.1923698878497197,0.4593548307702278,0.27674657793769847,-0.391324008380315,-0.12637416116962324
PAX5,0.36717534187467776,-0.060255196715358915,-0.37937394063374474,0.21515966628936695,0.4180377697914837,-0.22632308976525853,0.26493846368954216,0.31863986041329956,0.3225263606808079,0.3147207650034735,0.18229424646800044,0.3544444860691825,0.16468818084123987,-0.1231979399891546,-0.4116404499067067,0.03214175784169394,0.4554505669859159,-0.38118648390133236,-0.5353067956757926,0.254796884014147,0.5321270146446404,0.3741112220970168,0.5410823136241606,0.40510018160158295,0.4019238691117269,-0.2968164049894064,-0.5510245399014619,0.36441095850137606,0.21350998343272046,-0.38194909043325814,-0.21910274837534477,0.4020367859283258,-0.012456883023742553
SOX2,0.26440405596932154,-0.05328967594197883,-0.05269828646032264,0.25721709826669986,0.029165979468988003,-0.043371808905103504,0.14875698438378232,0.1686518630124739,0.18445252094236814,0.21842017468357766,0.23522121051090142,0.10488369063585809,0.17746615071968982,0.031957889212964184,-0.2509766077117751,-0.17649175318183175,0.18617165503864283,0.0017570321615340847,-0.1462212117372712,0.2359577663269148,0.04856537294387143,0.07121864252394071,0.15499468385081608,0.3065038386581648,0.2559373988755329,-0.18027044891539873,-0.14525224715759227,0.1752701028148456,0.24855468043315368,-0.23870079632558486,-0.21650342041717135,0.20121314743165786,0.11990427161909951
