,FOXA1,ZEB1,MYC,FOXA2,SOX11,KLF4,KDM5B,TCF4,LEF1,CBFA2T2,ETS2,ATF2,ELF3,CEBPD,TEAD4,NEUROD1,INSM1,REST,NFKB1,PBX1,TCF3,MYB,TCF12,OVOL2,FLI1,MITF,BHLHE40,POU3F2,ASCL1,TCF7L2,SMAD3,PAX5,SOX2
TCF3,0.6498315677813985,0.2307813444197128,-0.7316042066949042,0.4717836735484952,0.7280432657732286,-0.4880511928703173,0.7591087590353913,0.494839170281949,-1.8256001256728318,0.18817019423940567,-0.16301420632274521,0.24338871748831334,0.004155316187824766,-0.18139495753483614,-0.2057089452787746,0.3555508705403372,0.6054752333714318,-0.0654701833741129,-0.02143095988493169,-0.19830196299288255,-12.809309798803032,-4.345662784152481,0.05675405040904212,-1.3913149863431065,0.18748110792029785,0.6060009018306864,-0.06055629296288557,0.70049397867011,-0.05577435341188312,-0.46469250745956514,0.05893151037168635,0.004499075625468977,-1.5222310650658888
MYB,8.843626008331647,0.04741181323875978,-0.9968689658057883,0.21548869982520968,0.7105247876327542,0.013610768181991894,0.36896069941098875,0.7915726409037306,-0.8192869675653506,0.8497106822468516,-4.205592007998526,0.38967707708392085,-0.37754460518591226,0.07668759463988818,0.263379799762391,0.32835580430807393,0.09736977688473662,0.5437773946071223,-0.3929192900093403,-0.0030926528890967237,0.9073987378460074,0.05351974746926522,-0.24628193285572028,0.8171441328320569,0.2644411231312309,1.5841524348937666,-8.540505721862907,-0.06962329511884097,0.19621695513629803,-0.177419068104506,-0.5898777142245722,1.0213695721148512,0.19507782538593033
TCF12,0.5495054824044711,-0.12300159093120124,-0.39936985505392775,0.3942830146032306,0.11350985091115756,-0.8078912505538592,0.3491988249655338,0.21503872886709383,-0.1122689785781864,-0.02067820011949234,-0.16288619118882117,0.6404418749357378,0.5830779423992427,-0.1930602139883205,-0.39147039703768693,0.06783111574731816,0.1374905768096638,-0.43269849069587957,-0.2237796425381708,1.0757366901015404,-0.842291049099258,0.6969327318118432,0.20773079735957922,0.49585578115126905,1.075568016651482,-0.08646667600994806,-0.6869296862635766,0.2226996712025049,-1.6465114686188849,-0.25000419651366007,-0.3652261145086713,0.15163913447700636,0.13534524736060474
OVOL2,0.2818674281757291,-0.06754828483553897,-0.5532430398770113,0.07303349651525391,0.6652451211643976,-0.32216048031652633,0.31443945465601214,-5.440622741134154,2.3873118569297653,0.516966489993638,0.19254946799937794,0.3470902581776231,20.016967090869596,0.6826642403905089,-0.39440815449602107,-0.24501201734691241,-0.012440442636130793,-0.677089524025856,-0.3153467784336127,0.025166878404222385,-0.5326769768832915,-0.025288605149677235,-0.015918300067033066,0.23732068889795088,0.30373837848481966,0.16452877400570448,0.05069344019948763,0.07918232471536361,-0.0701765312960199,-1.010010993005785,9.772142423200416,0.3665890673836488,0.04605172299690242
FLI1,-0.36715256896372245,-0.12083384098085488,0.1663742669139906,0.2658638553200688,0.35184683553567286,1.5682218371101293,0.28797680158360534,1.426694936977982,-0.005381544431485535,0.34869125096770504,-0.044710822397892855,0.3492218415823839,-2.0103607326636643,0.20245682674467527,-0.46191152418727205,0.470176342597648,0.1864153091348176,-0.3123367623156947,-0.4400379094660742,0.1782399899183531,0.38912384968429004,0.46493439473640663,-1.0810151097090137,0.20980526130028845,0.3877775168212366,-0.29523775650717793,-0.4671912560008968,0.4486089519257134,-0.15301690353637606,0.19932974556790783,-0.10431030990512381,0.32855466683167467,0.13919974791687253
MITF,-0.29111861921027815,0.118267239082909,-2.0788739328144015,-0.18615506745875088,-6.434936681699141,0.22972912165406376,0.33043554794674196,-0.5092566369265795,-0.04090321414917092,1.5427014842270879,0.24236813180064612,-0.27153089951824017,-0.1477840175290045,9.018400659883177,0.20467278861542032,-0.0792294688640224,0.6024483752045295,0.058145603863319295,-1.439809593651122,-0.14703252251114132,-2.516455306370633,0.7546105971034317,-0.25585882729625226,-0.19235299770496,0.03572495198278434,0.8719697577595606,-1.6215823862056424,-0.4287372867618268,-0.23224458768591122,0.18994190498084124,0.7598049511640412,-1.1339364824418205,1.2480680966335913
BHLHE40,-0.38644263343471913,0.04948630810556014,0.16199552411671608,-0.4953657014577295,16.418396134637185,1.0954677888734505,-1.1942686833203444,-2.867091330396407,-0.2241072053705245,-0.14823976692449412,0.20017588699630787,-0.31369838030429914,-0.09399290385956474,0.501469598533885,-0.33909156304415317,-0.116356168414666,-0.07486512601820894,-0.16461734373927825,0.6016963114507841,-0.2952100627794077,-2.6506427046561756,-0.14534112720839854,-0.8385879871263094,-0.4279760628801994,-0.053123354681668865,-1.076487274651957,0.29273138755580286,-0.09231709025134104,-0.25820822331243065,0.47767124989254445,0.21880786895868104,0.7336772854915364,-0.2653260933170022
POU3F2,0.23123086427360454,-0.22338544114001094,-0.19186941102595026,0.12106877208323691,0.025525285352677642,0.13322616853453462,0.5392239909512412,0.15577361345467783,1.2579872831949837,0.3681437603192228,-1.603196186246095,-1.6171033229264518,-0.3578788321749632,-0.8538189152845818,-0.1475130922591571,0.43739699205421895,0.12783529693651582,2.3178763473996695,-1.8261048532350923,0.12533150281594488,-0.09037436992975909,0.023888262327290268,4.22292446952804,0.15192676718780282,0.10944074282906903,-0.0311205860327505,0.06391660339828836,0.2909535827490285,1.15635638457483,-0.053290969570730644,0.2524725075688645,3.975217608260775,0.10775640742738536
ASCL1,-0.019165427232403363,-0.2831631121989361,-0.8356809353386376,0.1959441799446252,-0.48881857507402043,0.39400206048302555,-0.13726911137575631,0.007269493991622559,0.027242981714317473,0.42057212122421733,0.7399818164121879,-3.2875821119876405,0.15285540505672787,17.959477262066347,6.332133395497174,-0.6375917831722129,2.081588898133827,-0.3689643698065922,-1.4112563411912784,0.1261085063860597,-0.1457543059347584,0.36893056315615674,0.3152439533694644,-5.945275000412797,0.31640210475680386,-0.08387836635225934,-0.3172214663364067,0.19004417112556704,0.6550089238661194,-0.20877331066346444,-0.14083847766589233,-0.540700842300684,-0.1426440995780391
TCF7L2,-0.5848588099581996,0.05564438823338302,-0.09790088939966708,-0.8039767254917091,-0.47173721382838474,0.039831629548548964,0.3753271193374773,0.2558516912478615,-0.11172172169221728,-0.2839635460395417,-0.5816822262228193,0.061413580277972744,-0.6253137199348817,-0.05753234034657223,-0.1674559247909057,19.80351052695707,-2.2101022162064883,1.090281867257008,0.4211756395747968,0.25486500648692295,0.4877251560140202,-0.4433639771740087,-0.527315022300132,1.542946993642357,-0.22621242457544394,-334.03800418248403,0.3349164948569393,-0.07482460210386178,-0.13071856358296974,0.38185273223215876,-0.07877845423727595,-0.4356660385797047,-0.3174022600717279
SMAD3,-0.3321783792228884,-0.07406521163858432,0.25543027223517867,0.008444906917681575,0.2856990412842065,0.19367332300462795,-0.4199805198788211,-0.7043612236521145,-0.837634126705942,-0.3490122588915654,-0.22803808424301236,1.6479905962275092,0.010473355087303205,1.1039799515807307,0.7695731564707771,1.6235628230411876,-0.16078651024925544,-0.07447879058345311,-0.1533782568896297,0.08370577471613787,0.092229010711174,-0.14237310863114147,-0.38355900746399024,-0.07989822228658132,-0.2987941492643992,1.9173468772845499,0.45017411321200956,-0.17124081504004846,-0.15463472857696275,0.42261735420033847,-0.6068537441521498,-0.9869015445673555,-1.6822047074109447
PAX5,0.3181119483197513,-1.1183618848177117,0.5705525990982134,0.005211297251937622,-0.4210628956834873,-0.534615252345124,-0.0867729688714778,3.1237514455099396,-0.20810411179977076,0.27026792234464786,0.4423708277117626,1.0831842037514066,0.49044842723947313,-0.1200362540992345,1.124923710343429,-0.023215867138414246,0.20855721683600964,-0.31078876988740645,-1.4257694005210972,0.26447921074028097,0.5635491675275779,2.2225981215637862,0.22263554289039306,0.45697405246058015,-0.018747695225192883,-0.49758166926510394,-0.7010534738252091,0.34622891991118987,-1.2325713580479785,0.45457367177627694,1.0955250501539944,0.40111790943739584,0.0109510144134879
SOX2,2.869457990757498,0.30187170123921897,0.3314819362195224,0.40887378944033836,0.11320654006139981,-0.30723319354965395,-0.09847293467662817,-1.3656179958204167,0.3258568597990816,0.44383499234715607,-0.058660078217745215,-0.12133552445076244,-0.3762043689663017,2.4029105438714944,-0.16324214520873148,-0.8909399682803371,-5.808453846389291,0.13911508938081552,0.03554386126793258,0.08047141522395315,0.6677869825496727,-0.795848357763567,0.11850674163047159,0.2767050942144954,-0.01821753274942352,0.02923316609175269,3.411745356365343,0.651098421686053,-0.6011822872720771,-0.11971780550716758,-0.2465410054820369,0.1995081069920481,0.5746513435376305
