,sufu,cd44,stat,liv1,ecal,emt,dsh,ilk,mir141,ecadherin,hey1,mir190,mir9,src,csl,tgf,smo,wnt,tgfbeta,erk,sosgrb2,notch,gsk3,esrp1,destcompl,klf4,vim,mir200a,cldn7,ovol2,akt,pi3k,jagged,foxc2,mir200b,grhl2,mir34a,gsc,mir200,cfos,vime,tgfr,mir200c,ras,mir1199,mir101,axin2,notchic,snail1,twist2,twist1,cateninmemb,mir205,csn,fus,mir34,pak1,zeb1,mir340,ha,delta,snai2,gli,ikk,cmet,mir30c,extgfb,loxl23,cd24,cateninnuc,tgfb,trcp,rkip,shh,has2,np63,tcflef,patched,smad,jak,cdc42,zeb2,raf,frizzled,mek,klf8,nfb,cd44s,snai1,tcf3,egr1,mir129,cdh1
mir9,0.17705254778069907,0.42628911954901233,0.44257052405100855,0.4395988073970469,0.25968342136566613,-0.24944389337305264,-0.08571431332816776,-0.0902799589977507,0.24119695330962646,-0.01739409090517666,-0.12965822689346815,0.24119695330962646,0.0,0.44584185140855087,-0.03575708439594637,-0.35467271819794555,-0.17112864202764194,-0.0949915441162228,-0.26591341611287095,0.924327978670085,0.11238860021218189,-0.011322484004640358,-0.01451230196207178,0.24119695330962646,-0.4618700991065973,0.03008021791935417,-0.24983516600570346,-0.7149731761694522,0.24119695330962646,-0.9678841893295926,0.06402446168656904,-0.020799377420237408,8.124544968643548,0.3330240721308923,0.4580654845920961,0.18344651838800768,0.3910945109619725,-0.23351842768539663,0.034533076906810914,0.9206211667814902,-0.14881771970269791,-0.39524699090316656,-0.7149731761694522,-0.026121177467047837,0.24119695330962646,0.4928179503684782,0.5455851693798236,-0.023396991642638372,-0.289274178967042,-0.020537642201930637,-0.5516852061422923,0.023012969012390704,0.0,0.03377938654871481,-0.17647197898350392,0.25968342136566613,-0.38584769833720267,-0.2969992165194023,0.24119695330962646,-0.21583262433906886,-0.020799377420237408,0.33891507976920815,-0.10376399965155213,0.05039642021679436,0.4477627600214201,0.0,0.0,0.0,0.16172133489527282,0.4301989182080022,0.26891956148387275,-0.02943420262550497,0.025697780396257138,-0.1470291200253869,-0.24119695330962646,0.0,0.43052593596034705,0.1645865499417456,-0.04583973287896096,0.0,-0.3925088827481522,-0.8809145215451447,-0.020799377420237408,-0.09326497134539287,0.9442772439261573,-0.49133065128023395,0.04213401635397652,-0.21583262433906886,11.130658843990648,-0.5424133733800038,0.8799292591892643,0.21147590969955327,-0.4316113578540754
src,-0.007879762801267334,-0.03828886646966286,0.14687313325310616,0.05857786216704699,2.010637558472561,0.33491237195268697,0.4027268491023403,0.12861910167509538,-0.29167759393579723,-2.975911698585291,0.12661325524070205,-0.29167759393579723,0.0,-0.04622908848623741,2.017029374857364,0.015364253484576785,0.011193935885016907,0.4204368488322195,-20.067851798990986,0.22264120717578334,0.019657680960655448,2.1404591886443516,0.005488253075582429,-0.29167759393579723,0.448548176008603,-0.039989412817727714,1.845591941120002,-0.3231544503630608,-0.29167759393579723,-0.04071863927296877,0.060492437188601575,0.19824294749378302,-2.996087875897258,0.09793929948137942,-0.3229462697113842,-0.955082063444125,-0.06415174190170546,-19.731641365798286,-0.38559337376355546,0.19820081825760916,0.12965661906730014,-0.0013635169517142132,-0.3231544503630608,0.30035831727314044,-0.29167759393579723,-1.093485028712318,-0.7072194016644247,2.0731243050478683,0.1997917764990333,0.49110676857073987,-0.710398797652978,0.5411076807960699,0.0,0.02659633235525102,0.009700490345862288,2.010637558472561,-0.023264343337655542,0.3194171120094038,-0.29167759393579723,0.27037040970810083,0.19824294749378302,-25.22164196182693,0.4258998911406392,0.04133035847315705,-0.0450975149646059,0.0,0.0,0.0,-0.9149823148772221,-0.03863869679221227,0.06325891069304294,-0.02145877876342993,0.17028926542072767,0.034892466067172626,0.29167759393579723,0.0,-0.0398245157763352,-0.013762636161435847,0.13352528301574104,0.0,-0.016642818633694413,0.1551557987230373,0.19824294749378302,0.4093250973505523,0.2498251342032204,1.0574891870469847,0.03138872276270295,0.27037040970810083,0.07665629093966535,-0.7146800115136068,0.1840929057312284,-0.15700907229400146,-0.10667934394928881
csl,0.06167900280776914,0.1951667682424344,0.14764659958397833,0.14044101847416757,-0.1328083904895742,0.9361295725584169,-0.030688954171043288,0.18271768411591957,-0.4956997196495593,0.39069661635389813,0.499940411658915,-0.4956997196495593,0.0,0.16047579356006397,-0.6951387779899032,0.21081545134535604,-0.05820050228748521,-0.01601033942333744,1.0584884226390645,0.3283207770598271,-0.30974261455696905,-0.6709920652548016,-0.18188793699739356,-0.4956997196495593,-12.246714213751943,0.40714491880847653,2.1615732001222145,-1.2236037523941792,-0.4956997196495593,3.2129753657129334,-1.195370953276113,0.2279124850973222,-0.17994096300393086,0.3053965326273776,0.07832807420074425,-0.05363546035849554,-0.03583788892208763,1.0179087770745838,-0.25460858735136876,0.30098573163729053,0.1238575754552069,0.16592396887810856,-1.2236037523941792,0.24900810486338074,-0.4956997196495593,-0.19229967987065613,0.13121102797584677,-0.6773685666559807,0.39787200143297424,0.5643915226413593,-0.3762954113383038,-0.4463567885962848,0.0,-1.1277004686735688,-0.06197759667215185,-0.1328083904895742,0.12004306628446856,0.5630159838152302,-0.4956997196495593,0.4445850532267438,0.2279124850973222,0.1818098479853117,5.092996785200229e-05,-1.175252387005666,0.17414903589793507,0.0,0.0,0.0,-0.003753621403730692,0.26008719423792287,-0.0720932516540693,1.1041935010944337,-0.19897267676459882,-0.047252770046517116,0.4956997196495593,0.0,0.2210962448167246,0.05279285477909665,0.1909776053326036,0.0,0.1354955315381773,-2.9728632128097146,0.2279124850973222,-0.025929120199864195,0.3524490283283758,0.2370891837739096,-1.1508422698742937,0.4445850532267438,0.1165209868059433,-0.3956898804980147,0.28679675100547264,-0.01638544961074392,-0.5953845249594644
tgf,-0.24068893334708205,0.28481134312401873,0.2625381381473582,0.2522724552846997,-0.12375474377635484,-1.2002084439539924,-0.05532443289674493,0.06075135326214001,-0.008830702054599434,0.06785991136392754,0.22655542526934982,-0.008830702054599434,0.0,0.2626224534745885,0.8145453301004228,0.4328791566083669,0.2651650031312544,-0.05515946614101735,0.019117371937103264,-1.5361244946309571,0.18668847392103696,0.877213589004376,-0.24346873719433676,-0.008830702054599434,-3.1626394663800186,-0.45767028950393696,-0.5029346694174486,-1.2754960458433537,-0.008830702054599434,-0.88136442705171,0.1940609388172664,1.5520400729766037,0.2889058873086463,0.5012569596453266,0.2924596023363648,-2.1549005469363776,-0.22123333003377282,0.005266809134384753,-0.48355163401517437,-1.5444390629904383,-0.33352079458148476,0.6014160955400202,-1.2754960458433537,1.6160883210355272,-0.008830702054599434,-0.340252818622362,0.8172296386364807,0.8444355185766054,0.04798592999421164,3.793208822170376,-0.4756979238748822,-0.18652866289730752,0.0,0.15056088181113844,0.25386295551529,-0.12375474377635484,0.41230173259895286,0.028233915696249286,-0.008830702054599434,-0.007473179149900438,1.5520400729766037,0.007628843202423726,-0.03724844249878345,0.17338456704731348,0.2751445179935118,0.0,0.0,0.0,-2.0930912007477676,0.3132068680112975,0.2905724189931924,-0.13770090808905205,-0.17498235260141798,0.313236561888436,0.008830702054599434,0.0,0.2996641299574128,-0.28035246104168327,0.09862262173750862,0.0,0.4859023012399197,-0.042904497328841655,1.5520400729766037,-0.04619261974613992,-1.5251766310742618,0.31618930406879353,0.1564313288330485,-0.007473179149900438,0.6188473581249726,-0.4918231218289043,-1.5441464632004975,0.3122296874732492,0.3625014770390407
smo,-0.2419930036552169,0.2614980512671397,0.23203286418129526,0.2261962041837164,-8.098344955706079,0.10272394723680517,-0.15636601699810443,-0.13275021398200143,0.04357855761841244,-0.4780365763047326,0.585481359528547,0.04357855761841244,0.0,0.24465868979266128,-0.15616460140545646,0.29322509618501325,0.16283828399337777,-0.12523452154663628,0.8888699102521287,-0.3706410126613828,0.2143659273578966,-0.13749510947819496,-0.20512996759075758,0.04357855761841244,0.764155164061827,-0.0675736191740642,0.17723588840687582,-1.3793934749440746,0.04357855761841244,-0.196004454978964,0.30838362337629305,0.15177425012551501,-0.35820800346973986,0.23514089648464692,-0.491830009600029,-0.4800654892393776,-0.3031176537495008,0.8586853863611108,0.06410096301950148,-0.3581996266295756,-0.04696094748472889,0.26599378641242977,-1.3793934749440746,0.16910072866529527,0.04357855761841244,-0.1889185615931049,0.40571275930959755,-0.14654623468385627,0.2585739482378244,0.5489174074042644,0.1564666339785915,0.8865544775350302,0.0,0.2754540719029814,0.3460132498975986,-8.098344955706079,0.2252698639605242,-0.02635094339320045,0.04357855761841244,-0.05531871881755885,0.15177425012551501,0.2725792368733121,-0.09442330146397493,0.295212463268719,0.24598902194995134,0.0,0.0,0.0,-0.4571592691260553,0.3111017705318009,0.24794457032642825,-0.266930636607146,29.75033790965327,0.19995350134602397,-0.04357855761841244,0.0,0.28466025718438287,-0.17831151883482227,-0.1307021694878811,0.0,0.24473935312601172,0.2475773859619576,0.15177425012551501,-0.14371969772763324,-0.37936096908956435,0.16636466749785966,0.2847950509524782,-0.05531871881755885,0.4334976053754288,0.1407883536700302,-0.3589354397349721,0.22838413799043272,1.0476377675437205
wnt,-0.05806437758817922,0.5249252845481451,0.48380899212670575,0.4679392817228299,0.14523734348054504,-0.523073734300184,1.665586779478181,-0.1599042373509012,-0.4764786198896865,-2.7751841182416035,0.06092989780813913,-0.4764786198896865,0.0,0.4970065659342139,0.0006550761692882906,0.025043109095623763,0.06267801892732475,1.7501246749951431,0.10572216098196388,9.858916009237802,0.2743328872995034,0.014163100079616724,-0.3005261009090877,-0.4764786198896865,-0.04134657562844136,-0.8575178610411046,-0.15009617246917253,0.04987848730548868,-0.4764786198896865,0.017805696843991588,-0.3103919546397212,0.590670496510094,-0.07537052643551533,0.16546786522370954,-0.45788935602930214,-0.176693426371304,-1.0122224954465675,0.09648669567300891,-3.3525742005890664,9.632563265232937,-0.1672515721751661,0.013996966152783234,0.04987848730548868,0.6148192298063286,-0.4764786198896865,-0.24739212405522704,0.13752765295239605,0.009353315601299464,-0.007834395717227615,-8.140443176475527,-0.8865852882878186,-0.033516380279358646,0.0,-0.3134269862578416,0.060661749132712654,0.14523734348054504,-0.009061960709648454,0.5021226448953665,-0.4764786198896865,0.45668282197365145,0.590670496510094,0.44852507002635017,1.780214294684146,-0.3128286876413682,0.5104437627960973,0.0,0.0,0.0,-0.16383010722724997,0.5610295332953112,0.06342938906907633,0.30980111838217683,-0.07185457628130605,0.07970844392237036,0.4764786198896865,0.0,0.5477969030406941,-0.065656850328143,-0.17126648745763984,0.0,-0.0028898877560487005,-0.001020828811457229,0.590670496510094,1.7853414638548162,10.110634428465916,0.22761331825772696,-0.31301724935436503,0.45668282197365145,-0.13831537705952848,-0.8706995503545607,9.411625537124849,-0.14135933359901584,-0.2068056527155649
tgfbeta,0.09105575722537566,0.6522210616610468,0.5749070976982761,0.5535807805488255,1.0773198400315511,1.081631854954956,0.2892084529367988,0.4415693963176936,-0.010697059674230795,-0.5694642470047202,1.1391868489320316,-0.010697059674230795,0.0,0.5997010162451374,-0.7437201194245954,0.35446058367475786,-0.0850188919237138,0.3278264092130082,0.34002750093178846,0.23496816460685582,0.09465654969866064,-0.7775230812623979,-0.190500703100363,-0.010697059674230795,5.334054688311079,0.07701872060765819,0.3664216916964176,-0.513443601610392,-0.010697059674230795,-0.12273417581748357,0.0013470826923074536,-0.13446508937181303,-0.10381877603771181,0.5186806896385401,-0.39990591888226723,-0.22551906796782095,0.34632460231899026,0.4829291203503246,-0.29091852017138625,0.21177638072669153,-0.2728958108115238,0.29357897114999415,-0.513443601610392,-0.12519582809891913,-0.010697059674230795,0.10785252008909027,36.398227558871255,-0.760640942211934,0.36950745637270893,-0.5403305416147242,0.599661173539921,-0.22889374397842446,0.0,-0.006401257343776808,-0.08876494912414762,1.0773198400315511,0.24140077729708198,0.04567825314314138,-0.010697059674230795,-0.025521821303370835,-0.13446508937181303,0.08063318122363944,0.34998196661819597,-0.0038416219789293602,0.6236919536755906,0.0,0.0,0.0,-0.18493230000540964,0.866140909864943,0.14052363746730268,-0.01671439995465184,-0.47667614210131526,-0.08407243538090316,0.010697059674230795,0.0,0.6846604359323768,0.08425748246470177,0.4521353925417711,0.0,0.2654734371406379,0.4465079975712611,-0.13446508937181303,0.30621845283435783,0.2674520373109339,-0.159699291240464,-0.007393773377537275,-0.025521821303370835,-0.27224723644346327,0.5362612101963765,0.19623518786796976,-0.4130204434494906,-0.8978760973468446
erk,0.07939100181130952,0.29651236282795723,0.23255869913880584,0.21936343226276928,-0.9734409366747919,-0.29362230533093164,0.8245240043150927,0.1219611620796534,-0.09091609727713802,-0.5905800963362321,0.5283639323116653,-0.09091609727713802,0.0,0.24943152801847565,-0.2728444256355722,0.5204186383308205,-0.04571945342906966,0.8737923418588995,0.1900160403190155,-0.18184672870565224,-0.23900770452092024,-0.26325488634192334,-0.14680491979151677,-0.09091609727713802,-0.03698314093780432,-0.1334095618311065,0.45447709471992787,0.9681701090066301,-0.09091609727713802,0.17472798439941561,-0.18819791939371833,0.190179849940722,0.37215601434103013,0.17893635243577458,-0.24037552283097238,-0.3861635366265579,-0.4311110276879524,0.1457010718763991,-0.11542976574307398,0.0064236244051302654,0.15284841939531219,0.468963751376366,0.9681701090066301,0.16203500573858065,-0.09091609727713802,-0.5591892684499279,0.3232613943047418,-0.26552104461198645,0.07171122184105966,0.32403644284695116,0.4892485034566849,-0.30549230039816105,0.0,-0.20961084998397442,-0.07244514353438662,-0.9734409366747919,0.4186850312228997,0.12861682616951903,-0.09091609727713802,0.06337531384422752,0.190179849940722,0.582759918811977,0.9016976878885494,-0.1998982886882822,0.2686518369431203,0.0,0.0,0.0,-0.33846613584676094,0.3622523043727521,-0.22335307256037001,0.21216742861889537,-0.4577501950217972,0.0056374470373841455,0.09091609727713802,0.0,0.32392573906384664,0.027828931190746142,0.2264683581608185,0.0,0.4411913988820518,0.6104140680944715,0.190179849940722,0.8488301875878163,-0.1781181107712422,0.48345303715838317,-0.20634329378720648,0.06337531384422752,0.505945947199991,0.44731983213961707,-0.10545171362942247,-0.0106676378458328,-0.49403040738664544
sosgrb2,-0.011181113697270898,-2.565782731723942,-2.415187204938431,-2.3678356751814444,0.45858104984421516,0.14183683284592044,0.55871412193663,0.23431609421284486,-0.2458429673724495,-0.14010252503278356,-0.07474498754007305,-0.2458429673724495,0.0,-2.4622685100717754,-6.018350165067352,0.07156752570876779,0.021904860497702006,0.5920928774723695,0.6371365967890436,0.8444577243510426,0.08067856776772202,-6.105152277890578,0.6282836005042189,-0.2458429673724495,-0.03947605737164595,1.340479552227942,1.1087255349918208,-0.5395967444351832,-0.2458429673724495,-0.49126644359593163,0.11284775264886207,0.09527876614741305,0.03758409208822881,0.24271877152702978,-0.14354114062024487,-0.160325272230726,-0.19568290903186192,0.6057327971039052,-0.019877031290726044,0.7771651806245617,0.30334739691893436,0.054129156485059005,-0.5395967444351832,0.19618013376066698,-0.2458429673724495,-0.8381964987111101,0.17958935898435396,-6.084294347462126,0.2334108312638272,0.2983441844253156,0.0011515332099655193,0.2605604026391468,0.0,0.06603668917138528,0.013267562953148173,0.45858104984421516,0.0315350190375619,0.27154820979353717,-0.2458429673724495,0.22800664503959378,0.09527876614741305,0.2830067413206451,0.5974494755959197,0.08273771820504158,-2.5088834365137016,0.0,0.0,0.0,-0.1462268902490315,-2.6551215896263822,0.028730287853268838,-0.05682030787065239,-0.3137697330136262,0.044951968921053624,0.2458429673724495,0.0,-2.6125357719834814,-0.033188242695460245,0.25593886834410917,0.0,0.04407050405052308,-0.2589825629687498,0.09527876614741305,0.574713092822129,0.9655589500265189,0.7992185603824284,0.06585847459940021,0.22800664503959378,0.21989256353232856,-0.0298517591571304,0.7461982848506072,-0.14459739157313767,-0.26453354490790354
notch,0.05961002064184861,0.16047579356006397,0.13274354980663336,0.125390156278469,-0.08927560953805284,0.8484626441842844,-0.0366694215652243,0.17739902564745555,-0.4259976400827921,0.45740425828764675,0.356405032692517,-0.4259976400827921,0.0,0.14044101847416757,-0.5823292023540048,0.1354955315381773,-0.06167900280776914,-0.030688954171043288,0.9867065102940724,0.28679675100547264,-0.3165423314197853,-0.6951387779899032,-0.14758421735066699,-0.4259976400827921,-11.862517818980567,0.44777203760500195,2.0015488499883203,-1.1379980458112333,-0.4259976400827921,2.9697542802748123,-1.1508422698742937,0.207377093473532,-0.16921129159087986,0.3208983119163325,0.12275567160234396,0.01580623893710776,0.03152461056076391,0.9673199536549961,-0.15828552460226517,0.2747875718105911,0.06528292893180955,0.12004306628446856,-1.1379980458112333,0.21652953100250638,-0.4259976400827921,-0.20752741194488955,0.10328232426095527,-0.49512365569159345,0.3443874014785407,0.49139326346596435,-0.4034709390057579,-0.37001045280690104,0.0,-1.0837567655624878,-0.06494629217248168,-0.08927560953805284,0.10074976486124798,0.4445850532267438,-0.4259976400827921,0.4111408732312709,0.207377093473532,0.07321118963405525,-0.025929120199864195,-1.1277004686735688,0.14764659958397833,0.0,0.0,0.0,0.034924589929663095,0.1951667682424344,-0.12213195091841386,1.0675139094073818,-0.1651345331795112,-0.05820050228748521,0.4259976400827921,0.0,0.17414903589793507,0.06197759667215185,0.17989472223969735,0.0,0.10721653161694024,-2.96692737457935,0.207377093473532,-0.03845150980720325,0.30098573163729053,0.18572063232916064,-1.1041935010944337,0.4111408732312709,0.00287462455450855,-0.4039555618835158,0.2640791106715364,0.042654293253744736,-0.4780335124571964
gsk3,0.065656850328143,-0.5972619253419997,-0.5249252845481451,-0.5104437627960973,-0.07102350390196463,0.4907330715553029,-1.780214294684146,0.18183813418466693,0.5916043839990002,2.9747387435373893,-0.06618890871056599,0.5916043839990002,0.0,-0.5477969030406941,-0.025906334465071287,-0.09902890864920882,-0.08310261044457475,-1.8487245968078918,-0.15756492581655068,-10.645246565571657,-0.3199248235814399,-0.030823631728247997,0.19580124702152946,0.5916043839990002,0.2047181134094693,0.971139071591472,0.039741231675398454,-0.00759253094227372,0.5916043839990002,0.038495431739914716,0.29786240652698215,-0.6886431498374194,0.0529409383018844,-0.264570895792812,0.7755054161212943,0.25168525904167216,1.2124507771563842,-0.13706007267928058,3.627252297427803,-10.369241433155144,0.2537044206463254,-0.05785914911063832,-0.00759253094227372,-0.7995461198353411,0.5916043839990002,0.3514347649574679,-0.19927412615874243,-0.015395640550007372,-0.028744935310315824,8.36568052591477,0.8862175706729726,0.11533993502747834,0.0,0.3103919546397212,-0.07970844392237036,-0.07102350390196463,-0.025043109095623763,-0.6574103034163058,0.5916043839990002,-0.5374910987806738,-0.6886431498374194,-0.5926395933365897,-1.8920156889250612,0.30256565104394495,-0.5610295332953112,0.0,0.0,0.0,0.21764893061085452,-0.7147830830982765,-0.13351129229991235,-0.3128286876413682,0.13064292248847134,-0.09618063088660404,-0.5916043839990002,0.0,-0.642256080005354,0.0861884113907244,0.17307234335157778,0.0,-0.03633229208715105,-0.11857018267225254,-0.6886431498374194,-1.8118140446089344,-10.93787562966488,-0.30170882284276773,0.30763406490173695,-0.5374910987806738,0.031607564539600064,0.8953406874728819,-10.110634428465916,0.20455324195173907,0.3308931018078431
esrp1,0.43877410078058093,0.2058981457053592,0.16243777280662136,0.17188278135850102,0.11914815960482109,-0.23393720709173035,-0.17849994269231348,-0.0844645423731953,0.3307305653759004,0.9717676315176644,-0.03435493518782543,0.3307305653759004,0.0,0.1383912456272234,-0.12589809064840482,-0.2419717074231406,-0.4669779302723331,-0.2063207138129951,0.023336352889841653,-0.6169027797130109,-0.1726826031395792,-0.13394536127690868,-0.4195756000671521,0.3307305653759004,-0.14632674873583673,0.13934017992940792,-0.6185014690681451,0.8104154997436297,0.3307305653759004,0.277926348621294,-0.029225337979715275,12.042651094730294,0.535217576550248,0.010262391304782001,0.5606828079358133,0.025340725122156117,0.4653473067782397,0.0508880812684965,0.20767521584086404,-0.6037591868341485,-0.9221141115721834,-0.22507775314619488,0.8104154997436297,12.165110061205977,0.3307305653759004,-17.7216199941143,-0.1716760027720564,-0.1166561080109713,0.29114590046236183,-0.24343076006638126,-0.2174726687418757,0.18593345678760712,0.0,-0.02155122148328474,-0.45403259164706544,0.11914815960482109,-0.1961279172949266,-0.4125215635836785,0.3307305653759004,-0.2835741480339253,12.042651094730294,-0.23269434499523392,-0.2248090939938427,-0.01218350922641564,0.1274822629005862,0.0,0.0,0.0,-0.01134071998887997,0.1575972864969257,-0.4309611996471138,0.012755728501883197,0.091990491909625,-0.5062093309397435,-0.3307305653759004,0.0,0.1854998650032005,0.4820243177680643,-0.11864118904706494,0.0,-0.20584079537324815,0.5299333256493103,12.042651094730294,-0.19177128539752372,-0.6336045029954739,17.503652355827345,-0.029298100351990077,-0.476349784007885,-0.40393358798244966,-0.19879871476870584,-0.5857954186921408,0.05789147388461775,0.7572920837722564
destcompl,-0.05637387431747021,-0.28418688107930745,-0.23448161036554183,-0.21865562018711654,-0.08027553446090775,-0.22785488356060943,3.0009824098310336,0.534080594197588,-0.20773408712495267,0.3727189227396914,0.1088644341700537,-0.20773408712495267,0.0,-0.24187239651309456,0.11450164289800174,-0.4757622543207187,0.047746966315671206,3.124517551841005,-0.1414114395326621,0.8310487937949729,0.1689559466514661,0.11567845043182035,-0.18851672247509066,-0.20773408712495267,0.08889131314329211,-0.11534226208085106,0.6098581347692905,0.10588355774526524,-0.20773408712495267,0.41285338672508437,0.735842102416855,-0.28066068920423254,2.8717107106966213,-0.0023971630828282207,0.1476763918866848,-0.9619302491087754,0.030461504290331353,-0.14602851798979108,-0.5084547200231506,0.8134649373475478,-0.32494694183459744,-0.4805429886732766,0.10588355774526524,-0.26260886127282324,-0.20773408712495267,-0.0930250430061664,0.3346133818379544,0.11589829369047461,-0.06672575700250004,0.5714429563920537,0.03026919849112024,-0.009633835677432558,0.0,0.6742676546615641,0.05262599458450466,-0.08027553446090775,-0.4917181615919987,0.22736944810212983,-0.20773408712495267,0.193349194676514,-0.28066068920423254,0.3365363870200514,3.1787689494202134,0.7128491248896452,-0.2648541332319117,0.0,0.0,0.0,-0.937800582514943,-0.4477737631035667,0.274826732585198,-0.6576595697140433,-0.16343212587476116,0.029142583880755562,0.20773408712495267,0.0,-0.31745015811319177,-0.03993252124658908,0.5497847997770929,0.0,-0.48286209605090824,-0.05241711116548142,-0.28066068920423254,3.0623858088862206,0.7194797192366021,0.0984160943813909,0.6925153334410797,0.193349194676514,0.8427810474509095,0.033383856903239584,0.8000307788600022,-0.1135034242143171,-3.5391244414491787
klf4,-3.3271843559229946,-0.143413629415485,-0.09289427914275526,-0.08150592591929333,0.25731213233398975,-1.029569284766803,-0.08769840661532516,-1.0207094882112928,0.33650852364599754,-0.9027844574419106,0.23106233653056377,0.33650852364599754,0.0,-0.10368278589251606,-0.05359378018171297,-0.5123258735350125,3.5264744468449187,-0.1152662049451889,0.7840109465946207,0.002680101694403396,-2.2859587397912584,-0.07930107876342603,-0.2432680472999017,0.33650852364599754,0.3535601518737311,-0.3375560704724235,-1.8222479986528763,0.8566778895151702,0.33650852364599754,0.5782322401763995,50.65743915100441,0.7616534856993041,-0.16171445915173557,0.0702288723982411,-0.4650925759185729,2.63348397104068,-0.28045497261636226,0.7947607064239918,-0.01176922037538997,0.014372683549474886,-0.2066494221145346,-0.4938540312355234,0.8566778895151702,0.7479853382587234,0.33650852364599754,0.2626156960918846,-0.2584864084809384,-0.06345496799320817,8.254129381866607,-0.17076713172194774,0.6127517425537244,0.6495492104508146,0.0,46.76963626906756,3.4147779227806025,0.25731213233398975,-0.46298673575397453,-0.36496283082946906,0.33650852364599754,-0.31392635304695077,0.7616534856993041,-0.42209510399660743,-0.13822984366641097,49.29317185771791,-0.11958809902518333,0.0,0.0,0.0,2.591308242247908,-0.23952617956558328,-0.07781703708685225,-45.60086546400671,0.3015085567772217,3.715100346681068,-0.33650852364599754,0.0,-0.17822355480778387,-3.6226731208641367,-1.0371466195564962,0.0,-0.4782493784384097,0.06466263972809375,0.7616534856993041,-0.10093283089855122,-0.008207312787721893,-0.22964352728666493,47.998784581845065,-0.31392635304695077,-0.14955944842240237,0.631503438053859,0.02004750960184376,-0.05251125041473636,0.5047129946573305
vim,0.0,0.0,0.0,0.0,0.0,0.19277563597396005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mir200a,0.017566309306738304,-0.2366442937408224,-0.17808501784290504,-0.16122741091651083,1.6066388013833648,-0.36680494993663143,0.007907821488644601,0.08690594958347661,0.377113080328252,0.5307560620581329,-0.23301532539329986,0.377113080328252,0.0,-0.19529910981362097,-1.7986463303815545,-0.28770693190962776,-0.014721184700454823,-0.01695455677458593,-0.6812495444097558,-0.2091183255736583,-0.31799466514606173,-1.8789056308122059,4.531628609908721,0.377113080328252,-0.22651732367663363,0.4101024749969898,-0.37648812044718044,0.3839150924447311,0.377113080328252,0.40574569509557706,0.16913953634494874,-0.1508494036133188,-2.563611717111718,-0.27363702907753995,0.47256314619688317,0.012292968102470641,0.48454685221259336,-0.5362964986299651,0.2059420440873182,-0.18780211937895014,-0.3337279375671921,-0.2499211107121418,0.3839150924447311,-0.16739005498829168,0.377113080328252,-1.2282300830188322,-0.02608885599295679,-1.845359753320961,-0.2405535101160056,-0.3374941369586514,-0.11686824871586557,0.4097266156465557,0.0,0.28668790083125606,-0.016777665875200957,1.6066388013833648,-0.19663136019451263,-0.5483260106451192,0.377113080328252,-0.2888619808176318,-0.1508494036133188,-0.13622172194341778,-0.04149244643632635,0.1669674818822322,-0.21242335140760643,0.0,0.0,0.0,-0.06455310777564087,-0.3851186797415231,-0.23798320537134454,-0.28441099093515027,0.4827118998396333,-0.020552245740292296,-0.377113080328252,0.0,-0.3395005092303802,0.01834318563498204,0.08437268251541694,0.0,-0.2218968343942816,-0.47900592439689293,-0.1508494036133188,-0.00281530009129372,-0.22991155735671637,1.2442888046162766,0.16150560204809547,-0.2888619808176318,-0.178648914785661,-0.0823303345308723,-0.17312343421878076,-1.1589985324327545,0.33779698561532556
