1	2	98.162316	48.427801	48.978485	40.894656	93.743319	25.914064	6215.525617	50.731457	75.407073	79.218418	21.799327	53.809913	35.717614	3.517869	86.477845	34.778766	38.868859	98.732745	0.200469	0.721679	0.402323	0.182451	0.182317	0.647384	0.763827	0.918048	0.645227	0.492698	0.177048	0.652167	0.182534	0.152205	0.709948	0.210793	0.733989	0.723470	58.832600	4.000000	27.025888	1.247266	1.000000	0.043214	7.154560	6.000000	0.070218	10.048346	2.000000	43.722830	0.439610	4.000000	0.011250	0.362007	6.000000	0.025483	0.297386	6.000000	0.017568	0.320525	3.000000	0.021739	1.023492	6.000000	0.015819	0.792043	3.000000	0.013324	1.377384	2.000000	37.949993	0.955739	1.000000	32.669709	1.355730	1.000000	43.089875	16.844925	1.000000	0.042478	9.408766	2.000000	0.011358	15.681751	2.000000	0.070768	13.762402	4.000000	0.297114	44.349138	6.000000	0.334691	7.376552	4.000000	67.020328	16.174682	4.000000	1.073221	0.745115	2.000000	0.014202	0.654660	4.000000	0.021021	0.454343	5.000000	0.407976	0.273506	4.000000	14.739884	0.148323	1.000000	0.023102	0.617015	6.000000	0.090252	2.341784	2.000000	0.035571	31.047448	6.000000	0.019501	21.993888	2.000000	43.247670	0.405691	5.000000	0.041050	4.164265	5.000000	62.730731	32.678911	1.000000	62.656007	32.193401	1.000000	0.048264
2	1	55.927698	82.940669	29.598429	81.256693	35.604194	89.293618	4617.028472	51.495471	37.620084	66.519160	85.198006	98.837513	57.505186	92.511807	62.768552	57.603828	12.904249	17.217025	0.846551	0.426458	0.600317	0.578354	0.470890	0.985931	0.660489	0.607211	0.885156	0.967539	0.393331	0.653546	0.429835	0.274716	0.651834	0.500268	0.107690	0.439198	143.565162	4.000000	51.609203	0.290044	1.000000	0.095181	9.940192	5.000000	0.133181	12.324158	4.000000	27.029460	1.296086	4.000000	0.020608	0.287562	4.000000	0.034456	0.696289	4.000000	0.013457	0.363022	5.000000	0.024691	0.897616	2.000000	0.050259	0.046572	5.000000	0.012973	0.058536	6.000000	33.573077	0.930241	1.000000	1.002918	0.829025	5.000000	45.043206	6.686803	5.000000	0.010175	14.001709	2.000000	0.027174	1.349782	3.000000	0.012488	18.323818	5.000000	0.015832	26.019397	1.000000	0.040194	57.729045	6.000000	88.752599	57.347403	6.000000	4.687542	0.274175	6.000000	0.253490	0.247473	5.000000	0.020183	0.658767	4.000000	0.038404	0.558324	3.000000	43.338625	0.820918	1.000000	0.014920	0.327330	6.000000	0.011231	13.252448	2.000000	0.116719	24.672490	6.000000	0.016962	0.919344	5.000000	71.864977	1.953463	6.000000	0.012136	4.785136	1.000000	8.181839	10.108503	1.000000	60.752906	48.341211	5.000000	0.035443
3	2	28.478666	71.349938	61.261650	77.414751	38.766693	67.568067	3287.663395	49.360550	48.912781	93.155525	99.148582	87.399129	53.267272	44.094342	14.596383	10.420083	89.300406	96.726667	0.220162	0.832160	0.789645	0.691776	0.202850	0.471678	0.716576	0.592482	0.987790	0.137554	0.708219	0.745212	0.768635	0.951991	0.348752	0.270171	0.930540	0.169350	32.514176	1.000000	89.850031	1.394495	1.000000	0.011537	10.476684	5.000000	0.011640	3.442769	4.000000	42.267455	0.148914	4.000000	0.010655	0.499190	1.000000	0.035290	1.505845	5.000000	0.015872	0.128227	6.000000	0.056753	0.631098	3.000000	0.865786	0.581926	5.000000	0.021748	0.703467	1.000000	34.322776	0.374156	2.000000	57.452715	0.593065	6.000000	62.420316	51.164721	4.000000	0.015053	9.434807	5.000000	0.014150	28.902949	1.000000	0.049927	36.476342	1.000000	0.045542	23.112686	1.000000	0.016136	30.458524	6.000000	18.787311	4.848577	6.000000	34.028334	0.754964	1.000000	0.011419	0.177765	3.000000	0.013976	0.912481	4.000000	0.013011	0.051856	5.000000	58.605569	0.073527	6.000000	0.028175	0.503839	3.000000	0.025019	7.850041	5.000000	0.010316	11.735270	6.000000	0.010179	39.757928	3.000000	81.352255	1.525787	2.000000	0.014582	19.712140	6.000000	61.766847	21.210717	5.000000	88.294248	21.770569	3.000000	0.012034
4	4	10.826814	10.029881	24.278980	1.943190	79.331089	52.373378	1015.361281	45.853563	2.222277	3.284333	30.710521	18.102392	87.236276	99.937797	36.860304	51.985259	89.999993	2.490913	0.100519	0.481022	0.813401	0.358113	0.570773	0.836010	0.560352	0.250243	0.727781	0.751171	0.283932	0.684990	0.526868	0.541002	0.727345	0.602726	0.637725	0.328759	173.548954	5.000000	72.169413	1.302880	4.000000	0.042021	4.482586	2.000000	0.026237	8.505990	2.000000	42.190670	0.367335	5.000000	0.042153	0.823334	4.000000	0.010307	0.852713	6.000000	0.011769	0.275918	5.000000	0.013942	1.455209	2.000000	0.014323	0.824645	3.000000	0.015850	1.532083	2.000000	65.950115	0.857678	3.000000	19.027576	1.482890	1.000000	53.948913	52.273935	6.000000	0.046576	7.179299	4.000000	0.031624	48.369340	3.000000	0.016119	53.385271	3.000000	0.015115	21.629023	4.000000	0.042623	10.160511	4.000000	12.299742	36.068732	4.000000	86.922168	0.111346	5.000000	0.011738	0.844263	1.000000	0.012832	0.706133	5.000000	0.010408	0.214929	3.000000	65.792133	0.459898	3.000000	0.012170	0.784179	4.000000	0.018433	0.848121	1.000000	0.126998	36.795813	2.000000	0.015728	56.161179	5.000000	78.025868	0.310269	5.000000	0.028346	8.051110	2.000000	92.016689	15.592912	4.000000	80.724754	40.930775	5.000000	0.013072
5	2	12.560452	98.279568	70.406322	23.997843	1.170042	2.406409	6893.949085	91.774800	69.607555	7.069777	61.062092	29.585452	57.702635	2.869369	32.232966	49.930120	25.025816	95.001274	0.452824	0.707551	0.595085	0.747482	0.713979	0.423956	0.907003	0.729546	0.747331	0.377745	0.198020	0.164974	0.292372	0.863601	0.746231	0.935153	0.106712	0.465221	92.194610	3.000000	85.516212	1.147423	3.000000	0.011153	4.891438	2.000000	0.010421	1.787339	6.000000	26.658612	1.203357	5.000000	0.020014	0.152300	3.000000	0.011083	0.513489	2.000000	0.036681	0.931401	6.000000	0.029024	1.217370	4.000000	0.017142	0.812225	3.000000	0.129033	1.386544	3.000000	65.497241	0.403494	6.000000	7.993306	0.518103	3.000000	90.527627	30.665941	2.000000	0.017830	2.974243	1.000000	0.025316	17.807426	5.000000	0.011151	60.111278	1.000000	0.027918	57.991306	3.000000	0.015091	28.213104	2.000000	48.583098	5.156343	6.000000	59.534089	0.408490	3.000000	0.017194	0.431981	5.000000	0.015441	0.227988	6.000000	0.011301	0.603072	1.000000	72.935477	0.210427	3.000000	0.012908	0.673015	5.000000	0.042747	12.263031	4.000000	0.026548	34.654801	2.000000	0.095932	52.502527	6.000000	16.515264	3.052576	3.000000	0.045878	12.467148	5.000000	27.710797	41.405363	3.000000	21.862324	26.563238	2.000000	0.492657
6	2	33.725485	55.300647	51.742108	10.813872	28.817700	21.686549	3442.929255	80.457954	26.615141	38.499501	72.457452	50.230889	32.985403	73.037984	86.000825	54.431301	21.201799	47.154413	0.449528	0.137255	0.392012	0.972695	0.860951	0.183491	0.423477	0.123662	0.823914	0.509993	0.977816	0.184637	0.879930	0.767225	0.658084	0.767030	0.111150	0.882056	137.239197	6.000000	25.825951	0.547738	2.000000	0.032274	8.414247	4.000000	0.011248	2.261724	3.000000	50.798042	1.479362	4.000000	0.010175	0.768270	2.000000	0.024573	0.360196	2.000000	0.012151	1.017170	6.000000	0.021664	1.397502	5.000000	0.015243	0.759273	3.000000	0.011679	0.812129	2.000000	46.837153	0.041057	3.000000	73.867230	1.347333	4.000000	13.696926	4.684198	4.000000	0.012373	1.740036	4.000000	0.037709	44.373865	5.000000	0.018037	39.930156	2.000000	0.011184	21.564186	4.000000	0.256173	27.880800	1.000000	39.751950	24.033703	5.000000	73.709559	0.381847	6.000000	0.011911	0.648454	6.000000	0.166640	0.264749	2.000000	0.599888	0.143317	1.000000	86.436489	0.145645	4.000000	0.012677	0.875905	5.000000	0.014593	11.522658	3.000000	0.012561	43.117537	2.000000	0.017148	28.175335	5.000000	5.060946	1.493015	3.000000	0.020555	10.582808	6.000000	61.399476	2.464075	3.000000	49.356792	54.849892	5.000000	0.010955
7	2	38.472296	73.677348	37.210629	99.426491	42.290083	74.566270	4591.451069	38.972179	6.283695	95.193603	98.419218	20.882137	84.422754	56.795879	33.103012	57.105526	64.194485	78.818362	0.881602	0.765580	0.557020	0.653919	0.632355	0.524540	0.515145	0.101811	0.693859	0.124354	0.327658	0.582818	0.159093	0.621644	0.111492	0.240618	0.921010	0.739645	144.578211	6.000000	41.225691	1.539473	6.000000	0.011631	4.660542	4.000000	0.017564	14.291015	6.000000	23.529054	1.248476	2.000000	0.016528	0.431752	6.000000	0.015826	0.394947	4.000000	0.133616	0.111763	2.000000	0.011714	1.323825	5.000000	0.029055	0.846827	4.000000	0.026595	0.511566	2.000000	23.194001	0.192289	3.000000	52.716469	0.520925	3.000000	62.143527	10.759639	3.000000	0.121892	2.914108	6.000000	0.013694	61.844922	6.000000	0.010238	34.263481	1.000000	0.013335	49.400914	6.000000	0.014825	67.639641	1.000000	6.924944	35.682498	1.000000	28.706745	0.038824	2.000000	0.011707	0.200665	2.000000	0.022376	0.214755	3.000000	0.109915	0.472934	5.000000	19.179480	0.785675	3.000000	0.042091	0.594017	1.000000	0.010048	5.392538	4.000000	0.017934	45.390593	4.000000	0.012378	41.699456	1.000000	73.953586	7.370221	5.000000	0.038941	13.857740	5.000000	6.991188	24.854664	5.000000	90.003973	54.867417	6.000000	0.016181
8	1	66.402704	37.627550	4.087814	47.384008	57.115377	89.591302	2426.386551	68.526226	97.893519	57.289981	70.836547	41.928009	49.971069	70.072567	34.108515	36.490836	14.959659	68.841668	0.676103	0.543523	0.380209	0.320988	0.655905	0.681105	0.550561	0.538376	0.460959	0.491405	0.551778	0.238142	0.414787	0.229983	0.281735	0.738645	0.639296	0.557091	168.753079	4.000000	62.645170	1.413657	5.000000	0.012617	8.114543	4.000000	0.068912	3.619258	5.000000	51.117098	0.551762	1.000000	0.011003	0.705478	1.000000	0.011567	1.368384	4.000000	0.023054	0.673775	2.000000	0.088211	1.001967	6.000000	0.041110	0.716074	2.000000	0.010006	0.781344	1.000000	66.190709	0.975601	5.000000	94.540861	1.236699	1.000000	94.264521	13.169603	5.000000	0.068688	6.019901	1.000000	0.034427	6.633696	1.000000	0.044438	41.094372	1.000000	0.016371	35.212404	2.000000	0.020243	52.704767	6.000000	47.737143	19.358940	3.000000	62.430199	0.692342	4.000000	0.285376	0.516021	1.000000	0.090975	0.757333	6.000000	0.017512	1.007233	4.000000	1.574367	0.960318	5.000000	0.012203	0.277753	6.000000	0.011278	4.214554	3.000000	0.019717	4.987954	4.000000	0.032061	1.627079	5.000000	92.074610	3.455122	2.000000	0.024017	7.735055	4.000000	22.440291	32.431053	1.000000	77.297930	4.066698	6.000000	0.015028
9	2	80.424953	37.375451	11.541896	67.839278	74.635676	26.289024	2858.412056	70.171166	5.141083	30.335103	82.606917	61.127672	17.862563	29.872479	21.011812	11.184556	31.048928	93.723233	0.870371	0.281016	0.726582	0.932290	0.611450	0.337250	0.182691	0.180282	0.434582	0.843729	0.478085	0.441050	0.686268	0.607973	0.348200	0.498557	0.609052	0.889597	90.633700	3.000000	96.285772	0.210653	3.000000	0.010615	4.040201	6.000000	0.022572	7.430091	1.000000	87.012892	0.806184	2.000000	0.081161	0.236639	5.000000	0.033897	0.232917	4.000000	0.348489	0.419791	4.000000	0.014474	1.090728	5.000000	0.065572	0.236874	4.000000	0.010548	1.289323	1.000000	95.139590	0.922668	3.000000	5.814342	0.391530	2.000000	79.557479	55.499100	6.000000	0.032031	13.957475	5.000000	0.010653	57.819495	5.000000	0.154361	55.608658	2.000000	0.012429	52.862820	2.000000	0.012098	44.506526	3.000000	23.824335	15.593585	1.000000	36.102602	0.168067	5.000000	0.197536	0.931536	5.000000	0.014788	0.129607	3.000000	0.010926	0.136733	6.000000	14.093608	0.021395	6.000000	0.108008	0.079767	6.000000	0.010047	13.608675	3.000000	0.058775	32.619809	6.000000	0.046225	36.400079	2.000000	5.479808	5.196854	2.000000	0.025886	22.855474	6.000000	75.391791	61.652984	3.000000	56.832355	8.171105	5.000000	0.042777
10	2	12.010945	59.451049	80.787589	48.246525	57.843377	30.317446	1253.136465	94.328834	14.102769	2.226716	2.699651	10.772177	45.963936	71.781499	34.292913	43.804821	72.388395	48.076638	0.778663	0.675180	0.910133	0.503282	0.276937	0.546288	0.450371	0.563331	0.782402	0.478727	0.468052	0.587203	0.187135	0.550092	0.846845	0.632080	0.107466	0.996148	104.121858	5.000000	1.234703	1.008234	6.000000	0.029288	4.360420	2.000000	0.026060	0.919896	2.000000	50.311391	0.040245	3.000000	0.034589	0.497360	2.000000	0.060619	0.200993	2.000000	0.025729	0.170199	4.000000	0.024115	1.190616	2.000000	0.036605	0.944290	4.000000	0.012230	1.278260	5.000000	31.812943	0.465615	4.000000	67.255041	0.845321	3.000000	40.726282	48.548400	3.000000	0.017741	3.482099	3.000000	0.450214	68.908732	6.000000	0.108545	34.965487	2.000000	0.044880	23.437574	3.000000	0.051160	56.660438	5.000000	39.185943	38.936853	1.000000	12.454969	0.384439	6.000000	0.023793	0.580000	1.000000	0.060966	0.691606	2.000000	0.011822	0.739243	6.000000	90.654459	0.449509	2.000000	0.014730	0.564124	4.000000	0.028298	7.918637	4.000000	0.246605	9.202232	3.000000	0.043694	29.770986	6.000000	67.479132	1.035674	1.000000	0.022789	10.120732	4.000000	92.041624	69.691840	2.000000	95.892516	57.115123	6.000000	0.078269
