2	3	7.496011	2.872153	-4.971083	-6.766780	-7.615795	6.189116	11.566060	1.492262	1.861477	1.431754	4.865415	3.616236	-0.316686	7.577796	-0.937338	3.156937	7.487129	2.882456	7.666598	-5.007729	7.496011	-8.867518	7.516855	5.324772	7.252751	0.759200	-12.061334	5.801034	8.062349	7.829983	0.628434	5.622819	5.364414	0.500158	4.144949	-7.021406	1.926279	-2.812904	-3.067345	6.475299	7.496011	-2.271545	7.516852	5.324772	2.101029	0.759298	-6.228119	5.801034	8.061840	7.824126	0.628434	5.622322	5.132943	0.500618	4.144929	-6.307913	1.926279	-2.807433	7.144596	0.172898
13	3	8.050171	0.964328	0.438913	-3.587481	4.434566	6.739484	3.364671	4.243138	-1.016881	1.315272	6.329964	3.587861	3.219145	6.422048	0.668604	-0.178065	5.278439	4.867541	0.181428	7.045794	8.050171	-4.166552	6.336447	1.696532	6.769497	0.230812	-16.066016	7.712504	5.165478	7.292426	-0.135250	6.399341	5.835432	0.285068	4.962974	-6.761364	1.466374	1.574677	-0.825089	7.588865	8.050171	3.813248	-4.892290	-6.932130	-2.678348	7.098458	8.516844	3.909054	-1.016885	1.104745	6.338898	3.586526	3.219145	6.423331	0.668604	6.453289	5.280731	4.868564	7.903668	-4.618842
21	3	6.064965	-6.895298	5.782549	6.287605	5.440857	-6.781162	-23.319492	9.415569	8.648868	8.956893	1.735056	7.193508	6.791732	-0.482607	5.621340	-0.552060	0.707239	-1.608792	-2.106873	6.937937	6.064965	5.202286	1.215009	2.014590	-6.708194	-1.225015	-5.062730	9.402864	8.648867	8.956893	2.551497	7.193412	6.791732	2.637469	5.621340	2.635724	0.733627	-1.608792	6.462110	-4.723071	6.064965	5.666463	-1.898973	-3.544721	-11.932513	4.966159	12.182887	3.019918	3.063077	3.512175	8.256083	1.707330	1.073177	6.735564	0.806598	6.296605	3.036852	3.932208	6.470122	-4.723112
22	3	6.163643	3.663987	-3.311814	-4.201318	-10.434747	7.649309	17.455244	-0.629559	3.056780	2.573141	5.297346	-0.304398	-0.212670	8.830347	-0.165424	6.132491	5.925151	6.265827	7.673498	-3.013331	6.163643	0.196224	0.206562	1.073318	0.580267	6.864747	14.850702	-0.629559	3.056780	2.573374	5.297346	-0.304398	-0.212670	8.830180	-0.165424	3.813922	5.925151	6.265826	-4.840221	5.945693	6.163643	-9.061912	4.391214	7.701183	5.558864	-0.551285	-7.587635	5.793715	4.117170	5.335523	0.315598	5.986000	5.236444	-3.118788	2.141563	-4.498108	3.745748	3.844943	-4.879914	6.032084
24	3	2.671042	3.293467	-2.863961	-4.953541	-9.292733	8.237197	10.334750	-1.728924	2.494846	2.188973	5.865874	-3.181222	6.722079	4.372241	3.959549	7.866284	8.103385	7.483487	6.106917	2.305760	2.671042	-3.658384	7.460450	3.746774	2.633608	1.833436	-16.225433	4.182215	7.425119	7.807855	-0.709524	3.406402	7.825607	1.767670	5.205380	0.881934	3.761273	1.266691	-4.718620	7.957687	2.671042	2.327301	-1.330021	-2.794007	-5.577857	7.953824	9.578002	-1.728924	2.494846	2.306072	5.865570	-3.181222	6.722079	4.342078	3.959549	7.866276	8.103229	7.481226	-0.109469	5.460994
25	3	7.659393	5.231030	-6.158871	-1.387958	-7.988207	6.500913	9.842648	4.435549	2.314871	1.084356	7.913060	1.123189	2.627391	7.916688	4.002702	6.800033	8.319483	5.555691	5.254550	-1.056267	7.659393	-6.688241	4.677849	6.015496	4.579913	-5.461414	-27.124656	5.974792	7.081644	7.013180	1.646048	7.341376	6.388635	-3.701001	6.530566	-3.122488	4.973467	1.430688	-5.435003	6.119871	7.659393	2.151892	-3.980126	0.708979	-3.796700	5.103760	4.443655	4.435782	2.317489	1.089229	7.911568	1.520841	2.634727	7.895561	4.004742	6.592094	8.319483	5.555691	0.095227	5.167839
26	3	5.367736	2.126518	-3.079278	3.521352	0.945722	6.844035	9.837665	-0.015821	-0.057406	1.179622	7.632390	1.192383	3.182364	3.691627	-1.329992	4.279227	6.734418	3.763104	2.528450	6.883273	5.367736	-5.359855	5.603622	7.899302	6.466278	-1.521367	-13.342971	6.394949	5.505955	7.225385	3.683801	7.492640	7.549961	-3.266750	2.247651	-6.725881	2.379270	-0.253407	-2.809110	7.627956	5.367736	2.488879	-3.333642	2.607125	-0.522420	6.846540	14.215069	-0.015821	-0.219727	0.742424	7.632390	1.192383	3.182364	4.965043	-1.435806	5.297370	6.734418	3.765837	5.332724	1.909121
27	3	6.423170	-3.634376	7.440199	4.583747	5.521826	-7.404063	-9.125242	1.405358	6.559556	7.020092	0.520040	8.475701	7.557805	0.566016	6.114530	-7.406580	6.041814	1.376220	-6.492910	6.992505	6.423170	0.121327	-2.639660	-1.674348	0.297408	1.394206	13.425820	-4.672431	1.118033	0.596135	6.714401	3.593889	1.311057	5.367888	-0.190547	-0.647687	8.273277	7.388119	-3.108436	6.469772	6.423170	0.113172	1.893145	4.475533	5.508472	-4.440738	-3.014161	1.300257	6.559556	7.017092	3.698371	8.475701	7.513483	0.672231	6.114530	-7.391701	7.800658	1.376571	-3.133914	6.481858
31	3	7.281931	6.260407	-2.615039	-7.105395	-7.750939	9.877224	15.830743	3.120057	2.830346	0.745425	4.640278	-0.125858	2.015265	7.418778	1.718474	6.102743	4.883806	8.597931	7.294368	-6.073023	7.281931	2.048307	7.202928	-0.897225	-2.790912	3.476766	-3.379669	8.930395	8.279961	7.131604	-1.387625	5.170239	7.642715	7.167351	7.910931	6.066107	3.898300	5.488525	7.127548	-3.355792	7.281931	-2.234464	7.705696	3.868574	6.978737	2.427358	-14.788762	8.980566	8.279963	7.144993	-1.500728	5.170239	7.699550	6.108070	7.910931	1.517028	3.898299	5.483074	-1.396228	4.577279
34	3	7.991990	-3.481296	6.600573	7.438962	4.665221	-6.233495	-15.827539	8.527151	6.275751	9.011857	0.218655	5.215547	4.750475	-1.682276	5.379109	-4.764677	0.048652	0.304381	-4.115424	7.169651	7.991990	6.092130	-6.075188	-4.008235	-12.708625	5.078664	13.588228	4.488462	-0.121049	3.026118	6.198582	-0.021000	-1.157226	6.073677	0.619894	7.639331	5.398909	6.268062	5.325591	1.251116	7.991990	3.075060	-2.954399	-1.585924	-5.027034	4.969670	7.174171	4.971641	-0.120905	4.378357	6.198575	-0.020210	-1.157226	6.073636	0.619907	7.638811	5.398905	6.257477	0.728098	5.004315
