17	1	7.090519	-3.610086	7.121470	7.790527	5.762678	-2.935090	-19.214511	4.619766	5.455355	4.066014	0.248848	5.517968	5.440112	-0.337590	5.441186	-5.828282	2.931794	2.513234	-10.949225	6.262957
51	1	8.701234	-6.361252	7.264289	6.582969	5.471634	-6.835909	-16.754582	8.243561	7.796537	4.752154	-2.411692	6.517294	7.617868	-3.559722	7.231948	-4.721006	3.047398	5.842269	-8.295212	7.279479
52	1	6.712423	-9.593134	6.539187	6.777760	7.748583	-2.024703	-12.944610	5.293807	8.044005	6.363045	-5.469399	5.609288	6.086376	-4.445134	6.402185	3.441316	0.760899	3.631897	-7.205920	6.606223
60	1	6.185836	5.786283	-4.568482	-2.947746	-9.679015	6.064081	9.879195	3.235729	0.678193	0.655490	3.475950	-2.540003	2.475126	7.116002	1.473497	6.676713	3.437461	6.717840	6.755285	-4.566477
62	1	7.240584	-8.033813	8.576115	7.089624	7.786525	-5.037667	-25.696441	7.303320	6.943847	5.955431	1.725071	6.077809	6.853045	-1.571088	5.855963	-7.552238	0.491912	3.756841	-4.915453	7.008352
64	1	5.266336	-12.975047	6.468842	6.757065	3.753947	-3.730858	-18.269661	4.712193	6.431546	6.610027	4.433618	6.620111	7.504680	-2.636830	5.318007	-4.283573	7.440827	0.807112	-4.004543	7.410876
69	1	6.193579	6.406984	-2.843613	-6.304636	-8.446843	6.364963	14.954368	-0.217204	2.054552	0.084298	7.986236	-2.463633	-1.166424	7.323948	1.816876	5.993180	4.010667	8.753143	6.168420	-4.091119
84	1	6.864188	3.585140	-1.344911	-4.486651	-6.233807	4.515961	15.077845	2.718370	7.209401	-0.553640	6.830114	0.398070	1.390705	7.247921	1.086841	5.653046	6.831348	8.122612	5.012449	-7.981560
86	1	5.919013	-8.988187	6.414696	8.100124	2.844203	-1.634165	-23.019870	1.969385	8.768899	5.565281	3.147728	5.878580	4.481290	-1.875104	5.368266	-1.720326	-0.818808	1.851233	-3.277963	8.428458
91	1	7.573997	-6.389391	9.083481	6.361437	5.646908	-4.977770	-24.817139	5.337258	6.586342	6.914850	-2.038109	6.404667	3.929781	-0.207660	7.618717	-5.317841	2.538377	-0.879700	-6.329679	6.779789
92	1	5.364677	-15.072791	4.318783	6.899977	6.562808	-2.699378	-16.951508	5.898299	5.873640	7.399319	-1.558057	4.933828	3.471890	0.384003	8.383574	-3.741832	0.373254	-0.670552	-3.627498	6.607515
94	1	6.487046	-10.592385	5.763368	6.623053	4.436499	-6.035182	-13.434971	8.923779	4.602393	6.019665	3.330067	4.790802	5.893124	-1.738566	3.343208	-4.765477	0.498449	4.975560	-5.976436	7.259771
