12	3	5.996227	1.054284	-6.336665	-2.568332	-0.393642	6.096231	6.015600	5.156469	2.624857	-0.931824	6.049417	2.744092	0.788502	5.589632	1.482685	5.224622	4.702712	7.683210	5.996227	-5.529063	5.230754	6.168275	6.452768	-2.117210	-19.531098	7.639425	7.659304	4.384413	-0.107943	3.798331	7.378729	-2.070291	5.798130	-0.667790	0.640259	7.250498	5.996227	-1.188698	-0.478393	6.164323	6.419907	-2.102712	-14.647741	7.638747	7.658676	4.384413	-0.107939	3.798331	7.378729	-2.070279	5.798103	-0.667742	0.640262	7.250498
20	3	6.742443	-0.420774	0.671355	7.944057	6.469378	-0.174261	-13.910510	6.838258	5.630555	5.746746	-0.362564	7.594165	7.025461	-3.711255	6.795028	2.616489	5.639943	-0.855504	6.742443	1.684784	-3.611399	-1.101085	-4.074171	6.769643	5.508569	3.298089	1.346203	-0.318939	6.213867	2.887404	3.301129	7.503752	4.017052	7.594848	6.433507	4.457583	6.742443	-4.537746	7.094686	8.496102	7.104844	-6.272472	-17.758496	6.838258	5.630728	5.746746	-0.362557	7.594165	7.025461	-3.713140	6.795090	2.616477	5.639943	-0.855504
26	3	6.619313	-1.488162	5.495302	6.469321	2.806489	1.102003	-20.807378	0.686223	7.443664	7.897403	-0.317754	6.228751	7.655826	-1.670273	8.806756	2.561264	3.012501	3.264100	6.619313	3.482981	-7.031643	-2.345538	-7.182220	7.372053	2.849358	-3.649970	0.910456	5.080085	6.087726	2.292090	4.768961	3.502419	6.296899	6.149625	6.708110	3.953281	6.619313	2.736378	-6.820183	-1.975466	-7.165121	6.641774	-0.639785	-1.736626	3.272762	6.508315	5.768497	4.300511	7.293699	2.955177	8.796060	6.149620	6.670248	3.271879
34	3	5.769019	1.144549	-4.917178	0.386915	-3.163970	6.468725	2.062116	-0.314633	-3.639838	3.255909	5.540171	-2.083200	6.073159	6.765189	3.109412	7.380485	3.536809	5.655221	5.769019	-7.276162	6.759541	6.659663	4.582117	-3.200893	-16.311662	6.209147	1.148287	8.792289	0.673636	2.570695	6.464865	1.088580	3.109605	-3.455379	1.276150	1.594074	5.769019	1.097972	0.777973	3.383473	3.338517	0.800356	-9.587267	6.209137	1.148287	8.792289	0.673636	2.570695	6.464865	6.112032	3.109605	-3.178612	1.276150	1.594074
42	3	7.234211	-0.384226	3.932740	7.101620	3.144234	-1.116600	-11.072707	8.469735	6.117003	6.791331	0.902920	2.984495	3.899037	0.431755	7.115139	-0.517353	2.465197	4.318446	7.234211	-0.040976	-1.945549	2.074134	-1.409271	5.653928	6.426256	2.932097	2.570574	2.775329	6.751597	-2.606655	-2.087126	0.478050	0.822263	5.000590	8.964095	5.679275	7.234211	1.718873	-5.195398	-2.837941	-4.091620	6.111213	11.798888	2.932096	2.385599	2.775329	6.751714	-2.609985	-2.090253	5.545557	0.820506	5.050555	8.964095	5.679275
49	3	6.869733	-3.051743	5.531820	7.123835	4.877619	-2.165001	-8.717929	6.461516	5.303674	6.995551	5.723927	5.843317	5.916603	-0.447696	6.213279	-4.559646	7.602494	2.111473	6.869733	1.572104	-2.131601	0.017559	-2.752499	7.392409	13.847884	0.415833	0.339233	0.517467	6.471788	-0.241851	0.400316	7.890350	2.568015	4.398986	7.908770	3.963271	6.869733	1.384487	2.957036	3.677119	3.166574	1.187162	-3.166744	6.461487	5.303617	6.994296	5.837229	5.804980	5.916401	5.201058	6.213278	-3.032455	7.702259	2.111876
50	3	3.981029	1.173894	2.814132	-1.945164	0.725129	0.205049	-10.814415	5.539715	6.400103	9.000417	-1.610872	3.818075	5.323726	5.405931	6.412658	0.658586	-0.056456	4.318723	3.981029	-6.300399	7.337687	4.068179	5.760207	-1.334132	-18.508491	5.539715	6.400103	9.000417	-1.610872	3.818075	5.323726	0.375496	6.412658	-2.796808	-0.056456	4.318723	3.981029	1.266224	-2.865543	-8.257642	-5.153626	5.991303	9.432762	-0.309415	2.432764	3.695724	4.858259	-1.779827	-0.424620	5.867717	1.455857	3.608629	4.568020	8.192250
51	3	3.939152	-5.101917	6.340195	9.560231	4.430063	-2.306734	-16.926457	5.947014	7.217053	4.694408	1.018783	7.388929	6.083080	-3.707231	5.608776	-4.107116	0.125039	1.582260	3.939152	-0.166993	3.075613	2.978225	1.495257	5.918289	12.846287	-0.139824	0.820530	1.334490	7.131327	3.904336	0.650301	1.461153	1.816734	7.232968	5.214352	6.239257	3.939152	1.187443	2.422581	-1.794840	-2.765873	8.082941	14.898877	-0.139824	0.820530	1.334490	7.131327	3.904336	0.650301	6.096455	1.816734	7.301557	5.214352	6.239257
68	3	6.352578	0.987678	-0.771338	-1.718077	-1.976426	9.149806	9.655550	1.400552	-1.599709	3.321988	6.534894	2.129012	5.776455	5.609223	0.152795	3.816234	6.806661	3.357986	6.352578	-6.546669	7.424523	5.487997	8.016435	-0.537499	-11.116166	5.345199	3.493524	8.460822	-0.065600	8.204850	6.630008	-3.614482	0.182228	-3.488223	4.019505	-1.688587	6.352578	-1.450002	0.902392	0.371552	1.998175	7.951875	6.736001	1.400552	-1.597899	3.322300	6.534780	2.482260	5.776463	5.388714	0.152795	3.757966	6.806592	3.357960
71	3	9.615400	-0.316341	6.618273	1.791934	1.085258	1.827327	-7.973938	5.449500	2.001926	8.421996	0.988312	6.659241	6.951297	1.212969	3.629104	2.587903	-0.695676	0.755747	9.615400	1.394249	-5.223582	-7.678865	-6.427580	8.026189	12.740122	0.527086	-4.234756	2.258222	6.704741	0.439296	0.381353	6.998299	0.553921	8.595773	4.886289	6.447069	9.615400	1.028749	2.013606	-1.342965	-1.475886	5.814048	-4.002455	5.447779	2.001886	8.421992	0.993584	6.659239	6.951237	1.214892	3.629074	8.594420	-0.694912	0.755747
